Phase fields,     scores,     Norm. scores,
Br In S Sb      ,  7.769,    0.114,
Ge Pb S Se      ,  7.785,    0.115,
As Cl F S       ,  7.798,    0.116,
Cl In In S      ,  7.814,    0.117,
Al Cd O S       ,   7.83,    0.118,
Cl O S Sn       ,  7.839,    0.119,
Cu P S Se       ,   7.84,    0.119,
Cl O P Sn       ,  7.854,     0.12,
As Br F Se      ,  7.867,    0.121,
Ag S Se Te      ,  7.868,    0.121,
Ag Cl Ge S      ,  7.881,    0.122,
Br In In Se     ,  7.883,    0.122,
As Cl Cu S      ,  7.889,    0.123,
Cu S Sb Se      ,  7.894,    0.123,
Ag Ga S Se      ,   7.91,    0.124,
Cl Cl O Sn      ,  7.913,    0.125,
As Hg S Sb      ,  7.913,    0.125,
Cl Cu P Se      ,  7.914,    0.125,
As Cl Hg S      ,  7.918,    0.125,
Ga S Se V       ,  7.923,    0.125,
Br Cd O P       ,  7.934,    0.126,
Ag Sb Se Te     ,  7.937,    0.127,
Ag Cl Se Te     ,  7.942,    0.127,
As Br In O      ,  7.954,    0.128,
Cu Ge P S       ,  7.961,    0.128,
Ge Pb Se Te     ,  7.968,    0.129,
I P P Sn        ,  7.969,    0.129,
As As Br Hg     ,  7.976,    0.129,
As Cl F Te      ,  7.981,     0.13,
As Br Hg Se     ,  7.986,     0.13,
Cl P S Ti       ,  7.996,    0.131,
As Cu In Se     ,  7.996,    0.131,
I S Sb Sn       ,  8.008,    0.132,
Al Cd O Te      ,  8.012,    0.132,
Bi S Sb Se      ,  8.039,    0.134,
Cu Ga S Se      ,  8.048,    0.135,
Ag Cl P S       ,   8.06,    0.136,
Br Ni O Se      ,   8.07,    0.136,
Cl In O Te      ,  8.077,    0.137,
Cd Pb S Se      ,  8.087,    0.138,
Ag Ga Se Te     ,   8.09,    0.138,
Br Cl I Sb      ,  8.097,    0.138,
Br O Te Zn      ,    8.1,    0.139,
Hg O Se Se      ,  8.115,     0.14,
Al I Sb Te      ,  8.116,     0.14,
Pb S Se Te      ,  8.132,    0.141,
As Cl Ga Hg     ,  8.139,    0.142,
Bi S Se Te      ,   8.15,    0.142,
As Br F S       ,  8.151,    0.142,
Ag In S Se      ,  8.151,    0.142,
Ga Ga I Te      ,  8.154,    0.143,
As F I Se       ,  8.158,    0.143,
Al Cu S Se      ,  8.162,    0.143,
Cd Hg Se Te     ,   8.17,    0.144,
Al Cl O Sn      ,  8.175,    0.144,
Cl F P Sb       ,  8.175,    0.144,
Cl Ni O Te      ,  8.181,    0.145,
Cl Cu P S       ,  8.196,    0.146,
Bi Sb Se Te     ,  8.217,    0.147,
Ag Cl In Se     ,  8.223,    0.148,
Ag Cl S Te      ,  8.223,    0.148,
Cu Ga Se Te     ,  8.226,    0.148,
Br F Sb Se      ,  8.227,    0.148,
Cl F Sb Sb      ,  8.228,    0.148,
Ag Br Ge S      ,   8.23,    0.148,
Ag Ge I Se      ,  8.238,    0.149,
As Br Cu S      ,  8.238,    0.149,
Ag O P Se       ,  8.244,    0.149,
Ge Pb S Te      ,  8.249,     0.15,
Bi Cl Ga Se     ,  8.262,    0.151,
Br Cu P Se      ,  8.262,    0.151,
Cd Pb Se Te     ,  8.264,    0.151,
As Br Hg S      ,  8.266,    0.151,
As F O S        ,  8.267,    0.151,
As Hg I Se      ,  8.273,    0.152,
F O S Se        ,  8.277,    0.152,
Cd Cl I O       ,   8.28,    0.152,
Cu In S Se      ,  8.285,    0.153,
S Sb Se Tl      ,  8.289,    0.153,
Ag Br Se Te     ,  8.289,    0.153,
O S Se Zr       ,  8.299,    0.154,
Cl N S Se       ,  8.304,    0.154,
As Cl Hg Sn     ,   8.32,    0.155,
B O Se Zn       ,  8.322,    0.155,
As Br F Te      ,  8.326,    0.156,
Ag In Se Te     ,  8.326,    0.156,
Ag S Te Te      ,  8.327,    0.156,
Cl F Sb Te      ,  8.336,    0.156,
As Cl F O       ,  8.338,    0.156,
Cl Hg S Zn      ,  8.341,    0.157,
Pb S Se Sn      ,  8.352,    0.157,
Cl Cu S Te      ,  8.356,    0.158,
Br Cu Ge S      ,  8.363,    0.158,
B Br P S        ,  8.364,    0.158,
Cl Pb S Sb      ,  8.369,    0.159,
Cl N Sb Se      ,   8.37,    0.159,
Cu Ge I Se      ,   8.37,    0.159,
Cd Mn Se Te     ,  8.371,    0.159,
Al Bi Cl Se     ,  8.372,    0.159,
Al Al I Te      ,  8.377,    0.159,
N P Se Zn       ,  8.378,    0.159,
As Br Cd Hg     ,  8.396,    0.161,
As Cd F O       ,  8.397,    0.161,
Br S S V        ,  8.401,    0.161,
Br Hg Se Zn     ,  8.406,    0.161,
Br In O Te      ,  8.418,    0.162,
As Cl Cu O      ,  8.423,    0.163,
As F I S        ,  8.432,    0.163,
Cl Cu O Se      ,  8.432,    0.163,
Ga S Se Tl      ,  8.436,    0.164,
As Cu In Te     ,  8.448,    0.165,
As Cl Hg O      ,   8.45,    0.165,
Bi Cd Cl S      ,  8.451,    0.165,
Cu In Se Te     ,  8.458,    0.165,
Cl F Ge O       ,  8.461,    0.166,
Cl Mn S Sb      ,  8.475,    0.167,
Ag Cl In S      ,  8.494,    0.168,
Br F S Sb       ,  8.499,    0.168,
F I Sb Se       ,  8.506,    0.169,
Ag Ge I S       ,  8.509,    0.169,
Cl O S Ti       ,  8.509,    0.169,
In Mn S Se      ,  8.511,    0.169,
As Bi Ni S      ,  8.515,     0.17,
Bi Br Cd Se     ,  8.515,     0.17,
Cl Ga N Se      ,  8.515,     0.17,
As Cu I S       ,  8.516,     0.17,
Br Ni O Te      ,  8.518,     0.17,
Cl O P Ti       ,  8.523,     0.17,
Pb Se Sn Te     ,  8.523,     0.17,
Br Cu P S       ,  8.532,    0.171,
Br Mn Sb Se     ,  8.538,    0.171,
Cu I P Se       ,   8.54,    0.171,
As Cl O Pb      ,  8.541,    0.172,
Ag O S Si       ,  8.542,    0.172,
Ag S Sn Te      ,  8.543,    0.172,
As Hg I S       ,  8.544,    0.172,
Ag Br In Se     ,  8.558,    0.173,
Br Cu S Si      ,  8.559,    0.173,
Cu I Se Si      ,  8.566,    0.173,
Bi Cl O Se      ,  8.568,    0.174,
Cl N S S        ,  8.574,    0.174,
F O P P         ,  8.574,    0.174,
As Cd Cr Se     ,  8.576,    0.174,
Ca O P Se       ,  8.584,    0.175,
Bi In Se Te     ,  8.593,    0.175,
As F I Te       ,  8.602,    0.176,
Ag Cl O Si      ,   8.61,    0.177,
F O S Sb        ,  8.611,    0.177,
Cl Hg P Sn      ,  8.612,    0.177,
Br Cl Hg S      ,  8.614,    0.177,
Cl F O S        ,  8.615,    0.177,
I In In Te      ,  8.616,    0.177,
F O P Sb        ,  8.624,    0.178,
Ag Br Cl Te     ,  8.626,    0.178,
Cl F O P        ,  8.629,    0.178,
As Ca Cl O      ,  8.629,    0.178,
Bi Ga S Te      ,  8.632,    0.178,
Cl O S Zr       ,  8.636,    0.179,
Cl N S Sb       ,  8.637,    0.179,
Cu Ge I S       ,  8.638,    0.179,
B I P S         ,  8.639,    0.179,
Al Bi Cl S      ,  8.639,    0.179,
Cd N P S        ,  8.645,    0.179,
N P S Zn        ,  8.645,    0.179,
Cl Hg In S      ,   8.65,     0.18,
As Br Hg Sn     ,  8.651,     0.18,
B Cl O Zn       ,  8.659,     0.18,
Cl Ge O Pb      ,  8.662,    0.181,
Ag Cl In Te     ,  8.663,    0.181,
Cl Hg In P      ,  8.663,    0.181,
Br C Se Se      ,  8.666,    0.181,
F Ge Mg O       ,  8.667,    0.181,
As Br F O       ,  8.668,    0.181,
As Cd Hg I      ,  8.669,    0.181,
Ag O S Te       ,   8.67,    0.181,
Br Cd Hg S      ,  8.672,    0.181,
Cl F O Sb       ,  8.678,    0.182,
Ag O P Te       ,  8.683,    0.182,
Br Cu In Se     ,  8.686,    0.182,
Cd F O P        ,  8.686,    0.182,
F O P Zn        ,  8.686,    0.182,
Br Cu S Te      ,  8.686,    0.182,
Bi Cl Ga Te     ,    8.7,    0.183,
As Br Hg In     ,  8.703,    0.184,
Al F Ge O       ,  8.707,    0.184,
Cd Cl O V       ,  8.707,    0.184,
Cl N P Zn       ,  8.712,    0.184,
F O S Te        ,  8.715,    0.185,
Bi Br Cl S      ,   8.72,    0.185,
Er O Se Si      ,  8.722,    0.185,
Ag I S Sb       ,  8.725,    0.185,
Dy O Se Si      ,  8.725,    0.185,
Ag Br Te Te     ,  8.726,    0.185,
Ho O Se Si      ,  8.732,    0.186,
Cd F O Sb       ,  8.735,    0.186,
Ag Cl O Te      ,  8.737,    0.186,
B Mg O S        ,  8.737,    0.186,
Cl Hg O P       ,  8.738,    0.186,
O Pb S S        ,  8.746,    0.187,
N O S Se        ,  8.747,    0.187,
Ca Cl Ge O      ,  8.749,    0.187,
Cl O Te V       ,  8.749,    0.187,
Cl Er O Se      ,  8.749,    0.187,
Cl Dy O Se      ,  8.752,    0.187,
Bi Cl In S      ,  8.756,    0.188,
Cl Ho O Se      ,  8.759,    0.188,
Cl Cu O Sb      ,   8.76,    0.188,
Bi O S S        ,  8.763,    0.188,
Ag Br S Sn      ,  8.768,    0.189,
F I S Sb        ,  8.769,    0.189,
As Br Hg O      ,  8.777,    0.189,
Bi Br Cd S      ,  8.777,    0.189,
Dy S Te Te      ,  8.778,    0.189,
Cl Ga N S       ,  8.778,    0.189,
La S S Se       ,  8.782,     0.19,
Ho S Te Te      ,  8.784,     0.19,
Bi Cd I Se      ,  8.784,     0.19,
Pb S Sn Te      ,  8.786,     0.19,
Cl Cu In Te     ,  8.789,     0.19,
Mg N P S        ,   8.79,     0.19,
Cl Ga N P       ,  8.791,     0.19,
Br Mn S Sb      ,    8.8,    0.191,
Cu I P S        ,  8.802,    0.191,
Cl O Te Zr      ,  8.802,    0.191,
B Cl Mg O       ,  8.803,    0.191,
Cl O Se Tm      ,  8.804,    0.191,
Al Bi Cl Te     ,  8.805,    0.191,
O Se Si Tb      ,  8.805,    0.191,
I Mn Sb Se      ,  8.807,    0.191,
O Pb S Sb       ,  8.808,    0.191,
N P Te Zn       ,   8.81,    0.192,
Cl O Pb S       ,  8.812,    0.192,
Cl Nb P Se      ,  8.816,    0.192,
Bi Br In Se     ,  8.818,    0.192,
Ag Br In S      ,  8.819,    0.192,
Cl O P Pb       ,  8.825,    0.193,
Ag I In Se      ,  8.826,    0.193,
Cu I S Si       ,  8.828,    0.193,
F Mg O P        ,   8.83,    0.193,
Cl O Se Tb      ,  8.832,    0.193,
Br O S Ti       ,  8.834,    0.193,
Cl F I Sb       ,  8.836,    0.194,
Ca O P S        ,  8.845,    0.194,
Cd Cr S Se      ,  8.846,    0.194,
Cr S Se Zn      ,  8.846,    0.194,
Cu I S Sb       ,   8.85,    0.195,
Cl O Pb Si      ,  8.851,    0.195,
Se Te Ti Ti     ,  8.852,    0.195,
Bi In S Te      ,  8.854,    0.195,
F Mg O Si       ,  8.856,    0.195,
Cl Cu O Te      ,  8.862,    0.196,
Br Nb Se Se     ,  8.864,    0.196,
As Br O Pb      ,  8.864,    0.196,
Al F O P        ,   8.87,    0.196,
Ca O S Si       ,  8.871,    0.196,
As As Re S      ,  8.872,    0.196,
Br O Pb Se      ,  8.873,    0.196,
Cl O Pb Sb      ,  8.874,    0.196,
Ag Al Cl O      ,  8.878,    0.197,
Cl Hg I S       ,  8.881,    0.197,
Al Cl N S       ,  8.882,    0.197,
Ag As I O       ,   8.89,    0.198,
Cl Mo S Se      ,   8.89,    0.198,
Bi Br O Se      ,  8.891,    0.198,
Ca O S Sb       ,  8.893,    0.198,
Ge N O Si       ,  8.894,    0.198,
Al Cl N P       ,  8.895,    0.198,
Al F O Si       ,  8.895,    0.198,
Ca Cl O S       ,  8.898,    0.198,
Ag I O Se       ,  8.899,    0.198,
Ca Cl O P       ,  8.911,    0.199,
F Ga O Te       ,  8.916,      0.2,
As Hg I Sn      ,  8.917,      0.2,
Br Hg S Sn      ,  8.919,      0.2,
F O S Sn        ,  8.921,      0.2,
O Se Se Sm      ,  8.925,      0.2,
Cl Mn O P       ,  8.926,      0.2,
Br Hg P Sn      ,  8.932,    0.201,
F I Sb Te       ,  8.932,    0.201,
F O P Sn        ,  8.934,    0.201,
Cd Cl O Pb      ,  8.934,    0.201,
Ca Cl O Si      ,  8.936,    0.201,
Hg I S Zn       ,  8.937,    0.201,
Cu S Se V       ,  8.942,    0.201,
Al Br N Se      ,  8.943,    0.202,
Bi Ni S Te      ,  8.949,    0.202,
Cu I In Se      ,  8.951,    0.202,
Bi Cd Cl O      ,  8.951,    0.202,
Cu I S Te       ,  8.951,    0.202,
Ca O S Zn       ,  8.954,    0.202,
As Cl Hg Ti     ,  8.954,    0.202,
Cl Re Se Se     ,  8.956,    0.203,
I Pb S Sb       ,  8.963,    0.203,
Cl O Pb Te      ,  8.975,    0.204,
Cd Ge N O       ,  8.977,    0.204,
Ge N O Zn       ,  8.977,    0.204,
B Br O Zn       ,  8.978,    0.204,
Er O S Si       ,  8.979,    0.204,
Ag Br In Te     ,  8.981,    0.204,
Dy O S Si       ,  8.982,    0.204,
Ho O S Si       ,  8.988,    0.205,
Bi Cl O Te      ,  8.992,    0.205,
O S S Tl        ,  8.993,    0.205,
Br F O Sb       ,  8.997,    0.206,
N O S S         ,  9.003,    0.206,
Cd Cr Se Te     ,  9.008,    0.206,
Cr Se Te Zn     ,  9.008,    0.206,
Ag As Cl Hg     ,  9.012,    0.207,
La O Se Se      ,  9.016,    0.207,
F Ga Mg O       ,  9.016,    0.207,
Cl O Se Y       ,   9.02,    0.207,
Ga Mo S Se      ,  9.023,    0.208,
B Br I P        ,  9.023,    0.208,
Br Cd O V       ,  9.025,    0.208,
O S Si Tm       ,  9.032,    0.208,
Ag Br I S       ,  9.046,    0.209,
Cl Dy O Si      ,  9.046,    0.209,
Cl S Si Sm      ,   9.05,     0.21,
B Cl Ni O       ,  9.051,     0.21,
Ag Bi S Se      ,  9.059,     0.21,
As O Y Zn       ,  9.066,    0.211,
Cl N O S        ,  9.067,    0.211,
Cl Nb P S       ,   9.07,    0.211,
As Cl Hg Zr     ,  9.075,    0.211,
Br Cu O Sb      ,  9.075,    0.211,
Dy O P Zn       ,  9.076,    0.212,
As F N Se       ,  9.077,    0.212,
Bi I In Se      ,  9.079,    0.212,
Cl N O P        ,   9.08,    0.212,
Cl Hg Se Zr     ,  9.084,    0.212,
Br F O Te       ,  9.096,    0.213,
Au Cl P S       ,  9.101,    0.213,
Cu Se Te V      ,  9.102,    0.213,
Al Cl Nb Se     ,  9.103,    0.214,
Br Cu In Te     ,  9.103,    0.214,
Cl Cu In O      ,  9.114,    0.214,
Br O Te Zr      ,  9.116,    0.214,
Eu O Se Se      ,  9.119,    0.215,
Ag Bi Cl Se     ,  9.123,    0.215,
Cl O Si Tb      ,  9.124,    0.215,
As I O Pb       ,  9.124,    0.215,
F Ni O Sb       ,  9.125,    0.215,
Cl N O Sb       ,  9.127,    0.215,
F In O Te       ,   9.13,    0.216,
Al Ca O S       ,  9.132,    0.216,
I O Pb Se       ,  9.133,    0.216,
N O P Zn        ,  9.135,    0.216,
Br O P Pb       ,  9.139,    0.216,
Cl La S Si      ,  9.139,    0.216,
Cl Mo S S       ,  9.142,    0.216,
Cl Cu Hg Se     ,  9.142,    0.216,
As Cl Hg Hg     ,  9.159,    0.218,
Ag I O P        ,  9.163,    0.218,
Br O Pb Si      ,  9.164,    0.218,
Cl Ho O Te      ,  9.173,    0.219,
Br Cu O Te      ,  9.174,    0.219,
Cl O Se Yb      ,  9.176,    0.219,
Ga Mo Se Te     ,  9.181,    0.219,
Br O Pb Sb      ,  9.185,     0.22,
Ga O S Tl       ,  9.188,     0.22,
Br Cl O Pb      ,   9.19,     0.22,
Br Hg I S       ,  9.192,     0.22,
Al Ca Cl O      ,  9.195,     0.22,
Ag Br I Te      ,  9.204,    0.221,
Bi Br Cl O      ,  9.206,    0.221,
I S Si Tb       ,   9.21,    0.222,
O Se Si Sm      ,  9.214,    0.222,
Ag Bi Se Te     ,  9.217,    0.222,
Br Ca O P       ,  9.221,    0.222,
Cl Hg P Ti      ,  9.226,    0.223,
Ag S Te V       ,  9.229,    0.223,
As Cl O Sm      ,  9.231,    0.223,
In Mo S Se      ,  9.235,    0.223,
Ag I In Te      ,  9.238,    0.224,
Cl O Se Sm      ,   9.24,    0.224,
O S Si Y        ,  9.243,    0.224,
Bi Cl Cu Se     ,  9.243,    0.224,
Cu Rh S Se      ,  9.246,    0.224,
Br Ca O Si      ,  9.246,    0.224,
F I O Sb        ,  9.252,    0.225,
As La O S       ,  9.255,    0.225,
As Bi Cl Hg     ,  9.259,    0.225,
Bi Br Cd O      ,   9.26,    0.225,
As Br Hg Ti     ,  9.263,    0.225,
As Cu Mn P      ,  9.263,    0.225,
Br Re Se Se     ,  9.265,    0.226,
Cd I O V        ,   9.28,    0.227,
Br Mn O Sb      ,  9.282,    0.227,
Br O Pb Te      ,  9.283,    0.227,
F Hg S Si       ,  9.286,    0.227,
Al Ca O Te      ,  9.288,    0.227,
Bi Pb S Se      ,  9.288,    0.227,
S Se Tl V       ,  9.292,    0.228,
Bi Br O Te      ,  9.299,    0.228,
Dy O S Sn       ,  9.301,    0.228,
La O Se Si      ,  9.301,    0.228,
Cl O Si Y       ,  9.306,    0.229,
Ag I O Te       ,  9.307,    0.229,
Ga N O Zn       ,  9.314,    0.229,
Cl P Se Ta      ,  9.315,    0.229,
Au Cl O Se      ,  9.315,    0.229,
As Cl La O      ,  9.318,     0.23,
As F N S        ,  9.324,     0.23,
Mo Ni S Se      ,  9.327,     0.23,
Cl Hg S Zr      ,  9.331,    0.231,
Al N O Si       ,  9.334,    0.231,
O P Y Zn        ,  9.335,    0.231,
Cl Hg P Zr      ,  9.343,    0.231,
Br Hg I Te      ,  9.348,    0.232,
F I O Te        ,  9.349,    0.232,
As Cu Er P      ,  9.352,    0.232,
Ca Pb S Se      ,  9.353,    0.232,
Cl Li P S       ,  9.354,    0.232,
Br S Si Sm      ,  9.356,    0.232,
Cu I In Te      ,  9.356,    0.232,
B Br Ni O       ,  9.357,    0.232,
Al Cl N O       ,  9.359,    0.233,
As Cu Ho P      ,  9.361,    0.233,
Cl Mo O Se      ,  9.367,    0.233,
Ag Bi Cl S      ,  9.369,    0.233,
As La O Zn      ,  9.371,    0.234,
Nd O Se Se      ,  9.375,    0.234,
La O Se Zn      ,   9.38,    0.234,
Cl Cu Hg S      ,  9.388,    0.235,
Br Hg Se Zr     ,  9.389,    0.235,
As Br Li S      ,   9.39,    0.235,
I O P Pb        ,  9.391,    0.235,
O S Si Yb       ,  9.395,    0.235,
As I Li Se      ,  9.397,    0.235,
C Cl O Sb       ,    9.4,    0.236,
Br Cl Cr S      ,  9.413,    0.237,
As Cl Eu O      ,  9.418,    0.237,
Cl N O Sn       ,   9.42,    0.237,
Ag Bi Br Se     ,  9.426,    0.238,
Cl Eu O Se      ,  9.427,    0.238,
Cl S Se W       ,  9.428,    0.238,
I O Pb Sb       ,  9.436,    0.238,
As Br Cu Hg     ,  9.436,    0.238,
Cl I O Pb       ,   9.44,    0.239,
Br La S Si      ,  9.442,    0.239,
F Ge O V        ,  9.442,    0.239,
Br Cu Hg Se     ,  9.445,    0.239,
Ga La O Se      ,  9.453,     0.24,
Cu Cu S Te      ,  9.454,     0.24,
Cl O Si Yb      ,  9.456,     0.24,
O S Si Sm       ,  9.457,     0.24,
C F Ge Se       ,  9.462,     0.24,
Br La S Sb      ,  9.463,     0.24,
Ca I O P        ,  9.471,    0.241,
As Cl Hg Tl     ,  9.477,    0.241,
As Cl Pr S      ,  9.485,    0.242,
Bi Cl Cu S      ,  9.486,    0.242,
Cl F P Rh       ,  9.487,    0.242,
Cl Nd S Si      ,  9.494,    0.243,
Bi Cd I O       ,  9.509,    0.244,
Bi Cl Hg S      ,   9.51,    0.244,
F O S Tc        ,  9.515,    0.244,
Cl O Si Sm      ,  9.519,    0.245,
I Nb Se Te      ,  9.522,    0.245,
I Mn O Sb       ,   9.53,    0.245,
Be Cl I Zr      ,  9.535,    0.246,
Cl Nb O P       ,  9.538,    0.246,
F O Sc Se       ,   9.54,    0.246,
Bi Br Cu Se     ,  9.542,    0.246,
La O S Si       ,  9.542,    0.246,
Bi I O Te       ,  9.547,    0.247,
O P Sm Zn       ,  9.547,    0.247,
Cl Cr O Si      ,   9.55,    0.247,
Cl N P Ti       ,  9.551,    0.247,
Cl P S Ta       ,  9.555,    0.247,
As Bi Br Hg     ,  9.558,    0.247,
La O S Sb       ,  9.563,    0.248,
Cl La O S       ,  9.567,    0.248,
Ag Br Hg S      ,  9.568,    0.248,
Ag F O S        ,  9.569,    0.248,
B Cl N P        ,  9.572,    0.248,
F O Sb Tc       ,  9.572,    0.248,
Cl N Si Ti      ,  9.575,    0.249,
Cl La O P       ,  9.579,    0.249,
Ga Se Ta Te     ,  9.581,    0.249,
Ag F O P        ,  9.581,    0.249,
F N P S         ,  9.585,    0.249,
Cl Lu O Se      ,  9.591,     0.25,
As C F S        ,  9.591,     0.25,
F O P V         ,  9.592,     0.25,
B Cl F O        ,  9.597,     0.25,
As Cr Cu Se     ,  9.597,     0.25,
I S Si Sm       ,  9.602,    0.251,
B I Ni O        ,  9.603,    0.251,
Cl La O Si      ,  9.603,    0.251,
Cl N S V        ,  9.604,    0.251,
I Se Se Ta      ,  9.606,    0.251,
Cl Mo O S       ,  9.607,    0.251,
O Si Sm Te      ,  9.609,    0.251,
As Br La O      ,  9.615,    0.252,
Cl Mo O P       ,  9.619,    0.252,
As Ni P Sr      ,  9.622,    0.252,
As Ca F O       ,  9.622,    0.252,
F N S Sb        ,  9.629,    0.253,
La O P Zn       ,  9.631,    0.253,
As I Li S       ,  9.636,    0.253,
Bi Cu O Se      ,  9.642,    0.254,
Cl F N P        ,  9.645,    0.254,
B Cd F O        ,  9.649,    0.254,
As Cl O Sr      ,  9.649,    0.254,
Br Li P S       ,   9.65,    0.254,
Nd O Se Si      ,   9.65,    0.254,
O Pr Se Se      ,   9.65,    0.254,
O Sb Se Sr      ,  9.654,    0.255,
Cl O Se Sr      ,  9.658,    0.255,
Cl N Sb V       ,   9.66,    0.255,
C Cl F Se       ,   9.66,    0.255,
Bi Cl Hg Te     ,  9.661,    0.255,
Ag Bi Br S      ,  9.664,    0.255,
Cl N P Zr       ,  9.664,    0.255,
Cl Cr O Te      ,  9.664,    0.255,
Cl Cl N V       ,  9.664,    0.255,
F O Te Ti       ,  9.665,    0.255,
As Cl Nd O      ,  9.666,    0.256,
Cl S S W        ,  9.666,    0.256,
Gd O Se Si      ,  9.669,    0.256,
Bi Se Te Tl     ,  9.671,    0.256,
Cl Nd O Se      ,  9.675,    0.256,
Cl Nb O Te      ,  9.676,    0.256,
Cl Eu O P       ,  9.677,    0.256,
Br Cu Hg S      ,  9.683,    0.257,
Bi Cl Mn S      ,  9.683,    0.257,
As Cl Gd O      ,  9.685,    0.257,
I La S Si       ,  9.686,    0.257,
B F O Te        ,  9.686,    0.257,
Ga La O S       ,  9.691,    0.257,
Cl Gd O Se      ,  9.693,    0.258,
Cu F O P        ,  9.696,    0.258,
C F Ge S        ,  9.699,    0.258,
Cl Eu O Si      ,  9.701,    0.258,
Cl Cu N S       ,  9.707,    0.259,
Cl Cu O V       ,  9.715,    0.259,
As Nd O Zn      ,  9.718,    0.259,
F Hg O P        ,   9.72,     0.26,
F Hg Ni S       ,  9.729,     0.26,
Ca F Ge O       ,   9.73,     0.26,
F O Te V        ,   9.73,     0.26,
Er F O Se       ,   9.73,     0.26,
S Se Tl Tl      ,  9.733,     0.26,
Dy F O Se       ,  9.733,    0.261,
As La Ni O      ,  9.735,    0.261,
Bi Br Mn Se     ,  9.739,    0.261,
F Ho O Se       ,  9.739,    0.261,
Br Mo Te Te     ,  9.746,    0.261,
Ag N O Se       ,  9.748,    0.262,
Cl Re Te Te     ,  9.751,    0.262,
Cl Mo O Te      ,  9.756,    0.262,
B Cl I Zr       ,  9.758,    0.262,
F Mg O Ti       ,  9.758,    0.262,
Cl Hf O S       ,  9.765,    0.263,
