Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,   2.19,      0.0,
As Ga Se Zn     ,  2.284,    0.014,
Cu Ge P Se      ,  2.396,    0.031,
Cu Ga S Se      ,  2.407,    0.033,
As Ge P Zn      ,  2.425,    0.035,
As Ga S Zn      ,  2.437,    0.037,
Ga P Se Zn      ,  2.482,    0.044,
Ag Ga S Se      ,  2.535,    0.052,
Cu Ge P S       ,  2.542,    0.053,
Cu P S Se       ,  2.562,    0.056,
As Cd Ga Se     ,  2.564,    0.056,
As Cu In Se     ,  2.572,    0.057,
As In Se Zn     ,  2.612,    0.063,
Al Cu S Se      ,  2.616,    0.064,
Ga P S Zn       ,  2.623,    0.065,
Br Cu Ge S      ,  2.625,    0.065,
As Br Cu S      ,  2.633,    0.067,
Al S Se Zn      ,  2.655,     0.07,
As P Si Zn      ,  2.661,    0.071,
Cd Ge S Se      ,  2.672,    0.072,
Br Cu P Se      ,  2.675,    0.073,
Ni P S Se       ,  2.685,    0.074,
As Cd Ge P      ,  2.691,    0.075,
As Cd Ga S      ,  2.701,    0.077,
Cd Ga S Se      ,  2.713,    0.078,
Cu In S Se      ,   2.72,     0.08,
Ag Br Ge S      ,  2.743,    0.083,
In S Se Zn      ,  2.757,    0.085,
Cu Ga Se Te     ,   2.76,    0.086,
As Ga Te Zn     ,  2.785,    0.089,
Cu S Sb Se      ,  2.798,    0.091,
Br Cu P S       ,  2.807,    0.093,
Br P S S        ,  2.817,    0.094,
Br Cu In Se     ,  2.827,    0.096,
Ag In S Se      ,  2.834,    0.097,
In Ni S Se      ,  2.837,    0.097,
Br Cu S Si      ,  2.844,    0.098,
Cd S Se Zn      ,  2.848,    0.099,
As Cd In Se     ,   2.86,    0.101,
As Cd P Zn      ,  2.866,    0.101,
Ag Ga Se Te     ,  2.872,    0.102,
Cl Ga P Se      ,  2.884,    0.104,
Cd S Se Si      ,  2.888,    0.105,
Cu Rh S Se      ,  2.899,    0.107,
Ag S Sb Se      ,  2.909,    0.108,
In S Se Sn      ,  2.934,    0.112,
Ge Se Sn Te     ,  2.934,    0.112,
Ag Br In Se     ,  2.937,    0.112,
As Cl Cu S      ,  2.941,    0.113,
As Br Cd P      ,  2.942,    0.113,
S Se Sn Sn      ,  2.959,    0.116,
As Co Ni S      ,  2.972,    0.117,
Ag S Se Te      ,  2.976,    0.118,
Cl Cu P Se      ,  2.978,    0.118,
Ge Sb Se Te     ,  2.981,    0.119,
Cu Cu S Te      ,  2.982,    0.119,
As Cd In S      ,  2.984,    0.119,
Al Br Sb Se     ,  2.986,     0.12,
Cd In S Se      ,  2.994,    0.121,
Cu Ge I Se      ,  3.004,    0.122,
Br In In Se     ,  3.007,    0.123,
As Cd Ga Te     ,   3.02,    0.125,
As Cu In Te     ,  3.027,    0.126,
Cu In Se Te     ,  3.037,    0.127,
Ag Cl Ge S      ,   3.04,    0.128,
Ag Br In S      ,  3.057,     0.13,
Al Cl P Se      ,  3.061,    0.131,
As As Cd Cl     ,   3.07,    0.132,
Ag Br Se Te     ,  3.074,    0.133,
Br In Sb Se     ,  3.078,    0.133,
Ag Br S Sn      ,  3.082,    0.134,
Br Cu S Te      ,  3.088,    0.135,
Se Sn Te Zn     ,  3.095,    0.136,
Cl Ga Sb Se     ,  3.096,    0.136,
Cl Cu P S       ,  3.097,    0.136,
Br Cd P P       ,  3.098,    0.136,
Ag Ge I Se      ,  3.108,    0.138,
Cu Ge I S       ,  3.122,     0.14,
As Cu I S       ,  3.129,    0.141,
Ag In Se Te     ,  3.139,    0.143,
Cd Se Te Zn     ,  3.152,    0.144,
Br Cd Sb Se     ,  3.159,    0.146,
Cu Fe S Se      ,   3.16,    0.146,
Cu I P Se       ,  3.164,    0.146,
Br In S Sb      ,  3.193,    0.151,
Cu I Se Si      ,  3.197,    0.151,
Ag Cl P S       ,  3.198,    0.151,
Ag Sb Se Te     ,  3.207,    0.153,
S Sn Te Zn      ,  3.209,    0.153,
Cl Ga S Sb      ,   3.21,    0.153,
Ag Cl In Se     ,  3.216,    0.154,
Ag Ge I S       ,  3.222,    0.155,
Br Cu In Te     ,  3.246,    0.159,
As As Cd I      ,  3.251,    0.159,
Al Cl Sb Se     ,  3.261,    0.161,
As Br F Se      ,  3.265,    0.161,
Br Cd S Sb      ,  3.272,    0.162,
In Sb Se Te     ,  3.272,    0.162,
As Cd In Te     ,  3.275,    0.163,
Ag S Sn Te      ,  3.276,    0.163,
Cu I P S        ,  3.276,    0.163,
As F S S        ,  3.285,    0.164,
As Cu Mn P      ,  3.288,    0.165,
Cu I In Se      ,  3.293,    0.166,
Cd Se Sn Te     ,  3.307,    0.168,
Cu I S Si       ,  3.308,    0.168,
Ga S Se V       ,  3.312,    0.168,
Fe In S Se      ,  3.323,     0.17,
Ag Cl In S      ,  3.326,    0.171,
Ag Cl Se Te     ,  3.341,    0.173,
Ag Br In Te     ,  3.342,    0.173,
Ga Ga I Te      ,  3.351,    0.174,
Cl Cu S Te      ,  3.355,    0.175,
I S Sb Se       ,  3.366,    0.177,
As Br F S       ,  3.373,    0.178,
Ag S Te Te      ,  3.377,    0.178,
In S Sb Te      ,   3.38,    0.179,
Ag I In Se      ,  3.388,     0.18,
Cl In In S      ,  3.388,     0.18,
Br Cl S Sb      ,  3.392,     0.18,
As Cd I P       ,  3.393,    0.181,
Cu S Se V       ,  3.394,    0.181,
B Br P S        ,  3.405,    0.182,
Cd S Sn Te      ,  3.415,    0.184,
In Mn S Se      ,   3.43,    0.186,
Ag Br I S       ,  3.434,    0.187,
As Cr Cu Se     ,  3.436,    0.187,
Ag Cl S Te      ,  3.448,    0.189,
Cl In S Sb      ,  3.451,    0.189,
Ag Br Te Te     ,  3.463,    0.191,
Cu I S Sb       ,  3.464,    0.191,
I P P Sn        ,  3.478,    0.193,
Cl Ga Sb Te     ,  3.482,    0.194,
Cl Cu In Te     ,    3.5,    0.197,
Cd I P S        ,  3.506,    0.198,
As Cl F Se      ,  3.517,    0.199,
Cu I S Te       ,   3.52,      0.2,
Cd Cl S Sb      ,  3.524,      0.2,
Ag O P Se       ,  3.532,    0.201,
Ag Br Cl Te     ,  3.532,    0.202,
I Sb Se Sn      ,  3.533,    0.202,
Cr Cu S Se      ,  3.549,    0.204,
Ag I S Sb       ,  3.554,    0.205,
O P P S         ,  3.575,    0.208,
Br Mn Sb Se     ,  3.575,    0.208,
Cr S Se Zn      ,  3.577,    0.208,
Cl P S Ti       ,  3.584,    0.209,
Br F Sb Se      ,  3.587,     0.21,
Ag Cl In Te     ,  3.589,     0.21,
Br S S V        ,   3.59,     0.21,
Br Ni O Se      ,  3.594,    0.211,
La S S Se       ,  3.615,    0.214,
As Cl F S       ,  3.619,    0.214,
Ag Fe S Te      ,  3.628,    0.216,
Br Cr Cu Se     ,  3.631,    0.216,
As Br F Te      ,  3.633,    0.217,
I S Sb Sn       ,  3.633,    0.217,
As Br In O      ,  3.642,    0.218,
Al Al I Te      ,  3.651,    0.219,
Cu Se Te V      ,  3.652,     0.22,
As Cd Cr Se     ,  3.657,     0.22,
Cu I In Te      ,  3.659,    0.221,
Ag O S Si       ,  3.662,    0.221,
Br Mn S Sb      ,  3.675,    0.223,
As F I Se       ,  3.676,    0.223,
Br Nb Se Se     ,  3.682,    0.224,
Cd I S Sb       ,  3.682,    0.224,
Br F S Sb       ,  3.686,    0.225,
