Phase fields,     scores,     Norm. scores,
Ag As I O       ,  7.307,    0.158,
Cu S Se V       ,  7.316,    0.159,
Cl Cu O Te      ,  7.317,    0.159,
Ga Mo Se Te     ,  7.318,    0.159,
As Br Hg Sn     ,  7.318,    0.159,
Br Nb Se Se     ,  7.319,    0.159,
Al I Sb Te      ,  7.319,    0.159,
Cl In O Te      ,   7.32,    0.159,
Ag I In Te      ,  7.322,    0.159,
Cl O S Sn       ,  7.324,    0.159,
Ag Br Hg S      ,   7.33,     0.16,
Cl Cl O Sn      ,  7.338,     0.16,
Cl Ge O Pb      ,  7.343,    0.161,
Bi Cl Cu S      ,  7.344,    0.161,
Bi Cl In S      ,  7.346,    0.161,
Cl Mo S Se      ,  7.351,    0.161,
As F S S        ,  7.353,    0.161,
As Cl O Pb      ,  7.354,    0.161,
Bi Br Cd Se     ,  7.354,    0.161,
Ag I O Se       ,  7.361,    0.162,
As Cl F S       ,  7.367,    0.162,
As Cl Hg Tl     ,  7.368,    0.162,
As Cd Hg I      ,  7.371,    0.163,
I P P Sn        ,  7.376,    0.163,
As Bi Ni S      ,  7.377,    0.163,
Cu Mo S Se      ,  7.382,    0.163,
In Mo S Se      ,  7.385,    0.164,
As Hg I S       ,  7.388,    0.164,
Cd Cr Se Te     ,  7.395,    0.164,
Cr Se Te Zn     ,  7.396,    0.164,
Al Bi Cl Te     ,  7.404,    0.165,
Br Cd O P       ,  7.413,    0.166,
Bi Br Cu Se     ,  7.417,    0.166,
Br Cd Hg S      ,  7.418,    0.166,
Bi Br In Se     ,  7.419,    0.166,
Cu I S Te       ,  7.424,    0.166,
As Cl Pr S      ,  7.436,    0.167,
As Br F Se      ,   7.44,    0.168,
Br Cl Hg S      ,  7.448,    0.168,
Cr Cu Se Te     ,  7.457,    0.169,
I S Sb Sn       ,   7.46,    0.169,
Cu I In Te      ,  7.471,     0.17,
Cu Nb Se Te     ,  7.472,     0.17,
I In In Te      ,  7.474,     0.17,
Ag Br I S       ,  7.474,     0.17,
Br Cu Hg S      ,  7.479,     0.17,
Cl P S Ti       ,   7.48,    0.171,
B O Se Zn       ,  7.495,    0.172,
As Bi Cl Hg     ,  7.502,    0.172,
Cu Se Te V      ,   7.51,    0.173,
S Se Tl Tl      ,  7.517,    0.173,
Ga O S Tl       ,  7.524,    0.174,
Cl Nb P S       ,  7.525,    0.174,
Bi In S Te      ,  7.526,    0.174,
Br Cu O Sb      ,  7.531,    0.174,
Cl S Si Sm      ,  7.536,    0.175,
Pb S Sn Te      ,  7.552,    0.176,
As Cl F Te      ,   7.56,    0.176,
Cl O Pb Si      ,  7.566,    0.177,
Ag Bi Br S      ,  7.572,    0.177,
Bi Cl O Se      ,  7.578,    0.178,
B Br P S        ,  7.595,    0.179,
Cl Nd S Si      ,  7.601,    0.179,
Br Ni O Se      ,  7.601,    0.179,
Bi Cu O Se      ,  7.608,     0.18,
Ag Cl O Pb      ,  7.608,     0.18,
Cl Hg O P       ,  7.613,     0.18,
Bi Pb S Se      ,  7.613,     0.18,
Br Cl I Sb      ,  7.619,    0.181,
As Cu Mn P      ,  7.622,    0.181,
Ag Nb S Te      ,  7.627,    0.181,
As Hg I Sn      ,  7.631,    0.181,
Br O Te Zn      ,  7.632,    0.182,
Ag I O P        ,  7.637,    0.182,
O Se Se Sm      ,  7.641,    0.182,
Ag Hg I S       ,  7.642,    0.182,
Cl Pr S Si      ,  7.646,    0.183,
Br Hg P Sn      ,  7.649,    0.183,
Br Cr Cu Se     ,  7.652,    0.183,
Cl Mo S S       ,  7.654,    0.183,
As Br Hg O      ,  7.657,    0.183,
Bi Br Cd S      ,  7.657,    0.183,
Ag S Te V       ,  7.664,    0.184,
Ag Br I Te      ,  7.664,    0.184,
Bi Cd I Se      ,  7.665,    0.184,
Br Hg S Sn      ,  7.675,    0.185,
Er O Se Si      ,  7.679,    0.185,
Cl O P Pb       ,  7.683,    0.185,
Bi Br Cl S      ,  7.687,    0.186,
Dy O Se Si      ,  7.689,    0.186,
Br Cu O Te      ,  7.692,    0.186,
Cd Cl O Pb      ,  7.693,    0.186,
Br In O Te      ,  7.694,    0.186,
O Pb S S        ,  7.696,    0.186,
In Mn S Se      ,  7.703,    0.187,
Nd O Se Se      ,  7.705,    0.187,
As Cl Hg Ti     ,  7.705,    0.187,
Cl O Pb S       ,  7.709,    0.187,
Ho O Se Si      ,  7.713,    0.187,
Bi Br Cu S      ,  7.717,    0.188,
Cl Ni O Te      ,  7.719,    0.188,
O Se Si Tb      ,  7.723,    0.188,
Cl F P Sb       ,  7.724,    0.188,
O Pb S Sb       ,  7.725,    0.188,
Bi Cu I Se      ,  7.725,    0.188,
Hg I S Zn       ,  7.726,    0.188,
As Br O Pb      ,  7.727,    0.188,
Bi I In Se      ,  7.727,    0.188,
O S S Tl        ,  7.731,    0.189,
Cl O Pb Sb      ,  7.738,    0.189,
As Br F S       ,  7.739,    0.189,
As F I Se       ,  7.747,     0.19,
O Pr Se Se      ,   7.75,     0.19,
Cl Cu O Pb      ,  7.752,     0.19,
Cl Hg I S       ,  7.755,    0.191,
Cl Ga N Se      ,   7.76,    0.191,
Cd Cl I O       ,  7.761,    0.191,
Ag Bi Cl O      ,  7.774,    0.192,
Cr Hg S Se      ,  7.774,    0.192,
Br O Pb Se      ,  7.779,    0.192,
Cl F Sb Sb      ,  7.779,    0.192,
Mo Ni S Se      ,  7.781,    0.192,
Cu Hg I S       ,  7.785,    0.193,
As As Re S      ,  7.788,    0.193,
Br Hg Se Tl     ,  7.792,    0.193,
O Se Si Sm      ,  7.794,    0.193,
B Cl O Zn       ,  7.805,    0.194,
Br F Sb Se      ,  7.819,    0.195,
Cd Mn Se Te     ,  7.827,    0.196,
Al F Ge O       ,  7.829,    0.196,
Cl O Se Tm      ,  7.832,    0.196,
Cl Er O Se      ,  7.833,    0.196,
Bi Se Te Tl     ,  7.834,    0.196,
I Pb S Sb       ,  7.839,    0.197,
Cl Dy O Se      ,  7.842,    0.197,
As Cl Hg Zr     ,  7.845,    0.197,
As Cl Hg Mo     ,  7.849,    0.197,
Ag I O Te       ,   7.85,    0.197,
Bi Cl Hg S      ,  7.851,    0.197,
Bi Cd Cl O      ,  7.856,    0.198,
Nd O Se Si      ,  7.857,    0.198,
Bi O S S        ,  7.859,    0.198,
Cl Li P S       ,  7.866,    0.199,
Cl Ho O Se      ,  7.866,    0.199,
As Bi Br Hg     ,  7.868,    0.199,
Cu Dy O Se      ,  7.872,    0.199,
Cl O Se Tb      ,  7.877,    0.199,
Cr S Se Tl      ,  7.877,    0.199,
Hg Mo S Se      ,  7.887,      0.2,
Cu S Sm Te      ,  7.894,    0.201,
Cl O Pb Te      ,  7.894,    0.201,
As Cl O Sm      ,  7.895,    0.201,
B I P S         ,  7.896,    0.201,
Cl Hg Se Zr     ,  7.896,    0.201,
Br S Si Sm      ,    7.9,    0.201,
O Pr Se Si      ,  7.901,    0.201,
Bi Cu O S       ,  7.902,    0.201,
Cl Re Se Se     ,  7.903,    0.201,
O S Se Zr       ,  7.905,    0.201,
N P Se Zn       ,  7.907,    0.202,
As Cd F O       ,  7.907,    0.202,
As Br Li S      ,  7.909,    0.202,
Bi Cl Cu O      ,  7.914,    0.202,
Br Cl Cr S      ,  7.915,    0.202,
Bi Ni S Te      ,  7.915,    0.202,
As I Li Se      ,  7.916,    0.202,
Cl Mo O Se      ,  7.921,    0.203,
As Br F Te      ,  7.923,    0.203,
As F O S        ,  7.923,    0.203,
As Cu O Sm      ,  7.924,    0.203,
Cl F Ge O       ,  7.926,    0.203,
S Se Tl V       ,  7.927,    0.203,
As Nd O Zn      ,  7.928,    0.203,
Br O Pb Si      ,  7.929,    0.203,
Dy S Te Te      ,  7.931,    0.203,
Cl F Sb Te      ,  7.934,    0.203,
As Cl F O       ,  7.936,    0.204,
Bi Br O Se      ,   7.94,    0.204,
Cl O Se Sm      ,  7.946,    0.204,
Br S S V        ,  7.952,    0.205,
B Mg O S        ,  7.953,    0.205,
Ho S Te Te      ,  7.954,    0.205,
Mo Pb S Se      ,  7.955,    0.205,
As Cl Nd O      ,  7.957,    0.205,
Cl Cr O Si      ,  7.959,    0.205,
Cl N S Se       ,  7.961,    0.206,
Br Nd S Si      ,  7.962,    0.206,
Cl F P Rh       ,  7.963,    0.206,
B Cl Mg O       ,  7.966,    0.206,
O S Si Tm       ,  7.969,    0.206,
Ag Br O Pb      ,  7.969,    0.206,
Er O S Si       ,  7.969,    0.206,
F O S Se        ,  7.974,    0.206,
Cu O Se Sm      ,  7.974,    0.206,
Dy O S Si       ,  7.979,    0.207,
Mo S Se Tl      ,  7.989,    0.207,
Cl N Sb Se      ,  7.989,    0.208,
Cl Mn S Sb      ,   7.99,    0.208,
Cl Dy O Si      ,  7.992,    0.208,
Ag Cl Cr O      ,  7.999,    0.208,
As Cl O Pr      ,    8.0,    0.208,
Ho O S Si       ,  8.002,    0.208,
Br Pr S Si      ,  8.006,    0.209,
Cl Nd O Se      ,  8.007,    0.209,
Bi Cu I S       ,  8.014,    0.209,
Cl Hg P Ti      ,   8.02,     0.21,
As Nb Te Tl     ,  8.021,     0.21,
Cl Ga N P       ,  8.022,     0.21,
As I O Pb       ,  8.023,     0.21,
Cl O Si Tb      ,  8.025,     0.21,
Bi Cl Hg Te     ,  8.032,    0.211,
As F I S        ,  8.035,    0.211,
Eu O Se Se      ,  8.036,    0.211,
Al F O Si       ,  8.039,    0.211,
Br O P Pb       ,   8.04,    0.211,
Cl O P Ti       ,  8.041,    0.211,
Br Hg Pb S      ,  8.044,    0.212,
Mo Ru Se Te     ,  8.046,    0.212,
Cl Ga N S       ,  8.048,    0.212,
Bi Cl O Te      ,  8.053,    0.212,
F Ge Mg O       ,  8.056,    0.212,
Br Mn Sb Se     ,  8.056,    0.212,
As Br Hg Ti     ,  8.062,    0.213,
Cl O S Ti       ,  8.066,    0.213,
Au Cl F P       ,  8.071,    0.213,
I O Pb Se       ,  8.073,    0.214,
Dy O P Zn       ,  8.074,    0.214,
Br Ni O Te      ,  8.075,    0.214,
Br Hg S Tl      ,  8.078,    0.214,
Br Cl O Pb      ,  8.078,    0.214,
Ga Nd O S       ,   8.08,    0.214,
O S Si Sm       ,   8.08,    0.214,
Bi Cu O Te      ,  8.082,    0.214,
Cl Nb O P       ,  8.083,    0.214,
As Br Cr Hg     ,   8.09,    0.215,
Cl O Si Sm      ,  8.093,    0.215,
Br O Pb Sb      ,  8.093,    0.215,
F Hg S Si       ,  8.099,    0.216,
I Nb Se Te      ,  8.103,    0.216,
Br F S Sb       ,  8.105,    0.216,
Br Hg I S       ,   8.11,    0.216,
F I Sb Se       ,  8.112,    0.216,
I S Si Tb       ,  8.123,    0.217,
Cd Cl O V       ,  8.128,    0.218,
Ag F O P        ,  8.135,    0.218,
Al Cl N P       ,  8.136,    0.218,
Nd O S Si       ,  8.141,    0.219,
Ca Cl Ge O      ,  8.144,    0.219,
Al F O P        ,  8.148,    0.219,
Cl O Se Yb      ,  8.151,    0.219,
Cl In Nb O      ,  8.152,    0.219,
As Ca Cl O      ,  8.153,    0.219,
Cl Nd O Si      ,  8.153,    0.219,
Cl Hg P Zr      ,  8.154,    0.219,
Br Cl Pb Tl     ,  8.157,     0.22,
B Br O Zn       ,  8.158,     0.22,
Ag F O S        ,   8.16,     0.22,
Al Cl N S       ,  8.161,     0.22,
Ca O P Se       ,  8.165,     0.22,
Cl Hg Hg O      ,  8.168,    0.221,
O P Sm Zn       ,  8.174,    0.221,
Cl Mo O P       ,  8.179,    0.221,
Cl Hg S Zr      ,  8.179,    0.221,
O Pr S Si       ,  8.183,    0.222,
Cl Cu O V       ,  8.184,    0.222,
Cl Nb S Tl      ,  8.187,    0.222,
Cd N P S        ,  8.189,    0.222,
N P S Zn        ,   8.19,    0.222,
I S Si Sm       ,   8.19,    0.222,
Br Cl Tl Tl     ,   8.19,    0.222,
Cl O Pr Si      ,  8.196,    0.223,
As I Li S       ,  8.198,    0.223,
F Ga Mg O       ,    8.2,    0.223,
Cl O S Zr       ,    8.2,    0.223,
Cl N P Zn       ,  8.202,    0.223,
Br C Se Se      ,  8.203,    0.223,
Cl Mo O S       ,  8.204,    0.223,
F O P P         ,  8.204,    0.223,
Bi Br Cd O      ,  8.206,    0.223,
As F I Te       ,  8.212,    0.224,
B Br Cu O       ,  8.213,    0.224,
Cd F O P        ,  8.214,    0.224,
F O P Zn        ,  8.214,    0.224,
Br Li P S       ,  8.215,    0.224,
Al Br N Se      ,  8.227,    0.225,
Cu Mo O S       ,  8.231,    0.225,
Cl Hg O Pb      ,  8.234,    0.225,
Nd O P Zn       ,  8.234,    0.225,
Bi Br Cl O      ,  8.234,    0.225,
Ca Pb S Se      ,  8.234,    0.225,
F Ga O Te       ,  8.236,    0.225,
B Cl Ni O       ,  8.239,    0.226,
Cl F O P        ,  8.242,    0.226,
Cl N S S        ,  8.242,    0.226,
Br O Pb Te      ,  8.242,    0.226,
Br Hg Se Zr     ,  8.245,    0.226,
As Au O Sm      ,  8.249,    0.226,
I Nd S Si       ,   8.25,    0.226,
Br Re Se Se     ,  8.251,    0.227,
F O P Sb        ,  8.256,    0.227,
O Si Sm Te      ,  8.257,    0.227,
B Br I P        ,  8.257,    0.227,
F Mg O Si       ,   8.26,    0.227,
Cl Nb Nb Se     ,  8.261,    0.227,
Cl Nd O P       ,  8.262,    0.227,
Ga Se Ta Te     ,  8.264,    0.227,
Cd F O Sb       ,  8.265,    0.228,
Cl F O S        ,  8.267,    0.228,
Cl N S Sb       ,  8.269,    0.228,
Cl P Se Ta      ,  8.269,    0.228,
Cu F O P        ,   8.27,    0.228,
Cl Cr O Te      ,  8.271,    0.228,
Cu F Hg S       ,  8.273,    0.228,
O P Pr Zn       ,  8.276,    0.228,
As Cl Eu O      ,  8.278,    0.228,
F O S Sb        ,  8.281,    0.229,
O S Si Yb       ,  8.282,    0.229,
Cl Cu N S       ,  8.282,    0.229,
As Br F O       ,  8.283,    0.229,
Cl Nb O Te      ,  8.284,    0.229,
Br Hg I Te      ,  8.285,    0.229,
Cl Nd O S       ,  8.286,    0.229,
Ge N O Si       ,  8.291,    0.229,
I Pr S Si       ,  8.292,     0.23,
Cl F O Sb       ,  8.293,     0.23,
Cl O Si Yb      ,  8.295,     0.23,
Cl O P Pr       ,  8.304,     0.23,
Br Cr O Si      ,  8.305,     0.23,
As Au Nd O      ,  8.308,    0.231,
Bi Br Cl Tl     ,  8.311,    0.231,
Cu Nd O S       ,  8.314,    0.231,
Nd O Si Te      ,  8.316,    0.231,
Cl O Te V       ,  8.318,    0.231,
Cu S Se Ta      ,  8.321,    0.232,
Cl Ho O Te      ,  8.325,    0.232,
I O P Pb        ,  8.326,    0.232,
Cl Eu O Se      ,  8.326,    0.232,
Cl O Pr S       ,  8.328,    0.232,
Cr Mo S Se      ,  8.329,    0.232,
Hg I Pb S       ,  8.329,    0.232,
Ca O S Si       ,  8.333,    0.232,
Br Mn S Sb      ,  8.334,    0.233,
Dy O S Sn       ,  8.336,    0.233,
Se Te Ti Ti     ,   8.34,    0.233,
I Mn Sb Se      ,  8.341,    0.233,
Mg N P S        ,  8.343,    0.233,
As Br O Pr      ,  8.344,    0.233,
Ca Cl O Si      ,  8.345,    0.233,
Cu Eu O Se      ,  8.354,    0.234,
Cu O Pr S       ,  8.356,    0.234,
O Pr Si Te      ,  8.357,    0.234,
Cl I O Pb       ,  8.362,    0.235,
N P Te Zn       ,  8.364,    0.235,
Br Mo Te Te     ,  8.365,    0.235,
F Mg O P        ,  8.367,    0.235,
Cl O Te Zr      ,  8.374,    0.235,
As O Ru Sm      ,  8.376,    0.236,
I O Pb Sb       ,  8.376,    0.236,
Cl Mo O Te      ,  8.377,    0.236,
Al Ca O S       ,  8.384,    0.236,
Ag N O Se       ,  8.387,    0.236,
F I S Sb        ,  8.388,    0.236,
Bi Br O Te      ,  8.395,    0.237,
Cr Cr Se Te     ,  8.395,    0.237,
Al Ca Cl O      ,  8.397,    0.237,
Cl F I Sb       ,    8.4,    0.237,
Cl Li O P       ,  8.401,    0.237,
B Cl O Pb       ,  8.403,    0.238,
Cd Ge N O       ,  8.407,    0.238,
Ge N O Zn       ,  8.407,    0.238,
Br O S Ti       ,  8.408,    0.238,
La S S Se       ,   8.41,    0.238,
Br Cr O P       ,  8.411,    0.238,
As Br Hg Yb     ,  8.421,    0.239,
F O S Te        ,  8.427,    0.239,
As Nd O Ru      ,  8.434,     0.24,
Cl S Se W       ,  8.435,     0.24,
Ca O P S        ,  8.439,     0.24,
Ce Cl S Si      ,  8.444,    0.241,
Cl Mo Mo Se     ,  8.447,    0.241,
F O P Sn        ,  8.448,    0.241,
Ca O S Zn       ,  8.448,    0.241,
Bi Cl O Pb      ,  8.451,    0.241,
Ca Cl O P       ,  8.451,    0.241,
Mo S Se Sm      ,  8.457,    0.241,
Cl Nd O Te      ,  8.458,    0.242,
Cu F O Te       ,  8.466,    0.242,
Br Cd O V       ,  8.467,    0.242,
Cl Eu O Si      ,  8.467,    0.242,
Cl Mn O P       ,  8.467,    0.242,
F In O Te       ,  8.468,    0.242,
F O S Sn        ,  8.472,    0.243,
Ca Cl O S       ,  8.475,    0.243,
N O S Se        ,  8.479,    0.243,
As Cl Hf Hg     ,   8.48,    0.243,
Cu Nd O Te      ,  8.485,    0.244,
Bi Cd I O       ,  8.486,    0.244,
Gd O Se Si      ,  8.487,    0.244,
