Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,  3.446,      0.0,
As Ga Se Zn     ,  3.657,    0.016,
As Cd Ga Se     ,  3.803,    0.027,
As Ge P Zn      ,  4.164,    0.054,
As In Se Zn     ,  4.166,    0.055,
As Cu In Se     ,  4.221,    0.059,
As As Cd Cl     ,  4.249,    0.061,
Cu Ge P Se      ,  4.267,    0.062,
As Cd Ge P      ,  4.294,    0.064,
As Cd In Se     ,  4.295,    0.064,
As Ga Te Zn     ,  4.327,    0.067,
Cd Ge S Se      ,   4.39,    0.072,
Ge Sb Se Te     ,  4.392,    0.072,
Ag Ga Se Te     ,  4.415,    0.073,
Cu Ga Se Te     ,  4.426,    0.074,
Ga P Se Zn      ,  4.439,    0.075,
As Ga S Zn      ,  4.444,    0.076,
As Cd Ga Te     ,  4.452,    0.076,
Br Cd Sb Se     ,  4.481,    0.078,
Ag Ge I Se      ,   4.51,    0.081,
Ag Br Se Te     ,  4.522,    0.082,
Cu Ge I Se      ,  4.522,    0.082,
Ag Ga S Se      ,  4.529,    0.082,
Cu Ga S Se      ,   4.54,    0.083,
Ag Br In Se     ,  4.542,    0.083,
As As Cd I      ,  4.548,    0.084,
Br Cu In Se     ,  4.553,    0.084,
Cd Se Te Zn     ,  4.558,    0.084,
As Cd Ga S      ,  4.565,    0.085,
As Cd P Zn      ,  4.579,    0.086,
Ag Br Ge S      ,  4.589,    0.087,
Br Cu P Se      ,  4.597,    0.087,
Br Cu Ge S      ,    4.6,    0.087,
As Br Cu S      ,  4.601,    0.088,
Cd Ga S Se      ,  4.609,    0.088,
As Br Cd P      ,  4.621,    0.089,
Cl Ga Sb Se     ,  4.631,     0.09,
Al Br Sb Se     ,  4.643,    0.091,
Cd S Se Zn      ,  4.669,    0.093,
As P Si Zn      ,    4.7,    0.095,
Ag Sb Se Te     ,  4.711,    0.096,
Ge Se Sn Te     ,  4.716,    0.096,
Br In Sb Se     ,  4.733,    0.098,
As As Br Hg     ,  4.799,    0.103,
Cl Ga P Se      ,  4.809,    0.103,
As Cu In Te     ,  4.814,    0.104,
Ag S Sb Se      ,  4.818,    0.104,
Al S Se Zn      ,  4.826,    0.105,
Cu S Sb Se      ,  4.829,    0.105,
As Br Hg Se     ,   4.84,    0.106,
Ag In Se Te     ,  4.844,    0.106,
Ag Cl Se Te     ,  4.845,    0.106,
Cu In Se Te     ,  4.855,    0.107,
Ag Cl In Se     ,  4.864,    0.108,
Br In In Se     ,  4.866,    0.108,
Al Cu S Se      ,  4.874,    0.108,
As Cd In Te     ,  4.878,    0.109,
Cd S Se Si      ,  4.901,     0.11,
Ag Cl Ge S      ,  4.908,    0.111,
In S Se Zn      ,  4.912,    0.111,
Cl Cu P Se      ,  4.915,    0.111,
As Cl Cu S      ,   4.92,    0.112,
Ag S Se Te      ,   4.93,    0.113,
Ag In S Se      ,  4.949,    0.114,
Cu Ge P S       ,  4.958,    0.115,
Al Cl Sb Se     ,  4.959,    0.115,
Cu In S Se      ,  4.959,    0.115,
As Cr Cu Se     ,  4.962,    0.115,
Se Sn Te Zn     ,  4.978,    0.116,
As Cd In S      ,  4.982,    0.116,
Cu P S Se       ,  4.999,    0.118,
Br Nb Se Se     ,  5.015,    0.119,
Cu I Se Si      ,  5.019,    0.119,
Cd In S Se      ,  5.022,    0.119,
In Sb Se Te     ,  5.024,     0.12,
As Cd Cr Se     ,  5.024,     0.12,
In Ni S Se      ,  5.057,    0.122,
Ag Br Te Te     ,  5.079,    0.124,
Cd Se Sn Te     ,  5.086,    0.124,
Br Cu S Si      ,   5.09,    0.125,
Br Hg Se Zn     ,  5.094,    0.125,
Ni P S Se       ,  5.096,    0.125,
Ag Br In Te     ,  5.097,    0.125,
Ag Br Cl Te     ,  5.098,    0.125,
Cu Rh S Se      ,    5.1,    0.125,
As Br Cu Hg     ,  5.101,    0.125,
Ga P S Zn       ,  5.107,    0.126,
Br Cu In Te     ,  5.107,    0.126,
Al Cl P Se      ,  5.125,    0.127,
Ag I In Se      ,  5.128,    0.127,
Cu I In Se      ,  5.137,    0.128,
Br Cu Hg Se     ,   5.14,    0.128,
Br Cd S Sb      ,  5.143,    0.129,
As Br Cd Hg     ,  5.162,     0.13,
Ag Ge I S       ,  5.169,    0.131,
Ga Ga I Te      ,   5.17,    0.131,
Cu I P Se       ,  5.176,    0.131,
Cl Ga Sb Te     ,  5.177,    0.131,
Cu Ge I S       ,  5.179,    0.131,
As Cu I S       ,   5.18,    0.132,
As Br Cd O      ,  5.186,    0.132,
Br Cu S Te      ,  5.189,    0.132,
Cu Cu S Te      ,  5.196,    0.133,
Ag Br In S      ,  5.197,    0.133,
As Cd I P       ,  5.198,    0.133,
Br Cu P S       ,  5.245,    0.136,
Br Cr Cu Se     ,  5.247,    0.137,
Br Ni O Se      ,  5.258,    0.137,
Br Cd P P       ,  5.262,    0.138,
Cl Ga S Sb      ,  5.275,    0.139,
As Cl Ga Hg     ,  5.293,     0.14,
Ag Br I Te      ,   5.35,    0.144,
Ag Br S Sn      ,  5.356,    0.145,
Br In S Sb      ,  5.364,    0.145,
