Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,  5.152,      0.0,
As Cd Ga Se     ,  5.288,     0.01,
As Ga Se Zn     ,  5.289,     0.01,
As Cd Ge P      ,  5.456,    0.022,
As Ge P Zn      ,  5.457,    0.022,
As As Cd Cl     ,  5.525,    0.027,
Cd Ge S Se      ,  5.566,     0.03,
Cu Ge P Se      ,  5.612,    0.033,
As Cd In Se     ,  5.642,    0.036,
As In Se Zn     ,  5.643,    0.036,
Ag Ga S Se      ,  5.659,    0.037,
As Cd Ga S      ,  5.702,     0.04,
As Ga S Zn      ,  5.703,     0.04,
As Cu In Se     ,  5.723,    0.042,
Ga P Se Zn      ,  5.738,    0.043,
As P Si Zn      ,  5.753,    0.044,
Cd Ga S Se      ,  5.772,    0.045,
Cl Ga P Se      ,  5.776,    0.045,
Cl Ga Sb Se     ,  5.849,    0.051,
Cu Ga S Se      ,  5.852,    0.051,
Cd S Se Si      ,  5.857,    0.051,
Ag Cl Ge S      ,  5.868,    0.052,
Ge Sb Se Te     ,  5.877,    0.053,
Ag Ga Se Te     ,  5.908,    0.055,
As Cd P Zn      ,  5.919,    0.056,
Al S Se Zn      ,   5.93,    0.057,
Al Cl P Se      ,  5.934,    0.057,
As Cd Ga Te     ,  5.949,    0.058,
As Ga Te Zn     ,   5.95,    0.058,
Ag S Sb Se      ,  5.969,    0.059,
Ag In S Se      ,  5.991,    0.061,
Cu Ge P S       ,  6.004,    0.062,
Al Cl Sb Se     ,  6.004,    0.062,
Al Cu S Se      ,  6.007,    0.062,
Ag Cl In Se     ,  6.008,    0.062,
Cd S Se Zn      ,   6.02,    0.063,
As Cd In S      ,  6.032,    0.064,
As Cl Cu S      ,  6.067,    0.067,
Cu P S Se       ,  6.083,    0.068,
Cu Ga Se Te     ,  6.092,    0.068,
Cd In S Se      ,  6.098,    0.069,
In S Se Zn      ,  6.098,    0.069,
Cl Cu P Se      ,  6.099,    0.069,
Ga P S Zn       ,  6.121,     0.07,
Ge Se Sn Te     ,  6.143,    0.072,
Cu S Sb Se      ,  6.152,    0.073,
Ag S Se Te      ,   6.17,    0.074,
Cu In S Se      ,  6.173,    0.074,
Ag Cl Se Te     ,  6.186,    0.075,
Ag Sb Se Te     ,  6.205,    0.077,
Cl Ga S Sb      ,  6.226,    0.078,
Ag In Se Te     ,  6.226,    0.078,
Cd Se Te Zn     ,  6.254,     0.08,
As Cd In Te     ,  6.265,    0.081,
Ag Cl P S       ,  6.288,    0.083,
Ag Br Ge S      ,  6.329,    0.086,
Ag Ge I Se      ,  6.338,    0.086,
As Cu In Te     ,  6.338,    0.086,
Ag Cl In S      ,  6.375,    0.089,
Ge Pb S Se      ,  6.377,    0.089,
In Sb Se Te     ,  6.383,     0.09,
As As Cd I      ,  6.389,     0.09,
Cu In Se Te     ,  6.401,    0.091,
In S Se Sn      ,  6.409,    0.091,
As Br Cd P      ,  6.411,    0.091,
Ag Au S Se      ,  6.411,    0.092,
As Cl Ga Hg     ,  6.429,    0.093,
Cu Rh S Se      ,   6.45,    0.094,
Cl Ga Sb Te     ,  6.452,    0.095,
Cd Cl S Sb      ,  6.455,    0.095,
Al Br Sb Se     ,  6.455,    0.095,
Ag Br In Se     ,  6.458,    0.095,
Cl Cu P S       ,  6.462,    0.095,
