Be Br Li O P
As F Ni O S
As F Fe O S
Ce Cl Cl O P
Cl Cl La O P
F K Nb O Ti
F Ga K O P
Al La N O Si
Cs I La N Na
N Na O Rb W
Cs N Na O W
C F Ir O S
Ca Cl Ge La S
Be Cd O S Si
Be Cd O Se Si
Be Cd O Si Te
Cl F O Sb Te
Br F O Sb Te
C F Hg O Sb
Br Cs K Re S
Cs F N O S
I O Te Te Ti
Au Cs F O S
Cs F O Pt S
Ba Br Cu O P
Ca Cl Cu Gd O
As Cl F O P
As F Gd O S
C Fe O Se W
Ba Cl F Fe Mn
Cl Cs Lu Nb O
Cu F Nd O Sr
Ba Cl Eu O P
F Fe O P Sr
Cu Ga O S Sr
C Ce F Na O
Be Mn O Se Si
Be Mn O Si Te
Be Ge Mn O S
Be Ge Mn O Se
Ca Li Mo N O
Ca Li N O W
Ba Ge Ge N Sr
Cu La O P P
Cu Mn O S Sr
Cu O S Sr Zn
Ba Cl Co F Fe
Ba Cl O Ru W
Cu Fe O S Sr
Cr Cu O S Sr
C Cl F S Sb
Ba K O P P
As As Ba K O
C I O Y Y
Fe Nb S Se Se
K Nb O Se Se
Cs Nb O Se Se
As Ba Mn O Zn
Al F O P Sr
As Cl Nb O Rb
As Cl Cs Nb O
B Cl I Na Zr
Ba Cl Cu O Te
Br Cs La N Na
Ca Cl Cu O Sm
Cl Cs K Re S
Cl Cs O Ta U
As Cu Cu Fe S
Al Ca F O Si
As F O Rb Sc
As Cs F O Sc
C Fe Hg N S
C Hg Mn N S
Cl Ga Li O Si
Br Ga Li O Si
Ga I Li O Si
Al Cl Ge Li O
Al Br Ge Li O
Al Ge I Li O
Cl Cu La Nb O
Br Cu La Nb O
Cu Cu O S Sr
Cu Ni O S Sr
Cu O S Sc Sr
Al N O Si Sr
Ba F Fe In O
Ce I La S Si
Bi Cl Cs O Pb
F Na O P V
Ba F Fe O P
C Cd N S Zn
F Na O Si U
C F Na O Y
Cs N N O W
Na O S Si Sm
Ce Cl La Nb O
Ce Cl Nb O Pr
Al N O Si Y
Ca F La Mn O
F La Mn O Sr
Cu F La O Sr
Cs Mg N O P
Cu Mn O Se Sr
B Ba F Ga O
Al B Ba F O
Ba O Se Si Sm
La N O Si Ti
Cd Ge N O Zn
K Nb S S Se
C F K O S
Au Bi Pb S Te
F Nb O Rb Sr
F Li Nb O Sr
As Mn O Sr Zn
Bi S Se Te Te
Bi Cl Nb O Pb
Cl O Pb S Sb
Al Ce N O Si
Br Ce La S Sb
Br F Na Nb Nb
Ca F Ge Na O
Cl N O Pd Rb
Ba C Cl N S
C Mg N Na S
Cl N Na S Zr
As Br Hg Sb Sb
Er F Na O P
F K O S Sn
Cl Mn Mn O Sr
Bi Cu O Se Y
Eu O S V V
Ba C Co F O
F Mg Na O P
Ba C F O Zn
Ba C F Mn O
F K Nb O Sr
Au Au Cs O Rb
Co F Fe O P
B Cl Cs I Zr
Cl Cs O U V
Cl O Rb U V
Al Ba F O Sr
Al Ca F O Sr
Bi I O Pb Rb
Bi Cl O Pb Rb
Cu Cu F O Ta
Cl Cu Na O S
F O Rb S U
Cu La O S Se
C Cl F O S
K O S Ti Y
F Na O Si Sm
Bi Cl O Pb Ti
Ca F O S Si
Cl La Mn Nb O
Al Li N O Si
Cl Fe La Nb O
Lu N N O Si
Be Fe O S Si
Be Fe O Se Si
Be Fe O Si Te
Ba F O Pd Sr
La N O Sr Ta
Ca F O Pb V
C F Hg O S
Li O S Ti Y
Ag Cd Ga S Se
Ba Cl Co O Pt
O S Sm Ti Ti
Cu La O S Ti
Ag La O S Ti
F Ga Mn O Sr
Cl Co Fe O Sr
Cu K S Sb Tl
Cl N O P Re
Cd F O Ti Y
Cd F Nd O Ti
Cd Eu F O Ti
Cd F Gd O Ti
Cd F O Ti Yb
C F O Rb Sb
C F Na O Sn
C Cs F O Pt
C F Na O Sb
C Ca N Si Y
Ba Cl Co Co O
Ce Cl N O Si
Cl N O Pr Si
Cl N Nd O Si
Bi Cl O Ti W
Bi Br O Ti W
Cu Fe O Se Sr
Ag Fe O Se Sr
Ca Cl O S Si
Bi Cl Cu O Pb
Bi Br Cu O Pb
Bi Br Cs O Pb
As Cl F S S
As Br F S S
As Cl F Se Se
Bi Cl K O S
Cl Pb S Sb Sb
Bi Cl Pb S Se
Cl Cu O Pb V
Ca F Li O Ta
Cu F Na S Sr
Cd F O P Pb
Au C K N S
Au C N Rb S
Au C Cs N S
F K N O Si
Ba Cu Mn O S
Ba N O Sc Ta
F Fe O Pb Ti
Al F K O S
As F Fe O Tb
Br Cl Hg O Sb
Cl Cu Nd O Se
Cl Cu O Se Y
Ba F K O Ti
As F Fe O Sm
Br Co O Te Zn
Ca F O P U
Ca Cl O P U
Ca F O P Th
Ca Cl O P Th
F O P Sr Th
Cl O P Sr Th
As Fe Nd O Sr
Cd F O P Sr
As Co F Fe Sr
As Ce F Fe O
As F Fe O Pr
Br Ca Cu Nb O
Br Ca Cu O Ta
Br Cu Nb O Sr
Br Cu O Sr Ta
B Ba Ca F O
As F Fe Nd O
Bi Br Fe O W
As F Fe La O
As F Fe Gd O
B Ba F O Sr
As Ca Fe Nd O
C Fe O S S
C C F Pt S
Cl Cr Na O Si
Br Cr Na O Si
Cl Cr K O Si
Br Cr K O Si
C C F Mo S
Cl N Na Nd O
F Fe Li O P
As Fe O Sr V
As Fe O Sc Sr
Br Cl K Pb Tl
F K N O Os
Cs F N O Os
Cl Cu K Na O
Ba C Cl O Si
F Li Mo O Sr
F Li O Sr W
F Mo Na O Sr
F Na O Sr W
Ba F Li Mo O
Ba F Li O W
Ba F Mo Na O
Ba F Na O W
N O W Yb Zr
N O W Y Zr
Gd N O W Zr
N O Sm W Zr
N Nd O W Zr
As F O Sr Ti
F O Sb Sr Ti
Co F Li O S
Ba F O S S
As Fe La O Y
Nb Nb S Sb Se
Al Ca N O Si
F Fe Li O S
B I Na O S
B Br Na O S
B Cl Cs O S
B Cl O Rb S
B Cl Na O S
Ba Cl Co Mn O
Fe O P Sc Sr
As Cr Fe O Sr
Br Ca Cl N Sr
As Cu Mn O Sr
As Co Fe Nd O
Cl Ho Na O Si
Ca Cu Fe O S
Ca Cu Fe O Se
Ba Cl Mn O Si
Ba Cl Fe O Si
C Cl Cs Cu N
Br C Cs Cu N
C Eu I Li N
F Ga In O Pt
Ce F Na O Si
Cl N S S Te
Cl Cu Dy O Te
Cl Cu Er O Te
Br Cu Er O Te
Cl Mn O Sm Te
Br Cu Dy O Te
Cl Cu Nd O Te
C Cd Hg N Se
Ba Bi Bi K O
Ba F La O Si
C C F O S
Ca Cl Cu O Te
Cl Cu Cu S W
F Na O Si Sn
Ag Br Hg P P
Ag Hg I P P
C Cd N Se Zn
C F O Rb S
F Li O P V
C C Eu I N
C Eu I In N
Cl Cs La O Se
N Na O P Ti
C Co Hg N Se
Br Cu O Sr Te
C Ca F O S
C Cu F O S
C F O S Zn
C F Mg O S
Ba C F O S
Be Cl Na O Si
B C F K N
C F Na O Yb
Cl Fe N S Te
C C F Li O
Ag C C F O
Al B Ba Cl O
B Ba Cl Ga O
Ba F Fe Fe S
F K O P Ti
I La Nb O S
Cl Cs La Nb O
Cl La Nb O Rb
Cl Cu O Se Sr
Al Br Cl Sb Te
Al Bi Br Cl Te
Al Eu La N O
Bi Cl Ga S S
Ni O P Sc Sr
As Ni O Sc Sr
Ca F O P Pb
F Li Ni O S
Ba Eu N O Si
As Ce Co Fe O
Ag Ga Ge S Se
As Co Fe O Sm
As Fe Ni O Sm
As Cl O P Pb
La Li N O Ta
C Cl Cl O P
Ba F Mn O Se
Co F Li O P
Ag C F O S
Cu S Se Sn Zn
Ca Ce F S Y
Ce F S Sr Y
B C F Li O
Ce N O Si Y
Co F Fe O Sr
Al Ba N O Si
As Co Fe La O
Mg N Na O P
Bi Cu O Se Sr
Bi Cu O Sr Te
Bi Cu O Pb Te
Eu N O Si Sr
Ba Ca N O Si
Cl Cu Na O Se
Ag Ge Pb S Se
N Na O P V
Ag As Hg S Te
Cl Nb O Pb Se
Cl Cu O Pb Se
Cl Cu O Pb Te
Bi Cu O Pb Se
F Fe La O Sr
As Fe La O Ru
Al Ca Gd N O
F Mn Na O S
Cl Mn Na O S
Cl Fe Na O S
F Lu O Rb Si
Co Cu O Se Sr
F Fe Mg O P
Bi F Nd O S
B Be Ca F O
Ba F In O Zr
Eu F K O Si
Ca Ce N O Si
Co F Na O P
Mg N O P Sr
Ba C F O P
Cl F K O V
Cl F K Mo O
Br F K Nb O
Bi Cl Mn O Pb
Bi Cl I O Te
Cu Ge S Se Zn
F Hg O Te Xe
F Hg Kr O Te
Ag Ba S Se Sn
Bi Ce F O S
Li N O Sr Ta
N Na O Sr Ta
Ba Li N O Ta
Ba N Na O Ta
Cl Eu O Si Sr
Cs F O Se Ti
Bi S S Se Se
F Mn Na Ni O
Ba O S V V
Bi F O S Sm
Er La O S Yb
As F Mn Nd O
Ca Cl Fe O Si
B Br K Na O
B Ba Cl O Pb
B Ba Br O Pb
B F Li O P
Mo N O Sr W
Ca F La O Si
Al Cl O Pb Te
Bi Br Fe S Sb
Bi Cl Hg Hg S
Bi Cl Hg Hg Se
Ba Bi I Nb O
Bi Cl Nb O Sr
C C F O Sc
Hg I S Sb Se
C Cs I O Pb
Ba C F K O
Ba C F O Rb
As F O S Xe
C F O Re Re
F Ge K Mg O
Cl Nd O P Sn
C C Co O S
Cs F N O Sb
F N O Rb Sb
C C Cl Co O
Co N O S S
C Cl O Ru Sb
C Fe Mn O S
F Na O S Sb
As F Mn N S
Cs F Mo O V
C I O Re Re
As F N N S
Be O S Si Zn
Ca Cl O P Pb
Al C F O Sr
Ca Eu O P S
Cs I N O Zn
Co Cs I N O
Ca F K O S
Ca Cl Co O P
As Br Br F Se
B Cl Cs K Zr
Cl La O Ta Th
Cl Cu Er O Se
Cl F Nb O Rb
Ba Br Cs O Ta
Ca N O Sr W
F K O Rb Ti
Ba O S U V
Ba Fe O S U
Ba Co F O Y
C F K O Pb
F O Ru Sr Ti
F N Na O S
Bi Cl Cr O Ti
Bi Cl Fe O Ti
Bi Cl Mn O Ti
Ba Cu Ga S Se
C F Lu Na O
Bi Cl Fe O Se
C F O Pb Rb
C Cs F O Pb
Ag Ba Co O Se
Ag Ba Mn O Se
B Ba F Li O
B Ba F Na O
Ba Bi F Fe O
Cl O Pb Se V
F O Pb Se V
Bi Cl Fe O Pb
Ce La Mn O Se
B La N O Si
As Cl Na O Sb
C F Mg O Rb
Ba La N O Si
F Mo Na O W
Cl Cu Nb O Pr
F Fe K O S
C Cd F K O
Al C F Li O
F Na Nb O Pb
B Ba Cl Ge O
B Ba Br Ge O
Cr F La O Sr
La N O Sr Ti
As Mn Nd O Sr
B Ba F O Zn
Br Cl Fe O Te
Ca F O P V
C Hg Mn N Se
Cl Co Mg O Te
Ca F K Nb O
Br Cu P S Se
Ba Cl Li O V
Cl La O P Si
Cl La Li Nb O
Cl Cu Fe O Te
Ba Br C O Ru
Ba C Ca F O
As Cl I Pb S
Bi F O P Zn
Bi Cu F O P
Ba Br Co Co O
As Ce Cl Cs S
Al Eu N O Si
Li N O Si Tb
B C Co Er Ni
B C Er Ni Tb
B C Er Lu Ni
As Fe O Pr Ru
Cl F La O Ta
C N O Si Y
Ca Cl Fe Mn O
Fe Mo N O Sr
Ba F Fe La O
B Br Fe O Zn
In K P S Se
B Ba F Mg O
As Br F Kr O
C F N O P
As Br F O Xe
F K O Si Y
Cl Fe O Pb Ti
F Fe Mn O P
Bi F La O Se
Bi F La O S
Ca La N O Si
C F La N Sr
Ag Cu S Sb Se
Li Mn O S Sr
As F N S Xe
Cl Mo Nd O Te
Cl Nd O Te W
Cl Mo O Pr Te
Cl O Pr Te W
Ba F Fe O Se
F Fe O S Sr
Ba F Fe O S
F Fe O Se Sr
F K O Si Sm
Ag Ba O Se Zn
Cl Cs N O Pb
K P Pb S Se
P Pb Rb S Se
Cs P Pb S Se
C C F N Sc
Ba F O P U
Cl Cu Cu O Se
F Na O S Sn
B F Li Mg O
Ag Co O Se Sr
Ag Mn O Se Sr
B Ca F Li O
Ba Na O S U
Al Bi Br Cl Se
Cl Cs Nd O Se
Bi La O Pb S
B Br Na O Rb
B Cl Na O Rb
B F Li O Rb
F Na Ni O P
Ce Fe O Se Zn
Ce Mn O Se Zn
La Mn O Se Zn
B Cl K O Zn
Ba N O Si Sr
La O S Ta Zr
La O S Ta Ti
La Nb O S Ti
Cu F Li O S
Bi La O S Se
F La O Si Sr
As Ba Cl O Sr
Ba F O Si Ti
B Be F O Tl
C O P S W
B F Li Nd O
C K N O Tc
F Li O S Zn
Ba Co Cu O S
Co Cu O S Sr
As Fe Ir La O
As Fe Ir Nd O
As Fe Ir O Sm
N Nb O Sr Ti
Cu F O P Rb
Cu F K O P
Ba Cl N O P
Cl Cs Na O V
As Cl Cu P S
As Br Cu P S
As Cu I P S
C Cl Co Na O
B Ba Cl O Y
B Ba Cl Gd O
B Ba Cl Lu O
C F K O Sr
C Ca F O Rb
C F O Rb Sr
C Ca Cs F O
Ba C Cs F O
Ba F Fe O Sr
F Mg Na O S
Cu F Na O S
F Na O S Zn
Co F Na O S
F Fe Na O S
F K O Rb W
Ba Cl Cs Ga Se
Ba Cl Ga Rb Se
Ba Cl Ga K Se
As Co O Sc Sr
Co O P Sc Sr
Ag F Mo Na O
Ag F Na O W
B Ba C Cl O
C F Mo O Sb
C F Fe O Sb
C Hg N S Zn
Cl K N O Zn
B C Cs F N
As Cl F O Te
As Br F O Te
C F O Sb W
Cl In Nb O Ti
Cl Nb O Ti Tl
C K N Re S
C F O Pt Sb
C F O Pd Sb
Ag C K N S
Cl Cs Nb O Ti
Cs F O Sb Te
Bi Br Cu O Se
Cl Lu Nb O Pb
Cs O S S V
Cl Cs Os Re Se
Cl K Os Re Se
C Fe K N O
Ba C F O Pb
Ba Cl Co O Se
F Li Mg O S
Cl Cs Cu O P
F I Nb Nb O
Ba F Nb O P
La Nb Nb O S
B F Fe N O
F Fe N O P
Cl K Nb O Ti
As Cl O Pb Si
Ba F O Si Y
F Li O Si Y
Fe La Mn O Se
Bi Cd F O Pb
Bi Ce F S Sr
Bi F Nd S Sr
Bi F Pr S Sr
Bi F S Sm Sr
Cs F Hg O Te
Al Gd N O Si
Cl Cs I S U
As Ca F Fe Na
Ca Ce F O Si
Ga Ge N Na O
Cl O Se Te W
Al N O Pr Si
Ag F O S Sb
Fe La O S W
La Ni O S W
Cr La O S W
Co La O S W
La Mn O S W
Ca F Li O Si
Ca F K O Si
F K La O Si
Br C Cs N Ni
C Cl Cs N Ni
Br C N Ni Rb
C Cl N Ni Rb
Cl Cu O Te Zn
Eu Eu F O Si
O S Si Yb Yb
B Cl Cs Zr Zr
Cl F K Na Pb
Cl Cs O Se Y
Cl Eu Li O Si
Cl Cu K O V
Ba Cl K O V
C C Er I N
C C Cl N Nb
Cd Cl K O V
Br C Rb Tb Tb
C C Cl Gd Rb
C Cl Cu Nd O
Cl Gd N Na O
F I N N O
Cd Cl O Rb V
Cd Cl O Tl V
Cs O S S S
B C C Ca Cl
F F O Sn Sn
Al C N N O
C Cl N Pb S
B Cl I Sr Zr
F La Li O S
Er F Li O S
Al N O Si Sm
Br Re Te Te Te
C C F N Se
C F N O Sb
As C F N O
Au C F O Sb
I O Pr Se Ti
Al Cu F O Si
Cl F I I O
Ba Br F I Pb
F Na O Pr S
Cl F K N W
Ca Li N O Re
As Br Ga Hg Hg
Co F O S Sb
As Co F O S
As F Mn O S
As Cu F O S
As F O Te Xe
As F O Se Xe
K O S S Ti
Cr Li N O Sr
F O Pr Se Se
Cu O P P Pr
Cu O P P Sm
C C N O Tl
F Mn O Rb S
Cs F Mn O S
C Cl La N N
Br Br F N O
Cl Cs O Se Tm
B Br Cl N P
Cl Hf Mo O Se
Cl Mo O Se Zr
Ba C N Nb O
Cl Mn O Se Sm
Cl Co O Se Sm
Cl Cu Gd O Se
Cu Na O S S
C F Na O S
Ag Cl F Mo O
Br Cs O Se Sm
Cs O O Sn Sn
Ba Br Ca Cl F
Cl Cu O Sb Te
C Cl Mo O S
C Cl K N Pt
Br C K N Pt
C I K N Pt
Cl Co O Te Te
C F N S S
Bi Cl Cu O Te
Ba Be F O S
B Ba C N O
As F N O S
B F N O S
Ag C Cl Cs N
Ag C Cs I N
Ca Mo N O Sr
Ba O Rb Sb Sb
Br C Eu Li N
Br C Li N Sr
C Cs F O S
Br N Nd O Si
Br Ce N O Si
Al As Cl S S
F Li N O S
Cl K Np O S
Cl Np O Rb S
As F O S Zn
Br F K Na Pb
Br Mo Mo Rb Te
Br Mo Mo Rb Se
Ba Cl O Te Zn
Bi Cl Mn O W
As Cd F O S
F O P Pb Sr
Ba I La N O
Ba Ce I N O
Cs F O Si Y
Cl Cu O Sr Te
C Cs N Re S
Cs Cu F O V
Cs F Np O P
Ba Bi N O Sr
Ba Br Cl F Na
Cd Hg Hg I Sb
As Cd Cl Hg Hg
C Cl F N S
Br Mo Se Te Te
I Mo Se Se Te
Cl Er O Rb Se
Ga I Na O Si
Ag Br Cl Te Te
Ag Br I Te Te
Ca Cl Nd O Se
Cl Nd O Se Sr
Ba Cl N O Si
Ag Ce Cl S Si
Ba Br Cu O Te
Ca Cl Co O Te
Cl Co O Sr Te
Cl Ni O Sr Te
Cl Cs Mn O V
Br Cs Mn O V
Cl Mn O Rb V
Cl Cs Cu O V
Er F O Se Si
Cl Cu O Te Yb
Br In In Se Tl
Cl Hg K O S
Br Hg K O S
Ag I I O Se
C Cl N Pt Rb
I S S Se Ta
Ba Ce F O Si
Cl In In Se Tl
Cl Co O Se Sr
Cl Ni O Se Sr
C F Li N Pr
I Lu Na O Te
Ba C N O Si
As C F N Te
La Ni O P P
As C F N Zn
As Ba Fe O Sc
Li N O Si Sr
Cl O S Ta U
Bi Cl Cu S S
C La N O Si
C N O Pr Si
Cl Li P Se Se
I Li P Se Se
Cl Eu Ge Na S
Ce Cl N Na O
Ba F Ga Li N
Br C Cs N Pt
C Cs I N Pt
C I N Pt Rb
Ba Cd F Sb Sb
Cd F Sb Sb Sr
Cd Eu F Sb Sb
Ba Cd O Sb Sb
F La Li O Ta
F La Li Nb O
Bi Br Cl Cu S
Cl Cs Mo O Th
Cl Cs N O U
Ag Ag F O S
Ba Br Cl O Te
F K Na O W
F O Rb Sc Si
Bi Cu I Se Se
F Li N Sr Ta
Bi Bi Br Cu S
Ba Br N O P
La Li N O Si
F O Pr Se Si
Cl O Pb Pd Se
Cl O Pb Pd Te
Au La O P P
B F Na O S
Cl Fe O P Sb
Bi Cl I K O
Al B F O Pb
Cl Ge Hg O S
Al Bi Br Cl Ru
Cl Cu O P Rb
Cl Cu Na O P
Br Fe O P Sb
Cs F Mn O P
F Li Mn O P
F Mn O P Rb
F Na O S V
Ba Cr F Ga S
Ba F Ga Mn S
Ba F Fe Ga S
Ba F In Mn S
Cl Ga Na Sb Te
Al Cl Na Sb Te
Au Ce O P P
Au O P P Pr
Au Nd O P P
Cs F Fe O P
C Cl La N O
Ca Cl Fe O Se
B F Na O P
Cl K Mo O S
K O S S W
F Li Mg O P
As Cl Ga Hg S
Bi Br Nb O Sr
Cl Na O Te Y
Al Br Cl Sb Se
Co F Ni O Sb
Ba C F Mg N
Ca Mg N O P
Ag Cl Ga Sb Te
Ba Cl Ge Na S
