Br Mn O Si Te
Cl Mn O Si Te
Ba Br Ge Pb S
Ba Br Ge Pb Se
Ba Br Ge S Sn
Cd Cl O Sm Te
Cd Cl Eu O Te
Cd Cl Gd O Te
Ag C Fe N O
Cl Fe O P Te
Cs F O P Ti
Cl Cu Ga Sb Te
B F Mg O Rb
B Cs F Mg O
Cl Mn O Sb V
F K O Pr Si
Eu F Na O Si
Ca Eu F O Si
Ca F O Si Sm
F Na Nd O Si
Br Cs Ga Ge Se
Cl Cs Ga Ge Se
Ba F O Pr Si
Ag Al Bi Cl S
Al Bi Cl Cu S
F N O Sb Xe
Ba Br K S Sn
Ba Cl K S Sn
Ba Cl Na S Sn
Ba Cl Cs S Sn
As F Hg O S
Ba Cl Co O V
F Na O Si Tm
Er F Na O Si
F Ho Na O Si
Dy F Na O Si
F Na O Pr Si
F Na O Si Tb
Ba F Mn O P
Cl Cs O Sm Te
Br Nd O Rb Te
F K O Si Th
As Eu Fe O Sc
C F O S Te
Bi F O Sr Ti
Ba Cl K S Sb
C K Li N S
Cs Er F O Si
F Ge Na Nd O
Ba In O S Si
Ba Cl La N Si
F K O Si U
F Ge Na O Pr
Cr Cu Fe S Se
Ag Cu Ga Se Te
Ag Cu In Se Te
Ag Ga In Se Te
Cd Cr Fe S Se
Cr Cu S Se Te
Cu Ga In Se Te
Cu S Se Ta Te
Fe In S Se Tl
Ga In S Se Tl
Mn Re S Se Ta
Fe Re S Se Ta
Co Re S Se Ta
Ni Re S Se Ta
Cu Re S Se Ta
Ga Re S Se Ta
Al Cu Ga S Se
