Phase fields     scores        Norm. score
Hg I Pb S        9.802943287344757 0.26510170823666535
Br Cu Hg S       9.805314207580489 0.265304234694449
B Cl O Pb         9.80800324888415 0.26553393538275405
B Cl F O         9.810585035451224 0.2657544742605713
Bi Cu I S        9.810991064817872 0.2657891577088564
F N P S          9.811083945080691 0.2657970916369332
As I Li S        9.815058397218337 0.2661365934476379
F O P V          9.819083058109305 0.2664803841419618
O S Si Sm        9.822088756920046 0.2667371340419074
Ag Hg I S        9.825715627780845 0.2670469451005861
F N S Sb         9.828545146417328 0.2672886455078982
Br S Si Sm       9.830435563761172 0.2674501269118742
As La O S         9.83340419472188 0.2677037104377459
Cl O Si Sr       9.834874217085714 0.267829281267892
Bi Cl O Pb       9.845751614274727 0.26875843978170244
B Cl O Tm         9.84826507607721 0.26897314228748775
Cu Hg I S        9.850643999578091 0.2691763523924552
F Ge O Yb        9.851972379313032 0.26928982396279944
Cl La S Si       9.853211966571108 0.2693957107879686
F Hg O Te        9.854677075406046 0.269520861899396
B Cd F O         9.858279161335496 0.26982855580361426
O P Y Zn         9.859043694348992 0.2698938630040627
Cl O Sr Te       9.859092554220494 0.2698980366648017
Bi Cu O Te        9.86011449385222 0.2699853318047071
C F Ge S          9.86758923839249 0.2706238322113262
Ag Bi Cl O        9.86842517087263 0.2706952384280345
Bi Br Mn S       9.872021379167931 0.2710024302586667
I S Si Sm        9.875650047986944 0.2713123949007961
Cu F O Te        9.878702076173711 0.27157310230394077
Cl Eu O P          9.8809419148248 0.27176443163724096
Cl O Si Y         9.88204628904216 0.2718587684246785
Ag Cl O Pb       9.884435301186373 0.27206284031198974
Cl Hg O Pb       9.885265114425666 0.2721337238168177
Bi Cl O Tm       9.885859706093015 0.2721845144517789
C Cl F Se        9.888592066912457 0.27241791553790945
B Cl N P          9.89062079895379 0.27259121192634544
Bi Cl Cu O       9.893245926465172 0.27281545303243515
Er F O Si        9.894080037763166 0.2728867036818808
B Cl Er O        9.895222991539987 0.2729843359751741
F Mn O P         9.896558891467771 0.27309844992816507
Cl Re Se Se      9.898175911631967 0.27323657746239666
Cl Hg S Zr       9.900924578589661 0.2734713714357144
Ba Ge Se Te      9.904851172487101 0.27380678514606144
F O Te V         9.907246330510558 0.2740113820207312
Cl Hg Hg O       9.908676099496946 0.27413351436575845
Cl Cu O Pb       9.909215954440924 0.2741796293332181
Cl F P Rh         9.91006592359669 0.2742522345772701
Cl P Se Ta       9.911216206282036 0.2743504929135066
Bi Cl N S        9.913832063360097 0.27457394212959674
I Nb Se Te       9.914634165326333 0.27464245850883034
Cr Hg S Se       9.914744976484231 0.274651924112504
Cl Hg P Zr       9.915166072183718 0.2746878945425155
Cl Mo O Se       9.920238163064846 0.27512115778951585
Al O S Sr        9.920485742558325 0.2751423062858164
Bi Cl O V        9.921748339135384 0.2752501585908026
O Si Sm Te       9.924453437255018 0.2754812308689292
As Ga Mn N        9.92496746447401 0.2755251396054173
F O S Tc         9.926048114856327 0.2756174498783379
F Hg O Zn        9.928605326180838 0.27583588951352705
Bi Cl Er O       9.932639889383546 0.27618052607355725
Ca F Ge O        9.933560358641365 0.27625915350921565
La O Se Si       9.933703078034021 0.27627134474729054
O P Sm Zn         9.93454260981344 0.27634305841986423
F O Te Ti        9.935115999387536 0.2763920379500996
Cl O Pb V        9.937672563299854 0.27661042228266985
Cr Cu S Se       9.938624773980793 0.27669176110350774
Cl Eu O Si       9.944606364694316 0.2772027147665042
Cl F N P         9.946515660596583 0.2773658087964589
F O S Tl         9.951783195180921 0.2778157670466525
Br Cr O P        9.952022169434429 0.27783618047445796
F Ho O Si        9.953835257669796 0.27799105634603943
B Cl Ho O        9.954971350811034 0.2780881025967475
Cl O Si Sm        9.95737079544034 0.27829306563772105
F O Sb Tc        9.957488309018927 0.27830310376909917
F Mn O Si         9.96012351915712 0.2785282061435947
B Cl Mn O        9.961258895114854 0.27862519113174694
B F Mg O         9.967594986027363 0.2791664265682519
As Cl La O       9.968532673660997 0.2792465248153731
F O Sc Se          9.9690527713515 0.2792909520978151
Al B F O         9.974129465415226 0.27972460855343195
Cl Cu N S        9.976863342867826 0.27995813919193396
Br Hg S Tl       9.980719875985608 0.2802875682380476
Cl Cu O V         9.98472964515759 0.2806300868663398
Br Hg Se Zr       9.98924492240172 0.28101578651678844
As F N O          9.99026568263647 0.28110298091138414
Bi Cl Ho O       9.992164516026545 0.2812651812227304
Cr I O P         9.996686739013002 0.2816514741856704
Bi Cl Mn O       9.998428671315118 0.28180027184386675
Be Cl I Zr       9.999869786407709 0.28192337338501533
Br Li P S        10.001444516870079 0.28205788848919383
Cl N S V         10.005127550704973 0.2823724970471862
As La O Zn       10.00898246570222 0.28270178787177097
Dy F O Si        10.01241180832636 0.2829947258642536
B Cl Dy O        10.013541255627358 0.283091204420418
Br Cr O Si       10.01523478933427 0.2832358678205733
Na O S S         10.019290232652958 0.28358228798169777
Cl Hf O S        10.02139260686002 0.28376187496006877
Al O Sr Te       10.021845431243234 0.2838005556870483
F Sb Se Sr       10.027720605813284 0.28430241917304855
Ca F O P         10.028013144437045 0.2843274081247404
I Se Se Ta       10.029840630112593 0.28448351384054654
La O Se Zn       10.030850184897789 0.2845697510540565
Ag N O Se        10.031947634343739 0.2846634963203608
Na O P S         10.033363717826491 0.28478445963551796
C N Se Se        10.033519530702192 0.2847977693324519
As Cr Mn P       10.035562197842927 0.28497225607148685
Cl N Sb V        10.036320020390017 0.2850369900569571
Cr Cu Se Te      10.039801336551072 0.2853343676826973
Cr Mn S Se       10.043332282257781 0.28563598471553936
Ca F O Sb        10.045097268953933 0.28578675170390966
I Li P S         10.045889354411317 0.28585441246260057
Cl N P Ti        10.046779986732531 0.2859304911962856
Bi Cl O Yb       10.04855631382262 0.28608222689283047
Ga La O Se       10.04923360390901 0.2861400817122461
Bi Cl Dy O       10.050517678111044 0.2862497686581626
Br O P Sr        10.054022094127555 0.2865491194974392
Al Cl O Sr       10.05444394172925 0.28658515415571584
Ga Se Ta Te      10.05726460654144 0.2868260982602025
I Li S Sb        10.06294313005983 0.2873111636100559
Bi Br Cl Tl      10.07526343672856 0.2883635769434189
La O S Sb        10.080837820081518 0.28883974653267314
Nd O Se Se       10.084641110040359 0.28916462749310234
Br La S Sb       10.088970560925988 0.2895344536638866
B Br O Pb        10.090476686361582 0.28966310845574844
Ca F O Si        10.090749736743021 0.28968643270163213
Br Cl Pb Tl      10.090945406140406 0.2897031469838555
B Ca Cl O        10.091870416737294 0.2897821623453914
I O P Sr         10.098235527370568 0.2903258766764469
Cl Nb O P        10.101766557763598 0.2906275009432821
Cl P S Ta        10.104270983437877 0.2908414315736548
Cl N Si Ti       10.109400117038915 0.29127956746876466
Cr S Se Tl       10.111718198778048 0.29147758040753996
Cl Mo O S        10.113120716722662 0.2915973849404043
F Mg O Ti        10.12256677521022 0.2924042770225036
Cl Li O P        10.12623632988379 0.29271773417659924
La O S Si        10.126329160244572 0.2927256638419928
Cl Mo O P        10.127063807395869 0.29278841816119355
Bi Br O Pb       10.12717220540256 0.2927976776309961
Bi Ca Cl O       10.12856088632975 0.292916300191526
Br La S Si       10.134425394962697 0.29341725258215134
B I O Pb         10.134531082149325 0.2934262804909011
B Br Cu O        10.13682444701164 0.29362218208850493
Cl Cl N V        10.137967395634524 0.2937198139415434
As In Mn N       10.139531678198777 0.293853436575462
As F Sr Zn       10.147694556463449 0.2945507180762679
C Cl F Si        10.158382343538767 0.2954636798981325
Cl Mn Mn O       10.164377640120707 0.29597580433058013
Ag Br O Pb       10.164784958434886 0.2960105978820948
B Cl Mg N        10.164809183519706 0.2960126672138861
Bi Br O Tm       10.166170082997729 0.2961289166543062
Cl S Se W        10.167113595674321 0.2962095124826191
Cl Dy O Ti       10.167812783055316 0.2962692377915796
F Hg Ni O        10.17021234863822 0.29647421116453515
Bi I O Pb        10.17106766150547 0.2965472728739456
Cl Ni O Sr       10.17449089382589 0.2968396889179683
Br Re Se Se      10.17814710079866 0.2971520058976618
I La S Si        10.178289570606097 0.29716417581590987
B Cu I O         10.180678286174107 0.29736822236937516
C Cl F Te        10.181831218612333 0.2974667070502424
Cl La O S        10.182040783558726 0.2974846083046278
Cl Nb O Te       10.187483758952286 0.2979495528901305
Br Hg Hg O       10.188358752646412 0.2980242957561206
Br Mo Te Te      10.188529717541828 0.29803889975424463
Ca Cl Cu O       10.190264059868214 0.2981870490688668
Cl La O P        10.195889625045737 0.29866759066249043
I Nb Te Te       10.20712518443665 0.2996273437618839
B Cl O Tb        10.207956317478391 0.29969834000560097
Ba Cl Ga Se      10.208662102007482 0.29975862884977283
Bi I O Tm        10.209897876741087 0.2998641900051604
Bi Br Er O       10.211666230349378 0.30001524459864554
Cl Mo O Te       10.212568683266367 0.3000923330598431
As Br Na O       10.216675758331867 0.3004431636581622
Ca Cl O V        10.217937989313592 0.3005509847336166
Ag N O S         10.222722668511155 0.3009596969774569
C N S Se         10.224265234825396 0.30109146458684766
O S Tb Ti        10.22936825437358 0.30152736979256417
Hg Hg I O        10.231991720563052 0.30175146898681815
I Mo Te Te       10.232161956413565 0.3017660107091728
F N O Sb         10.233907440839795 0.3019151117934823
La O P Zn        10.235440956744519 0.30204610630753576
Ag Au S Se       10.235778799004615 0.30207496514268195
C N P Se         10.238056960191296 0.3022695680265934
B Br Mn O        10.239505398376885 0.30239329511391855
Ga La O S        10.239686589198469 0.3024087726212272
Ba Cl S Sb       10.239774267131857 0.3024162621609462
Bi Cl O Tb       10.244231025285329 0.302796963050169
As Br La O        10.2465816589598 0.3029977566089161
As La Ni O       10.248694818954341 0.30317826492040395
Bi Er I O        10.255200032037495 0.3037339469475772
Cl La O Si       10.257599517952164 0.3039389135151886
F O Sc Te        10.259992546610142 0.30414332849725856
I O Pb V         10.260074488047904 0.3041503280195892
Bi Br Ho O       10.269573688485055 0.30496175954196564
Cl Nd S Si       10.272088118083381 0.3051765447178728
Ni Se Ta Te      10.27791059823193 0.3056739069919086
Br C F Ge        10.27939273569197 0.3058005127060976
B Cl I Zr        10.280776575364493 0.3059187217216494
Ag I O V         10.281834418206243 0.3060090837508738
Br N S V         10.282186991771765 0.3060392009493595
B I Mn O         10.28292134076856 0.306101929799895
F Mn Ni O        10.29560948169245 0.30718576391562963
Ba O P Se        10.300617278029248 0.30761353505618044
As Br Cr Hg      10.303423710230872 0.3078532633963571
B Be F O         10.304763049840004 0.30796767117048596
Al Ca F O        10.304868866757008 0.3079767101609391
Br Cl Tl Tl      10.307048648121677 0.30816290933874085
As Cl Pr S       10.311122688903971 0.30851091811443515
Bi Ho I O        10.312863047683152 0.3086595813606748
Ba Se Sn Te      10.316219014335699 0.3089462515018023
As B O Sr        10.320638579275688 0.3093237753082772
Ag N O Te        10.321114631507578 0.30936444018210535
Bi Br O Yb       10.324450397960618 0.30964938480130716
Bi Br Dy O       10.326359359711779 0.3098124502877293
F Se Sn Sr       10.326912452756632 0.3098596960674521
Cl F N O         10.333611414744757 0.3104319283264016
Mo Pb S Se       10.342835221180705 0.3112198354084699
Br Cr Cu Se      10.34760165617823 0.311626989213881
C F O S          10.349159129529339 0.311760030197773
Nd O Se Si       10.34932196281631 0.311773939585497
Ag Cl N O        10.35277085452802 0.3120685474812515
Cl S S W         10.355398799004435 0.3122930292154063
Cu F Hg S        10.357109765869666 0.3124391817739691
Br O Pb Tl       10.35779587524033 0.312497789945766
Er N O Si        10.359535314336823 0.3126463746317598
Cl N P Zr        10.359774404867492 0.3126667979920806
Cu Nb S Se       10.363396969744343 0.3129762412291591
Ag Mo S Se       10.364421398014228 0.31306374895110867
Br S S Ta        10.365079517619108 0.3131199662081741
Hg Mo S Se       10.36521278482777 0.3131313500309204
B Br Ca O        10.366611815636874 0.3132508566890643
Bi I O Yb        10.367510622950588 0.31332763373906075
Bi Dy I O        10.369411657512268 0.31349002207676113
As F O Sr        10.374216822576507 0.31390048424451367
Cl Cu N O        10.376433104625699 0.31408980134852477
Bi O Se Sr       10.37765403340441 0.3141940943470964
La O S Sn        10.378498514401478 0.3142662307869581
As Cl Nd O       10.382757433039473 0.3146300320202268
As Cl Hf Hg      10.384041380913516 0.31473970817507596
Ba In Se Te      10.385925489124581 0.3149006506464067
Cu Mo S Se       10.388057110163688 0.31508273591940866
As Ba Cl O       10.395099122005327 0.3156842718515176
Ba Cl Ga S       10.396194848695394 0.31577786995823326
Br Li O P        10.400069914983407 0.31610888212690885
Bi Br Ca O       10.402333279412536 0.31630222105649247
Cl N O V         10.403611830436008 0.31641143620678647
Cl Nd O Se       10.40383954828533 0.31643088810090786
Cl Hf Hg Se      10.405120894715909 0.31654034203776726
O Pr Se Se       10.409137683935313 0.3168834603257671
Ba Cl In Se      10.417384767555276 0.3175879347350799
Cl F Pb Pb       10.418476017996035 0.3176811504759521
As Nd O Zn       10.421599601127662 0.31794797017646553
C N P S          10.425060946545985 0.3182436418807153
Na Ni O S        10.427180069482967 0.3184246595529107
Cl N O Ti        10.43015528102336 0.31867880519870356
F Mg O Zr        10.433287867998667 0.3189463940168533
As Ba O Zn       10.433895345900483 0.3189982854072862
B Br Mg N        10.43763085020979 0.319317376047451
F O Se Y         10.439956326912174 0.31951602067163226
Bi Ca I O        10.445072434072328 0.3199530438346943
C F O Te         10.446360283263653 0.32006305324409884
Cu S Sm Te       10.446377056031002 0.3200644859912272
In La O S        10.447789475642194 0.3201851363346873
Br C F Te        10.454208673648788 0.32073347086509185
F Hg Mn S        10.457628011940816 0.3210255542771836
Br Nb O Te       10.459714019360257 0.3212037431876329
Cu Nb Se Te      10.460465822894031 0.32126796302276267
Br Ca Cu O       10.462421977617165 0.32143505978164216
La Ni O P        10.46996977418417 0.32207980036791334
N O Si Yb        10.470726849120037 0.3221444704916594
As Cl Hg Mo      10.472593578035031 0.322303928405552
C Cl O Pb        10.475220727492854 0.32252834222839694
Cl Re Te Te      10.475913047301459 0.32258748090222367
B I Mg N         10.480226059694287 0.322955902879957
Br Mo O Te       10.48414761143306 0.32329088588389737
Cl In Nb O       10.484351810095292 0.3233083287447424
C N S Si         10.48542218338276 0.3233997611375957
Cl O S Ta        10.485544487111524 0.3234102084485533
Ba O P S         10.486505696728132 0.3234923159677799
Mn Mo S Se       10.488278765263574 0.3236437733152181
C Mn O S         10.492101540015987 0.3239703186868592
Ag Cl Mo Se      10.49271349674088 0.3240225926629897
Cr Hg O S        10.502324275145414 0.324843555290698
F S Sn Sr        10.512335907208104 0.3256987592523206
Bi Br O Tb       10.514992217177484 0.32592566399621087
F Lu O Se        10.515046181009778 0.3259302736425572
As Mn O Sr       10.516818659628719 0.32608168059871806
C Cl Cu O        10.519873544925444 0.32634263205914893
C Cl F I         10.527864770165065 0.3270252507810864
As Cu O Sm       10.532601581643975 0.32742987411491015
Nd O S Si        10.534350977118097 0.32757930928497503
Cl F O Ru        10.53581280995937 0.32770418055763656
Mn O Se Sr       10.537632568686591 0.32785962622952786
C Cl N S         10.53923577021641 0.3279965733617232
B O P Sr         10.540403325504313 0.3280963071415279
Cu Eu O Se       10.54134166515862 0.3281764610849294
Br Nd S Si       10.542133860540496 0.3282441312334842
Au Cl F P        10.544995489944165 0.32848857457572794
Ca N O Si        10.547529681631973 0.32870504784975085
Ba I P P         10.550073401501207 0.32892233503088164
C Cl N P         10.552615853345143 0.32913951389598156
Cu O Se Sm       10.553384362884662 0.3292051607753946
Mo S Se Tl       10.553781931494354 0.32923912149707235
B Cl Cr O        10.557134182012767 0.32952547420218076
Bi I O Tb        10.557275303047994 0.32953752890691207
C Cl N Sb        10.568852012684006 0.33052642341294997
I La O Si        10.570247887141589 0.3306456604522829
Ba In S Te       10.570313793105877 0.330651290207892
C N S Zn         10.577503342145384 0.3312654289199786
O Se Sm V        10.580108536985561 0.33148796735668484
Cl O Ta Te       10.581492884778717 0.33160621977642607
Li Mn Se Te      10.583410640568466 0.33177003645871583
C Cd N S         10.583646815026063 0.33179021072505993
I Nd S Si        10.584308519246711 0.3318467341837105
Cl Pr S Si       10.590842993382351 0.3324049157202397
F O P Sr         10.592870067271575 0.3325780704676086
Cl F Ir P        10.594922695729041 0.33275340811261733
Al Cl F Sr       10.601010083700253 0.33327339908674736
Ba Cl In S       10.601225910920384 0.3332918352710303
Cl Nd O P        10.601234526865484 0.33329257125396955
Br F N O         10.602090213671447 0.3333656649056122
Cl Hf Hg P       10.602492017483092 0.33339998740262017
As Nb Te Tl      10.60441900022434 0.3335645922606461
O Se Sm Ti       10.606210290309448 0.33371760611169554
Cl Cr O Pb       10.607130862166294 0.3337962423114685
Cl I Se W        10.609325944721808 0.3339837485328125
B Bi F O         10.612587332063415 0.3342623396114163
Ba Cl O P        10.613322163045105 0.3343251096335997
C Cl Mn O        10.618851177744173 0.3347974037855314
Ag Nb S Te       10.620495800225322 0.3349378891382145
Ag Br N O        10.62076533938348 0.3349609134517754
F O S Y          10.623406870063405 0.33518655573348055
B F O Pb         10.627476452615637 0.33553418368255206
Ag Cl Cr O       10.628180259585351 0.33559430360155806
Ba Cl O Sb       10.629465595895597 0.33570409835806264
Nd O Si Te       10.629858841421028 0.3357376897974138
Ba O S Zn        10.638067631924992 0.3364388931691673
Nd O P Zn        10.639279102763147 0.3365423782606786
B O S Sm         10.641540012057984 0.33673550747015213
Ga Nd O S        10.643363645600973 0.3368912841328131
F I N O          10.644027310932271 0.3369479751115625
B Cl O Sr        10.653342064597062 0.3377436509999478
Cl Nd O Si       10.660598300197881 0.338363486147048
Bi F O Pb        10.662323990142632 0.33851089636628545
Ag I N O         10.662628985915886 0.3385369494205652
Ba Br Ga S       10.663098018865128 0.3385770147000135
Hg I N O         10.663398241200381 0.3386026600022847
B F O Tm         10.66464500250523 0.33870915964194626
O Pr Se Si       10.665768893747812 0.33880516359385665
Cl O Re S        10.669330767591637 0.3391094225401469
Ba Cl O Si       10.672618702134995 0.33939028130817045
F S Yb Yb        10.67418171161742 0.3395237951941237
Cl O P Re        10.68254790564216 0.34023844413735893
Cl Nd O Te       10.682944876997654 0.34027235384096627
Bi Cl O Sr       10.688105270120829 0.34071315995677515
B F N S          10.690579829055713 0.3409245393393903
Ba Cl O Te       10.694940162897133 0.34129700356418713
F O Si Y         10.695848114083786 0.34137456169326336
Cl Cr Tb Te      10.696048627575571 0.34139168976303846
As Cl O Pr       10.698215408101612 0.341576778395764
F Nb O Se        10.707274137762129 0.34235058444900623
B Er F O         10.708023443805082 0.3424145909458884
Cl Hg O Sr       10.724515643966038 0.34382337173459465
C N S Sn         10.729155023373913 0.34421967232017714
Cr Cr Se Te      10.729225282972989 0.3442256739677707
Bi Cl O Y        10.73152748950769 0.34442233083016993
Bi F O V         10.73254015254141 0.3445088335534828
Cu La S Te       10.732935679932831 0.34454261991218593
Br C O Pb        10.740160209120745 0.3451597466647148
Br Re Te Te      10.74083545179357 0.3452174265919472
Cl Cu O Sr       10.746596216799894 0.34570951709472747
F O Pb V         10.747263093278233 0.34576648237297786
Cu S Se Ta       10.75096103072707 0.3460823640130821
B Cl Eu O        10.75472649713299 0.34640401404651583
C C O Se         10.754791342979267 0.34640955324574757
Bi F O Ti        10.758272082160083 0.34670688158523993
F Ga O Sr        10.760098422880086 0.34686288949776073
B F Ho O         10.763260779905236 0.34713302130434626
Cl O Re Te       10.763640996786608 0.34716549982345235
Ag F O V         10.768038563232373 0.3475411444958059
Cl O Sr V        10.77284110114661 0.3479513822496889
F O Pb Ti        10.772959856233179 0.3479615264319625
Bi La O Se       10.779114074998455 0.3484872261616161
Gd O Se Si       10.781689121082733 0.34870718926042416
O S Sm Ti        10.786833740321718 0.34914664795473765
Au F O S         10.787561140420939 0.3492087832232582
Bi Cl Eu O       10.789163042053161 0.3493456193168567
Cl Cu O Y        10.789783048783335 0.34939858093276044
C N O S          10.79501027436512 0.3498450959462811
F La O Se        10.796119539897376 0.3499398505548943
Bi Cl O Sm       10.800929430246981 0.35035071636140747
Bi Cl Lu O       10.804591169451719 0.35066350591007533
C N Ni S         10.804609777609924 0.350665095438188
C O Ru Se        10.811474834643624 0.35125151570765256
As Cl Gd O       10.81378782513223 0.3514490937465438
B F O Yb         10.815632893777915 0.3516067014178381
Al C Cl N        10.816051778922237 0.35164248301994366
B Dy F O         10.817455176654477 0.35176236270517663
B Br Cr O        10.820068122008621 0.3519855631987996
Cl Gd O Se       10.834031223884638 0.3531783057972231
Cl O Te W        10.834583267406394 0.3532254619255979
Cl Nb S Tl       10.835611210917932 0.353313269923124
Cu La O Se       10.837113832731609 0.353441625431979
Ba Hg S Se       10.840794346000399 0.3537560186806088
Cl Mn O Sr       10.843504561754662 0.35398752811237594
Br O Ta Te       10.843836207657661 0.3540158576482921
Cu Se Ta Te      10.844561381800558 0.3540778027733212
O Pr S Si        10.845400477341316 0.3541494791819375
Cl Ga O Re       10.848393962440172 0.35440518577398583
Ba F Sb Se       10.850586142854981 0.35459244409147134
Br Pr S Si       10.852960302993864 0.3547952473051312
Al F O Sr        10.855329151995056 0.3549975968359189
B Cr I O         10.861163596132377 0.35549598108624486
C N O Si         10.866307568640222 0.35593538453611556
Ca Cl Cr O       10.870149304642327 0.35626354959731016
Ba Br O P        10.874897671448194 0.3566691599991086
Mg N O Zr        10.875690684818885 0.356736900021114
Br C Mn O        10.880293762714471 0.35713009969398607
Au F O Te        10.880846650778041 0.35717732796399654
Lu O S Yb        10.881833013891494 0.3572615841209286
Cl I Te W        10.88316272504698 0.35737516942259223
C Cl O Rh        10.885048702521312 0.3575362715683237
La O Se Ti       10.888563332004374 0.3578364948524732
Ba S Se V        10.888603750947857 0.3578399474804137
B Ca F O          10.8900035137274 0.3579595166642289
I Pr S Si        10.893931697757465 0.35829506620534807
B Na O S         10.894930766103556 0.35838040765638896
Cl O Pr S        10.897436568769244 0.3585944559107907
Cl Eu O Ti       10.898511381892774 0.358686267559031
F Li O S         10.908931180522394 0.3595763375307963
Cl O Sm Ti       10.910159840736334 0.3596812909565583
Cl O P Pr         10.9103773765352 0.35969987308940343
S Se Ta Tl       10.911175262900258 0.35976802936762503
B Br O Sr        10.913958455720719 0.3600057725758366
Ba I O P         10.915786726641072 0.36016194536806573
C I Mn O         10.921162614850465 0.3606211592969366
Eu S Se Sr       10.924587021611464 0.3609136756628866
Ag Cr I O        10.930233673401888 0.3613960184967864
Ba Br O Si       10.932775584866192 0.36161315120209875
C C O S          10.932960360766826 0.3616289349505665
La Mn O Se       10.933219889741508 0.36165110418390617
O Pr Si Te       10.938192720616287 0.3620758885385411
F Mo O Sb        10.93831252513789 0.36208612236464016
Br Nd O Te       10.942856266663432 0.36247425346343576
Ag F Se Sr       10.942966299304722 0.3624836525654152
F Na O S         10.945698259863805 0.3627170194608917
O P Pr Zn        10.947347661936158 0.3628579130911957
Bi Br O Sr       10.947894148788125 0.3629045945630931
Cu Mo O S        10.950268387378081 0.36310740447812484
Ba Br O Te       10.954566952455712 0.3634745923512576
Ba Cu Se Te      10.955284796889927 0.3635359113649929
Bi La O S        10.956887590046115 0.36367282361349096
As Br O Pr       10.957764596213373 0.3637477383870175
Ba Mn S Se       10.958520768579861 0.3638123314123545
F Na O P         10.958582076347637 0.36381756838526247
F O Ti Yb        10.958618672354781 0.3638206944540281
Gd O S Si        10.95942086621144 0.3638892186826363
As Ba F Zn       10.961557549296636 0.3640717363608486
Cu F Se Sr       10.965355034659211 0.364396121486664
F Ni O Sr        10.966612647911097 0.3645035481108616
Br Gd S Si       10.966902094356271 0.36452827292546086
As Ba Cd F       10.967485895074425 0.36457814178638603
Cl O Pr Si       10.968068067029321 0.36462787151666903
C Dy I O         10.968870614728472 0.3646964259708682
F Na O Sb        10.97421763233222 0.36515317374275574
Ba Cl In O       10.978094216524196 0.3654843155723577
B Cl Li O        10.98051870872461 0.3656914182027509
Ca Cu F O        10.981248090750874 0.3657537227695282
Cu Na O S        10.986134420250577 0.3661711180872718
Bi I O Sr        10.988511582107627 0.3663741777108012
C O Ru S         10.988724835903811 0.3663923940705507
Bi Br O Y        10.990290000083887 0.3665260920130044
Ag La O S        10.991661477422442 0.3666432450252073
Bi Cl Nb O       10.991756620823422 0.3666513722728854
B F O Tb         10.997667943719923 0.36715632358630396
F Mo O Te        11.00194924234841 0.3675220365414986
F La O Sb        11.002064569190482 0.36753188787958346
Br Cu O Sr       11.005004419573053 0.36778301293871457
Ca F O V         11.006933486409174 0.3679477958222808
Cl Gd O S         11.0109181260776 0.3682881678623975
Na O S V         11.011808418394793 0.3683642175525874
B Br Eu O        11.012943932301622 0.36846121432449347
Cu La O S        11.013951227541355 0.3685472585252943
Bi Cl Li O       11.01424932678222 0.36857272247064793
B Cl Na O        11.01704688232118 0.368811692557123
Cu La O P        11.026755296583026 0.36964099534070655
N O P Sr         11.028873396563505 0.3698219256308999
Cl Mo O Pb       11.029355976355022 0.36986314809562165
Br O Sr V        11.030634497545385 0.3699723606975401
Bi I O Y         11.030751324501326 0.3699823401769018
Na O S Ti        11.036889267873532 0.37050664964565255
La O S V         11.039560534109851 0.3707348319693284
As F Mn Sr       11.04051839982404 0.37081665384895274
F La O Si        11.043761854163195 0.37109371307194644
Li Mn O S        11.044631254100752 0.37116797811346774
B Cl La O        11.044785835411574 0.37118118260885646
F Nb O Zn        11.045075682050681 0.3712059416084361
Cu I O Sr        11.045411842564603 0.3712346567870848
Bi Br Eu O       11.046575540677326 0.37133406108299755
Ba Mn Se Te      11.050363157599122 0.37165760323639957
Bi Cl Na O       11.050666003781599 0.3716834726704131
Gd O Si Te       11.051255774896278 0.3717338515287824
Cr Mo S Se       11.055785581287145 0.37212079227396605
Bi Br O Sm       11.05806803130909 0.37231576151462065
C Cr O S         11.059412194484993 0.3724305813228101
Gd O P Zn        11.06031713108328 0.3725078819426315
Bi Br Lu O       11.06164465018103 0.372621279996457
Cu Eu F Se       11.063880689836965 0.37281228481566414
B F N O          11.064405040214552 0.3728570753670332
La O S Ti        11.064578476116795 0.37287189044111463
Cl Mo O Tm       11.065174672445004 0.37292281814786504
F O Pb Zr        11.065432738124166 0.3729448623849881
B Ca Cl N        11.070798185356095 0.37340318443476916
As Gd Ni O       11.072583662054344 0.37355570170030267
F O Pb Sc        11.073282313714452 0.37361538124743054
Cu F Se Sm       11.075355223563575 0.3737924513498832
Mo Ru Se Te      11.07669710385322 0.3739070761515679
Cl N Nb P        11.079820013890902 0.374173838355702
Cl Gd O Si       11.080826292827792 0.37425979574286217
Bi F S Sr        11.083743071428984 0.3745089499865754
N O Si Sr        11.085947457119003 0.3746972508912874
Bi Eu I O        11.086831453257268 0.3747727627553639
Br Gd O Se       11.090402363665268 0.37507779361430865
Br O Te W        11.090941646508076 0.3751238597122955
Br Nb S Tl       11.091945832091646 0.37520963828305104
Cl La O Pb       11.092584781745252 0.3752642180230599
Bi I O Sm        11.098282258174201 0.375750902350128
Cl Nb O Ti       11.099109189689772 0.3758215396951361
Bi I Lu O        11.101845921463818 0.3760553141527277
Cl Gd O Te       11.102327074024261 0.37609641470189525
Cl Mo N P        11.102889052482404 0.37614441948280825
Cu La O Te       11.105335209802881 0.3763533727701562
Au C Cl S        11.105820398181256 0.37639481806306363
Cl Er Mo O       11.106988951796886 0.3764946371210549
La Mn O S        11.108527471114988 0.37662605903185176
C Cl O Ru         11.1098100401529 0.3767356174050935
F N O Pb         11.112119594569862 0.37693290193119283
As C F N         11.113933047701003 0.3770878089725474
Ag F S Sr        11.11812020292981 0.37744548010120843
As B Ba O        11.121853252911501 0.37776436109017103
As O Ru Sm       11.121862964661505 0.3777651906778973
F O Os Sb        11.127512422558489 0.3782477732123198
Ba F Se Sn       11.127675404241641 0.37826169527619796
N O Si Y         11.12781735179356 0.3782738205828396
Ba Cu S Te        11.1302448490608 0.3784811799091488
Cu F S Sr        11.140156931354376 0.3793278802265714
F Mg Nb O        11.148586527313585 0.3800479450285981
