phases,magpie,mat2vec,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li Hf Zn Se S,0.386,0.695,275,8.2,3.5,2.0,11.4,9.8,False
Li Hf Sn Se O,0.412,0.627,275,46.0,2.4,0.0,9.4,7.8,False
Cs Li Sc S I,0.435,0.599,275,21.2,104.5,2.0,20.4,22.6,False
Li Y Ta Br N,0.57,0.548,275,37.9,26.8,2.0,19.7,21.0,False
Sr Li Sc Te Br,0.37,0.717,275,13.7,49.2,1.0,19.9,21.8,False
Li Al I Br Cl,0.405,0.645,275,23.4,,,7.1,5.2,True
Li In B I Cl,0.464,0.567,275,23.4,129.3,0.0,6.1,2.0,True
Sr Li Nb Te I,0.383,0.707,275,0.5,61.0,3.0,18.7,20.6,False
Li Sc V I N,0.398,0.657,275,56.1,13.8,2.0,16.4,15.0,False
Sr Li Y Te Se,0.367,0.795,275,12.5,26.9,1.0,25.9,27.8,False
Li Sc Ta Br O,0.458,0.578,275,44.4,7.9,2.0,15.5,14.2,False
Li Zr Sc I N,0.415,0.621,275,56.1,2.9,1.0,17.4,16.0,False
Ba Li Al Cl F,0.429,0.611,275,40.3,120.7,1.0,14.7,17.0,False
Li Gd Zr Se Cl,0.468,0.563,275,10.2,25.0,1.0,18.6,19.4,False
Li La B Te Br,0.406,0.64,275,13.7,185.9,0.0,10.8,11.2,False
Li La V Te N,0.462,0.574,275,56.8,50.7,2.0,19.0,19.2,False
Li Nb Mo Se F,0.455,0.588,275,54.6,5.8,1.0,14.7,12.8,False
Rb Li Sn Te O,0.377,0.715,275,64.3,100.0,3.0,14.0,16.2,False
Li Ti W Se F,0.446,0.596,275,54.6,11.1,2.0,14.7,13.0,False
Li La S I Br,0.423,0.615,275,21.2,,,10.7,13.4,False
Li Nb Al Br F,0.491,0.553,275,52.9,21.5,2.0,10.6,9.0,False
Rb Li Ti N Cl,0.478,0.562,275,26.5,94.9,3.0,21.6,23.8,False
Li Nb Te Mo F,0.456,0.58,275,73.9,5.8,1.0,14.9,13.0,False
Rb Li Sb Br Cl,0.396,0.666,275,9.0,100.0,2.0,13.7,17.4,False
Li Ta Mo Se I,0.39,0.68,275,12.0,5.8,1.0,14.2,12.4,False
Rb Li V Te I,0.363,0.857,275,0.5,113.5,4.0,19.4,21.6,False
K Li La Se F,0.499,0.551,275,54.6,29.7,2.0,24.0,26.2,False
Cs Li Ga S F,0.498,0.552,275,42.9,138.2,2.0,14.8,17.0,True
Sr Li Y Se F,0.387,0.686,275,54.6,26.9,1.0,25.5,27.4,False
Li Ca B Cl F,0.378,0.71,275,40.3,178.0,1.0,13.1,15.4,True
Li Hf P Br N,0.449,0.594,275,37.9,54.5,1.0,10.0,9.0,False
Li Hf V S Br,0.404,0.647,275,7.1,9.3,1.0,14.8,13.2,False
Li Hf Ti N F,0.512,0.549,275,10.9,0.2,0.0,17.4,15.8,False
Rb Li B S F,0.434,0.603,275,42.9,304.9,2.0,13.4,15.8,True
Cs Li Mo I O,0.598,0.547,275,63.5,133.5,5.0,18.9,21.2,False
Li Hf Si S I,0.407,0.63,275,21.2,57.4,0.0,8.4,6.8,False
K Li Y I Br,0.451,0.59,275,13.2,46.2,2.0,25.9,28.4,False
Li Gd B Cl O,0.616,0.546,275,32.5,162.2,0.0,11.3,12.4,True
Li Gd Ti Se N,0.637,0.545,275,39.4,26.2,1.0,20.0,20.8,False
Cs Li B Te F,0.437,0.599,276,73.9,341.5,2.0,14.0,16.4,True
Li Ca Al I Cl,0.413,0.627,276,23.4,68.9,1.0,13.9,16.0,False
Li Ca Ta Br F,0.398,0.662,276,52.9,39.0,3.0,19.5,21.6,False
Cs Li B Se F,0.436,0.607,276,54.6,341.5,2.0,13.8,16.2,True
Li Mg Te W Se,0.37,0.728,276,12.5,12.2,4.0,11.3,9.0,False
Li Mg Te W Se,0.37,0.728,276,12.5,12.2,4.0,11.3,9.0,False
Li Ta Zn S I,0.455,0.59,276,21.2,7.3,3.0,10.4,8.6,False
Li Sc Nb Te Se,0.377,0.716,276,12.5,7.9,2.0,16.2,14.8,False
Li Zr Sc Te Se,0.369,0.802,276,12.5,2.9,1.0,17.0,15.6,False
K Li Hf S N,0.529,0.549,276,28.8,78.8,3.0,21.8,24.0,False
Cs Li Ge Cl O,0.475,0.563,276,32.5,135.1,3.0,13.7,16.0,True
Sr Li Gd S Br,0.468,0.564,276,7.1,22.8,1.0,23.9,25.8,False
Li Y V Te S,0.384,0.709,276,21.8,33.8,2.0,18.5,19.8,False
Li In B Br Cl,0.426,0.618,276,9.0,129.3,0.0,6.3,2.2,True
Li Hf Br N O,0.492,0.553,276,44.4,,,8.7,7.8,True
Li Hf Mo Se O,0.485,0.562,276,46.0,9.7,2.0,14.8,13.2,False
Li Gd Mg Te N,0.613,0.547,276,56.8,25.0,1.0,15.8,16.6,False
Li Sc Mo Se S,0.406,0.641,276,8.2,14.2,3.0,15.2,13.8,False
Cs Li Ga Te Cl,0.45,0.596,276,24.0,138.2,2.0,15.0,17.2,False
Sr Li Sc Te F,0.397,0.675,276,73.9,49.2,1.0,20.3,22.2,False
Li Ca Br Cl F,0.372,0.724,276,52.9,,,13.9,18.2,True
K Li I Cl F,0.62,0.546,276,73.1,,,14.5,19.2,True
Li Sc Te Mo S,0.407,0.633,276,21.8,14.2,3.0,15.4,14.0,False
Li Ge Br N F,0.412,0.632,276,52.9,,,6.1,2.0,True
Li Zr V Se N,0.388,0.698,276,39.4,10.6,1.0,17.1,15.6,False
Li Ca In Br Cl,0.429,0.613,276,9.0,21.3,1.0,13.7,15.8,False
Li Y Ti Te I,0.402,0.657,276,0.5,22.1,1.0,18.5,19.8,False
Cs Li Sb Br F,0.427,0.616,276,52.9,118.1,2.0,14.1,17.8,False
Li Y Sc Te O,0.416,0.621,276,64.3,17.5,0.0,19.5,20.8,False
Cs Li In I O,0.579,0.548,276,63.5,92.6,2.0,14.1,16.4,True
Li La Ga S F,0.447,0.598,276,42.9,54.2,0.0,12.0,12.2,False
Cs Li Sb I Cl,0.458,0.579,276,23.4,118.1,2.0,13.7,17.4,False
Li Y Sc Te I,0.381,0.712,276,0.5,17.5,0.0,19.1,20.4,False
Li Ca Al Br F,0.405,0.646,276,52.9,68.9,1.0,14.3,16.4,False
Cs Li Te I Cl,0.462,0.575,276,24.0,,,13.7,18.0,False
Cs Sr Li I N,0.507,0.551,276,56.1,37.1,1.0,28.6,30.8,False
Cs Li Te Br F,0.431,0.612,276,73.9,,,14.1,18.4,True
Li Gd Zr Br N,0.514,0.55,276,37.9,25.0,1.0,19.8,20.6,False
Li Y Sc S N,0.46,0.578,276,28.8,17.5,0.0,20.9,22.2,False
Li Ca B Br Cl,0.39,0.7,277,9.0,178.0,1.0,12.7,15.0,True
Li La Ge S Br,0.4,0.662,277,7.1,52.2,1.0,10.6,10.8,False
K Li Ge N Cl,0.479,0.563,277,26.5,97.4,3.0,14.8,17.0,True
Li Sc Nb Se Cl,0.419,0.626,277,10.2,7.9,2.0,15.6,14.2,False
Li La Nb S Br,0.465,0.576,277,7.1,42.9,2.0,16.8,17.0,False
Li La In Se Br,0.437,0.607,277,1.1,24.7,0.0,11.6,11.8,False
Li Hf Sc O F,0.493,0.56,277,5.9,4.1,1.0,16.3,15.0,False
Li Y Te Mo Se,0.383,0.718,277,12.5,34.2,3.0,18.3,19.6,False
Ba Li Ta Te Br,0.539,0.549,277,13.7,81.7,3.0,19.2,21.2,False
Li Al Ga I Cl,0.431,0.615,277,23.4,12.6,0.0,7.5,3.4,False
Li In I Br Cl,0.459,0.58,277,23.4,,,6.9,4.8,False
Cs Li Te Mo Se,0.458,0.592,277,12.5,133.5,5.0,20.0,22.2,False
Rb Li Te Se N,0.37,0.729,277,56.8,,,14.0,16.8,False
Li Ta Nb Br Cl,0.453,0.596,277,9.0,0.0,0.0,15.5,14.0,False
Sr Li Y Se S,0.379,0.72,277,8.2,26.9,1.0,25.5,27.4,False
Li Sc V Te N,0.393,0.698,277,56.8,13.8,2.0,17.4,16.0,False
Li Y Sc Se N,0.416,0.627,277,39.4,17.5,0.0,21.1,22.4,False
Li Gd Te Mo S,0.626,0.547,277,21.8,38.7,3.0,17.6,18.4,False
Li Ca Nb I Cl,0.528,0.552,277,23.4,39.0,3.0,18.9,21.0,False
Li La B Se Br,0.405,0.648,277,1.1,185.9,0.0,10.6,11.0,False
Li La Ge S F,0.426,0.619,277,42.9,52.2,1.0,11.0,11.2,False
Li In I N F,0.496,0.558,277,73.1,,,6.3,2.6,True
Li Ta Te P F,0.473,0.564,277,73.9,49.1,0.0,9.2,8.2,False
Li Sc V Te N,0.393,0.698,277,56.8,13.8,2.0,17.4,16.0,False
Rb Li Zr Se O,0.386,0.709,277,46.0,93.0,3.0,20.6,22.8,False
Li Ca La Se Br,0.408,0.643,277,1.1,2.8,1.0,22.8,24.6,False
Li Ca La Te Br,0.409,0.635,277,13.7,2.8,1.0,23.0,24.8,False
Ba Li Gd Te Se,0.5,0.553,277,12.5,38.6,1.0,25.0,27.0,False
Li La V Br F,0.429,0.616,277,52.9,50.7,2.0,17.5,18.0,False
Cs Sr Li Te S,0.456,0.593,277,21.8,37.1,1.0,28.0,30.2,False
Li Gd Zn Se F,0.46,0.579,277,54.6,22.2,1.0,13.8,14.6,False
Ba Li La Te Br,0.469,0.57,277,13.7,27.1,1.0,23.2,25.2,False
Li La In Te Br,0.439,0.599,277,13.7,24.7,0.0,11.8,12.0,False
Rb Li Ti N O,0.533,0.551,277,4.8,94.9,3.0,21.6,23.8,False
Li La Mg Br N,0.452,0.598,277,37.9,36.3,1.0,14.4,14.6,False
Cs Ba Li N F,0.627,0.546,277,10.9,21.5,1.0,29.4,31.6,False
Sr Li Y Se S,0.379,0.72,277,8.2,26.9,1.0,25.5,27.4,False
Cs Li Al Se Br,0.47,0.566,277,1.1,168.1,2.0,14.8,17.0,False
K Li Sc I Cl,0.432,0.613,277,23.4,71.8,2.0,20.7,23.2,False
Sr Li Ti Se N,0.397,0.677,277,39.4,55.0,2.0,21.1,23.0,False
Rb Li S Br F,0.428,0.617,277,52.9,,,13.9,18.6,True
Sr Li Te W O,0.418,0.63,278,64.3,72.2,4.0,18.3,20.2,False
Cs Li Mg Se I,0.428,0.618,278,12.0,110.5,1.0,15.6,17.8,False
Li Sc Sb Se I,0.373,0.74,278,12.0,6.6,0.0,8.8,8.6,False
Li Sc Ga I Cl,0.381,0.721,278,23.4,16.4,0.0,10.5,9.4,False
Li Sc W S F,0.46,0.582,278,42.9,15.4,3.0,14.8,13.4,False
K Li In Br F,0.635,0.547,278,52.9,61.7,2.0,14.7,17.2,True
Li Sc W Se F,0.417,0.631,278,54.6,15.4,3.0,15.0,13.6,False
Rb Li Sn Se N,0.372,0.745,278,39.4,100.0,3.0,15.6,17.8,False
Rb Li W S O,0.439,0.606,278,34.9,116.5,5.0,18.8,21.0,True
Cs Li Y Te Br,0.445,0.599,278,13.7,74.0,2.0,26.4,28.6,False
K Li La S I,0.487,0.564,278,21.2,29.7,2.0,23.2,25.4,False
Li Sc Sb Te I,0.374,0.732,278,0.5,6.6,0.0,9.0,8.8,False
Rb Li B Se Cl,0.405,0.657,278,10.2,304.9,2.0,13.4,15.8,False
Li Hf Te Se S,0.386,0.71,278,21.8,,,9.2,9.4,False
Li Ta V N F,0.545,0.55,278,10.9,5.5,0.0,16.6,14.8,False
Li Sc Ge I Br,0.371,0.824,278,13.2,14.9,1.0,9.3,8.2,False
Li Y Zr Se F,0.436,0.614,278,54.6,20.9,1.0,19.3,20.6,False
Rb Li B Te Cl,0.406,0.649,278,24.0,304.9,2.0,13.6,16.0,True
Rb Li Te Br Cl,0.401,0.663,278,24.0,,,13.7,18.0,True
Li Ta Nb Se F,0.415,0.637,278,54.6,0.0,0.0,15.4,13.6,False
K Li Hf Te S,0.459,0.588,278,21.8,78.8,3.0,20.6,22.8,False
Li Y Zn Te I,0.4,0.67,278,0.5,18.2,1.0,13.9,15.2,False
Li Gd Nb Cl O,0.637,0.546,278,32.5,31.1,2.0,17.7,18.6,False
Ba Li Ta I F,0.499,0.56,278,73.1,81.7,3.0,19.5,21.8,False
Li Nb V I Br,0.399,0.684,278,13.2,5.5,0.0,14.8,13.2,False
Cs Li Zn Te I,0.43,0.616,278,0.5,105.7,1.0,15.6,17.8,False
Li Hf In S N,0.493,0.561,278,28.8,10.6,1.0,11.6,10.0,False
Li Sc Sb Te O,0.409,0.642,278,64.3,6.6,0.0,9.4,9.2,False
Li B I Cl F,0.412,0.638,278,73.1,,,7.0,4.8,True
Ba Li La Se Br,0.468,0.578,278,1.1,27.1,1.0,23.0,25.0,False
Sr Li Mo I Br,0.421,0.629,278,13.2,70.3,4.0,18.2,20.4,False
Li Hf Si Te F,0.437,0.61,278,73.9,57.4,0.0,9.4,7.8,False
Li Mg Mo I F,0.469,0.574,278,73.1,11.0,4.0,11.1,9.2,False
Li Ca Hf Se N,0.472,0.568,278,39.4,34.1,2.0,21.2,23.0,False
Sr Li Sc Br N,0.427,0.619,278,37.9,49.2,1.0,21.1,23.0,False
Li La Mo I O,0.501,0.553,278,63.5,51.2,3.0,16.1,16.4,False
K Li Hf Se S,0.458,0.596,278,8.2,78.8,3.0,20.4,22.6,False
Li Nb Mo S I,0.442,0.601,278,21.2,5.8,1.0,13.9,12.0,False
Li Y Ta Br F,0.551,0.549,278,52.9,26.8,2.0,19.0,20.6,False
Li B Mo Br N,0.474,0.565,278,37.9,89.0,3.0,9.6,7.6,True
Cs Li Sb Se I,0.426,0.621,278,12.0,118.1,2.0,13.2,16.6,False
Cs Li Te W F,0.536,0.551,278,73.9,136.1,5.0,19.6,21.8,False
Ba Li B N F,0.472,0.577,279,10.9,263.4,1.0,14.2,16.4,True
Sr Li La Br Cl,0.443,0.601,279,9.0,12.6,1.0,23.4,25.6,False
Rb Li Y Se Br,0.372,0.755,279,1.1,59.6,2.0,26.0,28.2,False
Rb Li Ti Te F,0.386,0.712,279,73.9,94.9,3.0,20.6,22.8,False
Rb Sr Li S N,0.406,0.658,279,28.8,25.8,1.0,29.0,31.2,False
Li Gd Al N F,0.716,0.548,279,10.9,59.3,0.0,14.4,15.2,False
Li Gd Te Se F,0.459,0.594,279,73.9,,,11.6,14.2,True
Li Hf Mg Cl O,0.473,0.571,279,32.5,1.2,2.0,11.3,9.8,False
Li Gd Si Se S,0.553,0.549,279,8.2,99.1,1.0,11.6,12.4,False
Li Hf Ti Se Cl,0.44,0.606,279,10.2,0.2,0.0,15.8,14.2,False
Li Ta Al I Br,0.427,0.624,279,13.2,21.5,2.0,10.1,8.6,False
Li Nb W Br N,0.501,0.554,279,37.9,7.0,1.0,15.5,13.6,False
Li Hf V S N,0.434,0.616,279,28.8,9.3,1.0,16.8,15.2,False
Li Sc Ta N Cl,0.479,0.566,279,26.5,7.9,2.0,17.2,15.8,False
Li Sc B I Br,0.374,0.747,279,13.2,115.9,0.0,9.1,8.2,False
Sr Li Sc Te S,0.389,0.71,279,21.8,49.2,1.0,20.3,22.2,False
Li Ta Te P S,0.47,0.579,279,21.8,49.1,0.0,9.2,8.2,False
Li Sc Sb Se O,0.408,0.65,279,46.0,6.6,0.0,9.2,9.0,False
Li Nb W Se I,0.403,0.663,279,12.0,7.0,1.0,13.9,12.0,False
Rb Li Zn N O,0.498,0.561,279,4.8,88.6,1.0,17.0,19.2,True
Li La Si I Br,0.423,0.629,279,13.2,117.0,1.0,10.7,11.2,False
Ba Li Mo Br Cl,0.526,0.553,279,9.0,92.3,4.0,18.7,21.0,False
Li Hf V N Cl,0.468,0.58,279,26.5,9.3,1.0,16.6,15.0,False
Sr Li Te W I,0.383,0.721,279,0.5,72.2,4.0,17.9,19.8,False
Li Zr W I N,0.544,0.552,279,56.1,12.2,2.0,15.7,14.2,False
Li Zr Nb I F,0.442,0.605,279,73.1,4.9,1.0,15.8,14.6,False
Cs Li Se I Cl,0.461,0.584,279,23.4,,,13.7,18.2,False
Cs Li Se I Cl,0.461,0.584,279,23.4,,,13.7,18.2,False
Rb Li Se Br Cl,0.4,0.671,279,10.2,,,13.7,18.2,True
Ba Sr Li I Br,0.437,0.613,279,13.2,12.9,0.0,26.5,28.8,False
Li Gd V Se Cl,0.451,0.6,279,10.2,38.3,2.0,17.6,18.4,False
Cs Li Se Br F,0.43,0.62,279,54.6,,,14.1,18.6,True
Cs Li Se Br F,0.43,0.62,279,54.6,,,14.1,18.6,True
Li Ge Mo Cl F,0.488,0.564,279,40.3,0.6,2.0,9.3,7.4,True
Li Ca Sc I Br,0.377,0.742,279,13.2,28.8,1.0,19.7,21.8,False
Li Nb Ga I O,0.414,0.639,279,63.5,7.9,2.0,9.4,7.6,False
Ba Li I Cl F,0.475,0.568,279,73.1,,,13.9,18.4,True
Li Gd Y Se Cl,0.502,0.554,280,10.2,3.4,0.0,23.7,25.0,False
Rb Li P S Br,0.401,0.678,280,7.1,201.8,4.0,13.0,16.0,False
K Li Sc Se I,0.423,0.638,280,12.0,71.8,2.0,20.2,22.4,False
Li Sb Te W N,0.429,0.625,280,56.8,8.3,3.0,9.7,8.0,False
Cs Li In S I,0.538,0.553,280,21.2,92.6,2.0,14.0,16.2,False
Li Ge B Br Cl,0.386,0.716,280,9.0,87.8,1.0,5.9,1.4,True
Sr Li Y Se I,0.375,0.762,280,12.0,26.9,1.0,24.9,26.8,False
Ba Li Mo Br F,0.55,0.552,280,52.9,92.3,4.0,18.9,21.2,False
K Li Sc Te I,0.424,0.63,280,0.5,71.8,2.0,20.4,22.6,False
Rb Ba Li Te Cl,0.469,0.58,280,24.0,11.4,1.0,27.8,30.0,False
Li V Te W Cl,0.41,0.655,280,24.0,1.4,1.0,14.4,12.4,False
Rb Li Ge Te O,0.404,0.672,280,64.3,115.6,3.0,13.8,16.0,False
Li La Sc Se Cl,0.444,0.602,280,10.2,32.4,0.0,18.2,18.4,False
Li Hf Si Te Br,0.411,0.653,280,13.7,57.4,0.0,9.0,7.4,False
Li La Mg I Cl,0.435,0.618,280,23.4,36.3,1.0,13.3,13.8,False
Li Al Ga Br F,0.417,0.642,280,52.9,12.6,0.0,7.9,3.8,True
Li Nb Te Mo Br,0.43,0.623,280,13.7,5.8,1.0,14.5,12.6,False
Li Ti W Se Br,0.42,0.64,280,1.1,11.1,2.0,14.3,12.6,False
Li Sc W S O,0.482,0.568,280,34.9,15.4,3.0,14.6,13.2,False
Li In Ga Br Cl,0.447,0.601,280,9.0,23.7,0.0,7.4,3.2,False
Li Hf Sb N F,0.472,0.578,280,10.9,2.4,1.0,10.0,9.0,True
Li Gd Zn Se Br,0.434,0.622,280,1.1,22.2,1.0,13.4,14.2,False
Li Ta Te I Cl,0.487,0.566,280,24.0,,,8.9,9.2,False
Li La Sc Cl F,0.463,0.594,280,40.3,32.4,0.0,18.9,19.4,False
Sr Li W Se Cl,0.405,0.666,280,10.2,72.2,4.0,18.1,20.0,False
Li Ta Mo I Cl,0.473,0.576,280,23.4,5.8,1.0,14.7,13.2,False
K Li Ca Br N,0.495,0.564,280,37.9,33.3,1.0,28.2,30.4,False
Cs Li Te W N,0.555,0.55,280,56.8,136.1,5.0,21.2,23.4,False
Rb Li Sn N Cl,0.443,0.603,280,26.5,100.0,3.0,15.2,17.4,False
Li La Ta Se F,0.44,0.613,280,54.6,42.9,2.0,17.6,17.8,False
Li Y V Te I,0.38,0.751,280,0.5,33.8,2.0,17.9,19.2,False
Ba Li Ta Br F,0.459,0.597,280,52.9,81.7,3.0,19.7,22.0,False
Li Ca Hf O F,0.577,0.549,280,5.9,34.1,2.0,19.5,21.4,False
Li Ti V Te N,0.414,0.643,280,56.8,9.5,1.0,17.1,15.4,False
Li Nb Mo Se N,0.475,0.57,280,39.4,5.8,1.0,16.3,14.4,False
Li Y Ga I Br,0.4,0.699,280,13.2,36.8,0.0,13.0,14.6,False
Li Ca Ge Br Cl,0.389,0.711,280,9.0,48.1,2.0,12.9,15.0,False
Rb Li Ti Te I,0.374,0.788,280,0.5,94.9,3.0,20.0,22.2,False
Li Ga Ge Cl F,0.427,0.627,280,40.3,1.3,1.0,7.0,2.8,True
Sr Li Sc I Cl,0.419,0.641,280,23.4,49.2,1.0,20.0,22.2,False
Li Hf Zn S I,0.408,0.66,280,21.2,3.5,2.0,10.6,9.0,False
Li Zn W Se Cl,0.464,0.588,280,10.2,14.8,4.0,10.5,8.2,False
Li Sc V I Br,0.386,0.728,281,13.2,13.8,2.0,15.3,14.2,False
Li Ta V I O,0.505,0.554,281,63.5,5.5,0.0,14.5,12.8,False
Sr Li Sc Se N,0.407,0.669,281,39.4,49.2,1.0,21.7,23.6,False
Rb Li P S F,0.427,0.636,281,42.9,201.8,4.0,13.4,16.4,True
Li Hf Sn Se S,0.388,0.725,281,8.2,2.4,0.0,9.6,8.0,False
Rb Li Ta S Br,0.39,0.714,281,7.1,102.4,4.0,19.6,21.8,False
Li La Ga S Br,0.421,0.641,281,7.1,54.2,0.0,11.6,11.8,False
Li Sc Nb Br F,0.42,0.642,281,52.9,7.9,2.0,16.1,15.0,False
Sr Li Sc Te I,0.385,0.752,281,0.5,49.2,1.0,19.7,21.6,False
Li Sc W Se S,0.409,0.666,281,8.2,15.4,3.0,15.0,13.6,False
Li Ta Te Mo Cl,0.542,0.553,281,24.0,5.8,1.0,14.8,13.0,False
Rb Li Sn Br Cl,0.402,0.678,281,9.0,100.0,3.0,14.1,16.6,False
Li La Ta Se Br,0.414,0.656,281,1.1,42.9,2.0,17.2,17.4,False
Rb Li Zn I O,0.435,0.621,281,63.5,88.6,1.0,15.1,17.4,True
Li Y Hf S N,0.486,0.57,281,28.8,22.4,1.0,20.5,21.8,False
Li Y Ta S N,0.59,0.55,281,28.8,26.8,2.0,20.1,21.4,False
Cs Li Sn Br F,0.433,0.628,281,52.9,118.1,3.0,14.5,17.0,True
Sr Li W I N,0.444,0.604,281,56.1,72.2,4.0,19.1,21.0,False
Li Y Zr Se O,0.458,0.601,281,46.0,20.9,1.0,19.1,20.4,False
Li Y Zr Se Br,0.41,0.657,281,1.1,20.9,1.0,18.9,20.2,False
Li Ti W Se O,0.469,0.583,281,46.0,11.1,2.0,14.5,12.8,False
Li La I O F,0.492,0.566,281,73.1,,,11.3,14.0,True
Rb Li Si Br F,0.429,0.63,281,52.9,207.4,3.0,13.9,16.4,True
Li Hf Zn Br N,0.451,0.603,281,37.9,3.5,2.0,12.4,10.8,False
Li La Y Br F,0.481,0.571,281,52.9,12.7,0.0,23.0,24.6,False
Rb Li V Te F,0.376,0.783,281,73.9,113.5,4.0,20.0,22.2,False
Li Sn Te W N,0.436,0.618,281,56.8,8.3,2.0,10.7,8.4,False
Sr Li La Te S,0.463,0.597,281,21.8,12.6,1.0,23.5,25.4,False
Li Hf Zr I O,0.473,0.58,281,63.5,1.2,0.0,15.6,14.2,False
Li In W I F,0.488,0.568,281,73.1,22.6,3.0,9.6,7.6,False
Rb Li S N F,0.475,0.572,281,42.9,,,13.4,16.2,True
Cs Li Sn I Cl,0.464,0.592,281,23.4,118.1,3.0,14.1,16.6,False
Li Al Ge I Cl,0.415,0.647,281,23.4,14.1,1.0,6.5,2.4,False
Rb Li B S N,0.455,0.602,281,28.8,304.9,2.0,15.0,17.4,True
Rb Ba Li Se Cl,0.468,0.588,281,10.2,11.4,1.0,27.6,29.8,False
Li Sc W S Br,0.434,0.625,281,7.1,15.4,3.0,14.4,13.0,False
Li Y Ge I F,0.406,0.677,281,73.1,35.1,1.0,12.4,14.0,False
Li Sc In I Br,0.401,0.697,281,13.2,6.2,0.0,10.1,9.0,False
Cs Li Mo S I,0.558,0.552,281,21.2,133.5,5.0,18.8,21.0,False
Li V W I F,0.442,0.617,281,73.1,1.4,1.0,14.5,12.8,False
Li La Zr I Cl,0.459,0.6,281,23.4,36.3,1.0,18.1,18.6,False
K Sr Li I F,0.467,0.589,281,73.1,15.2,1.0,27.5,30.0,False
Li La W Se I,0.428,0.639,282,12.0,52.9,3.0,16.0,16.2,False
Rb Li Zr O F,0.49,0.569,282,5.9,93.0,3.0,20.7,23.0,False
Li Hf Sb S I,0.404,0.678,282,21.2,2.4,1.0,8.4,8.0,False
Sr Li Ge I F,0.396,0.719,282,73.1,71.4,2.0,13.0,15.2,False
Cs Li Ga Se Cl,0.449,0.604,282,10.2,138.2,2.0,14.8,17.0,False
Rb Li Y Se F,0.399,0.714,282,54.6,59.6,2.0,26.4,28.6,False
Li Y Zn Se N,0.444,0.606,282,39.4,18.2,1.0,15.9,17.2,False
Li Zr Sc Te N,0.41,0.663,282,56.8,2.9,1.0,18.4,17.0,False
Cs Li Sn Te I,0.436,0.623,282,0.5,118.1,3.0,13.8,16.0,False
Li Hf P Cl F,0.506,0.56,282,40.3,54.5,1.0,9.7,9.2,True
Sr Li V Se N,0.387,0.749,282,39.4,69.8,3.0,20.5,22.4,False
Cs Li Ti Br F,0.469,0.587,282,52.9,112.5,3.0,20.9,23.4,False
Cs Li Ti Br F,0.469,0.587,282,52.9,112.5,3.0,20.9,23.4,False
Li Nb V I F,0.425,0.642,282,73.1,5.5,0.0,15.2,13.6,False
Li Gd P S I,0.576,0.552,282,21.2,95.5,2.0,10.8,12.4,False
Li Y V Te O,0.415,0.661,282,64.3,33.8,2.0,18.3,19.6,False
Rb Li Zr Te I,0.381,0.823,282,0.5,93.0,3.0,20.4,22.6,False
Li La Ta I N,0.466,0.593,282,56.1,42.9,2.0,18.4,18.6,False
Rb Li Y Te S,0.395,0.723,282,21.8,59.6,2.0,26.6,28.8,False
Rb Li Ge Se O,0.403,0.68,282,46.0,115.6,3.0,13.6,15.8,True
Rb Sr Li Se I,0.378,0.829,282,12.0,25.8,1.0,27.0,29.2,False
Li Nb V I F,0.425,0.642,282,73.1,5.5,0.0,15.2,13.6,False
Li Hf Te S I,0.408,0.675,282,21.8,,,8.4,8.6,False
Li Nb Mo Se Br,0.429,0.631,282,1.1,5.8,1.0,14.3,12.4,False
Li Gd P S I,0.576,0.552,282,21.2,95.5,2.0,10.8,12.4,False
Li Sc W Se O,0.439,0.618,282,46.0,15.4,3.0,14.8,13.4,False
Li Hf Sc S O,0.446,0.605,282,34.9,4.1,1.0,16.0,14.6,False
Li Sc Ta Se Br,0.391,0.725,282,1.1,7.9,2.0,15.6,14.2,False
Sr Li Ta I Cl,0.422,0.643,282,23.4,61.0,3.0,19.2,21.4,False
Li Al B Br Cl,0.398,0.716,282,9.0,64.6,0.0,6.5,2.6,True
Li Y Hf S Br,0.457,0.602,282,7.1,22.4,1.0,18.5,19.8,False
Rb Li B N Cl,0.543,0.553,282,26.5,304.9,2.0,14.8,17.2,True
Cs Li Ge Te Cl,0.434,0.628,282,24.0,135.1,3.0,14.0,16.2,False
Li Hf Te N F,0.476,0.574,282,73.9,,,9.4,8.4,True
Li Ta V Br Cl,0.473,0.582,282,9.0,5.5,0.0,15.3,13.8,False
Li La Te Mo Se,0.465,0.595,282,12.5,51.2,3.0,17.2,17.4,False
Li Sc W N F,0.513,0.556,282,10.9,15.4,3.0,16.4,15.0,False
Li Zn W I F,0.515,0.554,282,73.1,14.8,4.0,10.8,8.8,False
Li Zr Nb I Br,0.416,0.649,282,13.2,4.9,1.0,15.4,14.2,False
Li Gd Te Cl F,0.591,0.55,282,73.9,,,12.1,15.0,True
Li Al B Br N,0.43,0.63,282,37.9,64.6,0.0,7.4,3.2,False
Li Mg Mo I Br,0.443,0.617,282,13.2,11.0,4.0,10.7,8.8,False
Cs Li Ta S I,0.496,0.566,282,21.2,120.7,4.0,19.6,21.8,False
Sr Li Te Mo Se,0.388,0.758,283,12.5,70.3,4.0,18.9,20.8,False
Li Hf Sb Te Cl,0.43,0.639,283,24.0,2.4,1.0,9.2,8.8,False
