Phase fields,     scores,     Norm. scores,
Ag Br Hg S      ,  5.171,    0.219,
O P Y Zn        ,  5.174,     0.22,
Ca O S Zn       ,  5.176,     0.22,
Cl Ho O Se      ,  5.177,     0.22,
O Se Si Tb      ,  5.177,     0.22,
As Cl Eu O      ,  5.178,     0.22,
As La O S       ,  5.178,     0.22,
Ba Cu Se Te     ,  5.179,     0.22,
Cl O S Zr       ,  5.179,     0.22,
As Bi Ni S      ,  5.182,     0.22,
Gd O Se Ti      ,  5.182,     0.22,
As F O S        ,  5.184,    0.221,
Cl Er O Se      ,  5.184,    0.221,
Cd I O V        ,  5.186,    0.221,
B I Ni O        ,  5.187,    0.221,
As F S S        ,  5.188,    0.221,
Cl O Si Y       ,  5.188,    0.221,
Dy O Se Si      ,  5.192,    0.221,
Ga La O S       ,  5.198,    0.222,
Br La S Si      ,  5.203,    0.222,
Cd F O Sb       ,  5.205,    0.222,
I S Sb Sn       ,  5.205,    0.222,
F Ge O V        ,  5.205,    0.222,
Cu O Pr S       ,  5.207,    0.223,
Cl Mo O Se      ,   5.21,    0.223,
Cl In Nb O      ,  5.211,    0.223,
Br F O Te       ,  5.212,    0.223,
Ca Cl O Si      ,  5.213,    0.223,
Cl Ni O Sr      ,  5.213,    0.223,
As Nd O Ru      ,  5.214,    0.223,
Cl O S Sn       ,  5.214,    0.223,
Cl Mo S Se      ,  5.215,    0.223,
Bi Cl Ga Te     ,  5.217,    0.223,
Br O Pb Se      ,  5.218,    0.224,
Ce O P Zn       ,  5.221,    0.224,
Ag F Se Sr      ,  5.221,    0.224,
Ag Ce O S       ,  5.222,    0.224,
Nd O Se V       ,  5.223,    0.224,
Br S Si Sm      ,  5.223,    0.224,
Br Mn Sb Se     ,  5.226,    0.224,
Br Cl O Sr      ,  5.226,    0.224,
B Br I P        ,  5.226,    0.224,
Ag Bi S Se      ,   5.23,    0.225,
Cl Eu O Se      ,   5.23,    0.225,
Cl O Se Tm      ,   5.23,    0.225,
As Br Cr Hg     ,  5.232,    0.225,
Cu Nd O S       ,  5.232,    0.225,
La S S Se       ,  5.235,    0.225,
Ce Cl O Si      ,  5.235,    0.225,
In Mo S Se      ,  5.235,    0.225,
F O S Se        ,  5.236,    0.225,
Cl O P Sn       ,  5.237,    0.225,
Br Ca O P       ,  5.239,    0.225,
Ce Cl S Si      ,  5.239,    0.225,
Bi Br O Se      ,  5.242,    0.226,
Ce Cl O Te      ,  5.242,    0.226,
B Br P S        ,  5.246,    0.226,
Cr Cr Se Te     ,  5.247,    0.226,
Cl F I Sb       ,  5.255,    0.227,
Bi Sb Se Te     ,  5.256,    0.227,
Ge N O Zn       ,  5.257,    0.227,
Ag Cr I O       ,  5.261,    0.227,
O P Pr Zn       ,  5.263,    0.227,
As La O Ru      ,  5.264,    0.228,
F Mg O Si       ,  5.265,    0.228,
Cl Cu Hg S      ,  5.268,    0.228,
Bi In Se Te     ,   5.27,    0.228,
Cl F O Sb       ,  5.271,    0.228,
Ho O Se Si      ,  5.271,    0.228,
Br Cd Hg S      ,  5.275,    0.228,
Cl O Pr Si      ,  5.277,    0.229,
Er O Se Si      ,  5.278,    0.229,
B Mg O S        ,   5.28,    0.229,
Cl Pr S Si      ,  5.281,    0.229,
Cu La O S       ,  5.283,    0.229,
S Sb Se Tl      ,  5.284,    0.229,
Cl N Sb Se      ,  5.284,    0.229,
As O Ru Sm      ,  5.284,    0.229,
Br Gd O Si      ,  5.286,    0.229,
F Mg O Ti       ,  5.287,    0.229,
Nd O P Zn       ,  5.288,     0.23,
Br Gd S Si      ,  5.291,     0.23,
Cl Nb O Te      ,  5.291,     0.23,
Br Mo Te Te     ,  5.292,     0.23,
Cl Cr O Si      ,  5.293,     0.23,
O Se Sm V       ,  5.294,     0.23,
Cu Eu F Se      ,  5.294,     0.23,
Al F O Si       ,  5.295,     0.23,
Cl F P Sb       ,  5.297,     0.23,
Ga N O Zn       ,  5.298,     0.23,
Cl Ge O Pb      ,  5.298,     0.23,
Bi Br Cu S      ,  5.298,     0.23,
Cl O Pr Ti      ,  5.299,    0.231,
Cl Cr O Te      ,    5.3,    0.231,
Cl Hg S Zn      ,  5.301,    0.231,
Cl Nd O Si      ,  5.302,    0.231,
Ca F Ge O       ,  5.304,    0.231,
Cu La O P       ,  5.304,    0.231,
Cl Nb O Ti      ,  5.306,    0.231,
Cl Nd S Si      ,  5.306,    0.231,
Al Ca O S       ,  5.307,    0.231,
As Ba O Zn      ,  5.308,    0.231,
B Cl I Zr       ,  5.309,    0.231,
Cl Nd O Te      ,  5.309,    0.231,
Cu F O P        ,   5.31,    0.231,
Cd Pb S Se      ,   5.31,    0.231,
Bi Cd I Se      ,  5.314,    0.232,
Al Cl O Sr      ,  5.316,    0.232,
Br Cr O P       ,  5.319,    0.232,
As Cl O Pb      ,   5.32,    0.232,
Cl Nd O Ti      ,  5.324,    0.233,
As Ca F O       ,  5.326,    0.233,
Ba Cl In Se     ,  5.326,    0.233,
Ag Br O Pb      ,  5.328,    0.233,
Cl Lu O Se      ,  5.328,    0.233,
Ce Cr O Se      ,  5.334,    0.234,
F O Sc Te       ,  5.335,    0.234,
Ce O Si Te      ,  5.335,    0.234,
La O P Zn       ,  5.338,    0.234,
Ag La O S       ,  5.339,    0.234,
Br Cl Hg S      ,  5.341,    0.234,
F O P Zn        ,  5.343,    0.234,
Ag F O S        ,  5.345,    0.234,
As Ce F O       ,  5.347,    0.235,
As Gd O Ru      ,  5.351,    0.235,
Cl La O Si      ,  5.352,    0.235,
F O Se Y        ,  5.353,    0.235,
Ag N O Se       ,  5.353,    0.235,
Ag Bi Br S      ,  5.355,    0.235,
F I Sb Te       ,  5.355,    0.235,
Cl La S Si      ,  5.356,    0.235,
N P Se Zn       ,  5.356,    0.235,
O P Sm Zn       ,  5.358,    0.236,
I Nb Nb Se      ,  5.359,    0.236,
As I Li S       ,  5.359,    0.236,
B Br Ca O       ,  5.361,    0.236,
La Ni O P       ,  5.365,    0.236,
As Cu Mn P      ,  5.366,    0.236,
Ag F O P        ,  5.366,    0.236,
Ca Cl O S       ,  5.369,    0.237,
Ba Br Ga S      ,   5.37,    0.237,
Cl O Si Sm      ,  5.371,    0.237,
F Mg O Zr       ,  5.373,    0.237,
Cl La O Ti      ,  5.374,    0.237,
Ca O S Sb       ,  5.375,    0.237,
I Nb Te Te      ,  5.376,    0.237,
Cl S Si Sm      ,  5.376,    0.237,
O Pr Si Te      ,  5.376,    0.237,
As Hg I Sn      ,  5.379,    0.237,
Cu Na O S       ,   5.38,    0.238,
Cu I O Sr       ,  5.382,    0.238,
Cd Ge N O       ,  5.383,    0.238,
F In O Te       ,  5.384,    0.238,
Ag F O V        ,  5.387,    0.238,
Ca Cl O P       ,  5.391,    0.238,
Ce Cl O S       ,  5.391,    0.238,
As Hg I S       ,  5.393,    0.239,
Cl O Sm Ti      ,  5.393,    0.239,
Bi Cl O Se      ,  5.394,    0.239,
F Sb Se Sr      ,  5.396,    0.239,
Ce F O Se       ,  5.398,    0.239,
Bi I In Se      ,  5.398,    0.239,
As Cr La O      ,  5.399,    0.239,
Mo Ru Se Te     ,  5.399,    0.239,
Nd O Si Te      ,  5.401,    0.239,
Ge Pb S Te      ,  5.402,    0.239,
Bi S Sb Se      ,  5.404,     0.24,
Cd Mn Se Te     ,  5.406,     0.24,
Ca Cl O V       ,  5.411,     0.24,
Ce Cl O P       ,  5.412,     0.24,
Al O Sr Te      ,  5.415,    0.241,
Cl O Se Yb      ,   5.42,    0.241,
Br Hg I Te      ,   5.42,    0.241,
Cl Cu O Pb      ,  5.422,    0.241,
Gd O P Zn       ,  5.423,    0.241,
Ba In Se Te     ,  5.425,    0.241,
Ca Cu F O       ,  5.427,    0.242,
Cl O Pr S       ,  5.431,    0.242,
Br Cl K Pd      ,  5.432,    0.242,
Br Mo O Te      ,  5.434,    0.242,
O S Si Y        ,  5.437,    0.242,
Cl Gd O Si      ,  5.437,    0.242,
F O Pr Se       ,  5.438,    0.243,
B Br Cr O       ,  5.439,    0.243,
Na Ni O S       ,   5.44,    0.243,
As B O Sr       ,  5.441,    0.243,
F Mg O P        ,  5.441,    0.243,
Cl Gd O Te      ,  5.444,    0.243,
Bi Cl Cu O      ,  5.444,    0.243,
F Nb O Se       ,  5.445,    0.243,
Ba Br Cu O      ,  5.448,    0.243,
Bi Cl Cu S      ,  5.449,    0.243,
Bi Br Cd O      ,  5.452,    0.244,
Cl O P Pr       ,  5.453,    0.244,
Cl O Si Tb      ,  5.454,    0.244,
Dy O P Zn       ,  5.454,    0.244,
Cl Nd O S       ,  5.456,    0.244,
Bi Br Cd S      ,  5.456,    0.244,
Pr S Se Sm      ,  5.457,    0.244,
Pb Se Sn Te     ,  5.459,    0.244,
Nb O Se Sm      ,   5.46,    0.244,
Cl Nb O P       ,   5.46,    0.244,
Ca O S Si       ,   5.46,    0.244,
Al Bi Cl Te     ,  5.462,    0.245,
F Nd O Se       ,  5.463,    0.245,
Cl Nb P S       ,  5.464,    0.245,
Bi Ga S Te      ,  5.464,    0.245,
Ce I S Si       ,  5.466,    0.245,
Cd F O P        ,  5.467,    0.245,
Cl Dy O Si      ,  5.467,    0.245,
Cl O Si Sr      ,  5.469,    0.245,
O Si Sm Te      ,  5.469,    0.245,
As Br K O       ,   5.47,    0.245,
Al F O P        ,   5.47,    0.245,
Pb S Se Te      ,  5.473,    0.246,
Ag Br N O       ,  5.476,    0.246,
Cl O Sr Te      ,  5.476,    0.246,
F O Te Ti       ,  5.477,    0.246,
Cl Nd O P       ,  5.477,    0.246,
Ag Cl O Pb      ,  5.477,    0.246,
As F N Se       ,   5.48,    0.246,
Ce O S Si       ,  5.481,    0.246,
Ga Se Ta Te     ,  5.486,    0.247,
Ga O S Tl       ,  5.487,    0.247,
Cl Dy O Ti      ,  5.489,    0.247,
