element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Mo,0.09650368132631942,0.14269449046504076,0.27196791076765936,0.15040593067172803,0.029850867182612595,0.04767759865143378,0.056191281252170704,0.19020971395138286,0.12639745290450644,0.15684144808489506,0.2404748128924585,0.14642029392682104,0.2050040491693073,0.1909201462103438,0.11093331614801447,0.23810794888430467,0.22311284380285687,0.13205787010218292,0.2979714965127322,0.2462763949069668,0.10831998574970116,0.1495697192807619,0.03030920534328222,0.12765651574483425,0.03218222710105001,0.08227708714692518,0.07308506151956504,0.03395928238756199,0.06872896053942278,0.06883047651597327,0.025400378270038226,0.048205517065596594,0.04509453564890918,0.12318908288342031,0.026838867391154028,0.04620486537525675,0.054465170771831134
Tc,0.025719847112117777,0.03756653454133636,0.047877689694224214,0.031034258210645534,0.00721206115515288,0.046002831257078096,0.03810928652321631,0.11026104190260466,0.04899801812004534,0.11611891279728198,0.1823202151755379,0.10178369195922987,0.13063250283125707,0.09666817667044167,0.0448108720271801,0.09474037372593426,0.0985713476783692,0.17376302378255942,0.20882163080407698,0.14861112684031705,0.06553001132502836,0.06860362400906002,0.060393544733861826,0.07869705549263874,0.01583238958097393,0.05585872027180072,0.07070130237825595,0.02188915628539071,0.05326359003397508,0.06864043035107587,0.020238391845979628,0.04216421291053226,0.06899971687429224,0.3447712344280862,0.030029161947904868,0.06663009626274066,0.20006455266138162
Ru,0.02498523360944188,0.08638841968491226,0.06268954036056555,0.034253992745384654,0.017944656488549555,0.03046629852200751,0.03663881219208491,0.04908441611174278,0.06545081479075339,0.15010114503816874,0.10599662985220154,0.16315221157490173,0.15570873260787255,0.12555095825889326,0.028836865897893863,0.06944684911482914,0.07448153862812025,0.13432360186237943,0.3667284391749206,0.20323393427535036,0.061440365979102664,0.08954008987060874,0.04485199772616527,0.10766921119592957,0.021033904498944354,0.03970689188457577,0.05776790644794562,0.03002583779979424,0.057720561961994606,0.0747712765957451,0.018702276541605795,0.03179611282551016,0.049775675383032875,0.24683779979427053,0.02753992745384656,0.054855110714092485,0.13075220616101008
Rh,0.021888684288684342,0.048729462429462564,0.057980531630531885,0.05380332640332674,0.020603578853578802,0.03724309474309469,0.06519480249480271,0.08290901395901458,0.05655645975646001,0.13258583308583383,0.13943810513810598,0.12547383427383502,0.14427595782595867,0.12240392040392113,0.045088016038016064,0.06432971487971512,0.07629045144045185,0.08847591327591377,0.19760588060588116,0.13734705969706054,0.045573373923373885,0.05098912978912983,0.03858843183843165,0.09264858924858996,0.028879254529254515,0.04682760617760621,0.09343056133056198,0.025439842589842634,0.0407683991683991,0.07533964953964987,0.02220778140778142,0.031738223938223876,0.06941283041283074,0.27927444312444194,0.02688722898722901,0.05770415800415805,0.15382425007425066
Pd,0.029021039092287183,0.04986092608755584,0.07214154301989129,0.06933832514125662,0.048768730763930485,0.046830090955028054,0.08890621985392151,0.07441269695438528,0.050325715466948716,0.184934781110753,0.11671458266342134,0.18197719233772722,0.16227010887041152,0.11985367954430697,0.03601275896917636,0.03790415269419817,0.04136563461803485,0.06842791354678734,0.09783919794202865,0.06332557765630076,0.03612375396205608,0.037671023014378364,0.04873465708117082,0.07980642197620558,0.02308363957921808,0.039250964674537245,0.07258473058018362,0.024415878083513188,0.0383616725618998,0.08026156461022635,0.020875740732233923,0.02769441637190486,0.06934639854839501,0.3118071569663255,0.028823303780605332,0.056356458725711114,0.18100724654324907
Ag,0.11407658871496759,0.06266708454400653,0.08734778915549678,0.10358144507451379,0.11011361772424606,0.13117907020339062,0.12773343916955418,0.11206163300215406,0.0993386153810097,0.1276018136657585,0.15232737369950053,0.13464689755365794,0.1552718858374704,0.13201997024088258,0.06096401373137222,0.0719019003655458,0.08988801668384999,0.10224808440341045,0.11237167846095993,0.08749479801293447,0.06524332177336288,0.07474353266473002,0.028319769894085897,0.10325007615521481,0.03276957774861804,0.04526018722467039,0.061646094994845455,0.03429471482800686,0.04750970100290643,0.06961196574186952,0.025861661121004985,0.03636932350735837,0.06122709485425145,0.169430036788824,0.03027604508388825,0.04474069148936242,0.0928398983034955
Cd,0.056215573794180025,0.02887581279079884,0.03901598127330074,0.04463419356703269,0.044960256336156364,0.07205844146461356,0.07118252030170878,0.07688076178366103,0.04864886715024794,0.08630611507672799,0.18577475218911346,0.08207438661387786,0.12185250556310011,0.1133799598300717,0.043018654451926784,0.05959416091090467,0.06629102245470146,0.11522189550038939,0.20049660434066088,0.1288625841690014,0.06099293413865946,0.06316316504349437,0.03630907724763792,0.08384230413548,0.02955382481287767,0.04237807415542063,0.07757380140450319,0.029648216917608456,0.043871391208855415,0.08287175244920997,0.019494942635031553,0.02986012050978252,0.062422159928330785,0.28631842614801917,0.036370184666069665,0.06181073172846353,0.1568357367858261
In,0.04892124697771308,0.06672914921121334,0.0693030665741032,0.04792347329614882,0.025251855265363256,0.04233107509635511,0.06891791348478724,0.09177561463145939,0.06305162425490227,0.11600327963038166,0.3000721578531549,0.10304872764704341,0.16922581571828424,0.16003004931414744,0.047122848490652854,0.058038403993010856,0.0685508522251222,0.1004564491417895,0.18928873913771657,0.1180277870873512,0.055988425538027964,0.06408986666028373,0.0372454815311331,0.0849901431546693,0.02344074521820327,0.036339734996290195,0.050813593708856006,0.027377989371125237,0.04481684341560415,0.06767750700213136,0.020523406267206147,0.033511442797980136,0.06797339788858875,0.24052274196250753,0.03176149666052267,0.053459806573624875,0.12707652071912307
Sn,0.10238544620987317,0.044955270239783844,0.05740291430321001,0.09110424052468374,0.060047884169137235,0.034893620278459055,0.10473427227020407,0.11571337985045348,0.06953629383137698,0.09438221122856538,0.2677820154376642,0.07750886699110364,0.14877884491426754,0.1451321306561779,0.05405560703235803,0.06971469720897144,0.08137980614283698,0.08980970010957606,0.1372172876111858,0.09420933108804663,0.06624205959133612,0.06686007396544945,0.06632099635812705,0.1041107104872988,0.025843322966353582,0.04562880704525025,0.07472155794765874,0.020395219640325216,0.035541305433802635,0.06330031745520127,0.015249536708779245,0.02371157905762598,0.04548320065747133,0.15432592335954162,0.02304943921619239,0.03848141195049724,0.0808561662047165
Sb,0.044257270221622576,0.09143978981512456,0.10427429969625025,0.10689423257208935,0.02987897495031389,0.01867929463381733,0.07775533899576172,0.1324405773052803,0.14049342820714367,0.14408531612104494,0.13620656616791915,0.16418993043836547,0.17367091817601854,0.15671396295045897,0.06258773015337361,0.13097902369969952,0.11195379589004784,0.10436650166872685,0.24800173904075734,0.16468355551805233,0.0919217056661771,0.1255030983987665,0.025315619492256834,0.12022730340870416,0.03280355870551689,0.07395020062249169,0.0845474697191272,0.02168968200397526,0.04201936382045322,0.05624202666216743,0.015885312371095323,0.02620020999737568,0.037670027562156476,0.1082210503618677,0.02273232834589601,0.03601165297933862,0.04936375482806564
Te,0.04668188536098765,0.15753792152129123,0.1586023228317329,0.07514704288494284,0.013537903047023153,0.017117003719486695,0.06049721038500454,0.14387429489863537,0.16935912136364453,0.15221940660639657,0.12176805552134225,0.17649426065965124,0.18528269330245725,0.1600078761977455,0.07774442692809874,0.12780020691183863,0.12118227947877751,0.11221739291080518,0.23122889006576428,0.16028634505012418,0.07212322954898251,0.08912720767544403,0.019017790723452353,0.09116379289110006,0.024014988792275333,0.04944367194620389,0.052035119590118556,0.024477658447668634,0.04592846146267049,0.05204607483311665,0.019091330640194856,0.03140600906470967,0.04177453999064052,0.11823940192624878,0.024944404758972416,0.04164885336354975,0.05251276572160598
I,0.08583655093896121,0.12922380824131183,0.10667272237592593,0.06294083441471061,0.035822429792131454,0.045396659158240954,0.04415838087309989,0.11613129544842322,0.19516529760301396,0.10624660284503952,0.06752029723575724,0.12083610410596449,0.12298566461816972,0.09815796464510369,0.051106070807728096,0.08705510124133872,0.08594377861567473,0.0667504774379951,0.10385199422177459,0.07856284430624638,0.055382721641408436,0.07078579560757135,0.014185019464779633,0.06806633939720493,0.0222759469186886,0.033366586685601426,0.0339853830521759,0.02194822858262121,0.030986264476165308,0.034364768748623375,0.01780562152633251,0.024196257620645038,0.030783959307592906,0.0819782765712609,0.020526620228680462,0.029136192248366014,0.04050874078789594
Xe,0.04201444444444445,0.010502222222222225,0.02054063492063492,0.028868253968253987,0.06833142857142856,0.3318907936507937,0.043839047619047625,0.06999714285714281,0.0794484126984127,0.09307158730158722,0.05229523809523811,0.11419746031746031,0.09852904761904754,0.06487523809523806,0.14474380952380947,0.23947968253968255,0.1790190476190476,0.08881174603174598,0.1390771428571428,0.12258793650793652,0.09172952380952382,0.1239707936507936,0.028447142857142855,0.1547174603174603,0.025489841269841274,0.06596507936507937,0.08497396825396833,0.035937619047619045,0.06804142857142854,0.0799706349206349,0.020991428571428564,0.03431174603174603,0.053038412698412696,0.15874523809523808,0.041560476190476196,0.05414031746031748,0.07123349206349207
Cs,0.09119818045286471,0.06402248729205239,0.06385152495378991,0.05585231053604494,0.038540365064695874,0.03729771834565616,0.0471051236136791,0.052914631469501205,0.06445281885397465,0.07174896025878036,0.04929489371534271,0.07779101201478779,0.07906734634935299,0.06688855707024063,0.04830206792976005,0.0464852414510172,0.05470822550831834,0.07069512476894692,0.07033556492606324,0.06242918207024092,0.05005987176525025,0.056240942698706685,0.02162152264325331,0.08076416358595175,0.0333650415896493,0.05211435998151655,0.06294392329020414,0.03224502657116494,0.0491713435767107,0.06393546095194173,0.02190376617375234,0.030440463262477457,0.04141685536044446,0.1376528823937124,0.02735597273567496,0.048005753234751286,0.07207770910351265
Ba,0.05238862896967552,0.050165696633237715,0.04091412219436564,0.034186179262177964,0.02678125746179657,0.028794121597422225,0.03665722376432781,0.0306609285458463,0.049494377537010935,0.08042849734359768,0.035193588825216,0.08291133148280463,0.07617668785816357,0.06049097868911082,0.04972817797874864,0.03924229569603694,0.043445346078080926,0.06588764401265378,0.06524663846107778,0.06482367776981722,0.04924391490568339,0.05851232688634134,0.026383547486867994,0.09054784503342576,0.028802083333334227,0.05451561007640861,0.08130368388848784,0.02458641505491952,0.04806436917980017,0.06936047561485013,0.016743676128223774,0.029470458751194892,0.03799197483882629,0.24043062768624104,0.02426064798233105,0.06458213198423951,0.13164490807067378
La,0.0431448510867683,0.05337007874015842,0.04367316096490497,0.028023973393913132,0.021277000750823335,0.02933005891072986,0.10484126831334051,0.09002084496467079,0.08044956972065447,0.05569632096721515,0.04174902778045271,0.05771018712819916,0.061379083803400646,0.05524919623433484,0.04038179831738746,0.0430357940434719,0.04517674662611057,0.08534826155593488,0.09203329611304525,0.09077190863061257,0.05795877211558891,0.071740662841961,0.05705733207554511,0.1321019964191486,0.032856034499355695,0.07719272568007172,0.12094568084245892,0.019562457886529532,0.03905358277342572,0.04838291011300969,0.02023371291608124,0.031131124501858464,0.036714051941552216,0.21170355485820497,0.023812515642146644,0.06156375738790667,0.11252739060123304
Ce,0.03542674376905154,0.0478707728169271,0.039679980276134445,0.02494248700017926,0.03141788596019383,0.04261324188631917,0.02456299085529846,0.030549838622915472,0.04867283485745086,0.06390798816568143,0.04731415635646454,0.06198055406132414,0.07163599605522783,0.0641637349829667,0.03503704500627591,0.048338309126771194,0.050471839698763406,0.08486926663080605,0.11409556213017814,0.09788281334050657,0.053504957862650866,0.06761758113681271,0.093289259458491,0.1356685045723507,0.019824878967186585,0.04959279182356164,0.058358050923436336,0.021084005737851734,0.04269681728527921,0.043977658239197116,0.02043987807064719,0.035248780706473096,0.032542487000179296,0.14471135018827258,0.022830814057737018,0.05525633853326225,0.06396586874663879
Pr,0.03577500743531279,0.05734855507088363,0.041439278278973056,0.024170404976702593,0.029471076633290356,0.03960858035094675,0.04749893427183501,0.05908255675622119,0.07305230742539963,0.07472072965202797,0.047891828591256236,0.080456701695252,0.08166140824824099,0.07201401556458867,0.035189600475859964,0.04343393724596019,0.0443932908694359,0.081905075840191,0.11564159313968538,0.10453975413899158,0.055526246654109566,0.07365003221968931,0.05016320511549522,0.13358854218300864,0.02717444482997909,0.06187357489838435,0.07612714384851846,0.020150552691583258,0.039178757311390845,0.04209017795181911,0.018990383662139464,0.032720432239516074,0.03240554674333283,0.16188270794091458,0.024804984137999368,0.051660466441955155,0.07712482650936915
Nd,0.030268171488348584,0.04266077483587082,0.03367946035639593,0.021147139456027725,0.025720231224298423,0.042399998196378616,0.04531626506024135,0.05697569619796629,0.06492542024385056,0.06378719969699234,0.04547820323209039,0.06814203520669593,0.07059368912776946,0.06369379013058299,0.03380737320539643,0.039548932255970115,0.04140858343553885,0.08611849794387202,0.10281920496356738,0.09963398203592888,0.055826870355674796,0.06917932508477105,0.06844833525719722,0.14518953358343487,0.023494408772815698,0.05439777974172195,0.07170104970781431,0.022753733496861533,0.04283649267729642,0.046787858018902534,0.021003183392251556,0.034831631916889184,0.036904678594618025,0.14974104501839614,0.024871293557463266,0.05164548914219807,0.07158234434745059
Pm,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0508,0.09559999999999999,0.0117,0.013000000000000001,0.0623,0.0025,0.0337,0.034800000000000005,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.2479,0.4604499999999999,0.31479999999999997,0.0359,0.042499999999999996,0.10230000000000002,0.05375,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.29250000000000004,0.1173,0.17134999999999997,0.0879
Sm,0.020121640007964462,0.05053109444481322,0.04235683945045461,0.023287864206544037,0.028903049711289618,0.0518066635693901,0.041466715338156206,0.04652920289374129,0.056421401075197525,0.0779472688657333,0.05356399747793184,0.08608490409504253,0.08467518417734157,0.07632954470033868,0.03868343067631242,0.04615197119532749,0.046674686400743265,0.08726320767239701,0.12199583526913191,0.10645138381894267,0.06037608681223877,0.07961921749518863,0.058414548350700174,0.13956461140240334,0.02253268732992636,0.05226015464259638,0.06243216964226465,0.023351795314263016,0.04556218888962628,0.04951657596070881,0.018455996548749017,0.031423276033716044,0.0323957323953009,0.14640290037831122,0.025970664365832705,0.05447356806265332,0.06282652485564481
Eu,0.03317630887653494,0.07157538640112465,0.0485949050033601,0.027172353228663914,0.026748029812450395,0.049577463498075736,0.025100968293725982,0.03686098723196278,0.07239719897367007,0.08369497220355598,0.051441291465575106,0.09109320972570156,0.09093031034272153,0.07867052049605998,0.04611159814283091,0.061717636996762366,0.06350100800293262,0.0876957663876845,0.14366645793878755,0.12659695155476894,0.07455108742134565,0.09850117600342181,0.060461390433135864,0.14264890952410111,0.02309835664976483,0.05928670047040144,0.06339590078807512,0.026785157920459404,0.05619092491905436,0.052626870914533476,0.0211510171665955,0.03995535768831307,0.03824262325126748,0.1428697385301495,0.02665100189382375,0.05840549208870424,0.06161144541511403
Gd,0.023756165291996485,0.0570507729929132,0.0508546856219178,0.02519574543043058,0.03159034484187845,0.0537912919136244,0.026041778919882144,0.039027997678948934,0.07275913913872505,0.07522931777676543,0.05082032577610192,0.0833743005761189,0.08351553239109803,0.07456612923281053,0.037803560326605146,0.05812729514651701,0.0598073320346507,0.09385501720064741,0.16187773034359818,0.14080776723173252,0.0590664504497043,0.07805405769469977,0.07353833879056726,0.12347639573921416,0.021562792721846864,0.05044179757118618,0.05239863016537531,0.021199175197910966,0.04475708749533744,0.040119399428026774,0.01999714013346041,0.03833425208272898,0.032950760558710046,0.1298847038587481,0.024233110208479965,0.04872151531479288,0.05312777179094005
Tb,0.08279194364822867,0.044873528694273565,0.042573367079344025,0.030357397694700135,0.035292004634994205,0.048794947246447645,0.03103493017015306,0.04183525949868874,0.06630725132646242,0.08128442702933505,0.058883271330121514,0.09312089101665003,0.08689883820211067,0.07760354028175921,0.03715200951393536,0.057411188022199425,0.05925776056595747,0.07406793925718151,0.12685187839238965,0.10516676831127714,0.04834553576873821,0.06285036896993369,0.05001510947124468,0.10726617673964817,0.019161157528816364,0.044022671830212655,0.044331981460023026,0.020490257364152085,0.04361983899493792,0.037215679697505465,0.017637311703360418,0.03684198328962604,0.032380725132646185,0.1270491400866021,0.023746920168323492,0.04893765627858749,0.05701704580106125
Dy,0.021342319159508752,0.055362497337971085,0.04449542131042804,0.021400244906651572,0.02982348974231562,0.052179775679704936,0.024918506424362868,0.036001685951586544,0.061488642010364206,0.07371061972030957,0.04417370625399308,0.08348104635479531,0.07793671470149789,0.06891992617306743,0.03807998509263862,0.05424934336622419,0.05594447007879609,0.08513120252715306,0.1383133030453618,0.11174034570881014,0.061675995598779086,0.0822382693263296,0.04408248739973006,0.11788217860438766,0.021651345211897537,0.04887172570455031,0.046133403137644566,0.021682845886278203,0.043432100518208144,0.0384243096471924,0.018995581032157337,0.03678799602470361,0.03263597643217144,0.14594235820259904,0.027361539007595713,0.0555831795272236,0.059643731809469636
Ho,0.021105648685435928,0.05691054158607361,0.048146213912171366,0.027890984311197114,0.032512196432409164,0.059212658499892525,0.02584692671394801,0.03676264417221858,0.06608901067411724,0.08744847410272978,0.05802457196074209,0.10212962962963013,0.0970824020345302,0.08555829572318972,0.041229009957733175,0.06795864675120021,0.07026952145569201,0.08802817178881049,0.1698991331757297,0.13059046135110033,0.06081605057668891,0.07990497170284432,0.0485380399742101,0.1087553728777139,0.018969517873773243,0.04353823697972624,0.04102364066193852,0.019830987176731905,0.041897163120567286,0.037956282685006025,0.016801615445232523,0.036668654631420515,0.029836449602407018,0.1414345046206757,0.026838562934307676,0.05191424887169557,0.05794815173006654
Er,0.034147427047379816,0.05161038594289325,0.04214410103545662,0.019772403514276723,0.029543222466269232,0.047226812048948956,0.02277196422968309,0.03257086601819885,0.06320412613743367,0.07898763727643593,0.04899739566990897,0.08695611860684073,0.08736545340445605,0.07552751804204613,0.03772185440853451,0.062322638845309405,0.06363214621901508,0.08543082836523415,0.16864535613429635,0.1237595544399129,0.0553929557577659,0.07436281769689387,0.047178522121117,0.11344871352369065,0.017764025729526275,0.03910994665829919,0.03614529337935349,0.021226466896768176,0.04599030436146849,0.03636336680263557,0.01693258550360848,0.036183432695324654,0.028255663633511147,0.13698540947599708,0.028098180106683412,0.052165045497332835,0.055402965171007214
Tm,0.021771512861310002,0.06219507425086176,0.04962881198621053,0.021691229116945123,0.0398265049058606,0.0678200742508619,0.022388590559533263,0.03267707504640682,0.059726597719437835,0.07182637231503582,0.038297964730840635,0.08480804163351885,0.0777628944577035,0.06652012065765053,0.031089830283744437,0.05051534738796078,0.05061793953858393,0.08499416600371243,0.18510458101299446,0.12800725934765328,0.05238570670909576,0.07273375762397241,0.04358104614160702,0.11185935428268359,0.019309334394059942,0.04385159771943787,0.036002452930257306,0.01922808936621586,0.03879653937947501,0.032752817555025196,0.014336714399363555,0.03265837974012202,0.025747679660567506,0.14966689870061015,0.028901617608061533,0.05603086051445239,0.05803934632723419
Yb,0.01915880548642859,0.03105103015220781,0.031553576595867855,0.02229774581862381,0.04514769373227637,0.09569810174199976,0.013313111291162763,0.022267984258348212,0.04338161930667269,0.1315355344638007,0.05544526592974139,0.14730120377336706,0.12917778806643979,0.1019849817697792,0.027757103999074013,0.05068263499045085,0.04945604491000635,0.13791428902135608,0.3092305833670914,0.2315270559638863,0.06852150008681096,0.099588677006772,0.047520357080849576,0.09986890155680388,0.022364025695931523,0.04783134151281892,0.04085751490248259,0.02381651137218594,0.05686894496209279,0.05331393599166623,0.019177426355691918,0.036602783725909985,0.04134413160483822,0.15549372070143022,0.034134975982406245,0.06306280745413527,0.06197894843451612
Lu,0.03142250973845304,0.04460261547022803,0.03410834724540902,0.018853422370617653,0.03908892598775733,0.06492287145242084,0.020952865887590398,0.03834479688369507,0.05815269894268224,0.069163021702838,0.04921505286588758,0.07952303839732888,0.07729474123539229,0.06781229827490262,0.029148024485253218,0.0499646911519197,0.051709988870339285,0.09030965498052299,0.20303113522537647,0.1395700055648307,0.053251335559265395,0.06919888703394544,0.0731878408458542,0.11420720645520317,0.015452142459655007,0.03654173622704515,0.030685642737896472,0.02821015581524769,0.058460517529215245,0.04584092932665559,0.013402615470228144,0.03021257651641631,0.024804702281580403,0.14100111296605503,0.027674290484140253,0.05621087924318306,0.05691427378964942
Hf,0.02735815917148722,0.05276110281769004,0.04192328326180267,0.025871827766374294,0.07801716738197434,0.09664160757604053,0.019579165889158485,0.03199015674566158,0.053501049636126105,0.08282662343720865,0.04343786154133229,0.08981129874976708,0.08810540679231228,0.07839314704235878,0.036527803694719176,0.07199052994961741,0.07305803321515196,0.07107694999066985,0.18164671580518796,0.11640630248180675,0.06475130621384567,0.09095894756484436,0.0419427131927598,0.08974846053368177,0.015789349692106734,0.03533679324500835,0.032332804627729084,0.019267074080985255,0.03956507743982087,0.04702306866952792,0.016933429744355293,0.04145766467624555,0.043022252285874224,0.13789561951856757,0.020765348012688953,0.04467214032468749,0.06297681470423579
Ta,0.0312876474145753,0.05086581493801074,0.05227149120912388,0.033690569787031825,0.036730485118147846,0.048873515054646335,0.025134163462784475,0.05151538943366933,0.06313401226834925,0.0827505723789372,0.053111765087044974,0.08933568404682787,0.08915283597563702,0.07325568059095505,0.039568469480323165,0.10153545509525332,0.09505531556438805,0.11309747721283932,0.3315317616311697,0.21333595403689004,0.07386199187869961,0.10718159531729331,0.029796481489481042,0.10155344723314258,0.018457859950753924,0.044446779558512325,0.03695211456218419,0.02575898526934212,0.05497766642187599,0.05599534537129052,0.01846362693852877,0.035539386150589734,0.04068543997580864,0.16482161216467164,0.026344734113784726,0.04745586202427774,0.07733164499546445
W,0.07438755719116706,0.16834763413927764,0.27505936804890513,0.128411301698097,0.009081414904967772,0.009704606488598019,0.020764101126644507,0.07636707913629469,0.06263731079443258,0.189915338987643,0.1819036792230983,0.19199048546936875,0.22736171492124121,0.22223036511926228,0.12811367253196201,0.4494511591949013,0.4320071387236277,0.16600842948080266,0.4778070148471027,0.3713503716295651,0.12974940096207252,0.16812507911821098,0.018988625061034707,0.17445918630305027,0.03577280865146323,0.07848121959599527,0.0491992920049886,0.025319558475144357,0.049133474691210016,0.03570516935819246,0.02121748919471336,0.03654212027777194,0.029305066278460412,0.060793607700232476,0.01678851926867736,0.030397673020236462,0.027877954500244998
Re,0.042667877156761555,0.04016192302020345,0.047495373101312466,0.03070271715086263,0.016127525438725854,0.04188698200855339,0.028694256009438136,0.046294407167084446,0.051098418374870974,0.08435671361156208,0.10248858944108583,0.08510575505087782,0.0923342980386377,0.06956932974487547,0.03427409305412186,0.15388161775549403,0.13704595561126742,0.12107235289780341,0.17059360713759122,0.1113110160743259,0.049100298628520764,0.05473750184338585,0.017736782922872795,0.04963139654918136,0.019534194809025268,0.08740462321191579,0.13892062380179976,0.03799459887922135,0.08605478542987786,0.12523820233004032,0.032208173573219354,0.06076489455832472,0.09115099174163131,0.2957083947795303,0.03147916973897659,0.062337782038047476,0.16789653074767802
Os,0.027318938028559524,0.08835193400804106,0.061968182448357154,0.025504367114931394,0.014474906418965759,0.03650041591570783,0.028570289754609714,0.08078774435047832,0.13186586718425086,0.1709289823929021,0.11276746845972545,0.22146152779703368,0.20830992652155889,0.17002963399417761,0.038036808540135934,0.1178596284486344,0.11053549147372804,0.1534613198391795,0.3137218217108004,0.18747826840427045,0.05236718425065856,0.07260054762234844,0.04146613752946071,0.09569149452377643,0.016099854429502285,0.05429599334534859,0.05145743795924027,0.028982427561347588,0.08220061000970459,0.06981304588936632,0.02107230001386384,0.06040433938721762,0.05616269236101484,0.2821921183973387,0.026372799112713164,0.07740284902259802,0.15963818799390003
Ir,0.01992510130779151,0.06175718364339664,0.05341315159329532,0.0369903066863142,0.028073310001841927,0.03366250690734932,0.05945047430466007,0.060183505249585406,0.05360158408546685,0.10199288543009785,0.12346514090992854,0.09513312764781746,0.11600363787069484,0.09607015564560716,0.037310807699392066,0.04750301620924653,0.05625006907349406,0.11589668907717855,0.267177910296556,0.16350858813777924,0.05147451188064086,0.06451795910849126,0.03882282648738267,0.09312357248111992,0.025460835328789892,0.044388100939399495,0.08213651224903297,0.02050983146067417,0.03845406612635845,0.07724447412046417,0.01573733652606373,0.02257241204641743,0.05539383403941783,0.28314422545588563,0.02147515656658686,0.0497631239638975,0.16308565113280593
Pt,0.029813103924275237,0.038358459869848156,0.06621034641425118,0.07204448497995168,0.035967807138631305,0.037540146585157426,0.08913383290606783,0.07072549792940275,0.038528626832314346,0.15488333990665978,0.11351156905278457,0.14714006113192754,0.14717582002235022,0.10984279892197538,0.038968612370998364,0.049414563202524124,0.05395369092223749,0.09107067968185154,0.15868926247288592,0.09711988102280998,0.04541799776506938,0.04756573325445345,0.045199401827384356,0.10064916518766906,0.02317435745743778,0.04013896009991442,0.07746550647472593,0.02739154013015188,0.05708328403339243,0.10216416880299807,0.018087836061263466,0.027304295668178588,0.06578273516071789,0.3144215473608086,0.025595198185762263,0.06010967593505554,0.17294238480247232
Au,0.06426760288443868,0.0375582514238476,0.06002582445342529,0.07866361611243634,0.06168513457652034,0.13406810352746584,0.07948059434135676,0.05778272551901593,0.039785022046665855,0.11185392935881021,0.0816080286606657,0.11324227218445783,0.11246772230387722,0.0797320181884996,0.036102321789454446,0.03981968813154534,0.04792158506338463,0.08985572065037732,0.07701580011023407,0.05648507257027412,0.052128306999816715,0.05527117398493524,0.03665959718905005,0.08289306218996936,0.029924915028477064,0.039681506062833244,0.09257545241594735,0.024797032886276008,0.038845053279441544,0.08856248851736245,0.02501805070733047,0.03602109360646709,0.1057537203747935,0.28045844433216754,0.022801407771449532,0.04374929955906683,0.16764049007900012
Hg,0.030013188976377968,0.03228761356753471,0.045058979406420584,0.050890929739551984,0.17758706844336783,0.3560824046032689,0.0679935342216841,0.07511939733494882,0.1045744397334955,0.14546862507571248,0.1711642186553609,0.15533213204118776,0.18777990611750478,0.1558776650514847,0.053410099939430765,0.09280248334342871,0.1032838734100552,0.11136830708661483,0.15066044821320493,0.11584956087219946,0.06660192307692338,0.08258251059963712,0.040576135675348346,0.1094045124167179,0.024756677771047852,0.04153802241066011,0.06272119927316801,0.03001500605693513,0.05455074197456098,0.07943874924288348,0.02064180799515443,0.03716685342216841,0.07670423985463368,0.22175722289521435,0.028363749242883072,0.04814675953967292,0.12655330102967913
Tl,0.0961095433840688,0.13079298133540784,0.07341548161315453,0.036326547050327784,0.02646822575269397,0.043458310187756824,0.033507443617375766,0.04962056993667373,0.11348622375291677,0.08206517331407673,0.06397975224975028,0.08737475002777523,0.09355800744361802,0.08569472836351574,0.06326859515609401,0.07652871903121919,0.0800348155760477,0.08747028107988057,0.11460980724364019,0.09445831018775751,0.05934779468947916,0.06785328019109024,0.04683450449950001,0.0880138595711594,0.030384471169869986,0.056109210087768126,0.07228810687701404,0.026392123097433606,0.04574995833796232,0.06724154260637741,0.018714323408510244,0.030110057215864898,0.04751878957893576,0.15982426952560866,0.022935187756915963,0.043671550383290667,0.08668154927230359
Pb,0.0635046952623293,0.13156892190718378,0.07551822064703828,0.0400803874348723,0.01794525475584631,0.02673095389555322,0.036944701926572565,0.054725993578093594,0.13029976978068444,0.10168593996122642,0.05673167333091076,0.1153054571065061,0.11475098449048786,0.10842302798982167,0.08713708651399575,0.1146101569126374,0.09708032685084249,0.10080697928026194,0.16624256331030937,0.14255760783957191,0.08406733914940122,0.10158595359263328,0.031291939294802,0.11662669635284124,0.02834880498000733,0.06478207167090844,0.07449506240155189,0.026366434932751617,0.046935856658185615,0.05463289864291856,0.022936530655519094,0.034916537925603106,0.04561362534835882,0.14073675481642908,0.022651346480067665,0.04657382921361992,0.06718034351145133
