element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Bi,0.08231039265707975,0.12672960002854117,0.1421181405430465,0.13206867930923527,0.03066529596460479,0.031890699147251074,0.04081183769222516,0.0656456095907516,0.13999860402468742,0.130804902415525,0.08577523459521066,0.14571100189103037,0.14652502943589862,0.13512656099475168,0.0989341171013643,0.14531243087022902,0.13057827719698534,0.12264514129232323,0.19523467549148674,0.1567540229064797,0.10123095586398624,0.12382787133834962,0.041502756270739564,0.13365172869018854,0.03693077657259044,0.0632835836871583,0.06983102008777128,0.03631625753737441,0.054063126627894795,0.05931425054411795,0.029369799657472252,0.03987585631712244,0.043976527098868574,0.12104786455917185,0.03154980911264091,0.04458373175866136,0.05644522692403741
Po,0.003591836734693878,0.047602040816326546,0.05286734693877553,0.03817346938775507,0.0019285714285714292,0.0007040816326530614,0.01552040816326529,0.018908163265306106,0.016581632653061208,0.028112244897959163,0.06386734693877551,0.03003061224489794,0.04535714285714284,0.04611224489795918,0.022938775510204058,0.04089795918367345,0.046336734693877564,0.15763265306122448,0.6672551020408163,0.4063979591836735,0.0005000000000000001,0.0005000000000000001,0.03884693877551019,0.018724489795918363,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.005785714285714286,0.005091836734693878,0.010540816326530604,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.14590816326530615,0.020739795918367325,0.03745918367346937,0.05945918367346939
Ra,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.15249999999999997,0.0415,0.028,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0505,0.2502500000000001,0.12549999999999997,0.0005,0.0005,0.25,0.25825,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005
Ac,0.0011315789473684212,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.04426315789473684,0.1087894736842105,0.008552631578947369,0.08555263157894738,0.08807894736842106,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.0416578947368421,0.04660526315789473,0.12080263157894733,0.23913157894736842,0.016026315789473684,0.04039473684210526,0.13868421052631577,0.00418421052631579,0.005342105263157895,0.03428947368421052,0.03355263157894737,0.025236842105263158,0.05207894736842105,0.05307894736842104,0.0005000000000000001,0.0105,0.03071052631578947
Th,0.022385271124417887,0.043153110445775196,0.03872334497671322,0.019194028609447786,0.022338364936793108,0.02083740851630072,0.028513597804391225,0.029244718895542275,0.04524147538256822,0.04689471057884236,0.035308882235528964,0.04389229873586165,0.0464012807717898,0.04210795076513642,0.03656337325349303,0.04099268130405855,0.0428163672654691,0.07158753326679984,0.08138730871590158,0.07070983033932145,0.0482546157684631,0.055967107451763184,0.049609156686626785,0.10793716733200254,0.019459414504324684,0.06393255156353957,0.08440943113772453,0.019307010978043902,0.04079923486360616,0.04258487192282112,0.019140635395874912,0.03306179308050565,0.03585229540918168,0.15086851297405182,0.02211464570858282,0.05522500831669998,0.06777848469727218
Pa,0.0010474452554744527,0.0007335766423357667,0.010843065693430656,0.055478102189781026,0.02994525547445256,0.011930656934306567,0.022383211678832116,0.006043795620437955,0.027007299270072987,0.08264598540145984,0.02301094890510948,0.08435036496350366,0.07641240875912408,0.07080656934306569,0.09022262773722628,0.041036496350364965,0.051664233576642335,0.022302919708029195,0.10868248175182481,0.061135036496350346,0.057434306569343056,0.08049635036496348,0.2149306569343066,0.24387956204379566,0.012401459854014597,0.041412408759124095,0.05414233576642334,0.012925182481751823,0.030864963503649638,0.035417883211678824,0.004587591240875909,0.0061204379562043755,0.005784671532846712,0.1657737226277373,0.015281021897810214,0.058675182481751846,0.08525912408759123
U,0.01985692696869152,0.03327932915010337,0.02262928315647677,0.013024080948782893,0.0949915979499985,0.5138093728440447,0.012710190873550312,0.021598286737409395,0.06515646046190834,0.07794543184730168,0.02620711094319795,0.08266160189230973,0.0777560284503439,0.05858078451986025,0.032220038437531004,0.054192401195835134,0.0534203817471016,0.06012097145109976,0.14751828246657114,0.11054510660665623,0.12163467098130673,0.19459953513584258,0.06366357304773472,0.2561828985840507,0.026547907289989764,0.07372083511284945,0.05529008837346877,0.032306539308124514,0.07468901737902094,0.05838557442754392,0.027174841486251135,0.0565190873550386,0.038571725418049395,0.14325618450014643,0.027718018003219495,0.0597796083971229,0.05088334866454281
Np,0.010987731733914928,0.009908124318429676,0.0035239912758996653,0.002401035986913847,0.07133587786259543,0.4497295528898583,0.009765812431842977,0.009467557251908391,0.05207660850599781,0.09488263358778626,0.02386586695746999,0.09812186477644493,0.08791384950926942,0.0649739640130862,0.03079212104689202,0.041677753544165724,0.04524482006543075,0.050510359869138516,0.13627739912758993,0.1027066521264994,0.1364058069792803,0.24812213740458014,0.039408805888767724,0.18246673936750274,0.0259038985823337,0.07510278080697926,0.05827017448200656,0.033742366412213724,0.07045719738276988,0.051422300981461326,0.02393347873500544,0.043310523446019614,0.028354961832061067,0.13874645583424222,0.026931706652126516,0.058901308615049094,0.050062840785169024
Pu,0.012859571540880502,0.07378616352201266,0.042837460691823925,0.02050039308176102,0.0251591981132075,0.057100628930817646,0.026532036163521996,0.02815015723270442,0.049603577044025224,0.06753675314465406,0.05738286163522011,0.06363522012578612,0.07581584119496851,0.065733195754717,0.06351159591194976,0.06916705974842766,0.07036242138364773,0.0812576650943396,0.10772906839622651,0.09454431996855352,0.07365389150943401,0.09298840408805037,0.05881161556603772,0.09380090408805036,0.018997641509433977,0.05630316430817607,0.053891705974842725,0.008881092767295576,0.021866352201257877,0.0258930817610063,0.01333736242138364,0.023838639937106915,0.027439072327044012,0.20597739779874222,0.01898860062893082,0.0656153694968553,0.09900550314465403
Am,0.005156156156156157,0.015755255255255257,0.00597147147147147,0.00865615615615615,0.013466966966966963,0.061303303303303296,0.013923423423423424,0.01045195195195195,0.02447297297297298,0.06107807807807809,0.030720720720720712,0.058447447447447454,0.06973423423423422,0.06056456456456454,0.012241741741741734,0.011809309309309304,0.009987987987987983,0.0846891891891892,0.14879579579579577,0.12224174174174175,0.038139639639639636,0.05077327327327328,0.052029279279279285,0.13786636636636634,0.022731231231231223,0.09240690690690692,0.10778528528528532,0.009665165165165164,0.025599099099099094,0.021828828828828823,0.007989489489489484,0.009055555555555553,0.016806306306306307,0.20097447447447456,0.018976726726726723,0.07151351351351351,0.09212987987987986
Cm,0.01195967741935485,0.09520967741935486,0.05054838709677422,0.009919354838709675,0.0005000000000000003,0.0005000000000000003,0.02808467741935484,0.030104838709677405,0.02712701612903226,0.1091451612903226,0.06334475806451614,0.10346975806451611,0.10553024193548385,0.08410887096774196,0.011258064516129027,0.026338709677419362,0.022758064516129037,0.09315322580645163,0.19263709677419352,0.15949395161290325,0.08151612903225806,0.11805443548387096,0.07595967741935483,0.16595161290322577,0.015647177419354855,0.05036693548387098,0.0642016129032258,0.006475806451612902,0.0174758064516129,0.01812903225806451,0.0109758064516129,0.013024193548387093,0.013820564516129025,0.21798790322580644,0.0229616935483871,0.08073387096774193,0.09219858870967743
Bk,0.0009927536231884061,0.16693478260869565,0.12189130434782612,0.02641304347826086,0.0038623188405797104,0.029456521739130437,0.04887681159420291,0.049340579710144924,0.018840579710144915,0.17400724637681167,0.09458695652173914,0.16945652173913042,0.16325362318840578,0.12473188405797102,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.14945652173913038,0.3315579710144928,0.2090869565217391,0.04919565217391304,0.06159420289855073,0.09543840579710146,0.06484782608695652,0.0005000000000000001,0.0005000000000000001,0.0005000000000000001,0.004239130434782609,0.00754347826086956,0.0029637681159420297,0.002847826086956522,0.006007246376811595,0.01252898550724637,0.37448550724637675,0.03177536231884059,0.09203623188405798,0.18068840579710146
Cf,0.004246031746031746,0.22200793650793652,0.1729126984126985,0.04037301587301587,0.004214285714285713,0.03221428571428571,0.024452380952380948,0.036801587301587294,0.0521031746031746,0.18089285714285724,0.10242857142857144,0.1783214285714286,0.1654047619047619,0.12113492063492069,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.12423809523809523,0.2225833333333334,0.1517777777777778,0.07019444444444442,0.08158730158730157,0.020174603174603175,0.09072222222222222,0.016746031746031745,0.05557142857142856,0.09127777777777779,0.011515873015873014,0.022376984126984124,0.024317460317460318,0.015019841269841265,0.02024603174603175,0.04728968253968254,0.3445873015873015,0.04247420634920635,0.13073412698412698,0.16303968253968254
Es,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0088,0.0337,0.0012000000000000001,0.017,0.0177,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.22544999999999998,0.42150000000000015,0.2887,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0005000000000000002,0.0054,0.0238,0.0653,0.005200000000000001,0.009000000000000001,0.0323,0.0176,0.006475,0.0201,0.29190000000000005,0.1145,0.16950000000000004,0.08670000000000001
