elements,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,element
Ge,0.0602201131182535,0.0331849166041447,0.0659742367403442,0.0900230507300694,0.0433038292837761,0.0220753217521792,0.1112984388526523,0.115251947827085,0.0494341490159851,0.1064899463265396,0.4107517458302155,0.0650693628441145,0.1912590408033672,0.1915364142667476,0.0767122583251535,0.0592299878801846,0.0798714376406726,0.0742533906619692,0.0786994748080993,0.067262691175619,0.0793003405090281,0.0784508079875299,0.0453549806660119,0.0860985715934629,0.0267319328216087,0.0553972412997038,0.0964879782997592,0.0186533618052756,0.0325796906562021,0.0601637761874508,0.016034224043401,0.0238078259364007,0.0473156893865057,0.1237364892941597,0.0198974375252503,0.0301389190281074,0.0677508657009261,
As,0.0403079475539785,0.093539098324768,0.11869170103924,0.0755131345484712,0.0112644307210176,0.0083702848123141,0.0841499585224783,0.1817891674539676,0.1323585789340253,0.1320740834619886,0.3569183929764689,0.1076334827292197,0.2038370106228511,0.1965885026614715,0.074117727031823,0.1024860935087668,0.1080685185611893,0.0951802428739306,0.1389155471576348,0.1082720118902213,0.0761113556236611,0.0910722227342898,0.0285603267506973,0.1023383701638348,0.0279895038827572,0.0531979341890001,0.0656120469156864,0.0278706362190937,0.0450964582805271,0.0559309399267239,0.0209575201050762,0.0314672442795589,0.0401409832476907,0.097500990851901,0.0247703067032285,0.0363701465539098,0.045572683595641,
Se,0.0742283265204855,0.181912205960066,0.2147857593537263,0.1072479237895913,0.0121734094071205,0.0104227326164563,0.0640876025971477,0.1602640211611626,0.156273261645648,0.1344129285891433,0.1842794390456935,0.1516808460152894,0.1838076862926924,0.1710216626939999,0.0750366842110901,0.123235965356941,0.1287467886148116,0.0779256770602978,0.1134844392074755,0.0952775758490844,0.0662846754101153,0.0715272549802046,0.0099319677081872,0.0637360031062228,0.0244596621978719,0.0435579990724455,0.0460451777991079,0.0246629312855257,0.0396405971936106,0.0441974152528654,0.021257013276962,0.032020799853318,0.0408801864814431,0.0902094707550889,0.0216982052913713,0.032494286376825,0.0420231672724521,
Br,0.152430641199177,0.1573823444628232,0.1265534228204721,0.0832822291572662,0.0464901676943908,0.0474210282247965,0.060153306261594,0.087424875921191,0.1227490788088419,0.090815492304607,0.0770000125332132,0.0987489221436799,0.1046228254875409,0.0892162731237778,0.0484328783777016,0.0636694051737112,0.0700352245951777,0.0556054669875176,0.0633522522183795,0.0537063593522843,0.0412263059607968,0.0515906715295542,0.0101110944001604,0.0574267245701116,0.0293511304958141,0.0358908607810704,0.0454715308066384,0.0249481438311526,0.0315005765277991,0.0412732491101426,0.0247362949315687,0.029885979094601,0.0449739559833566,0.1063512182283038,0.0255958477465284,0.0333250050132856,0.0540219832556282,
Kr,0.0623878205128205,0.000576923076923,0.0083461538461538,0.0525,0.1341217948717948,0.67975,0.063576923076923,0.0867179487179487,0.0919102564102564,0.0454487179487179,0.051102564102564,0.0414935897435897,0.0570128205128204,0.0396923076923076,0.0512179487179487,0.0690641025641025,0.081576923076923,0.0995897435897436,0.1181153846153846,0.0953653846153846,0.0629102564102563,0.054525641025641,0.0316089743589743,0.0810641025641025,0.023076923076923,0.0506282051282051,0.0656282051282051,0.0297339743589743,0.052076923076923,0.0739455128205127,0.0232211538461538,0.0336378205128205,0.0500064102564102,0.2031858974358974,0.0365544871794871,0.0453814102564102,0.0797371794871794,
Rb,0.0769330067662816,0.0474607855229777,0.0487883951226393,0.0488132488722868,0.0437209789963352,0.0393057601494222,0.0505433376797299,0.0559745383422617,0.0652807654355802,0.0776839406540748,0.0580081054412186,0.0844668822244159,0.0868674672258256,0.0752925799971816,0.0466877466873418,0.0474203287989856,0.0529241172117289,0.0755812746687351,0.0822623696081204,0.076001779672964,0.0633965939526368,0.0708012228643933,0.0252558588243585,0.0937575944460115,0.03149827318861,0.0556254140823237,0.0680591432901051,0.0314122585988158,0.0527584842824928,0.0663191517479568,0.0202554887933463,0.0316027364674371,0.0403050905694956,0.1201826279250071,0.0260181491401182,0.0456218987877084,0.0624338701719771,
Sr,0.0564445638361492,0.0609667130737034,0.0501619122813582,0.0366626551053977,0.0269918803259088,0.0284473949768283,0.0668623439602332,0.0621786001270746,0.074431333158917,0.0714575282179693,0.0456406880699667,0.0756653507624448,0.0747047578113312,0.0656403283375692,0.0507268650022434,0.0558413580131568,0.0583654694274189,0.073445848594707,0.0857798484452069,0.083850010278067,0.0646864161309615,0.0755652563910889,0.034613479219615,0.1212116441172041,0.0266091717745557,0.0707968773359243,0.1046389921886652,0.0234716465465693,0.0442542093362247,0.0559048531170589,0.0152336485274328,0.0276482004036484,0.0309881475183145,0.219502957280605,0.0226736619823593,0.0646498028479596,0.117522807968303,
Y,0.0248134741890534,0.048774547133738,0.0433639699925473,0.023215852749603,0.0273997942253475,0.0500917155448985,0.0223816147639263,0.0332905311254417,0.0517082698726472,0.0788000178230025,0.0609355941540564,0.0926151041835453,0.0882418014193599,0.0763001069380094,0.0283409945234777,0.0450127515473611,0.0450726368320431,0.0936499238471768,0.1763252778767919,0.133521322790757,0.0635239962409679,0.0801063304060412,0.1393893029586172,0.1532327927022896,0.0196991072296573,0.0437678473054867,0.0398999805567261,0.0296893855925338,0.0626296947405952,0.0505284195858589,0.0158203117404971,0.0325960740788749,0.026282680903464,0.1312829482484841,0.0288258125668362,0.0551171214232484,0.0543375595450281,
Zr,0.0269150434046158,0.0426336015244553,0.0364896958148072,0.0257915255134449,0.038080263250759,0.0591876455642608,0.0171832874585362,0.0318221557625803,0.0540909203190071,0.077232955748466,0.052026483873245,0.0830599018985117,0.0836791940151043,0.0718980609076162,0.0315407050603429,0.0756634377867184,0.0715152180817287,0.0963234967181882,0.3015073752558366,0.1713207265862078,0.0694929952713679,0.0958534476674439,0.0810638894770282,0.1218523978403557,0.0165419930834921,0.041110205377938,0.0335961253440611,0.0198852777189638,0.0462623950172918,0.0384632384077919,0.0130132419366222,0.0283380443221115,0.0267638594819675,0.161780383230996,0.0261441880160913,0.0640376614439979,0.0646908832662861,
Nb,0.0558971496292697,0.0717056338884169,0.0808693569952597,0.041073167618817,0.0236032393339007,0.0680468700619918,0.0285156436124958,0.0831126960009717,0.0856534945909802,0.1084402029901528,0.0694054758721292,0.1162572201288419,0.115176182083382,0.0968966330375584,0.0667893521332202,0.2003072565941369,0.1843179166160163,0.146042020177463,0.4136417527652817,0.2754210343989283,0.0698384951987366,0.1029497447429185,0.0352251063571173,0.1225845508690872,0.0234118755317856,0.0636042299744751,0.0440392974352749,0.0290862586605083,0.0656107207973753,0.0570192111340716,0.0180203354807339,0.0357149568493989,0.0312387990762128,0.1252999635347004,0.0213549957457152,0.0410391637291851,0.0510372371459836,
