Phase fields,     scores,     Norm. scores,
Cl O Se Y       ,  4.601,    0.307,
Cl Ga N Se      ,  4.602,    0.307,
Ag Bi S Se      ,  4.602,    0.307,
B Br O Zn       ,  4.604,    0.307,
Ag Br Hg S      ,  4.605,    0.307,
Ag Ce O S       ,  4.607,    0.307,
As Br La O      ,  4.608,    0.308,
Cu Dy O Se      ,   4.61,    0.308,
Ce Cl S Si      ,  4.611,    0.308,
Cd Pb S Se      ,  4.612,    0.308,
As I Li S       ,  4.612,    0.308,
Cu La O S       ,  4.615,    0.308,
Br Gd S Si      ,  4.617,    0.309,
Cl O S Zr       ,   4.62,    0.309,
As Bi Ni S      ,  4.621,    0.309,
Ag As Cl Hg     ,  4.622,    0.309,
F I Sb Se       ,  4.624,     0.31,
Cl Pr S Si      ,  4.628,     0.31,
As Gd Ni O      ,  4.629,     0.31,
Cl O Sb Te      ,  4.637,    0.311,
Ag Bi Br Se     ,  4.637,    0.311,
Al Br N Se      ,  4.645,    0.312,
Cl Nb P S       ,  4.645,    0.312,
F O S Se        ,  4.647,    0.313,
B Br Ni O       ,  4.647,    0.313,
As Br Hg In     ,  4.648,    0.313,
As F I Te       ,  4.652,    0.313,
As Co Nd O      ,  4.656,    0.314,
Br O Te Zr      ,  4.658,    0.314,
As Hg S Sb      ,  4.658,    0.314,
Cl Nd S Si      ,   4.66,    0.314,
Ca Cl Ge O      ,   4.66,    0.314,
S Sb Se Tl      ,  4.663,    0.315,
Cl Cu O Y       ,  4.664,    0.315,
As Cl Hg S      ,  4.664,    0.315,
Cl O P Sb       ,  4.665,    0.315,
Cl Cl O Sn      ,  4.665,    0.315,
F Ge Mg O       ,  4.666,    0.315,
Ce I S Si       ,  4.666,    0.315,
As F O S        ,  4.667,    0.315,
Co La O Se      ,  4.667,    0.315,
B I P S         ,  4.669,    0.316,
Al F Ge O       ,  4.674,    0.316,
Ce Cl Fe S      ,  4.681,    0.317,
I Pr S Si       ,  4.683,    0.317,
Bi Cl Ga Se     ,  4.684,    0.318,
Br Gd O Se      ,  4.687,    0.318,
Ag La O S       ,  4.687,    0.318,
As Co La O      ,  4.687,    0.318,
Cl La S Si      ,  4.691,    0.319,
F Ga Mg O       ,  4.694,    0.319,
B Mg O S        ,  4.694,    0.319,
Eu O Se Se      ,  4.695,    0.319,
Cl O P Sn       ,  4.695,    0.319,
Al Ca O S       ,  4.696,    0.319,
As Ca Cl O      ,    4.7,     0.32,
As Ce Cl O      ,  4.701,     0.32,
As Br F O       ,  4.702,     0.32,
B Br I P        ,  4.703,     0.32,
Br Mn O Sb      ,  4.704,     0.32,
Cd Hg Se Te     ,  4.706,    0.321,
Cl Cu Hg S      ,  4.706,    0.321,
Br Cd Hg S      ,  4.707,    0.321,
Ca O P Se       ,   4.71,    0.321,
N P Se Zn       ,  4.713,    0.322,
I Nd S Si       ,  4.714,    0.322,
Ce O Se Si      ,  4.715,    0.322,
Ag I O V        ,  4.715,    0.322,
As Cl O Pr      ,  4.717,    0.322,
As Hg I S       ,  4.719,    0.322,
O P Y Zn        ,  4.721,    0.323,
As Br Hg Sn     ,  4.723,    0.323,
As Co O Sm      ,  4.724,    0.323,
As Cd F O       ,  4.726,    0.323,
Br Nb Nb Se     ,  4.727,    0.323,
Be Cl I Zr      ,  4.728,    0.323,
Cl S Si Sm      ,  4.728,    0.324,
Cl Nd O Se      ,  4.729,    0.324,
Cl O P Ti       ,   4.73,    0.324,
O Pr Se Si      ,  4.731,    0.324,
Cl Hg S Zn      ,  4.733,    0.324,
Ce Fe I S       ,  4.736,    0.324,
Bi Cl Cu Se     ,  4.738,    0.325,
Bi Br Cd Se     ,  4.738,    0.325,
Cl Fe O Sb      ,  4.739,    0.325,
Ce O Se Ti      ,   4.74,    0.325,
Ge Pb S Te      ,  4.741,    0.325,
Bi Br Cu S      ,  4.741,    0.325,
As Cr Mn P      ,  4.742,    0.325,
Ca Cl Cu O      ,  4.742,    0.325,
Cl Mo S S       ,  4.744,    0.326,
Ce Cu O Te      ,  4.744,    0.326,
I La S Si       ,  4.746,    0.326,
Cl Fe O Te      ,  4.747,    0.326,
Hg O Se Se      ,  4.747,    0.326,
As Cl Nd O      ,  4.748,    0.326,
Pr S Se Sm      ,   4.75,    0.326,
Cu Eu O Se      ,  4.756,    0.327,
As Br Na O      ,  4.757,    0.327,
As Br Hg Ti     ,  4.758,    0.327,
F O Sc Se       ,  4.759,    0.328,
Cl Fe La S      ,   4.76,    0.328,
Cu Hg I S       ,   4.76,    0.328,
Ba Ge Se Te     ,  4.761,    0.328,
Pb S Se Te      ,  4.761,    0.328,
Cd Cl O V       ,  4.761,    0.328,
Ca Co O S       ,  4.761,    0.328,
Nd O Se Si      ,  4.762,    0.328,
Cu Na O S       ,  4.763,    0.328,
Cl N S Se       ,  4.768,    0.329,
Fe S Se Tl      ,  4.772,    0.329,
Cl Fe O P       ,  4.774,     0.33,
B Cl O Zn       ,  4.775,     0.33,
Br Li P S       ,  4.776,     0.33,
Cl Ga N S       ,  4.776,     0.33,
As Cd Hg I      ,  4.778,     0.33,
Ag F O S        ,  4.779,     0.33,
As Cl La O      ,  4.779,     0.33,
Pb S Se Sn      ,  4.782,    0.331,
I S Si Sm       ,  4.782,    0.331,
Ca Fe O Se      ,  4.783,    0.331,
Ce Fe O Se      ,  4.783,    0.331,
Ba Cl Ga Se     ,  4.786,    0.331,
Hg I S Zn       ,  4.787,    0.331,
Nd O Se Ti      ,  4.787,    0.331,
Ba Br Ga S      ,  4.789,    0.332,
Bi Cu I Se      ,  4.791,    0.332,
Cu Nd O Te      ,  4.792,    0.332,
Cu F Se Sm      ,  4.792,    0.332,
Fe I O Sb       ,  4.792,    0.332,
La O Se Si      ,  4.793,    0.332,
Cl O Se Sm      ,  4.796,    0.333,
F I S Sb        ,  4.797,    0.333,
Ce O P Zn       ,  4.798,    0.333,
Fe O Pr Se      ,    4.8,    0.333,
B Cu I O        ,  4.802,    0.333,
B Br Co O       ,  4.802,    0.333,
As Ce Fe O      ,  4.803,    0.333,
Ag Bi Cl Se     ,  4.807,    0.334,
Mn Mo S Se      ,  4.809,    0.334,
O S Si Y        ,  4.809,    0.334,
Ag Bi Se Te     ,   4.81,    0.334,
Ag Bi Br S      ,   4.81,    0.334,
Fe I La S       ,  4.814,    0.335,
O P Pr Zn       ,  4.814,    0.335,
Cd I O V        ,  4.815,    0.335,
As Cl O Sm      ,  4.816,    0.335,
B Cl Ni O       ,  4.817,    0.335,
La O Se Ti      ,  4.818,    0.335,
Cd Pb Se Te     ,  4.819,    0.335,
As Fe O Pr      ,  4.819,    0.336,
Cu La O Te      ,  4.822,    0.336,
Cl O Te Zr      ,  4.827,    0.337,
Dy S Te Te      ,  4.828,    0.337,
Cl Cu N S       ,  4.829,    0.337,
O Se Si Sm      ,   4.83,    0.337,
Ag Hg I S       ,   4.83,    0.337,
Fe Nd O Se      ,   4.83,    0.337,
Cl F Ge O       ,  4.831,    0.337,
Na Ni O S       ,  4.832,    0.337,
Bi Br In Se     ,  4.832,    0.337,
Ba Cu Se Te     ,   4.84,    0.338,
Bi S Sb Se      ,  4.842,    0.339,
Nd O P Zn       ,  4.845,    0.339,
Ca O S Sb       ,  4.846,    0.339,
Cu La O P       ,  4.849,     0.34,
As Fe Nd O      ,   4.85,     0.34,
Bi S Se Te      ,   4.85,     0.34,
Br Cl Hg S      ,  4.851,     0.34,
Ca Cl O S       ,  4.852,     0.34,
Ce Cl O S       ,  4.852,     0.34,
O Se Sm Ti      ,  4.854,     0.34,
Cl Gd O Se      ,  4.855,     0.34,
As Fe P Sr      ,  4.857,    0.341,
Bi Ga S Te      ,  4.858,    0.341,
Ag Cl Cr O      ,  4.859,    0.341,
Au Cl P S       ,  4.859,    0.341,
As Ga Mn N      ,  4.859,    0.341,
F Ga O Te       ,   4.86,    0.341,
Fe La O Se      ,  4.861,    0.341,
Br Hg Se Zr     ,  4.862,    0.341,
Cl O Pr S       ,  4.868,    0.342,
As Cl F O       ,   4.87,    0.342,
B I Ni O        ,   4.87,    0.342,
Br Cu O Sr      ,  4.871,    0.342,
I S Si Tb       ,  4.872,    0.343,
Na O S S        ,  4.873,    0.343,
As Cl Gd O      ,  4.874,    0.343,
Br Hg S Sn      ,  4.874,    0.343,
La O P Zn       ,  4.875,    0.343,
I Nb Te Te      ,  4.877,    0.343,
Ho S Te Te      ,  4.879,    0.344,
In La O S       ,  4.879,    0.344,
As Fe La O      ,   4.88,    0.344,
Ca O P S        ,  4.881,    0.344,
N P S Zn        ,  4.884,    0.344,
Ca O S Si       ,  4.885,    0.344,
Ce O S Si       ,  4.885,    0.344,
Cl O Se Tb      ,  4.886,    0.344,
Br Ce O Te      ,  4.888,    0.345,
Gd O Se Si      ,  4.888,    0.345,
As Cl Hg Sn     ,   4.89,    0.345,
Al Bi Cl Se     ,  4.893,    0.345,
Cl Nb Nb Se     ,  4.894,    0.345,
B Cl Mg O       ,  4.896,    0.346,
Fe O Se Sm      ,  4.897,    0.346,
Al Ca Cl O      ,  4.897,    0.346,
Cl Nd O S       ,  4.898,    0.346,
Al Ca O Te      ,  4.899,    0.346,
O Pr S Si       ,  4.901,    0.346,
Br Hg I S       ,  4.903,    0.347,
Cu Mo O S       ,  4.904,    0.347,
Cl O Te V       ,  4.906,    0.347,
Cl Mn O P       ,  4.906,    0.347,
Bi Cl Cu S      ,  4.907,    0.347,
Bi Br Cd S      ,  4.908,    0.347,
O P Sm Zn       ,  4.911,    0.348,
Ag Cr I O       ,  4.911,    0.348,
Cu F O Te       ,  4.912,    0.348,
Gd O Se Ti      ,  4.912,    0.348,
Br Ca O P       ,  4.914,    0.348,
Ce Mn O Se      ,  4.915,    0.348,
As Fe O Sm      ,  4.916,    0.348,
La Ni O P       ,  4.916,    0.348,
Cr Cr Se Te     ,  4.917,    0.349,
Br Ca O Si      ,  4.918,    0.349,
O Se Si Tb      ,  4.919,    0.349,
La O S Sb       ,  4.922,    0.349,
Cl Dy O Se      ,  4.923,    0.349,
I Mn O Sb       ,  4.924,    0.349,
Br Nb O Te      ,  4.924,    0.349,
As Cl Hg Ti     ,  4.924,    0.349,
O Pr S Ti       ,  4.925,     0.35,
Cl La O S       ,  4.928,     0.35,
Au Cl O Se      ,  4.929,     0.35,
S Se Tl V       ,   4.93,     0.35,
Mn O Pr Se      ,  4.931,     0.35,
Nd O S Si       ,  4.931,     0.35,
Br Nd O Te      ,  4.934,    0.351,
As Ce Mn O      ,  4.934,    0.351,
Ge N O Zn       ,  4.934,    0.351,
Cl F Sb Sb      ,  4.937,    0.351,
Cl N S S        ,  4.937,    0.351,
Br Cu Mo O      ,  4.938,    0.351,
Cu F O P        ,  4.938,    0.351,
Cl Li P S       ,  4.941,    0.352,
As Hg I Sn      ,  4.942,    0.352,
Cl F Sb Te      ,  4.945,    0.352,
I Nb Nb Se      ,  4.946,    0.352,
Ga O S Tl       ,  4.947,    0.353,
F Fe O Se       ,   4.95,    0.353,
Ca Fe O S       ,  4.951,    0.353,
La O S Sn       ,  4.951,    0.353,
Ce Fe O S       ,  4.951,    0.353,
Ba Cl Ga S      ,  4.954,    0.353,
Nd O S Ti       ,  4.955,    0.354,
Dy O Se Si      ,  4.956,    0.354,
Bi Cd I Se      ,  4.957,    0.354,
I Li S Sb       ,  4.959,    0.354,
Bi Cu I S       ,  4.959,    0.354,
Cl F P Rh       ,   4.96,    0.354,
Br Cr O P       ,  4.961,    0.354,
La O S Si       ,  4.961,    0.354,
Mn Nd O Se      ,  4.961,    0.354,
Ga N O Zn       ,  4.961,    0.354,
Cl N Sb Se      ,  4.961,    0.354,
Br Cl La O      ,  4.961,    0.354,
F O P Zn        ,  4.964,    0.355,
Br Cr O Si      ,  4.965,    0.355,
Cl Hg In S      ,  4.966,    0.355,
B Cl Co O       ,  4.967,    0.355,
Fe O Pr S       ,  4.967,    0.355,
Gd O P Zn       ,  4.968,    0.355,
As Br Hg O      ,  4.968,    0.355,
As F Fe O       ,  4.969,    0.355,
O Sb Se Sr      ,  4.969,    0.355,
F Ni O Sb       ,   4.97,    0.356,
Cl F P Sb       ,  4.971,    0.356,
Cu F Se Sr      ,  4.971,    0.356,
As Fe Gd O      ,  4.973,    0.356,
Cl Ho O Se      ,  4.973,    0.356,
Ag Bi Cl S      ,  4.975,    0.356,
Cl O Se Sr      ,  4.975,    0.356,
Bi Ni S Te      ,  4.976,    0.356,
Li Mn Se Te     ,  4.977,    0.357,
As Mn Nd O      ,   4.98,    0.357,
Br Mo Te Te     ,  4.981,    0.357,
Co Na O S       ,  4.981,    0.357,
Al Cl N S       ,  4.981,    0.357,
Pb Se Sn Te     ,  4.982,    0.357,
As Ce O Ru      ,  4.982,    0.357,
La O S Ti       ,  4.984,    0.357,
Nd O Se V       ,  4.987,    0.358,
Al O S Sr       ,  4.989,    0.358,
La Mn O Se      ,   4.99,    0.358,
B Br Fe O       ,   4.99,    0.358,
I Li P S        ,  4.993,    0.359,
As Cl O Sr      ,  4.994,    0.359,
Cl F I Sb       ,  4.994,    0.359,
Cl Nb O Sc      ,  4.995,    0.359,
Ag N O Se       ,  4.995,    0.359,
O S Si Sm       ,  4.996,    0.359,
F I Sb Te       ,  4.996,    0.359,
Fe Nd O S       ,  4.997,    0.359,
Bi In Se Te     ,  4.997,    0.359,
Fe Na O Se      ,  5.002,     0.36,
Mg N P S        ,  5.002,     0.36,
Cl Ga N P       ,  5.002,     0.36,
