Phase fields,     scores,     Norm. scores,
Cu Se Te V      ,  4.364,    0.135,
Cd Cl O Se      ,  4.367,    0.135,
Cl Ga S Sb      ,  4.377,    0.136,
Ag Br In S      ,  4.383,    0.137,
As Cl F Se      ,  4.388,    0.137,
Ag Cl In Te     ,  4.389,    0.137,
Br Cu O Sb      ,  4.394,    0.138,
Ga S Se V       ,  4.397,    0.138,
Cu Cu S Te      ,  4.399,    0.138,
As Cl In O      ,  4.414,    0.139,
Cu Ge P S       ,  4.415,    0.139,
As Br Hg Se     ,  4.422,     0.14,
Cu Ge I S       ,   4.43,    0.141,
Cd Se Sn Te     ,  4.433,    0.141,
Cu Rh S Se      ,  4.435,    0.141,
Cd S Se Si      ,  4.439,    0.141,
Br Cu S Si      ,  4.443,    0.142,
As Cu I S       ,  4.455,    0.143,
Br Cu S Te      ,  4.458,    0.143,
Cl O Sb Se      ,  4.468,    0.144,
Ag Ge I S       ,  4.468,    0.144,
Cl In O Se      ,  4.474,    0.144,
Ga P S Zn       ,  4.485,    0.145,
Br Cd S Sb      ,  4.492,    0.146,
Cu P S Se       ,    4.5,    0.146,
Se Te Ti Ti     ,  4.511,    0.147,
Br Cu O Te      ,  4.513,    0.147,
Ag Al Cl O      ,  4.515,    0.147,
As Br Cu Hg     ,  4.521,    0.148,
Cu S Se V       ,  4.531,    0.149,
Br O Te Zn      ,  4.532,    0.149,
Ag Br I Te      ,  4.543,     0.15,
Cu Nb Se Te     ,  4.543,     0.15,
Cu I P Se       ,  4.547,     0.15,
Ag As I O       ,  4.548,     0.15,
Ag Cl In S      ,  4.555,    0.151,
As Cl Ga Hg     ,  4.558,    0.151,
Al Cl Nb Se     ,  4.564,    0.152,
Cl Cu O Sb      ,  4.566,    0.152,
Br Cl S Sb      ,  4.568,    0.152,
Cl Cu In O      ,  4.572,    0.152,
Ni P S Se       ,  4.577,    0.153,
Br Cu Hg Se     ,   4.58,    0.153,
Cl O Sb Zn      ,  4.585,    0.153,
Cr Cu Se Te     ,  4.586,    0.153,
Br Ni O Te      ,  4.589,    0.154,
Ag O P Se       ,  4.592,    0.154,
Br In S Sb      ,  4.596,    0.154,
Br Hg Se Zn     ,  4.599,    0.154,
Cr Se Te Zn     ,  4.606,    0.155,
Ag I O Se       ,  4.606,    0.155,
Br Cl I Sb      ,  4.615,    0.156,
Br F Sb Se      ,  4.625,    0.156,
Cl Cu S Te      ,  4.627,    0.157,
As Cd I P       ,  4.637,    0.157,
Ag Br S Sn      ,  4.639,    0.158,
Br Cu P S       ,  4.653,    0.159,
As O Y Zn       ,   4.66,    0.159,
Cd Cl S Sb      ,   4.66,    0.159,
Ag Cl S Te      ,  4.663,     0.16,
As Br Cd Hg     ,  4.669,     0.16,
Cl Cu O Te      ,  4.679,    0.161,
As Br F Te      ,  4.681,    0.161,
Cl O Te Zn      ,  4.698,    0.162,
In S Se Sn      ,  4.699,    0.162,
Ce O Se Se      ,    4.7,    0.163,
Cu I In Te      ,    4.7,    0.163,
Ag Cl O Si      ,  4.702,    0.163,
Ag Br I S       ,  4.704,    0.163,
Cu Nb S Se      ,  4.704,    0.163,
Cd Cl O Sb      ,  4.712,    0.164,
Ag Cl O Te      ,  4.716,    0.164,
Ag As Cl Hg     ,  4.724,    0.165,
Cl O Se Sn      ,  4.724,    0.165,
Cd Cr Se Te     ,  4.733,    0.165,
O Pr Se Se      ,  4.735,    0.165,
As F I Se       ,  4.735,    0.165,
Ag I In Te      ,  4.736,    0.165,
I Sb Se Sn      ,  4.738,    0.166,
Cl Cu Hg Se     ,  4.744,    0.166,
Cr Cu S Se      ,  4.746,    0.166,
Nd O Se Se      ,  4.753,    0.167,
Cl Ni O Te      ,  4.754,    0.167,
I S Sb Se       ,  4.758,    0.167,
Ga Mo Se Te     ,   4.76,    0.167,
Al Cd O Te      ,   4.76,    0.167,
Cl In S Sb      ,   4.76,    0.167,
Br In O Te      ,  4.761,    0.168,
Al Al I Te      ,  4.762,    0.168,
Cr S Se Zn      ,  4.764,    0.168,
Cl In In S      ,  4.766,    0.168,
As Br Hg In     ,   4.77,    0.168,
B O Se Zn       ,  4.776,    0.169,
Ag Cl Mo Se     ,   4.79,     0.17,
Ag S Te Te      ,  4.796,     0.17,
Ga La O Se      ,  4.804,    0.171,
As Nd O Zn      ,  4.809,    0.171,
As Ce Ni O      ,   4.81,    0.172,
Ce O Se Zn      ,  4.811,    0.172,
Cl Cu P S       ,  4.815,    0.172,
Bi Br Cu Se     ,  4.816,    0.172,
O Se Se Sm      ,  4.817,    0.172,
Cd Cl O Te      ,  4.823,    0.173,
As Br O Pr      ,  4.826,    0.173,
Br Cd P P       ,  4.828,    0.173,
La O Se Se      ,  4.836,    0.174,
As Br F S       ,  4.837,    0.174,
As Cl F Te      ,  4.842,    0.174,
Al I Sb Te      ,  4.846,    0.174,
Br Cd O P       ,  4.848,    0.175,
Cu I S Sb       ,   4.85,    0.175,
Ag Cl P S       ,   4.85,    0.175,
Bi Cl Ga Se     ,  4.851,    0.175,
Ag Bi Br Se     ,  4.851,    0.175,
As Cu O Sm      ,  4.853,    0.175,
As Br Hg Ti     ,  4.876,    0.177,
Br Cd O V       ,  4.877,    0.177,
As Cd Ce O      ,  4.879,    0.177,
Ag I S Sb       ,  4.885,    0.178,
Cd Cr S Se      ,  4.887,    0.178,
As Br F O       ,  4.888,    0.178,
In S Sb Te      ,   4.89,    0.178,
As La O Zn      ,  4.891,    0.178,
Cl Cu O V       ,  4.895,    0.178,
As I Li Se      ,  4.896,    0.179,
Ge Pb Se Te     ,  4.897,    0.179,
Ca Cl Ge O      ,  4.902,    0.179,
B Br Cu O       ,  4.903,    0.179,
Cu O Se Sm      ,  4.908,    0.179,
Cl O Se Y       ,  4.911,     0.18,
S Sn Te Zn      ,  4.913,     0.18,
Br Ca Cu O      ,  4.913,     0.18,
Ga Mo S Se      ,  4.913,     0.18,
Al Cd O S       ,  4.914,     0.18,
Cl O Sb Te      ,  4.914,     0.18,
Cl In O Te      ,   4.92,     0.18,
B Br O Zn       ,  4.921,    0.181,
F Ge Mg O       ,  4.924,    0.181,
As Br La O      ,  4.925,    0.181,
As Hg I Se      ,  4.925,    0.181,
As Ca Cl O      ,  4.925,    0.181,
Cu La O Se      ,  4.927,    0.181,
Ag S Sn Te      ,   4.93,    0.181,
As Cl Pr S      ,  4.933,    0.182,
Cd Ce O Se      ,  4.933,    0.182,
S Se Sn Sn      ,  4.938,    0.182,
I In In Te      ,  4.939,    0.182,
As La Ni O      ,  4.944,    0.182,
Cu I S Si       ,  4.944,    0.182,
La O Se Zn      ,  4.945,    0.182,
Cl Nb P Se      ,  4.947,    0.183,
As Ce Cl O      ,  4.949,    0.183,
Bi Br Cd Se     ,  4.955,    0.183,
Ag Au S Se      ,  4.956,    0.183,
Br O Te Zr      ,  4.956,    0.183,
Cu I S Te       ,  4.957,    0.184,
As Br Na O      ,  4.959,    0.184,
Al F Ge O       ,  4.959,    0.184,
O S Se Zr       ,  4.965,    0.184,
Al Cl O Sn      ,  4.965,    0.184,
F Ga Mg O       ,  4.969,    0.184,
Cu Gd O Se      ,  4.971,    0.185,
Br C Se Se      ,  4.971,    0.185,
Bi Cl Cu Se     ,  4.972,    0.185,
B Br Ni O       ,  4.973,    0.185,
As Cd F O       ,  4.974,    0.185,
Cl Mg O P       ,  4.977,    0.185,
Ga S Se Tl      ,   4.98,    0.185,
Br Nb Nb Se     ,  4.981,    0.185,
As Cl O Pr      ,  4.982,    0.186,
Al Cl O S       ,  4.983,    0.186,
Ag O S Si       ,  4.985,    0.186,
Hg O Se Se      ,  4.986,    0.186,
As Gd Ni O      ,  4.988,    0.186,
Cd I S Sb       ,  4.988,    0.186,
As Cl F S       ,  4.993,    0.186,
Cu Dy O Se      ,  4.994,    0.186,
As Br Li S      ,  4.995,    0.187,
Ag O S Te       ,  4.998,    0.187,
As Cl Nd O      ,    5.0,    0.187,
Cl Cu O Y       ,    5.0,    0.187,
Cd Cl O P       ,  5.004,    0.187,
As Cu Ho P      ,  5.004,    0.187,
As Br Hg Sn     ,  5.005,    0.187,
Ag S Te V       ,  5.006,    0.188,
Ag Bi Cl Se     ,  5.007,    0.188,
As Cu Er P      ,  5.007,    0.188,
Cd Hg Se Te     ,  5.012,    0.188,
Br Hg Se Zr     ,  5.017,    0.188,
Cd Cl I O       ,  5.017,    0.188,
Br O S Ti       ,  5.019,    0.189,
Cl F Ge O       ,   5.02,    0.189,
Br Gd O Se      ,  5.023,    0.189,
As Br Hg S      ,  5.023,    0.189,
Cl Cl O Sn      ,  5.025,    0.189,
Ag O P Te       ,  5.027,    0.189,
Cl Ga N Se      ,  5.028,    0.189,
As Cl Hg Ti     ,  5.031,     0.19,
Cd Cl O V       ,  5.032,     0.19,
Cd S Sn Te      ,  5.032,     0.19,
Cu Mo S Se      ,  5.034,     0.19,
Ag I O Te       ,   5.04,     0.19,
As Cl F O       ,  5.042,     0.19,
Ge Pb S Se      ,  5.046,    0.191,
Bi Br In Se     ,  5.049,    0.191,
Cl Nd O Se      ,  5.052,    0.191,
As Cl O Sm      ,   5.06,    0.192,
F O Sc Se       ,  5.066,    0.192,
Ca Cl Cu O      ,  5.067,    0.192,
Ag Mo S Se      ,  5.068,    0.193,
As Br Hg O      ,  5.072,    0.193,
B Cl O Zn       ,  5.074,    0.193,
As Cl La O      ,  5.079,    0.193,
I Nb Se Te      ,  5.085,    0.194,
Eu O Se Se      ,   5.09,    0.194,
Cl O P Sb       ,  5.092,    0.195,
Br Cl Cr S      ,  5.097,    0.195,
Mo Ni S Se      ,  5.103,    0.195,
Cl F Sb Sb      ,  5.105,    0.196,
F I Sb Se       ,  5.108,    0.196,
Cl O Te Zr      ,  5.108,    0.196,
Br Ce S Sb      ,  5.112,    0.196,
Cl O Se Sm      ,  5.112,    0.196,
Ce O Se Si      ,  5.114,    0.196,
Al Bi Cl Se     ,  5.116,    0.196,
As Cl Hg Zr     ,  5.116,    0.196,
As Cl Gd O      ,  5.122,    0.197,
B Cl Ni O       ,  5.125,    0.197,
Ag Cl Cr O      ,  5.128,    0.197,
Ce O Se Ti      ,  5.129,    0.198,
Ag Bi Se Te     ,   5.13,    0.198,
Cl Nb Nb Se     ,  5.133,    0.198,
Cu I P S        ,  5.134,    0.198,
Al Br N Se      ,  5.137,    0.198,
Br P S S        ,  5.142,    0.199,
O Pr Se Si      ,  5.146,    0.199,
As Cd Hg I      ,  5.148,    0.199,
Cl P S Ti       ,   5.15,    0.199,
As Cl Hg Sn     ,  5.156,      0.2,
As F I Te       ,  5.159,      0.2,
Br Cu Hg S      ,  5.162,      0.2,
Nd O Se Si      ,  5.163,      0.2,
Ag Nb S Te      ,  5.163,      0.2,
B Cl Mg O       ,  5.164,      0.2,
Cl Hg Se Zr     ,  5.168,    0.201,
Cl O S Ti       ,  5.169,    0.201,
Br S S V        ,   5.17,    0.201,
Cl Gd O Se      ,  5.173,    0.201,
Au Cl O Se      ,  5.173,    0.201,
As Cl Hg S      ,  5.174,    0.201,
Cu Eu O Se      ,  5.177,    0.201,
Nd O Se Ti      ,  5.178,    0.202,
F Ga O Te       ,  5.186,    0.202,
Cl O Se Tb      ,  5.187,    0.202,
As Hg S Sb      ,  5.193,    0.203,
Cd Pb Se Te     ,  5.194,    0.203,
Cl Dy O Se      ,  5.195,    0.203,
Ag Br Hg S      ,  5.195,    0.203,
Cl O P Ti       ,  5.197,    0.203,
Cu F Se Sm      ,  5.201,    0.203,
Br Ce S Si      ,  5.202,    0.203,
Br F S Sb       ,  5.203,    0.204,
Be Cl I Zr      ,  5.205,    0.204,
Cl F Sb Te      ,  5.207,    0.204,
Al Ca Cl O      ,  5.208,    0.204,
Ce Cu O Te      ,  5.212,    0.204,
Ag I O P        ,  5.214,    0.204,
Br Cu Mo O      ,  5.219,    0.205,
As Cl Hg O      ,  5.221,    0.205,
O Se Si Sm      ,  5.221,    0.205,
Cl O Te V       ,  5.222,    0.205,
Cl Nb O Sc      ,  5.226,    0.205,
Br Ca O Si      ,  5.227,    0.205,
Br Nb O Te      ,  5.227,    0.206,
Br Pr S Si      ,  5.234,    0.206,
Cl Mo S Se      ,  5.234,    0.206,
O Se Sm Ti      ,  5.236,    0.206,
Br La S Sb      ,  5.238,    0.206,
La O Se Si      ,  5.239,    0.206,
Ce Ga O S       ,  5.239,    0.207,
Ag I O V        ,  5.241,    0.207,
Br F O Sb       ,   5.25,    0.207,
Br Nd S Si      ,   5.25,    0.207,
Cl O S Zr       ,  5.252,    0.208,
As Br O Pb      ,  5.252,    0.208,
Br Cr O Si      ,  5.253,    0.208,
La O Se Ti      ,  5.254,    0.208,
As Bi Ni S      ,  5.257,    0.208,
In Mo S Se      ,  5.258,    0.208,
Cu Nd O Te      ,   5.26,    0.208,
As F S S        ,  5.261,    0.208,
Br Ce O Te      ,  5.261,    0.208,
Cd I P S        ,  5.264,    0.209,
Bi Cl Ga Te     ,  5.265,    0.209,
Br Cl La O      ,  5.266,    0.209,
F Ni O Sb       ,  5.267,    0.209,
Cu S Sm Te      ,  5.271,    0.209,
As Br Cr Hg     ,  5.273,    0.209,
Ag Bi S Se      ,  5.273,    0.209,
Ca O P Se       ,  5.275,    0.209,
Cl Ho O Se      ,  5.275,    0.209,
Cl Er O Se      ,  5.277,     0.21,
Cl In Nb O      ,  5.278,     0.21,
Cl Mo O Se      ,   5.28,     0.21,
Gd O Se Si      ,  5.281,     0.21,
Bi Cu I Se      ,  5.281,     0.21,
Br Mn Sb Se     ,  5.282,     0.21,
Ga Nd O S       ,  5.287,     0.21,
Bi Cu O Se      ,  5.288,     0.21,
Cu La S Te      ,  5.289,    0.211,
Cl O S Sn       ,  5.291,    0.211,
Br Cd Hg S      ,  5.293,    0.211,
O Se Si Tb      ,  5.295,    0.211,
Gd O Se Ti      ,  5.296,    0.211,
Cu F O Te       ,  5.301,    0.211,
As F I S        ,  5.301,    0.212,
Dy O Se Si      ,  5.302,    0.212,
Br O Pb Se      ,  5.303,    0.212,
I S Sb Sn       ,  5.304,    0.212,
As Ni P Sr      ,  5.306,    0.212,
As F O S        ,  5.307,    0.212,
Br S Si Sm      ,  5.308,    0.212,
Cl O Si Y       ,  5.309,    0.212,
Br Nd O Te      ,  5.309,    0.212,
Cl Cu Hg S      ,  5.309,    0.212,
As Ce O Ru      ,   5.31,    0.212,
O P Y Zn        ,  5.312,    0.212,
Bi Sb Se Te     ,  5.313,    0.213,
S Sb Se Tl      ,  5.315,    0.213,
Bi In Se Te     ,  5.318,    0.213,
Cl O Se Tm      ,  5.319,    0.213,
Cl O P Sn       ,  5.319,    0.213,
As Cl Eu O      ,  5.322,    0.213,
Br La S Si      ,  5.325,    0.213,
Cl Hg S Zn      ,  5.326,    0.214,
Al Ca O Te      ,  5.327,    0.214,
Cr Cr Se Te     ,  5.329,    0.214,
Cd F O Sb       ,   5.33,    0.214,
Cu La O Te      ,  5.335,    0.214,
Cd Pb S Se      ,  5.336,    0.214,
Bi Br O Se      ,  5.336,    0.214,
Cd I O V        ,  5.338,    0.215,
F Ge O V        ,   5.34,    0.215,
As La O S       ,  5.342,    0.215,
Br Mo Te Te     ,  5.344,    0.215,
La S S Se       ,  5.345,    0.215,
Ce Cl S Si      ,  5.347,    0.215,
Ca O S Zn       ,  5.347,    0.215,
Br F O Te       ,  5.349,    0.215,
B Br P S        ,  5.351,    0.216,
Ce Cu O S       ,  5.353,    0.216,
F O S Se        ,  5.357,    0.216,
Br Cl Hg S      ,  5.357,    0.216,
As Nd O Ru      ,  5.358,    0.216,
Cl N Sb Se      ,   5.36,    0.216,
B Cu I O        ,  5.361,    0.216,
Ga La O S       ,  5.362,    0.216,
Br Gd S Si      ,  5.366,    0.217,
Nd O Se V       ,  5.371,    0.217,
Cl Eu O Se      ,  5.371,    0.217,
Ca Cl O Si      ,  5.371,    0.217,
Cl Nb O Te      ,  5.372,    0.217,
Bi Br Cu S      ,  5.373,    0.217,
Cl Nb O Ti      ,  5.375,    0.218,
Cl Ge O Pb      ,  5.375,    0.218,
Cl F P Sb       ,  5.376,    0.218,
Cl Pr S Si      ,  5.378,    0.218,
Ho O Se Si      ,  5.381,    0.218,
Er O Se Si      ,  5.383,    0.218,
Cu O Pr S       ,  5.383,    0.218,
Ag Ce O S       ,  5.384,    0.218,
Cl F I Sb       ,  5.388,    0.219,
B Br I P        ,   5.39,    0.219,
F Mg O Si       ,  5.391,    0.219,
Ce Cl O Si      ,  5.393,    0.219,
Cl F O Sb       ,  5.394,    0.219,
Cl Nd S Si      ,  5.394,    0.219,
Ce O P Zn       ,  5.396,    0.219,
As Cl O Pb      ,  5.396,    0.219,
Ge N O Zn       ,  5.397,    0.219,
Cl Cr O Si      ,  5.397,    0.219,
Cu Nd O S       ,  5.399,     0.22,
Ag Bi Br S      ,  5.405,     0.22,
Ce Cl O Te      ,  5.405,     0.22,
F Mg O Ti       ,  5.406,     0.22,
Br Ca O P       ,  5.406,     0.22,
Bi Cd I Se      ,  5.409,     0.22,
Cl Cr O Te      ,  5.409,     0.22,
Cl Lu O Se      ,  5.411,     0.22,
Br Gd O Si      ,  5.412,    0.221,
As O Ru Sm      ,  5.414,    0.221,
Ag Br O Pb      ,  5.417,    0.221,
B Mg O S        ,  5.423,    0.221,
Al F O Si       ,  5.424,    0.222,
Cl O Pr Si      ,  5.424,    0.222,
B I Ni O        ,  5.426,    0.222,
O P Pr Zn       ,  5.427,    0.222,
O Se Sm V       ,  5.427,    0.222,
Ag Cr I O       ,  5.428,    0.222,
As La O Ru      ,  5.432,    0.222,
Br Cr O P       ,  5.432,    0.222,
I Nb Nb Se      ,  5.433,    0.222,
Ga N O Zn       ,  5.438,    0.223,
Cl O Pr Ti      ,  5.438,    0.223,
Br Cu O Sr      ,  5.439,    0.223,
Cl Nd O Si      ,   5.44,    0.223,
Mo Ru Se Te     ,  5.442,    0.223,
Nd O P Zn       ,  5.443,    0.223,
As I Li S       ,  5.445,    0.223,
Ge Pb S Te      ,  5.446,    0.223,
As Cu Mn P      ,  5.448,    0.224,
N P Se Zn       ,  5.448,    0.224,
B Cl I Zr       ,   5.45,    0.224,
As Cl O Sr      ,   5.45,    0.224,
Cl S Si Sm      ,   5.45,    0.224,
Cl Nd O Te      ,  5.451,    0.224,
Bi S Sb Se      ,  5.452,    0.224,
Cl Nd O Ti      ,  5.454,    0.224,
As Hg I Sn      ,  5.455,    0.224,
Cu Eu F Se      ,  5.456,    0.224,
Cd Mn Se Te     ,  5.458,    0.224,
F O Sc Te       ,  5.464,    0.225,
Al Ca O S       ,  5.465,    0.225,
Cu F O P        ,  5.466,    0.225,
Cl La S Si      ,  5.468,    0.225,
Ag F O S        ,   5.47,    0.225,
As Hg I S       ,  5.471,    0.225,
As Gd O Ru      ,  5.472,    0.225,
Cu La O S       ,  5.473,    0.225,
Bi Cl O Se      ,  5.478,    0.226,
I Nb Te Te      ,  5.482,    0.226,
Ag N O Se       ,  5.482,    0.226,
F O P Zn        ,  5.482,    0.226,
F Mg O Zr       ,  5.485,    0.226,
Cl Nb P S       ,  5.491,    0.227,
Cl O Si Sm      ,  5.495,    0.227,
Bi I In Se      ,  5.495,    0.227,
Ag F O P        ,  5.497,    0.227,
Bi Br Cd S      ,  5.498,    0.228,
Ca F Ge O       ,  5.498,    0.228,
Pb Se Sn Te     ,  5.498,    0.228,
O P Sm Zn       ,  5.498,    0.228,
Cl O Se Sr      ,  5.499,    0.228,
Cu La O P       ,  5.499,    0.228,
Cu Na O S       ,  5.503,    0.228,
F I Sb Te       ,  5.503,    0.228,
Ag La O S       ,  5.504,    0.228,
Cd Ge N O       ,  5.506,    0.228,
F O Se Y        ,  5.506,    0.228,
Ce Cr O Se      ,  5.507,    0.228,
Ce O Si Te      ,  5.508,    0.228,
Ga Se Ta Te     ,  5.509,    0.228,
Cl O Sm Ti      ,   5.51,    0.229,
Al Bi Cl Te     ,   5.51,    0.229,
Br Re Se Se     ,  5.512,    0.229,
Br Hg I Te      ,  5.512,    0.229,
Cl La O Si      ,  5.512,    0.229,
F In O Te       ,  5.514,    0.229,
Bi Cl Cu S      ,  5.514,    0.229,
Pb S Se Te      ,  5.515,    0.229,
La O P Zn       ,  5.515,    0.229,
O Sb Se Sr      ,  5.517,    0.229,
As Ca F O       ,  5.519,    0.229,
Bi Ga S Te      ,  5.519,    0.229,
Ca Cl O S       ,   5.52,    0.229,
Cl Hg In S      ,  5.522,     0.23,
Ag F O V        ,  5.523,     0.23,
Cl Cu O Pb      ,  5.526,     0.23,
Br Mo O Te      ,  5.526,     0.23,
Cl La O Ti      ,  5.527,     0.23,
Cl O Se Yb      ,  5.532,     0.23,
Cl Nb O P       ,  5.535,    0.231,
Ca O S Sb       ,  5.538,    0.231,
O Pr Si Te      ,  5.538,    0.231,
As Ce F O       ,   5.54,    0.231,
Ce Cl O S       ,  5.541,    0.231,
Bi Br Cd O      ,  5.543,    0.231,
Ag Bi Cl S      ,  5.545,    0.231,
Ca Cl O P       ,  5.546,    0.231,
Bi S Se Te      ,  5.547,    0.232,
Cl Hg In P      ,  5.548,    0.232,
As F Sr Zn      ,  5.549,    0.232,
Cl Gd O Si      ,  5.552,    0.232,
Nd O Si Te      ,  5.554,    0.232,
Gd O P Zn       ,  5.555,    0.232,
F Nb O Se       ,  5.556,    0.232,
Cl N Sc Sc      ,  5.556,    0.232,
Ag Cl O Pb      ,  5.557,    0.232,
Bi Cl Cu O      ,  5.558,    0.232,
Bi Br Cl S      ,  5.561,    0.233,
O S Si Y        ,  5.561,    0.233,
As Nb Te Tl     ,  5.562,    0.233,
La Ni O P       ,  5.563,    0.233,
Cl Gd O Te      ,  5.563,    0.233,
Cl Ga N S       ,  5.564,    0.233,
Ga O S Tl       ,  5.565,    0.233,
F Mg O P        ,  5.565,    0.233,
Cl O Si Tb      ,  5.565,    0.233,
Na Ni O S       ,  5.566,    0.233,
Ce Cl O P       ,  5.567,    0.233,
Cl O Pr S       ,  5.571,    0.233,
Ca Cl O V       ,  5.572,    0.234,
Nb O Se Sm      ,  5.572,    0.234,
Cl Dy O Si      ,  5.572,    0.234,
Br Cl O Pb      ,  5.573,    0.234,
Dy O P Zn       ,  5.575,    0.234,
As Cr La O      ,  5.577,    0.234,
B Br Ca O       ,  5.579,    0.234,
Cl Cu O Sr      ,  5.579,    0.234,
Cl F P Rh       ,  5.581,    0.234,
Cu F Se Sr      ,  5.581,    0.234,
Cl Nd O S       ,  5.586,    0.235,
Cl Dy O Ti      ,  5.586,    0.235,
Ce F O Se       ,  5.588,    0.235,
Ag Bi Cl O      ,  5.589,    0.235,
Cd F O P        ,  5.589,    0.235,
Pr S Se Sm      ,  5.589,    0.235,
Cl Ga N P       ,   5.59,    0.235,
I P P Sn        ,  5.591,    0.235,
Br O Pb Sb      ,  5.591,    0.235,
As F N Se       ,  5.591,    0.235,
Br Hg S Sn      ,  5.591,    0.235,
Cl N S Se       ,  5.592,    0.235,
Ba Cl Ga Se     ,  5.596,    0.236,
Al F O P        ,  5.597,    0.236,
Cl O P Pr       ,  5.597,    0.236,
Cu Hg I S       ,  5.599,    0.236,
S Se Tl V       ,    5.6,    0.236,
B Br Cr O       ,  5.603,    0.236,
Bi Br Cl O      ,  5.605,    0.236,
F O Te Ti       ,  5.606,    0.236,
Br Li P S       ,  5.608,    0.237,
Ag Br N O       ,  5.608,    0.237,
O Si Sm Te      ,  5.608,    0.237,
Ag F Se Sr      ,  5.612,    0.237,
Cl Nd O P       ,  5.612,    0.237,
O P P S         ,  5.613,    0.237,
Cu Mo O S       ,  5.613,    0.237,
Hg I S Zn       ,  5.615,    0.237,
