Phase fields,     scores,     Norm. scores,
As Ga Se Zn     ,  1.626,      0.0,
As Cu Ge Se     ,  1.676,    0.009,
As Ge P Zn      ,   1.83,    0.037,
As Ga S Zn      ,  1.862,    0.043,
Ga P Se Zn      ,  1.873,    0.045,
As Cu Mn P      ,  1.899,     0.05,
As Cr Cu Se     ,  1.909,    0.052,
Cu Ge P Se      ,  1.917,    0.053,
As Co Ni S      ,  1.937,    0.057,
As Cd Ga Se     ,  1.943,    0.058,
Cu Ga S Se      ,  1.949,    0.059,
As In Se Zn     ,  1.982,    0.065,
Cu Fe S Se      ,  1.992,    0.067,
Fe Mn S Se      ,  1.997,    0.067,
As Cu In Se     ,  2.013,     0.07,
Br Cu Ge S      ,  2.025,    0.073,
Br Cr Cu Se     ,  2.027,    0.073,
As Br Cu S      ,   2.06,    0.079,
Br Cu P Se      ,  2.069,    0.081,
As Cr Mn P      ,   2.08,    0.083,
Ga P S Zn       ,  2.082,    0.083,
As P Si Zn      ,  2.099,    0.086,
As Ga Te Zn     ,  2.113,    0.089,
As Cd P Zn      ,  2.114,    0.089,
As Cd Ge P      ,  2.117,    0.089,
Cu Ge P S       ,  2.122,     0.09,
Br Cu In Se     ,  2.125,    0.091,
Cr S Se Zn      ,  2.133,    0.092,
As Cd Ga S      ,  2.145,    0.094,
Ga S Se V       ,  2.149,    0.095,
As Cd Cr Se     ,  2.157,    0.097,
Br Nb Se Se     ,  2.161,    0.097,
Co Cr S Se      ,  2.161,    0.097,
Cr Cu S Se      ,  2.162,    0.098,
Cr Fe S Se      ,  2.165,    0.098,
Cr Mn S Se      ,  2.167,    0.098,
Ga Mo S Se      ,   2.18,    0.101,
Cu S Se V       ,  2.185,    0.102,
Ag Ga S Se      ,  2.187,    0.102,
Cu Ga Se Te     ,   2.19,    0.102,
Cd Ga S Se      ,  2.192,    0.103,
Al S Se Zn      ,  2.194,    0.103,
Cd S Se Zn      ,    2.2,    0.104,
Cd Ge S Se      ,  2.202,    0.105,
Cu P S Se       ,  2.202,    0.105,
Cu Rh S Se      ,  2.202,    0.105,
Ni P S Se       ,  2.204,    0.105,
Cu Mo S Se      ,  2.216,    0.107,
Mo Ni S Se      ,  2.218,    0.108,
Mn Mo S Se      ,  2.221,    0.108,
Al Cu S Se      ,  2.223,    0.108,
In S Se Zn      ,  2.227,    0.109,
Cu Nb S Se      ,  2.237,    0.111,
As Cd In Se     ,   2.25,    0.113,
Cu In S Se      ,  2.255,    0.114,
Br Mn Sb Se     ,  2.255,    0.114,
Ag Br Ge S      ,  2.255,    0.114,
As Br Cd P      ,  2.255,    0.114,
In Ni S Se      ,  2.256,    0.115,
Fe In S Se      ,  2.257,    0.115,
In Mn S Se      ,  2.259,    0.115,
Br Cu P S       ,   2.26,    0.115,
Cu Ge I Se      ,  2.264,    0.116,
Br Cu S Si      ,  2.271,    0.117,
Br Nb Nb Se     ,  2.342,     0.13,
Ag Br In Se     ,  2.346,    0.131,
Cr Se Te Zn     ,  2.355,    0.133,
As Cd Ga Te     ,  2.366,    0.135,
Cu S Sb Se      ,  2.373,    0.136,
Cr Mo S Se      ,  2.373,    0.136,
Br In In Se     ,  2.376,    0.136,
Cr Cu Se Te     ,  2.382,    0.137,
Cd Cr S Se      ,  2.384,    0.138,
Br C Se Se      ,  2.392,    0.139,
Ga Mo Se Te     ,  2.398,     0.14,
Cu Se Te V      ,  2.402,    0.141,
Cu Cu S Te      ,  2.404,    0.141,
Ag Ga Se Te     ,  2.404,    0.141,
Fe Fe S Te      ,  2.409,    0.142,
Cd Se Te Zn     ,  2.416,    0.144,
As Cu In Te     ,  2.424,    0.145,
As Cd In S      ,  2.426,    0.145,
Ag Mo S Se      ,  2.428,    0.146,
Cd S Se Si      ,   2.43,    0.146,
Br Mn S Sb      ,  2.431,    0.146,
As Ga Mn N      ,  2.439,    0.148,
Br Cd P P       ,   2.44,    0.148,
Cu Ge I S       ,   2.44,    0.148,
Cd Mn Se Te     ,  2.446,    0.149,
Cu Nb Se Te     ,   2.45,     0.15,
In Mo S Se      ,  2.457,    0.151,
Al Br Sb Se     ,  2.459,    0.151,
Ag In S Se      ,  2.464,    0.152,
Br Cd Sb Se     ,  2.464,    0.152,
As As Cd I      ,  2.464,    0.152,
Cu In Se Te     ,  2.466,    0.153,
Cd In S Se      ,  2.468,    0.153,
Br S S V        ,  2.468,    0.153,
As Cu I S       ,  2.469,    0.153,
Ag Ge I Se      ,  2.472,    0.154,
Cu I P Se       ,  2.477,    0.155,
Se Sn Te Zn     ,  2.482,    0.156,
Br P S S        ,  2.483,    0.156,
Cl Ga P Se      ,  2.484,    0.156,
Ge Se Sn Te     ,  2.484,    0.156,
Cu I Se Si      ,  2.487,    0.156,
Br In Sb Se     ,  2.488,    0.157,
As As Cd Cl     ,  2.503,    0.159,
Br Cu S Te      ,  2.504,     0.16,
As Cl Cu S      ,  2.507,     0.16,
Cl Cu P Se      ,  2.515,    0.162,
Ag Br In S      ,  2.516,    0.162,
Br Cu In Te     ,  2.518,    0.162,
Cu I In Se      ,  2.524,    0.163,
Cr Cr Se Te     ,  2.529,    0.164,
In S Se Sn      ,  2.533,    0.165,
Ag Br Se Te     ,  2.536,    0.165,
Ge Sb Se Te     ,  2.552,    0.168,
Ag Br S Sn      ,  2.556,    0.169,
Ag S Sb Se      ,  2.572,    0.172,
S Se Sn Sn      ,  2.574,    0.172,
Cd Cr Se Te     ,  2.585,    0.174,
Ga Ga I Te      ,  2.598,    0.177,
Ag Fe S Te      ,  2.603,    0.178,
Mo Ru Se Te     ,  2.607,    0.178,
As Cd In Te     ,  2.624,    0.181,
Br Cd S Sb      ,  2.627,    0.182,
I Mn Sb Se      ,  2.634,    0.183,
Ag Ge I S       ,  2.634,    0.183,
As Cd I P       ,  2.634,    0.183,
Br Co O Se      ,  2.634,    0.183,
Cl Ga Sb Se     ,  2.636,    0.184,
Br Ni O Se      ,  2.637,    0.184,
Cu I P S        ,  2.638,    0.184,
S Sn Te Zn      ,  2.644,    0.185,
Ag S Se Te      ,  2.645,    0.185,
Cu I S Si       ,  2.648,    0.186,
Br In S Sb      ,  2.649,    0.186,
N P Se Zn       ,  2.657,    0.187,
As Br F Se      ,  2.657,    0.187,
Ag In Se Te     ,  2.658,    0.188,
Se Te Ti Ti     ,  2.669,     0.19,
Ag Cl Ge S      ,   2.67,     0.19,
Cl Cu P S       ,  2.674,    0.191,
