Phase fields,     scores,     Norm. scores,
As Ga Se Zn     ,   1.67,      0.0,
As Cu Ge Se     ,  1.808,    0.021,
As Ge P Zn      ,  1.889,    0.033,
As Ga S Zn      ,  1.901,    0.035,
Ga P Se Zn      ,  1.936,     0.04,
As Cd Ga Se     ,   1.96,    0.044,
Cu Ge P Se      ,  2.057,    0.059,
Cu Ga S Se      ,  2.068,     0.06,
As In Se Zn     ,  2.077,    0.062,
As Cr Cu Se     ,   2.12,    0.068,
Ga P S Zn       ,  2.139,    0.071,
As Cd Ge P      ,   2.15,    0.073,
As Cu Mn P      ,  2.151,    0.073,
As Cd Ga S      ,   2.16,    0.074,
As P Si Zn      ,  2.167,    0.076,
As Cd P Zn      ,   2.17,    0.076,
As Cu In Se     ,  2.178,    0.077,
As Co Ni S      ,  2.199,     0.08,
Ga Mo S Se      ,  2.203,    0.081,
Br Cu Ge S      ,  2.205,    0.081,
Ag Ga S Se      ,  2.207,    0.082,
Ga S Se V       ,  2.208,    0.082,
Cd Ga S Se      ,  2.213,    0.082,
Cu Fe S Se      ,  2.215,    0.083,
Cd Ge S Se      ,  2.224,    0.084,
Al S Se Zn      ,  2.234,    0.086,
As Br Cu S      ,  2.238,    0.086,
Fe Mn S Se      ,   2.24,    0.087,
Cd S Se Zn      ,  2.243,    0.087,
Br Nb Se Se     ,  2.248,    0.088,
Cu Ge P S       ,  2.249,    0.088,
As Ga Te Zn     ,  2.261,     0.09,
As Cd Cr Se     ,  2.262,     0.09,
Cr S Se Zn      ,  2.263,     0.09,
Br Cu P Se      ,  2.268,    0.091,
Br Cr Cu Se     ,  2.294,    0.095,
As Cr Mn P      ,  2.309,    0.097,
As Cd In Se     ,  2.316,    0.098,
In S Se Zn      ,  2.317,    0.098,
Al Cu S Se      ,  2.328,      0.1,
Cu Mo S Se      ,  2.329,      0.1,
Cu P S Se       ,   2.33,      0.1,
Cu S Se V       ,  2.333,    0.101,
Cu Rh S Se      ,  2.334,    0.101,
Ag Br Ge S      ,  2.336,    0.101,
Cu Nb S Se      ,  2.342,    0.102,
Br Cu In Se     ,  2.347,    0.103,
Mn Mo S Se      ,  2.352,    0.104,
As Br Cd P      ,  2.352,    0.104,
Mo Ni S Se      ,  2.356,    0.104,
Cr Cu S Se      ,  2.356,    0.104,
Ni P S Se       ,  2.357,    0.104,
Cr Fe S Se      ,   2.37,    0.106,
Co Cr S Se      ,  2.376,    0.107,
Cr Mn S Se      ,  2.379,    0.108,
Cu Ga Se Te     ,  2.403,    0.111,
Cu In S Se      ,  2.408,    0.112,
Br Nb Nb Se     ,  2.416,    0.113,
Fe In S Se      ,  2.421,    0.114,
In Mn S Se      ,   2.43,    0.116,
In Ni S Se      ,  2.434,    0.116,
Br Cu P S       ,  2.443,    0.117,
Br Cu S Si      ,  2.448,    0.118,
Ag Mo S Se      ,  2.453,    0.119,
Cd S Se Si      ,  2.464,    0.121,
Ag Br In Se     ,  2.471,    0.122,
Cr Mo S Se      ,  2.476,    0.122,
As Cd Ga Te     ,  2.483,    0.123,
Cd Cr S Se      ,  2.484,    0.124,
As Cd In S      ,  2.488,    0.124,
As As Cd Cl     ,   2.52,    0.129,
Cl Ga P Se      ,   2.52,    0.129,
Ga Mo Se Te     ,   2.52,    0.129,
Br Mn Sb Se     ,  2.522,    0.129,
