Phase fields,     scores,     Norm. scores,
Br Cd S Sb      ,  5.487,    0.139,
Ag Ge I S       ,   5.49,    0.139,
Ag I In Se      ,  5.495,     0.14,
Ag Au S Se      ,  5.499,     0.14,
As Cr Cu Se     ,  5.499,     0.14,
Br Cu S Te      ,  5.503,     0.14,
Ge Pb Se Te     ,   5.53,    0.142,
As Br Cu Hg     ,  5.532,    0.142,
In S Se Sn      ,  5.539,    0.143,
Cu Ge I S       ,  5.539,    0.143,
As Cu I S       ,  5.539,    0.143,
Cu I In Se      ,  5.543,    0.143,
Ge Pb S Se      ,  5.545,    0.143,
Cu I P Se       ,  5.557,    0.144,
Ga Ga I Te      ,  5.569,    0.145,
Br Cd P P       ,  5.573,    0.145,
Br In S Sb      ,  5.585,    0.146,
Br Cu Hg Se     ,  5.586,    0.146,
Ag Br S Sn      ,  5.595,    0.147,
As Br Cd O      ,  5.595,    0.147,
Br Hg Se Zn     ,   5.61,    0.148,
Br Nb Se Se     ,  5.615,    0.149,
As Cl Ga Hg     ,  5.616,    0.149,
As Cd Cr Se     ,  5.624,    0.149,
As Cd I P       ,  5.628,     0.15,
Br Cl S Sb      ,   5.63,     0.15,
Ag Cl In Te     ,   5.64,     0.15,
Br Ni O Se      ,  5.641,    0.151,
Ag Cl In S      ,  5.655,    0.152,
As Br Cd Hg     ,  5.656,    0.152,
Ag Cl P S       ,  5.669,    0.153,
Ag S Te Te      ,  5.677,    0.153,
Ag O P Se       ,  5.678,    0.153,
Cl Cu In Te     ,  5.687,    0.154,
Ag Cl S Te      ,  5.688,    0.154,
As Br In O      ,  5.692,    0.154,
As Cl Cu O      ,  5.704,    0.155,
I S Sb Se       ,  5.707,    0.155,
S Se Sn Sn      ,   5.71,    0.156,
Cl Cu P S       ,  5.716,    0.156,
Ag As Cl Hg     ,  5.717,    0.156,
Cd Cl S Sb      ,   5.72,    0.156,
Cl Cu S Te      ,  5.735,    0.158,
Ag Bi Br Se     ,   5.74,    0.158,
Ga S Se V       ,  5.741,    0.158,
Br P S S        ,  5.752,    0.159,
As Br Hg In     ,  5.752,    0.159,
Cl Cu O Se      ,  5.755,    0.159,
Cl O Se Zn      ,  5.779,    0.161,
Bi Br Cu Se     ,  5.786,    0.161,
As Br Hg S      ,  5.799,    0.162,
In S Sb Te      ,  5.803,    0.163,
Ga S Se Tl      ,  5.805,    0.163,
Ag S Sn Te      ,  5.812,    0.163,
Cl In S Sb      ,  5.814,    0.163,
Cl Cu Hg Se     ,  5.815,    0.163,
As Cd Cl O      ,  5.824,    0.164,
I Sb Se Sn      ,  5.826,    0.164,
Ag Br I Te      ,  5.848,    0.166,
Ag Br I S       ,  5.863,    0.167,
Cl O Sb Se      ,  5.866,    0.167,
Bi Cl Ga Se     ,  5.867,    0.167,
Cl Ni O Se      ,  5.868,    0.167,
As Hg I Se      ,   5.87,    0.168,
Br Cr Cu Se     ,  5.871,    0.168,
Cu Se Te V      ,  5.871,    0.168,
Cd Cl O Se      ,  5.875,    0.168,
As Hg S Sb      ,  5.878,    0.168,
S Sn Te Zn      ,  5.881,    0.168,
Cu S Se V       ,  5.886,    0.169,
Bi Br Cd Se     ,  5.905,     0.17,
Cl In In S      ,  5.915,    0.171,
As Cl In O      ,  5.917,    0.171,
As Br Hg Sn     ,  5.917,    0.171,
Br Cu O Sb      ,  5.922,    0.171,
Cd Hg Se Te     ,  5.922,    0.171,
Ag I S Sb       ,  5.941,    0.173,
Ag Bi Se Te     ,  5.952,    0.174,
Cu I S Si       ,  5.963,    0.174,
Ag Bi Cl Se     ,  5.963,    0.174,
Ag Bi S Se      ,  5.967,    0.175,
Cl In O Se      ,  5.967,    0.175,
Cd S Sn Te      ,  5.975,    0.175,
Cu I S Sb       ,  5.985,    0.176,
Cd Pb Se Te     ,  5.985,    0.176,
Bi Br In Se     ,  5.997,    0.177,
Cd Pb S Se      ,    6.0,    0.177,
Bi Cl Cu Se     ,  6.008,    0.178,
As Br F Se      ,  6.013,    0.178,
Br Cl I Sb      ,  6.013,    0.178,
As Cl Hg S      ,   6.02,    0.179,
Ag I In Te      ,  6.026,    0.179,
Ag As I O       ,  6.041,     0.18,
Br Cu O Te      ,  6.052,    0.181,
S Sb Se Tl      ,  6.056,    0.181,
Cu I In Te      ,   6.07,    0.182,
As Bi Ni S      ,   6.07,    0.182,
Ge Pb S Te      ,  6.072,    0.183,
Ag Cl O Si      ,  6.073,    0.183,
Br O Te Zn      ,  6.074,    0.183,
Ag O S Si       ,  6.076,    0.183,
Hg O Se Se      ,  6.078,    0.183,
Cr Cu Se Te     ,  6.079,    0.183,
Ag Br Hg S      ,  6.079,    0.183,
Al I Sb Te      ,  6.086,    0.184,
Ag I O Se       ,   6.09,    0.184,
Cr Cu S Se      ,  6.092,    0.184,
Al Al I Te      ,  6.094,    0.184,
Cu I P S        ,  6.096,    0.184,
Cd I S Sb       ,    6.1,    0.185,
Cr Se Te Zn     ,    6.1,    0.185,
Ag Al Cl O      ,  6.102,    0.185,
Bi Sb Se Te     ,  6.104,    0.185,
Cu Nb Se Te     ,  6.104,    0.185,
Cr S Se Zn      ,  6.114,    0.186,
Cu I S Te       ,  6.114,    0.186,
Bi S Sb Se      ,  6.118,    0.186,
Cu Nb S Se      ,  6.118,    0.186,
Pb S Se Te      ,  6.121,    0.186,
Al Bi Cl Se     ,  6.122,    0.186,
Br Cu Hg S      ,  6.122,    0.186,
Cl O Se Sn      ,  6.126,    0.187,
As Cl Hg Sn     ,  6.134,    0.187,
Cl Cu O Sb      ,  6.138,    0.187,
Br Cd O P       ,  6.148,    0.188,
Br Ni O Te      ,  6.159,    0.189,
Cl O Sb Zn      ,   6.16,    0.189,
Cd Cr Se Te     ,  6.192,    0.191,
Ag O P Te       ,  6.193,    0.192,
As Br Hg Ti     ,  6.194,    0.192,
Bi In Se Te     ,    6.2,    0.192,
Ga Mo Se Te     ,  6.203,    0.192,
Cd Cr S Se      ,  6.205,    0.192,
Cd I P S        ,  6.209,    0.193,
Ga Mo S Se      ,  6.216,    0.193,
Ag Cl O Te      ,  6.221,    0.194,
Ag O S Te       ,  6.224,    0.194,
As Cl F Se      ,  6.226,    0.194,
Al Cl Nb Se     ,  6.228,    0.194,
Pb Se Sn Te     ,  6.233,    0.194,
Cl Cu In O      ,  6.234,    0.195,
Br Cd Hg S      ,  6.235,    0.195,
Bi S Se Te      ,  6.244,    0.195,
Pb S Se Sn      ,  6.246,    0.195,
Al Cd O Te      ,  6.247,    0.196,
Cd Cl O Sb      ,   6.25,    0.196,
As Cd Hg I      ,  6.253,    0.196,
Br In O Te      ,  6.253,    0.196,
Se Te Ti Ti     ,  6.255,    0.196,
Al Cd O S       ,  6.261,    0.197,
Ag Bi Br S      ,  6.264,    0.197,
Cl Cu O Te      ,  6.264,    0.197,
I In In Te      ,   6.27,    0.197,
Cl O Te Zn      ,  6.285,    0.198,
Au Cl P S       ,  6.296,    0.199,
Ag Cl Mo Se     ,  6.305,      0.2,
Bi Br Cu S      ,  6.306,      0.2,
Ag Mo S Se      ,  6.308,      0.2,
As Cu Er P      ,   6.31,      0.2,
As Br Hg O      ,  6.323,    0.201,
Cl Nb P Se      ,  6.327,    0.201,
B Br P S        ,  6.328,    0.202,
Cl Cu Hg S      ,  6.332,    0.202,
Au Cl O Se      ,  6.332,    0.202,
As Cu Ho P      ,  6.333,    0.202,
Ag S Te V       ,  6.342,    0.203,
I S Sb Sn       ,  6.343,    0.203,
Cl O P Sb       ,  6.349,    0.203,
Cu Mo S Se      ,   6.35,    0.203,
Cl Hg S Zn      ,  6.353,    0.203,
B O Se Zn       ,  6.356,    0.204,
Cd Cl O P       ,  6.356,    0.204,
Cl P S Ti       ,  6.358,    0.204,
Br Cl Hg S      ,  6.362,    0.204,
Cl O Sb Te      ,  6.366,    0.204,
Bi Cl Ga Te     ,  6.366,    0.204,
Cl Ni O Te      ,  6.368,    0.205,
Bi Ga S Te      ,  6.369,    0.205,
Bi Cu I Se      ,  6.371,    0.205,
Cd Cl O Te      ,  6.374,    0.205,
As Br O Pb      ,  6.382,    0.206,
As Hg I S       ,  6.383,    0.206,
Al Cl O S       ,  6.387,    0.206,
As Cl Hg Ti     ,  6.401,    0.207,
As Br Li S      ,  6.409,    0.208,
Bi Br Cd S      ,  6.415,    0.208,
I P P Sn        ,  6.417,    0.208,
Br S S V        ,  6.426,    0.209,
Br F Sb Se      ,  6.427,    0.209,
Br O Pb Se      ,  6.429,    0.209,
Br Hg P Sn      ,  6.442,     0.21,
Mo Ni S Se      ,  6.452,    0.211,
O P P S         ,  6.457,    0.211,
Cl In O Te      ,  6.459,    0.211,
Br Hg Se Zr     ,  6.465,    0.212,
Ag Bi Cl S      ,  6.469,    0.212,
Br Hg S Sn      ,  6.472,    0.212,
As I Li Se      ,  6.473,    0.212,
Bi Cd I Se      ,  6.479,    0.213,
As Hg I Sn      ,   6.49,    0.214,
Cl Pb S Sb      ,  6.492,    0.214,
Cl Hg In P      ,  6.495,    0.214,
Al Cl O Sn      ,  6.495,    0.214,
As Br F Te      ,  6.501,    0.214,
Br Mn Sb Se     ,  6.504,    0.215,
Bi Cl Cu S      ,   6.51,    0.215,
As Br F S       ,  6.514,    0.215,
Bi Cu O Se      ,  6.518,    0.216,
Cl Hg In S      ,  6.525,    0.216,
As Cl Hg O      ,  6.526,    0.216,
As Cu Mn P      ,  6.532,    0.217,
Bi Br Cl S      ,  6.538,    0.217,
Br Hg Se Tl     ,  6.541,    0.217,
In Mo S Se      ,  6.542,    0.217,
Bi Br O Se      ,  6.546,    0.218,
As Bi Br Hg     ,  6.553,    0.218,
Ag I O P        ,  6.556,    0.218,
Ag Nb S Te      ,  6.558,    0.219,
Bi I In Se      ,  6.563,    0.219,
Ag I O Te       ,  6.573,     0.22,
As F I Se       ,  6.577,     0.22,
As Cl Hg Hg     ,  6.578,     0.22,
Cl Mo S Se      ,  6.581,     0.22,
Cl Ge O Pb      ,  6.584,    0.221,
As Cl O Pb      ,  6.584,    0.221,
Cl O P Sn       ,   6.59,    0.221,
As Cl Pr S      ,  6.595,    0.221,
Bi Ni S Te      ,    6.6,    0.222,
Al Bi Cl Te     ,  6.603,    0.222,
Br Cl Cr S      ,  6.613,    0.223,
O S Se Zr       ,  6.615,    0.223,
B Br Cu O       ,  6.615,    0.223,
Bi Cd Cl S      ,  6.616,    0.223,
Al Bi Cl S      ,  6.616,    0.223,
Cl Cl O Sn      ,  6.616,    0.223,
As Cl Hg Zr     ,  6.619,    0.223,
Cl O S Sn       ,  6.619,    0.223,
O Se Se Sm      ,  6.621,    0.223,
As Br Cr Hg     ,  6.628,    0.224,
Nd O Se Se      ,   6.63,    0.224,
B Br O Zn       ,  6.636,    0.224,
Ag Br O Pb      ,  6.637,    0.225,
As O Y Zn       ,  6.638,    0.225,
Ag Hg I S       ,  6.638,    0.225,
Cl Hg P Sn      ,  6.642,    0.225,
O Pr Se Se      ,  6.648,    0.225,
Ce O Se Se      ,  6.652,    0.226,
Cl Hg Se Zr     ,  6.664,    0.227,
B Br I P        ,  6.671,    0.227,
Br O S Ti       ,  6.675,    0.227,
Cu Hg I S       ,  6.678,    0.228,
Cl Mg O P       ,  6.687,    0.228,
Bi In S Te      ,  6.688,    0.228,
I Nb Se Te      ,  6.689,    0.228,
Br C Se Se      ,  6.689,    0.228,
Br Hg I Te      ,  6.693,    0.229,
As Cl Hg Tl     ,  6.694,    0.229,
Bi Cl In S      ,  6.697,    0.229,
Hg I S Zn       ,  6.698,    0.229,
Cd Mn Se Te     ,  6.699,    0.229,
As Cl F Te      ,  6.699,    0.229,
Br Hg I S       ,  6.706,     0.23,
As Cl F S       ,  6.712,     0.23,
B Br Ni O       ,  6.714,     0.23,
As F S S        ,  6.715,     0.23,
Pb S Sn Te      ,  6.718,     0.23,
Br Gd S Si      ,  6.723,    0.231,
Cd Cl I O       ,  6.727,    0.231,
Br S Si Sm      ,  6.739,    0.232,
Bi Cl O Se      ,  6.743,    0.232,
Br Nd S Si      ,  6.748,    0.233,
As Bi Cl Hg     ,   6.75,    0.233,
Br O Pb Si      ,  6.754,    0.233,
La S S Se       ,  6.762,    0.234,
Br Pr S Si      ,  6.765,    0.234,
La O Se Se      ,  6.767,    0.234,
Br Ce S Si      ,  6.769,    0.234,
Br O Pb Sb      ,  6.773,    0.235,
Br Cd O V       ,  6.783,    0.235,
Br Ce S Sb      ,  6.789,    0.236,
In Mn S Se      ,  6.792,    0.236,
S Se Tl V       ,  6.799,    0.237,
Cl Nb P S       ,  6.805,    0.237,
Ga O S Tl       ,  6.807,    0.237,
As Cu O Sm      ,   6.82,    0.238,
Br Mo Te Te     ,  6.829,    0.239,
I Pb S Sb       ,  6.829,    0.239,
B Cl O Zn       ,  6.829,    0.239,
Ag Cl O Pb      ,  6.831,    0.239,
Cl O P Ti       ,  6.839,    0.239,
Cu Dy O Se      ,  6.839,     0.24,
Cu S Sm Te      ,  6.846,     0.24,
Bi Cu I S       ,  6.846,     0.24,
Cu Gd O Se      ,  6.848,     0.24,
As Nd O Zn      ,  6.848,     0.24,
Bi Pb S Se      ,  6.852,     0.24,
S Se Tl Tl      ,  6.853,    0.241,
Cu O Se Sm      ,  6.863,    0.241,
B I P S         ,  6.867,    0.242,
Cl O S Ti       ,  6.867,    0.242,
Cr Hg S Se      ,  6.869,    0.242,
Cl Cu O Pb      ,   6.87,    0.242,
Br O P Pb       ,  6.872,    0.242,
Br O Te Zr      ,  6.872,    0.242,
Cl Cu O V       ,  6.873,    0.242,
As Br O Pr      ,  6.873,    0.242,
Br Gd O Se      ,  6.875,    0.242,
Br Re Se Se     ,   6.88,    0.243,
Br La S Si      ,  6.882,    0.243,
Cl O Se Y       ,  6.882,    0.243,
Ga La O Se      ,  6.883,    0.243,
Br O Pb Te      ,  6.888,    0.243,
Cl Hg P Ti      ,  6.889,    0.243,
Bi Br Cd O      ,  6.892,    0.243,
Bi Se Te Tl     ,  6.896,    0.244,
Br Li P S       ,  6.896,    0.244,
Br Cl O Pb      ,  6.897,    0.244,
Cl Hg I S       ,  6.898,    0.244,
Br F S Sb       ,  6.898,    0.244,
As Gd Ni O      ,    6.9,    0.244,
Br La S Sb      ,  6.902,    0.244,
B Cl Ni O       ,  6.905,    0.244,
Ce O Se Zn      ,  6.913,    0.245,
Dy O Se Si      ,  6.914,    0.245,
As I O Pb       ,  6.917,    0.245,
Gd O Se Si      ,  6.922,    0.246,
Eu O Se Se      ,  6.923,    0.246,
Cl S Si Sm      ,   6.93,    0.246,
O Se Si Tb      ,  6.931,    0.246,
Br Cr O Si      ,  6.937,    0.247,
O Se Si Sm      ,  6.937,    0.247,
Cl Nd S Si      ,  6.938,    0.247,
Er O Se Si      ,  6.941,    0.247,
As I Li S       ,  6.941,    0.247,
Ag Bi Cl O      ,  6.942,    0.247,
Cl O Pb Si      ,  6.944,    0.247,
As Ce Ni O      ,  6.945,    0.247,
Nd O Se Si      ,  6.946,    0.247,
As Nb Te Tl     ,  6.947,    0.248,
Br Hg Pb S      ,   6.95,    0.248,
As Cd Ce O      ,  6.951,    0.248,
Cl Pr S Si      ,  6.955,    0.248,
F I Sb Se       ,  6.958,    0.248,
Br Nb Nb Se     ,  6.959,    0.248,
I O Pb Se       ,   6.96,    0.248,
Ce Cl S Si      ,   6.96,    0.248,
Cl F Sb Sb      ,  6.961,    0.249,
Ho O Se Si      ,  6.962,    0.249,
O Pr Se Si      ,  6.963,    0.249,
Cl O Pb Sb      ,  6.964,    0.249,
O Pb S Sb       ,  6.966,    0.249,
Ce O Se Si      ,  6.967,    0.249,
Br Mn S Sb      ,   6.97,    0.249,
Cd Cl O Pb      ,   6.97,    0.249,
Bi Cu O Te      ,  6.971,    0.249,
Cd Cl O V       ,  6.973,    0.249,
Cr S Se Tl      ,  6.979,     0.25,
Bi Cl Cu O      ,   6.98,     0.25,
As La O Zn      ,  6.981,     0.25,
Bi Cu O S       ,  6.983,     0.25,
As Br F O       ,  6.985,     0.25,
As As Re S      ,  6.985,     0.25,
Cu La S Te      ,  6.987,    0.251,
As Br Na O      ,  6.987,    0.251,
As Br La O      ,  6.988,    0.251,
Cd Ce O Se      ,  6.993,    0.251,
Bi Br O Te      ,  6.998,    0.251,
Mo Ru Se Te     ,  7.001,    0.252,
Cu La O Se      ,  7.004,    0.252,
Br Hg S Tl      ,  7.005,    0.252,
Cl Hg O P       ,  7.005,    0.252,
Bi Br Cl O      ,  7.007,    0.252,
Ag Cl Cr O      ,  7.013,    0.252,
As Cl Gd O      ,   7.02,    0.253,
La O Se Zn      ,  7.023,    0.253,
Ca Cl Ge O      ,  7.023,    0.253,
As Ca Cl O      ,  7.023,    0.253,
As F I Te       ,  7.027,    0.253,
Dy S Te Te      ,  7.028,    0.254,
I Mn Sb Se      ,  7.029,    0.254,
As Cl O Sm      ,  7.035,    0.254,
As F I S        ,  7.039,    0.254,
Ca O P Se       ,  7.041,    0.254,
Cl Mo S S       ,  7.042,    0.255,
As Cl Nd O      ,  7.044,    0.255,
Cl Mo O Se      ,  7.046,    0.255,
Br Cr O P       ,  7.052,    0.255,
As Cl Hg Mo     ,  7.053,    0.255,
Ga Se Ta Te     ,  7.054,    0.255,
Cl Dy O Se      ,  7.054,    0.255,
As La Ni O      ,  7.055,    0.256,
Br Cl Pb Tl     ,  7.056,    0.256,
Al F Ge O       ,  7.057,    0.256,
As Cd F O       ,  7.057,    0.256,
Cl F P Sb       ,  7.057,    0.256,
Cl O P Pb       ,  7.059,    0.256,
Cl O Te Zr      ,  7.059,    0.256,
As Cl O Pr      ,   7.06,    0.256,
Cl Gd O Se      ,  7.062,    0.256,
As Ce Cl O      ,  7.064,    0.256,
Cl Re Se Se     ,  7.067,    0.256,
Cl La S Si      ,  7.069,    0.257,
Cl O Se Tb      ,  7.071,    0.257,
Cl O S Zr       ,  7.071,    0.257,
Cl F Sb Te      ,  7.073,    0.257,
Cl O Pb Te      ,  7.075,    0.257,
Ho S Te Te      ,  7.075,    0.257,
La O Se Si      ,  7.077,    0.257,
Cl O Se Sm      ,  7.077,    0.257,
Cl O Te V       ,  7.077,    0.257,
Bi Cd Cl O      ,  7.079,    0.257,
Cl Er O Se      ,  7.081,    0.257,
Cl Li P S       ,  7.083,    0.258,
Cl Nd O Se      ,  7.086,    0.258,
Cl O Pb S       ,  7.087,    0.258,
O Pb S S        ,   7.09,    0.258,
Br Nb O Te      ,   7.09,    0.258,
Cr Cr Se Te     ,   7.09,    0.258,
Cl Hg P Zr      ,  7.092,    0.258,
Br Cu Mo O      ,  7.092,    0.258,
Hg Mo S Se      ,  7.098,    0.259,
Cl O Se Tm      ,  7.101,    0.259,
Cl Ho O Se      ,  7.101,    0.259,
O P Y Zn        ,  7.109,     0.26,
Br Cl Tl Tl     ,  7.111,     0.26,
Br Ca Cu O      ,  7.111,     0.26,
Cl Cu O Y       ,  7.115,     0.26,
Cl Hg S Zr      ,   7.12,     0.26,
Cl Cr O Si      ,  7.123,    0.261,
I Nb Te Te      ,  7.132,    0.261,
B Cu I O        ,  7.132,    0.261,
Cl Nb Nb Se     ,  7.144,    0.262,
O S S Tl        ,  7.144,    0.262,
Mo Pb S Se      ,  7.151,    0.263,
Cu Eu O Se      ,  7.154,    0.263,
Cl Mn S Sb      ,  7.155,    0.263,
Ag I O V        ,  7.155,    0.263,
Bi Br Cl Tl     ,  7.164,    0.264,
Cl F Ge O       ,  7.169,    0.264,
As Cl F O       ,  7.169,    0.264,
Ca Pb S Se      ,   7.17,    0.264,
As F O S        ,  7.172,    0.264,
Cu Se Ta Te     ,  7.172,    0.264,
As Cl La O      ,  7.172,    0.264,
Cl Ga N Se      ,  7.173,    0.264,
As La O S       ,  7.175,    0.264,
Br Gd O Si      ,   7.18,    0.265,
Bi Cl O Te      ,  7.182,    0.265,
Cl Lu O Se      ,  7.183,    0.265,
Br Ca O Si      ,  7.183,    0.265,
Cu S Se Ta      ,  7.184,    0.265,
Cl O Si Y       ,  7.187,    0.265,
O S Si Y        ,   7.19,    0.266,
As Br Hg Yb     ,  7.195,    0.266,
Bi O S S        ,  7.196,    0.266,
Ga Nd O S       ,  7.199,    0.266,
Al Br N Se      ,  7.204,    0.267,
Mo S Se Tl      ,  7.205,    0.267,
F O S Se        ,  7.213,    0.267,
B Cl Mg O       ,  7.217,    0.268,
B Mg O S        ,  7.219,    0.268,
Ce Ga O S       ,   7.22,    0.268,
B I Ni O        ,  7.224,    0.268,
Bi Cl Hg Te     ,   7.23,    0.269,
I S Si Tb       ,  7.241,    0.269,
Bi Cl Hg S      ,  7.241,    0.269,
Cl In Nb O      ,  7.246,     0.27,
I S Si Sm       ,  7.247,     0.27,
As Ni P Sr      ,  7.249,     0.27,
Cl Cr O Te      ,   7.25,     0.27,
I Nd S Si       ,  7.255,     0.27,
Br Nb S Tl      ,  7.256,     0.27,
Cl Nb O P       ,  7.257,    0.271,
Ni Se Ta Te     ,  7.263,    0.271,
I Se Se Ta      ,  7.267,    0.271,
I Pr S Si       ,  7.271,    0.272,
Cl Nb O Te      ,  7.272,    0.272,
Ce I S Si       ,  7.276,    0.272,
Dy O P Zn       ,  7.276,    0.272,
Cu Mo O S       ,  7.277,    0.272,
I O Pb Sb       ,  7.279,    0.272,
N P Se Zn       ,  7.283,    0.272,
Gd O P Zn       ,  7.284,    0.273,
Cd I O V        ,  7.288,    0.273,
Br Mo O Te      ,  7.291,    0.273,
Ca Cl Cu O      ,  7.293,    0.273,
Br Ca O P       ,  7.294,    0.273,
O P Sm Zn       ,  7.298,    0.274,
Ag Ce O S       ,  7.298,    0.274,
I Li S Sb       ,  7.302,    0.274,
Cu Nd O Te      ,  7.303,    0.274,
Bi Br Mn Se     ,  7.304,    0.274,
Nd O P Zn       ,  7.306,    0.274,
F Ga O Te       ,   7.31,    0.275,
As Au O Sm      ,  7.313,    0.275,
Ca O S Zn       ,  7.314,    0.275,
Cu Nd O S       ,  7.315,    0.275,
Cl F P Rh       ,  7.319,    0.275,
As Cl Eu O      ,  7.319,    0.275,
As Au Nd O      ,  7.321,    0.275,
O P Pr Zn       ,  7.322,    0.275,
Ce Cu O Te      ,  7.323,    0.275,
Cr Mo S Se      ,  7.324,    0.276,
Ga La O S       ,  7.325,    0.276,
Ag Cr I O       ,  7.326,    0.276,
Ce O P Zn       ,  7.326,    0.276,
Br Nd O Te      ,  7.329,    0.276,
Cu O Pr S       ,  7.331,    0.276,
I Mo Te Te      ,  7.331,    0.276,
Ce Cu O S       ,  7.335,    0.276,
Br Hg Hg O      ,  7.341,    0.277,
Br Li O P       ,  7.342,    0.277,
Br F O Sb       ,  7.344,    0.277,
Br Ce O Te      ,  7.349,    0.277,
Gd O Si Te      ,  7.351,    0.277,
Cl Dy O Si      ,  7.352,    0.278,
Dy O S Si       ,  7.354,    0.278,
F Ge Mg O       ,  7.356,    0.278,
Cl Gd O Si      ,   7.36,    0.278,
Cl Eu O Se      ,   7.36,    0.278,
Cl P Se Ta      ,  7.362,    0.278,
Gd O S Si       ,  7.362,    0.278,
Ca Cl O Si      ,  7.363,    0.278,
As Cl Hf Hg     ,  7.364,    0.278,
O Si Sm Te      ,  7.365,    0.279,
Ca O S Si       ,  7.365,    0.279,
Cl O Se Yb      ,  7.367,    0.279,
Cl O Si Tb      ,  7.368,    0.279,
I O P Pb        ,  7.371,    0.279,
Nd O Si Te      ,  7.373,    0.279,
Ag F O P        ,  7.373,    0.279,
Cl O Si Sm      ,  7.374,    0.279,
O S Si Sm       ,  7.376,    0.279,
Cl N Sb Se      ,  7.377,    0.279,
Al Ca O Te      ,  7.378,     0.28,
Er O S Si       ,   7.38,     0.28,
I La S Si       ,  7.381,     0.28,
Cl Nd O Si      ,  7.382,     0.28,
Ca O S Sb       ,  7.383,     0.28,
F I Sb Te       ,  7.384,     0.28,
