Phase fields,scores,Norm. scores
Cl F Sm Sr      , 31.092,    0.659
Ca Cl F Sr      , 29.997,    0.567
Cl Mo O Se      , 26.666,    0.289
K N O S         , 24.714,    0.126
N O Rb S        , 28.218,    0.419
B Br Ni O       , 27.168,    0.331
K Mo N O        , 26.092,    0.241
Mo N O Rb       , 29.432,     0.52
N O Rb W        , 29.804,    0.551
Cs Mo N O       , 27.375,    0.348
Cs N O W        , 27.775,    0.382
O Te U          , 30.577,    0.616
Ba F In O       , 26.818,    0.302
C La N O        , 26.057,    0.238
Li N O P        , 27.026,    0.319
Ba Cl F Zn      , 28.391,    0.433
Ba Cl Co F      ,  28.71,     0.46
Mn N O Ta       , 27.096,    0.325
Fe O P Th       , 27.162,     0.33
Cl In K Te      , 27.791,    0.383
Cu O P U        , 26.988,    0.316
Cl I Te W       , 29.747,    0.546
Cl Pb S Sb      , 26.963,    0.314
Br N O Pr       , 29.658,    0.539
As Nb Te Tl     , 30.916,    0.644
O S Sm Ta       , 28.414,    0.435
Ba Cl Cu F      , 27.729,    0.378
Cl F K Re       , 31.768,    0.715
Fe O P Pr       , 27.876,     0.39
Ce O P Ru       , 29.559,    0.531
Fe O P Sm       , 26.562,     0.28
Co La O P       , 27.013,    0.318
Ca Cu F O       , 26.356,    0.263
Cu Gd O Se      , 27.468,    0.356
Cu Dy O Se      , 28.998,    0.484
B I Mn O        , 27.746,    0.379
B Br Mn O       , 27.805,    0.384
Ba Cl O Os      , 30.662,    0.623
Cl S W          ,  26.69,    0.291
Cl Fe O W       , 25.582,    0.198
Br Lu O Ta      ,  31.54,    0.696
Cl O Pr Si      , 28.558,    0.447
Be Cl I Zr      , 31.037,    0.654
B Cl I Zr       , 29.577,    0.532
F O Os Sb       , 31.068,    0.657
Ba F O Sc       ,  28.98,    0.482
Cl La O V       ,  27.87,    0.389
Br Mo Te        , 30.042,    0.571
C N O Pr        , 28.065,    0.406
C N Nd O        , 28.472,     0.44
C N O Sm        ,  26.76,    0.297
C Eu N O        , 28.112,     0.41
As Br Hg        , 29.519,    0.527
As Cl Hg        ,   30.1,    0.576
Br Hg S Sn      ,  29.71,    0.543
Cl F Pb         , 28.659,    0.455
Br Gd O Si      , 28.648,    0.454
Al O Sr Te      , 27.171,    0.331
Li N Nb O       , 28.405,    0.434
Cl Cr O Si      , 25.534,    0.194
Br Cr O Si      , 26.834,    0.303
As Cl F O       , 26.143,    0.245
Cl Re Te        , 31.904,    0.726
Br Re Te        , 32.954,    0.814
Al Br N Se      ,  28.07,    0.406
Ba Cl O Tl      , 28.401,    0.434
Cu O P Th       ,  27.27,    0.339
As Cu O Th      , 27.153,     0.33
In Mn S Se      ,  27.05,    0.321
Cd In S Se      , 27.712,    0.376
Br Nd O Te      , 30.883,    0.641
Nb S Ta Te      , 29.837,    0.554
Cl Re Se Tl     , 33.229,    0.837
Cl Re S Tl      , 32.195,    0.751
Cl Cs Re S      , 31.537,    0.696
F N O W         , 27.091,    0.325
C N P Se        , 26.798,      0.3
Br Cl La O      , 28.031,    0.403
Cl Mo S Se      , 27.531,    0.361
Cl S Se W       , 27.928,    0.394
Cl O Si Sm      , 27.277,     0.34
Mg N O Zr       , 26.639,    0.287
Er N O Si       , 28.741,    0.462
Ba Cl F Ni      , 28.118,     0.41
As Cd Cl        ,   27.6,    0.367
Cl Cu O V       , 25.749,    0.212
N O Sr W        , 27.715,    0.377
Cu La O P       , 25.968,    0.231
Cl N Pr S       , 29.299,    0.509
Br Hg Pb S      , 29.609,    0.535
C Hg N Se       , 28.538,    0.445
Nd O P Zn       , 29.037,    0.487
La O P Zn       , 26.674,     0.29
As Nd O Zn      , 28.927,    0.478
Cl Cu S Te      , 26.215,    0.251
Cl Hg O Sr      , 28.642,    0.454
Fe In S Se      , 25.865,    0.222
Ce I S Si       , 29.131,    0.495
K O Te V        , 27.508,    0.359
Mn N Nb O       ,  26.83,    0.303
Eu F Nd O       ,  32.88,    0.808
Al Cd O Te      , 26.622,    0.285
Al Ca O Te      , 26.449,    0.271
Ni Se Ta Te     , 29.409,    0.518
Cu La O S       , 25.321,    0.177
B Cl Eu O       , 29.552,     0.53
La Nd O S       , 29.774,    0.549
Ba S Se V       ,  28.59,     0.45
Ag Br O W       ,  28.37,    0.431
Br O P Sr       , 28.145,    0.412
Au Br Cl K      , 29.735,    0.545
Cr Hg O S       , 26.848,    0.304
O S Sm Ti       , 26.891,    0.308
Cu La S Te      ,  27.57,    0.364
Cu S Sm Te      , 28.235,     0.42
La O S Si       , 25.908,    0.226
As Cd Ce O      , 28.125,    0.411
Cl Hf N Na      , 30.245,    0.588
Br Cs Re S      , 32.598,    0.784
Cs I Re S       , 32.547,     0.78
Br Cs Re Se     ,  33.62,     0.87
Cs I Re Se      , 33.571,    0.866
Br Cl Pb Tl     , 30.752,     0.63
Cl Nd O Te      ,  29.76,    0.547
Cl Gd O Te      ,  28.28,    0.424
Ce Cl S Si      , 27.997,      0.4
I La S Si       , 28.611,    0.451
Br Rb Re S      , 34.343,     0.93
Cl F Na Nb      , 30.007,    0.568
Ba Br O Pr      , 30.482,    0.608
F La O Si       , 27.468,    0.356
O Pr Si Te      , 29.188,      0.5
F O Rb S        , 29.302,    0.509
Bi Er I O       , 30.599,    0.617
As Cl Hg O      , 27.012,    0.318
Cl O Pb W       , 26.913,     0.31
Cl Cu O Te      , 25.305,    0.175
Br Cu O Te      , 26.616,    0.285
O Pb S Sb       , 25.386,    0.182
As Fe O Pr      , 27.761,     0.38
La Nb O S       , 27.493,    0.358
Nd O S Ti       , 28.595,     0.45
Nd O Se V       , 30.665,    0.623
O Se Sm V       , 29.082,    0.491
Mo Ni S Se      , 27.182,    0.332
Nd O Si Te      , 29.579,    0.532
O Si Sm Te      , 27.935,    0.395
Nb O S Sm       ,  28.16,    0.414
Br Cl Cr S      , 27.887,    0.391
Cd Ge N O       , 27.442,    0.354
Cu In Se Te     , 27.331,    0.345
F O Ru Sr       , 30.045,    0.571
F O S Y         , 26.021,    0.235
F Gd Nd O       , 31.867,    0.723
Bi Cl O Pr      , 29.091,    0.491
Bi Cl Nd O      , 29.483,    0.524
Bi Cl O Sm      , 27.834,    0.386
Bi Cl Eu O      , 29.136,    0.495
Bi Cl Gd O      , 27.988,    0.399
Bi Cl O Tb      ,  29.19,      0.5
Bi Cl Dy O      , 29.491,    0.525
Bi Cl O Y       , 26.176,    0.248
Bi Cl Ho O      , 30.053,    0.572
Bi Cl Er O      , 29.522,    0.527
Bi Cl O Tm      , 30.583,    0.616
Bi Cl O Yb      ,  28.97,    0.481
Bi Cl Lu O      , 29.298,    0.509
Bi Br O Pr      , 30.238,    0.587
Bi Br Nd O      , 30.616,    0.619
Bi Br O Sm      , 29.031,    0.486
Bi Br Eu O      , 30.282,    0.591
Bi Br Gd O      , 29.179,    0.499
Bi Br O Tb      , 30.334,    0.595
Bi Br Dy O      , 30.623,    0.619
Bi Br O Y       , 27.445,    0.354
Bi Br Ho O      , 31.165,    0.665
Bi Br Er O      , 30.653,    0.622
Bi Br O Tm      , 31.677,    0.707
Bi Br O Yb      , 30.122,    0.578
Bi Br Lu O      , 30.437,    0.604
Bi I La O       , 28.326,    0.428
Bi I O Pr       , 30.184,    0.583
Bi I Nd O       , 30.562,    0.614
Bi I O Sm       , 28.974,    0.482
Bi Eu I O       , 30.227,    0.586
Bi Gd I O       , 29.122,    0.494
Bi I O Tb       , 30.279,    0.591
Bi Dy I O       , 30.569,    0.615
Bi I O Y        , 27.385,    0.349
Bi Ho I O       , 31.112,     0.66
Bi I O Tm       , 31.625,    0.703
Bi I O Yb       , 30.067,    0.573
Bi I Lu O       , 30.383,    0.599
O Pr S Si       , 27.926,    0.394
Cl Nd O Si      , 28.958,     0.48
Cu O Pr S       , 27.383,    0.349
F S Yb          ,  32.99,    0.817
Dy F O Si       , 29.776,    0.549
F Ho O Si       , 30.333,    0.595
I Nb Ta Te      , 31.476,    0.691
Cu S Te         , 25.425,    0.185
Ba N O W        , 26.853,    0.305
Ba Mo N O       , 26.439,     0.27
Ca F S Sm       , 29.872,    0.557
Ce F S Sr       , 30.396,      0.6
Cl F K Nb       , 29.418,    0.519
Cl Cs F Nb      , 30.562,    0.614
Bi Cl Nb O      , 27.178,    0.332
Ga S Se V       , 29.444,    0.521
Ba Cl Co O      , 26.346,    0.262
Cr S Se Tl      , 29.473,    0.523
Br Ce S Sb      , 29.578,    0.532
Br La S Sb      , 29.066,    0.489
Gd O Se Ti      , 28.273,    0.423
O Pr Se         , 29.837,    0.554
C Eu N S        , 28.934,    0.478
C N S Sr        , 27.106,    0.326
Ba C N S        , 26.224,    0.252
As Cu Ho P      , 30.226,    0.586
As Cu Er P      , 29.698,    0.542
Cl O Si Y       , 25.583,    0.199
Cl Mn O Sr      , 27.249,    0.338
N Nd O Ti       , 28.958,     0.48
La N O Zr       , 27.224,    0.336
La N O Ti       , 26.588,    0.282
Ba N O V        , 26.903,    0.309
O S Tb Ti       , 28.292,    0.425
F O Sr Ti       , 27.896,    0.392
Cl O Pb Te      , 26.539,    0.278
Pb S Se Sn      , 27.856,    0.388
Bi F O V        , 27.773,    0.381
Eu F La O       , 30.813,    0.635
Ce F O S        ,  27.56,    0.364
F La O S        ,  27.01,    0.318
F K O Te        , 27.299,    0.342
F O P Sr        , 27.778,    0.382
Dy F O S        , 29.354,    0.513
Cu F Se Sm      , 29.599,    0.534
Ho O S Si       , 28.927,    0.478
Cl Ho O Te      , 30.325,    0.595
F Hf O Rb       , 32.327,    0.762
F O Rb Zr       , 30.539,    0.612
B Cl O Pr       , 29.507,    0.526
Ce Cu O S       , 25.907,    0.226
Cu Nd O S       , 27.799,    0.384
As Re S         , 29.859,    0.556
Cu La O Se      , 26.623,    0.285
Cl Ni O Te      , 25.731,    0.211
Br Ni O Te      , 27.021,    0.319
N Na S Zr       , 27.689,    0.374
Cl Fe K S       , 25.718,     0.21
Cs O S V        , 27.445,    0.354
F Mo Na O       , 27.896,    0.392
Bi Ca I O       , 27.795,    0.383
Ce Mn O Se      , 28.206,    0.418
Br Cl K Pd      , 30.187,    0.583
Bi Cl O Se      , 26.394,    0.266
Ba F O Pd       , 28.748,    0.463
Ba F Ga O       , 28.485,    0.441
Na O P S        , 25.653,    0.204
K O S Ti        , 25.092,    0.158
Ca F O V        , 28.187,    0.416
Cl Cu Hg S      , 27.288,    0.341
Cl Hg I S       , 29.159,    0.497
Br Hg I Te      ,  31.47,     0.69
Br Hg I S       , 30.304,    0.593
La O S Sb       , 26.347,    0.262
In La O S       , 25.963,     0.23
N Nd O W        , 29.848,    0.555
Cl Fe Li O      , 26.476,    0.273
Ba Br O Re      ,  31.07,    0.657
Br Cu Hg S      , 28.508,    0.443
C Ca F O        , 26.675,     0.29
Cd Pb S Se      , 28.267,    0.423
Cd S Sn Te      , 28.451,    0.438
Cr Mn S Se      , 27.523,    0.361
Cu Ge P Se      , 28.051,    0.405
Eu S Se Sr      , 31.458,    0.689
Fe Mn S Se      , 26.322,     0.26
Ga P S Zn       , 27.746,    0.379
Ga P Se Zn      , 28.939,    0.479
Li Mn Se Te     , 30.242,    0.588
S Sn Te Zn      , 27.451,    0.355
Se Sn Te Zn     , 28.657,    0.455
Ca Pb S Se      , 28.104,    0.409
Cd Se Te Zn     , 29.057,    0.489
Bi Ni S Te      , 26.998,    0.317
Ag S Sb Se      , 27.774,    0.382
As Cd Ga S      , 28.623,    0.452
As Cd Ga Te     , 29.856,    0.555
As Cd Ga Se     , 29.782,    0.549
As Cd In S      , 26.965,    0.314
As Ga Te Zn     , 28.905,    0.476
As In Se Zn     , 27.182,    0.332
Ag F Nb O       , 28.318,    0.427
Cd Mn Se Te     , 29.392,    0.517
Cd Pb Se Te     , 29.514,    0.527
Cd Se Sn Te     , 29.616,    0.535
Cu Ge P S       , 26.818,    0.302
Ge Pb S Se      , 28.595,     0.45
Ge Pb S Te      , 28.672,    0.456
Ge Pb Se Te     , 29.828,    0.553
Ge Se Sn Te     , 29.929,    0.561
Pr S Se Sm      , 31.861,    0.723
Bi F K O        , 26.996,    0.317
Cl O Pr Ta      , 30.243,    0.588
F Na Np O       , 32.632,    0.787
Ag Cl O Te      , 26.772,    0.298
C Er N O        , 28.512,    0.443
C Cl O Sb       , 25.161,    0.163
Cl N O Ti       ,  25.18,    0.165
F O Sr Y        , 28.189,    0.416
Cl Mn S Sb      , 26.829,    0.303
F Fe O Pb       , 25.861,    0.222
Br Ca Cl N      ,   28.7,    0.459
Br Ca I N       , 29.807,    0.551
Ga N O Zn       , 26.658,    0.288
F N Na Zr       , 29.154,    0.497
Cl O Se Tb      , 29.395,    0.517
Cu La O Te      , 26.706,    0.292
B Br O Zn       , 27.451,    0.355
Cl Mo O Pb      , 26.501,    0.275
Br Cl Hg S      , 29.215,    0.502
Ba Bi F O       , 27.332,    0.345
Bi Pb S Se      ,  27.69,    0.374
Ca F Nb O       , 28.449,    0.438
Cu F S Sr       , 27.933,    0.395
Ba F Fe O       , 26.084,     0.24
Ba Co F O       , 27.234,    0.336
B Cl Co O       , 26.527,    0.277
As Hg S Sb      , 28.084,    0.407
Cu Eu O Se      , 28.638,    0.454
Br Cd Sb Se     , 29.863,    0.556
Bi Br In Se     , 28.973,    0.482
Br In Sb Se     , 28.839,     0.47
Br In S Sb      , 27.641,     0.37
Cl In S Sb      , 26.381,    0.265
Bi Cu O S       , 24.253,    0.088
Bi Cu O Te      , 25.696,    0.208
Ag Br I S       , 29.328,    0.511
Bi Br Cl S      , 27.923,    0.394
Ca N O Ta       , 27.592,    0.366
As Fe Nd O      , 28.172,    0.415
As Fe La O      ,  25.73,    0.211
Ba Cu Se Te     ,   28.1,    0.409
Fe La O P       , 25.854,    0.221
As F Fe Sr      , 28.304,    0.426
As Ce Fe O      , 26.306,    0.259
As Fe O Sm      , 26.441,     0.27
F Mn O Sr       , 28.109,    0.409
N O P Sr        , 26.631,    0.286
Bi Br Cl Tl     ,   30.7,    0.626
As La O Zn      , 26.554,     0.28
As O Y Zn       , 25.547,    0.196
As La Ni O      , 26.262,    0.255
Al N Nb O       , 26.063,    0.239
Cl I O Pb       , 27.069,    0.323
Eu N O Ta       , 30.041,    0.571
Bi F O Y        , 27.069,    0.323
B Br P S        , 28.312,    0.426
B I P S         , 28.254,    0.422
Dy S Te         , 31.135,    0.662
As Ce F O       , 28.042,    0.404
Bi F O Pb       ,  27.12,    0.327
Bi Se Te Tl     , 30.704,    0.626
As Co La O      , 26.895,    0.308
As Gd Ni O      , 27.118,    0.327
Ag Br S Sn      , 28.715,     0.46
Cd Cl O Pb      , 26.837,    0.303
Co La O Se      , 27.644,    0.371
Ca Cl N Sr      , 28.938,    0.479
Br Ca N Sr      , 30.091,    0.575
Bi Cl O Te      , 26.478,    0.273
As Co Nd O      ,  29.24,    0.504
As Ba O Ti      , 25.974,    0.231
Ge N O Si       , 26.269,    0.256
Br Cl Cs Cu     , 28.979,    0.482
As Co O Sm      , 27.576,    0.365
As Ba Fe P      , 26.532,    0.278
Fe Nd O Se      , 28.888,    0.475
Ag F O V        , 28.054,    0.405
Ag F Mo O       ,  27.61,    0.368
I Se Ta         ,  30.73,    0.628
C F O S         , 25.155,    0.163
Ag Cl Mo Se     , 28.797,    0.467
Bi Cu I S       , 27.122,    0.327
Cl F K Sn       , 28.647,    0.454
Al Cl O S       , 24.175,    0.081
Al Cl N P       ,  26.18,    0.248
Cl Ga N P       , 28.184,    0.416
Cl O Pb Re      , 29.761,    0.547
Ga N O Sr       , 28.214,    0.418
Br S Ta         , 28.501,    0.442
Ba O S Zn       , 25.302,    0.175
Cd Cl O Te      , 27.081,    0.324
C F O Ru        , 28.232,     0.42
Ba F S Sn       ,  28.34,    0.429
Ba F Se Sn      ,  29.51,    0.526
F Se Sn Sr      , 30.296,    0.592
F S Sn Sr       , 29.158,    0.497
As F O Xe       ,   29.5,    0.526
Ba F Sb Se      ,  29.22,    0.502
F Sb Se Sr      , 30.015,    0.569
Cd Cl S Sb      , 27.497,    0.358
Br Cd S Sb      , 28.708,     0.46
Bi Cd Cl S      , 27.638,     0.37
Bi Br Cd S      , 28.843,    0.471
Bi Br Cd Se     , 29.993,    0.567
Bi Cd I Se      , 29.938,    0.562
Br Cl O Pb      ,  27.13,    0.328
Br C Mn O       ,  26.55,    0.279
Bi Cl Mn S      , 26.973,    0.315
C O S           , 23.692,    0.041
C O Se          , 25.079,    0.157
Mo N O Y        , 26.168,    0.247
B Br K O        , 27.815,    0.385
B Bi F O        , 27.507,    0.359
Ba Se Sn Te     , 29.319,     0.51
Ce Cl Fe S      , 27.347,    0.346
Br Ce Fe S      , 28.564,    0.447
Ce Fe I S       , 28.506,    0.443
Br Cl N Sr      , 29.367,    0.515
Br I N Sr       ,  30.45,    0.605
Br Mn S Sb      , 28.069,    0.406
Bi Br Mn Se     , 29.382,    0.516
Br Mn Sb Se     , 29.249,    0.505
Cu Eu F S       ,  29.71,    0.543
Cu F Se Sr      , 29.118,    0.494
Cu Eu F Se      , 30.827,    0.636
N O Si Sr       , 26.476,    0.273
Eu N O W        , 29.505,    0.526
As Ca F O       , 26.954,    0.313
N O Sc Zr       , 27.947,    0.396
Ag Br Te        , 30.063,    0.573
I Pb S Sb       , 28.139,    0.412
Ba Fe I S       , 27.285,    0.341
Br F O Sb       , 27.796,    0.383
Mg N O Ta       , 27.561,    0.364
F O Pb Sc       ,  28.78,    0.466
C Cl F Si       , 27.209,    0.334
F O Te Ti       ,  27.07,    0.323
F O Te V        , 28.068,    0.406
Ba N O Si       , 25.572,    0.198
Ba C Cl O       , 25.605,      0.2
Na O S V        , 26.826,    0.302
As Cu O Sm      , 26.553,     0.28
As Ce Ni O      , 26.827,    0.302
N O Sc Ta       , 28.827,    0.469
Cl In O Se      , 25.862,    0.222
Ce Fe O Se      , 27.072,    0.323
La Mn O Se      , 27.669,    0.373
F In O Te       , 26.849,    0.304
F Fe O S        , 24.697,    0.125
As Hg I S       , 29.005,    0.484
Ce Fe O S       , 25.792,    0.216
Fe O Pr S       , 27.274,     0.34
Br O P Pb       , 27.083,    0.324
Mn O Pr Se      , 29.567,    0.531
Al Ca Cl O      , 25.753,    0.213
Ce F S Y        ,  29.37,    0.515
Ga Se Ta Te     , 31.117,    0.661
Ag O P Th       , 28.637,    0.454
Ag As O Th      , 28.525,    0.444
Fe O Pr Se      , 28.488,    0.441
Fe O Se Sm      , 27.203,    0.334
Ag F O S        , 26.311,    0.259
Cu F Sr Te      , 29.194,      0.5
Ag F S Sr       , 29.268,    0.506
Ag F Se Sr      , 30.402,    0.601
Ag F Sr Te      , 30.475,    0.607
Ba Cu F S       , 27.078,    0.323
Ag Ba F S       , 28.454,    0.438
Ag Ba F Se      , 29.618,    0.536
Ca N O Si       , 25.735,    0.211
F O P V         , 27.366,    0.347
C Mn O S        , 24.518,     0.11
Bi Cs Se Te     , 30.012,    0.568
Ba F Mn O       , 27.259,    0.339
I O P Pb        , 27.023,    0.319
F O Pb V        , 27.832,    0.386
As Ga Mn N      , 28.353,     0.43
As In Mn N      , 26.678,     0.29
Ag S Sn Te      , 28.157,    0.413
Br Cd Hg S      , 30.096,    0.575
In S Se Sn      , 27.293,    0.341
Ba Br Eu F      , 32.588,    0.783
Co F O Sr       , 28.084,    0.407
Hf N O Ta       , 29.478,    0.524
Fe Na O Se      , 26.106,    0.242
As Ca F Fe      , 27.611,    0.368
Br Hg Se Zn     , 30.291,    0.592
N Nd O V        , 29.892,    0.558
Br Ca O Si      , 27.298,    0.342
Ag Au S Se      , 28.835,     0.47
Cl K O Tc       , 28.901,    0.476
Cu P S Se       , 26.083,     0.24
B Ba Cl F       , 29.224,    0.503
As Ce O Ru      ,  29.45,    0.521
Eu N O Ti       , 28.604,    0.451
Bi F Fe O       , 25.799,    0.217
B Ba Cl O       , 26.904,    0.309
As Fe P Sr      , 27.404,    0.351
As F Sr Zn      , 29.055,    0.488
As Ba F Zn      , 28.234,     0.42
Ba Cd F P       , 29.316,     0.51
As Ba Cd F      , 29.207,    0.501
F Mn P Sr       , 29.499,    0.526
As F Mn Sr      ,  29.39,    0.516
Ce F Mn N       , 29.648,    0.538
Ag Ga S Se      , 29.043,    0.488
As I O Pb       , 26.904,    0.309
Br O Pb Sb      , 27.353,    0.346
I O Pb Sb       , 27.293,    0.341
Bi Br O Pb      , 27.495,    0.358
Fe I O Sb       , 25.981,    0.232
Cl Fe O Sb      , 24.703,    0.125
Br Fe O Sb      , 26.044,    0.237
I Mn O Sb       , 27.161,     0.33
Br Mn O Sb      , 27.221,    0.335
Bi Cl Mn O      ,  26.09,    0.241
As Br O Pb      , 26.965,    0.314
B Ba Br O       , 28.141,    0.412
Fe O Se Te      , 25.814,    0.218
Fe S Se Tl      , 28.354,     0.43
As Cl Ga Hg     , 29.942,    0.563
Bi La O Se      , 27.741,    0.379
Co F O P        , 26.541,    0.279
Cl F O Pb       ,  26.75,    0.296
Eu N O Si       , 28.344,    0.429
Eu O Se         , 29.881,    0.557
Ba Br O P       , 27.296,    0.342
Pb S Se Te      , 27.985,    0.399
F Hg O Te       ,  28.68,    0.457
Br Cd I Rb      , 33.383,     0.85
Ge Sb Se Te     , 29.643,    0.538
Cl O P U        , 27.734,    0.378
F Mn Ni O       , 26.254,    0.255
Ce N O Ti       , 27.146,    0.329
N O Pr Ti       , 28.558,    0.447
F Na O Ti       , 27.348,    0.346
Fe O S Sr       ,  25.38,    0.182
Fe O Se Sr      , 26.679,     0.29
Cl Eu O Sr      , 30.179,    0.582
La N O Ta       , 28.127,    0.411
Ce N O Ta       , 28.656,    0.455
N O Pr Ta       , 29.997,    0.567
F O Sr V        , 28.865,    0.473
F Mg O Ti       , 27.162,     0.33
F Nb O Zn       , 27.616,    0.368
F Nb O Ti       , 27.755,     0.38
F Mg O Zr       , 27.785,    0.382
F Fe O Ti       , 25.489,    0.191
F Ho O Se       , 31.029,    0.653
As Ce Mn O      , 27.472,    0.356
Bi Br Fe S      , 27.073,    0.323
Bi Cl Hg S      , 28.379,    0.432
Bi Cl Hg Te     , 29.622,    0.536
As Fe La N      , 27.015,    0.318
As Co La N      , 28.126,    0.411
As La N Ni      , 27.522,     0.36
Ba N O Ti       ,  25.86,    0.222
F O Re Xe       ,  33.12,    0.828
Bi La O S       , 26.493,    0.275
Br C F Ge       , 29.833,    0.553
Br F Rb Sb      , 32.514,    0.777
Cl Cs O Xe      , 30.277,    0.591
Cl O Rb Xe      , 32.149,    0.747
Br F Na Pb      , 30.294,    0.592
Cl F Rb Sb      ,  31.45,    0.688
Br F Sb Se      , 29.785,    0.549
As Br F Te      , 29.504,    0.526
F Ge O Yb       , 30.623,    0.619
As F I Te       , 29.448,    0.521
Ba Cl O Sb      ,   26.3,    0.258
As Cd I P       , 28.861,    0.472
As Br Cd P      , 28.918,    0.477
Fe N O S        , 23.399,    0.016
C N S Sn        , 26.118,    0.243
F N W           , 28.315,    0.427
F I O Sb        , 27.737,    0.378
F I O           , 28.669,    0.456
F O Sb U        , 28.835,     0.47
B Br Cu O       , 26.765,    0.297
Al N Nd O       , 28.458,    0.439
F Mo O Sb       , 27.182,    0.332
F O Re Sb       ,  30.37,    0.598
C O Os S        , 29.083,    0.491
Cl N S          , 25.321,    0.177
Cl F K Te       , 28.772,    0.465
Br Nb Se        , 61.778,    1.283
F O Tl U        , 30.763,    0.631
Br Cl Cr Rb     , 31.865,    0.723
Cl Cr I Rb      , 31.813,    0.719
F O Pb Ta       , 28.352,     0.43
F Nb O Pb       , 28.098,    0.409
F O Ti Yb       , 29.512,    0.527
F O Pb Y        , 27.129,    0.328
Cl N Sc         , 30.627,     0.62
Ca O P S        , 25.488,    0.191
I N Rb          , 31.056,    0.656
Cs I N          , 29.114,    0.493
As Br Na O      , 27.485,    0.357
Cr Nd O S       , 28.837,     0.47
F O Pb W        , 27.783,    0.382
As F I Se       , 29.373,    0.515
F I Sb Te       , 29.804,    0.551
Ce Cl O Ta      , 28.913,    0.477
In S Se Zn      , 26.685,    0.291
La N O W        , 27.554,    0.363
Al Cl F Sr      , 28.846,    0.471
As Cd F O       , 27.124,    0.327
As Bi Ni S      , 26.146,    0.246
F O Rb W        , 30.834,    0.637
Cl Nd O P       ,   29.1,    0.492
F K Mo O        , 27.262,    0.339
Br Hg S Tl      , 31.315,    0.677
Br Hg Se Tl     , 32.377,    0.766
Al Eu N O       , 28.099,    0.409
As Cr La O      , 26.957,    0.313
Cl Ge O Pb      , 27.181,    0.332
Cl O Pu Rb      , 34.666,    0.957
Cl Cs O Pu      , 32.938,    0.813
F Ni O Sr       , 27.479,    0.357
Cl Ni O Sr      , 26.599,    0.283
Bi O S          , 24.358,    0.096
Ag Fe S Te      , 26.775,    0.298
F Fe O Se       , 26.031,    0.236
Ba F Fe S       , 26.968,    0.314
Ba F Fe Se      , 28.194,    0.417
Ca Fe O Se      , 25.943,    0.229
B Ca I N        , 29.406,    0.518
Ba Cl N P       , 27.291,    0.341
Ba I N P        , 28.453,    0.438
C F O Sr        , 27.391,     0.35
Ba C F O        , 26.518,    0.277
F O Pb Ti       , 26.825,    0.302
Co F K O        , 26.897,    0.308
Cl Cs Ga Se     , 30.475,    0.607
Cu S Sb Se      , 26.363,    0.264
Li N O V        , 28.142,    0.412
Cl Ni O Se      , 25.645,    0.204
B Cd F O        , 28.088,    0.408
As Mn Nd O      , 29.263,    0.506
Br O Sr V       , 29.218,    0.502
Ag Ce O S       , 27.342,    0.345
Br Ni O Se      , 26.939,    0.312
F O Os          , 34.838,    0.971
As Br Cd Hg     , 30.538,    0.612
Br Cs I Pd      , 32.321,    0.761
Cl Cs I Pd      ,  31.25,    0.672
Br Fe O Te      , 26.504,    0.276
Cl Fe O Te      , 25.188,    0.166
Ag C F O        , 26.535,    0.278
Cl Nb Se        , 30.119,    0.577
B F N O         , 26.868,    0.306
Al C Cl N       , 25.769,    0.214
Ba Cl O Ta      , 27.709,    0.376
F K N O         , 26.345,    0.262
Dy O S Sn       , 29.038,    0.487
Br O Te Zn      , 27.305,    0.342
F Ga O Te       , 28.514,    0.443
F Fe O Te       , 26.115,    0.243
Cl Lu O Se      , 29.502,    0.526
Ca O S Zn       , 25.466,    0.189
C N O Y         , 25.031,    0.152
Ba Cu F Te      , 28.377,    0.432
Ga Li N O       , 28.587,    0.449
Ba Br O Ru      , 29.599,    0.534
Ca Mo N O       , 26.596,    0.283
Ba Br F I       , 30.701,    0.626
Br C N          , 27.072,    0.323
C Cl N          , 25.784,    0.215
N O V           , 27.351,    0.346
Bi Cl Cu Se     , 27.175,    0.331
F Nd O Ta       , 31.388,    0.683
Er N O Zr       , 29.582,    0.532
La N Nb O       , 27.871,     0.39
La N O V        , 27.603,    0.367
Ba Br Eu I      , 32.851,    0.805
F O Os Xe       , 33.761,    0.881
Cl O Sb Zn      ,  25.56,    0.197
Cd Cl O Sb      , 26.631,    0.286
Br O Pb Te      , 27.792,    0.383
As Br F O       , 27.414,    0.351
Ba Ga N O       , 27.368,    0.348
Cl O Pu Te      , 32.189,     0.75
Ce Cl O Te      , 28.001,      0.4
Cl O Te Zr      , 26.823,    0.302
Br O Te Zr      , 28.063,    0.406
Ca Cl Ge O      , 27.545,    0.362
Cl La O Pb      , 27.218,    0.335
Br La O Pb      , 28.441,    0.437
La Ni O P       , 26.383,    0.265
F K O Tc        , 29.713,    0.543
F Mo O Y        , 27.334,    0.345
Cl Mo O Y       , 26.449,    0.271
O S U Yb        , 30.175,    0.582
O S U Y         , 27.503,    0.359
N O Pr Zr       , 29.152,    0.497
N Nd O Zr       , 29.543,    0.529
N O Sm Zr       , 27.897,    0.392
Cl K Re S       , 30.429,    0.603
As Cd Cl O      , 26.232,    0.253
B F O Pb        , 27.566,    0.364
Br Ce O Te      , 29.191,      0.5
C Co N S        , 25.837,     0.22
