Phase fields,     scores,     Norm. scores,
Ag Au S Se      ,  7.211,    0.147,
Ag Cl O Te      ,  7.213,    0.147,
Cl Cu In O      ,  7.215,    0.147,
As Cl Ga Hg     ,  7.227,    0.148,
Cd I S Sb       ,  7.243,    0.149,
Al Al I Te      ,  7.246,    0.149,
Cd Cr S Se      ,  7.246,    0.149,
Cr S Se Zn      ,  7.247,    0.149,
Cu I P S        ,  7.248,    0.149,
Cl Mg O P       ,   7.25,    0.149,
Cl Nb P Se      ,  7.265,    0.151,
Cl Ni O Se      ,   7.27,    0.151,
Ag Mo S Se      ,  7.279,    0.152,
Al Cl O Sn      ,  7.281,    0.152,
Ag Cl Mo Se     ,  7.293,    0.153,
Cd Cl O Te      ,  7.302,    0.153,
Cl O Te Zn      ,  7.302,    0.153,
Cu I S Sb       ,  7.306,    0.154,
Cr Cu S Se      ,   7.31,    0.154,
Cu Nb S Se      ,  7.324,    0.155,
Ag As Cl Hg     ,  7.338,    0.156,
Cl O P Sn       ,  7.343,    0.156,
Cl O Sb Te      ,  7.349,    0.157,
Ag As I O       ,  7.354,    0.157,
Cu S Se V       ,  7.363,    0.158,
Cl Cu O Te      ,  7.365,    0.158,
Ga Mo Se Te     ,  7.365,    0.158,
Br Nb Se Se     ,  7.366,    0.158,
Al I Sb Te      ,  7.366,    0.158,
Cl In O Te      ,  7.367,    0.158,
Ag I In Te      ,  7.369,    0.158,
Cl O S Sn       ,  7.371,    0.158,
Ge Pb Se Te     ,  7.378,    0.159,
Ga S Se Tl      ,  7.379,    0.159,
Cl Cl O Sn      ,  7.385,    0.159,
Cl Mo S Se      ,  7.399,     0.16,
As F S S        ,  7.401,     0.16,
Ag I O Se       ,  7.409,    0.161,
As Cl F S       ,  7.414,    0.161,
I P P Sn        ,  7.422,    0.162,
Cu Mo S Se      ,   7.43,    0.163,
In Mo S Se      ,  7.432,    0.163,
Cd Cr Se Te     ,  7.442,    0.163,
As Cl Hg S      ,  7.443,    0.164,
Cr Se Te Zn     ,  7.443,    0.164,
As Hg S Sb      ,  7.458,    0.165,
Br Cd O P       ,   7.46,    0.165,
As As Br Hg     ,  7.461,    0.165,
Cu I S Te       ,  7.471,    0.166,
As Br F Se      ,  7.486,    0.167,
Cr Cu Se Te     ,  7.504,    0.168,
I S Sb Sn       ,  7.507,    0.168,
As Br Hg Se     ,  7.514,    0.169,
Cu I In Te      ,  7.518,    0.169,
Cu Nb Se Te     ,  7.518,    0.169,
I In In Te      ,   7.52,    0.169,
Ag Br I S       ,   7.52,    0.169,
Bi Cl Ga Se     ,  7.526,     0.17,
Cl P S Ti       ,  7.527,     0.17,
Cd Pb S Se      ,  7.538,     0.17,
Cl Cu Hg Se     ,  7.541,    0.171,
B O Se Zn       ,  7.541,    0.171,
Cu Se Te V      ,  7.556,    0.172,
Cl Nb P S       ,  7.572,    0.173,
Br Cu O Sb      ,  7.578,    0.173,
As Cl F Te      ,  7.606,    0.175,
Au Cl P S       ,  7.609,    0.176,
S Sb Se Tl      ,  7.619,    0.176,
Ag Bi S Se      ,   7.62,    0.176,
Ag Bi Cl Se     ,  7.633,    0.177,
B Br P S        ,   7.64,    0.178,
Br Ni O Se      ,  7.647,    0.178,
Al Bi Cl Se     ,  7.648,    0.178,
Cd Hg Se Te     ,  7.656,    0.179,
Br Cl I Sb      ,  7.664,     0.18,
As Cu Mn P      ,  7.667,     0.18,
Ag Nb S Te      ,  7.672,     0.18,
Br O Te Zn      ,  7.678,    0.181,
Ge Pb S Te      ,   7.68,    0.181,
Ag I O P        ,  7.683,    0.181,
As Cl Hg Sn     ,  7.683,    0.181,
Br Cr Cu Se     ,  7.698,    0.182,
Cl Mo S S       ,    7.7,    0.182,
Ag Br I Te      ,  7.709,    0.183,
Ag S Te V       ,  7.709,    0.183,
Cd Pb Se Te     ,  7.726,    0.184,
Br Cu O Te      ,  7.737,    0.185,
Br In O Te      ,  7.739,    0.185,
Pb S Se Te      ,  7.742,    0.185,
In Mn S Se      ,  7.748,    0.186,
Bi S Sb Se      ,  7.749,    0.186,
Hg O Se Se      ,  7.756,    0.186,
Cl Ni O Te      ,  7.764,    0.187,
Cl F P Sb       ,  7.769,    0.187,
As Cu Er P      ,  7.774,    0.188,
Bi Cl Cu Se     ,  7.777,    0.188,
Cl Hg S Zn      ,  7.778,    0.188,
As Br F S       ,  7.784,    0.188,
As Cu Ho P      ,  7.785,    0.188,
Pb S Se Sn      ,  7.791,    0.189,
As F I Se       ,  7.792,    0.189,
As Br Cd Hg     ,  7.795,    0.189,
Cl Ga N Se      ,  7.805,     0.19,
Cd Cl I O       ,  7.806,     0.19,
Ag Bi Se Te     ,  7.806,     0.19,
As Br Hg S      ,  7.811,     0.19,
Cl Hg In P      ,  7.813,     0.19,
As Hg I Se      ,  7.819,    0.191,
Cl F Sb Sb      ,  7.823,    0.191,
Mo Ni S Se      ,  7.826,    0.191,
Cl Cu Hg S      ,  7.837,    0.192,
Cl Hg In S      ,  7.839,    0.192,
Br Hg Se Zn     ,  7.847,    0.193,
B Cl O Zn       ,   7.85,    0.193,
As Br Cu Hg     ,  7.854,    0.193,
As Br Hg In     ,  7.856,    0.194,
Br F Sb Se      ,  7.864,    0.194,
Cd Mn Se Te     ,  7.872,    0.195,
Al F Ge O       ,  7.874,    0.195,
Cl Pb S Sb      ,  7.891,    0.196,
Ag I O Te       ,  7.894,    0.196,
Au Cl O Se      ,  7.903,    0.197,
Br Cu Hg Se     ,  7.905,    0.197,
Bi S Se Te      ,  7.905,    0.197,
Cl Li P S       ,   7.91,    0.198,
Ag Bi Cl S      ,  7.926,    0.199,
Bi Sb Se Te     ,  7.933,    0.199,
Al Bi Cl S      ,   7.94,      0.2,
B I P S         ,   7.94,      0.2,
Bi In Se Te     ,  7.949,      0.2,
O S Se Zr       ,  7.949,      0.2,
N P Se Zn       ,  7.951,    0.201,
As Cd F O       ,  7.951,    0.201,
As Br Li S      ,  7.952,    0.201,
Br Cl Cr S      ,  7.959,    0.201,
As I Li Se      ,   7.96,    0.201,
Cl Mo O Se      ,  7.965,    0.202,
As Br F Te      ,  7.967,    0.202,
As F O S        ,  7.967,    0.202,
Cl F Ge O       ,   7.97,    0.202,
Pb Se Sn Te     ,  7.974,    0.202,
Cl F Sb Te      ,  7.978,    0.202,
As Cl F O       ,   7.98,    0.203,
Bi Ga S Te      ,  7.992,    0.204,
Ag Bi Br Se     ,  7.993,    0.204,
Br S S V        ,  7.996,    0.204,
B Mg O S        ,  7.997,    0.204,
Cl Hg P Sn      ,  7.999,    0.204,
Cl Cr O Si      ,  8.003,    0.204,
Bi Cl Ga Te     ,  8.004,    0.204,
Cl N S Se       ,  8.005,    0.205,
As Cl Hg O      ,  8.007,    0.205,
Bi Cd Cl S      ,  8.007,    0.205,
Cl F P Rh       ,  8.007,    0.205,
B Cl Mg O       ,   8.01,    0.205,
F O S Se        ,  8.018,    0.205,
Cl N Sb Se      ,  8.033,    0.206,
Cl Mn S Sb      ,  8.033,    0.207,
As Br Hg Sn     ,  8.041,    0.207,
Ag Cl Cr O      ,  8.043,    0.207,
Ag Br Hg S      ,  8.051,    0.208,
Cl Ge O Pb      ,  8.064,    0.209,
Bi Cl Cu S      ,  8.064,    0.209,
Cl Ga N P       ,  8.066,    0.209,
Bi Cl In S      ,  8.066,    0.209,
As Cl O Pb      ,  8.073,    0.209,
Bi Br Cd Se     ,  8.073,    0.209,
As F I S        ,  8.078,     0.21,
Al F O Si       ,  8.082,     0.21,
Cl O P Ti       ,  8.084,     0.21,
As Cd Hg I      ,  8.089,    0.211,
Mo Ru Se Te     ,   8.09,    0.211,
Cl Ga N S       ,  8.091,    0.211,
As Bi Ni S      ,  8.094,    0.211,
F Ge Mg O       ,  8.099,    0.211,
Br Mn Sb Se     ,    8.1,    0.211,
As Hg I S       ,  8.104,    0.212,
Cl O S Ti       ,   8.11,    0.212,
Br Ni O Te      ,  8.118,    0.213,
Al Bi Cl Te     ,  8.119,    0.213,
Cl Nb O P       ,  8.126,    0.213,
Bi Br Cu Se     ,   8.13,    0.214,
Br Cd Hg S      ,  8.131,    0.214,
Bi Br In Se     ,  8.132,    0.214,
I Nb Se Te      ,  8.146,    0.215,
Br F S Sb       ,  8.148,    0.215,
F I Sb Se       ,  8.155,    0.215,
Br Cl Hg S      ,  8.159,    0.216,
Cd Cl O V       ,  8.171,    0.217,
Ag F O P        ,  8.178,    0.217,
Al Cl N P       ,  8.179,    0.217,
Ca Cl Ge O      ,  8.186,    0.218,
Br Cu Hg S      ,  8.187,    0.218,
Al F O P        ,  8.191,    0.218,
Cl In Nb O      ,  8.194,    0.218,
As Ca Cl O      ,  8.196,    0.218,
B Br O Zn       ,    8.2,    0.219,
Ag F O S        ,  8.203,    0.219,
Al Cl N S       ,  8.204,    0.219,
Ca O P Se       ,  8.208,    0.219,
Er O Se Si      ,  8.216,     0.22,
Dy O Se Si      ,  8.219,     0.22,
Cl Mo O P       ,  8.221,     0.22,
Ho O Se Si      ,  8.226,    0.221,
Cl Cu O V       ,  8.227,    0.221,
Ga O S Tl       ,  8.228,    0.221,
Bi In S Te      ,   8.23,    0.221,
Cd N P S        ,  8.232,    0.221,
N P S Zn        ,  8.232,    0.221,
As I Li S       ,  8.241,    0.222,
F Ga Mg O       ,  8.243,    0.222,
Cl O S Zr       ,  8.243,    0.222,
Cl N P Zn       ,  8.245,    0.222,
Br C Se Se      ,  8.245,    0.222,
Cl Mo O S       ,  8.246,    0.222,
F O P P         ,  8.247,    0.222,
Pb S Sn Te      ,  8.254,    0.223,
As F I Te       ,  8.255,    0.223,
B Br Cu O       ,  8.256,    0.223,
Cd F O P        ,  8.256,    0.223,
F O P Zn        ,  8.257,    0.223,
Br Li P S       ,  8.257,    0.223,
Cl O Pb Si      ,  8.267,    0.224,
Al Br N Se      ,  8.269,    0.224,
Ag Bi Br S      ,  8.273,    0.224,
Cu Mo O S       ,  8.274,    0.224,
Bi Cl O Se      ,  8.278,    0.224,
F Ga O Te       ,  8.279,    0.224,
B Cl Ni O       ,  8.282,    0.225,
Cl F O P        ,  8.284,    0.225,
Cl N S S        ,  8.284,    0.225,
F O P Sb        ,  8.298,    0.226,
B Br I P        ,  8.299,    0.226,
F Mg O Si       ,  8.302,    0.226,
Cl Nb Nb Se     ,  8.303,    0.226,
O Se Si Tb      ,  8.304,    0.226,
Bi Cu O Se      ,  8.306,    0.226,
Ag Cl O Pb      ,  8.306,    0.226,
Cd F O Sb       ,  8.308,    0.227,
Cl F O S        ,  8.309,    0.227,
Cl Hg O P       ,   8.31,    0.227,
Cl N S Sb       ,  8.311,    0.227,
Cu F O P        ,  8.312,    0.227,
Cl Cr O Te      ,  8.313,    0.227,
F O S Sb        ,  8.323,    0.228,
Cl Cu N S       ,  8.324,    0.228,
As Br F O       ,  8.325,    0.228,
As Hg I Sn      ,  8.326,    0.228,
Cl Nb O Te      ,  8.326,    0.228,
Ge N O Si       ,  8.333,    0.228,
Cl F O Sb       ,  8.335,    0.229,
Ag Hg I S       ,  8.336,    0.229,
Br Hg P Sn      ,  8.343,    0.229,
Br Cr O Si      ,  8.347,    0.229,
As Br Hg O      ,   8.35,     0.23,
Bi Br Cd S      ,   8.35,     0.23,
Bi Cd I Se      ,  8.358,     0.23,
Cl O Te V       ,   8.36,     0.23,
Cl Er O Se      ,  8.361,     0.23,
Cl Dy O Se      ,  8.364,    0.231,
Br Hg S Sn      ,  8.367,    0.231,
Cl Ho O Se      ,   8.37,    0.231,
Cr Mo S Se      ,  8.371,    0.231,
Cl O P Pb       ,  8.374,    0.231,
Ca O S Si       ,  8.375,    0.231,
Br Mn S Sb      ,  8.376,    0.232,
Bi Br Cl S      ,  8.378,    0.232,
Se Te Ti Ti     ,  8.382,    0.232,
I Mn Sb Se      ,  8.383,    0.232,
Cd Cl O Pb      ,  8.383,    0.232,
Mg N P S        ,  8.384,    0.232,
O Pb S S        ,  8.386,    0.232,
Ca Cl O Si      ,  8.387,    0.232,
Cu Dy O Se      ,  8.391,    0.233,
As Cl Hg Ti     ,  8.394,    0.233,
Cl O Pb S       ,  8.398,    0.233,
N P Te Zn       ,  8.405,    0.234,
Bi Br Cu S      ,  8.405,    0.234,
Br Mo Te Te     ,  8.406,    0.234,
F Mg O P        ,  8.408,    0.234,
Bi Cu I Se      ,  8.412,    0.234,
O Pb S Sb       ,  8.412,    0.234,
Hg I S Zn       ,  8.414,    0.234,
As Br O Pb      ,  8.414,    0.234,
Bi I In Se      ,  8.414,    0.234,
Cl O Te Zr      ,  8.415,    0.234,
Cl O Se Tm      ,  8.418,    0.235,
O S S Tl        ,  8.419,    0.235,
Cl Mo O Te      ,  8.419,    0.235,
Cl O Pb Sb      ,  8.424,    0.235,
Al Ca O S       ,  8.426,    0.235,
Ag N O Se       ,  8.429,    0.235,
F I S Sb        ,  8.429,    0.235,
Cr Cr Se Te     ,  8.437,    0.236,
Cl Cu O Pb      ,  8.438,    0.236,
Al Ca Cl O      ,  8.438,    0.236,
Cl Hg I S       ,   8.44,    0.236,
Cl F I Sb       ,  8.441,    0.236,
Cl Li O P       ,  8.442,    0.236,
Dy S Te Te      ,  8.446,    0.237,
Cl O Se Tb      ,  8.447,    0.237,
Cd Ge N O       ,  8.448,    0.237,
Ge N O Zn       ,  8.449,    0.237,
Br O S Ti       ,  8.449,    0.237,
La S S Se       ,  8.451,    0.237,
Br Cr O P       ,  8.452,    0.237,
Ho S Te Te      ,  8.453,    0.237,
Ag Bi Cl O      ,  8.457,    0.237,
Cr Hg S Se      ,  8.457,    0.237,
Br O Pb Se      ,  8.462,    0.238,
Cu Hg I S       ,  8.468,    0.238,
F O S Te        ,  8.468,    0.238,
As As Re S      ,   8.47,    0.238,
Ca O P S        ,   8.48,    0.239,
Cl Mo Mo Se     ,  8.488,     0.24,
Er O S Si       ,  8.489,     0.24,
F O P Sn        ,  8.489,     0.24,
Ca O S Zn       ,   8.49,     0.24,
Dy O S Si       ,  8.492,     0.24,
Ca Cl O P       ,  8.492,     0.24,
Ho O S Si       ,  8.498,     0.24,
Cl Dy O Si      ,  8.504,    0.241,
Cl S Si Sm      ,  8.507,    0.241,
Cu F O Te       ,  8.507,    0.241,
Br Cd O V       ,  8.508,    0.241,
Cl Mn O P       ,  8.508,    0.241,
F In O Te       ,  8.509,    0.241,
F O S Sn        ,  8.513,    0.242,
Ca Cl O S       ,  8.516,    0.242,
I Pb S Sb       ,  8.518,    0.242,
N O S Se        ,   8.52,    0.242,
As Cl Hg Zr     ,  8.523,    0.242,
As Cl Hg Mo     ,  8.526,    0.242,
Ca O S Sb       ,   8.53,    0.243,
Bi Cd Cl O      ,  8.533,    0.243,
B Cu I O        ,  8.534,    0.243,
I Li P S        ,  8.535,    0.243,
Bi O S S        ,  8.536,    0.243,
Na O P S        ,  8.541,    0.244,
O S Si Tm       ,  8.545,    0.244,
Cr S Se Tl      ,  8.553,    0.244,
Ca Cl Cu O      ,  8.555,    0.245,
Hg Mo S Se      ,  8.561,    0.245,
Na O S S        ,  8.565,    0.245,
Cl O Pb Te      ,  8.568,    0.246,
Cl Hg Se Zr     ,   8.57,    0.246,
As O Y Zn       ,  8.571,    0.246,
Bi Cu O S       ,  8.575,    0.246,
Cl Re Se Se     ,  8.577,    0.246,
Al N O Si       ,  8.581,    0.246,
Dy O P Zn       ,  8.581,    0.246,
As Cr Mn P      ,  8.582,    0.247,
I Li S Sb       ,  8.585,    0.247,
Cl O Si Tb      ,  8.586,    0.247,
Ga N O Zn       ,  8.586,    0.247,
Bi Cl Cu O      ,  8.587,    0.247,
Bi Ni S Te      ,  8.588,    0.247,
I Nb Te Te      ,  8.589,    0.247,
As Br Na O      ,  8.592,    0.247,
Al Ca O Te      ,  8.595,    0.247,
F I Sb Te       ,  8.598,    0.248,
S Se Tl V       ,  8.599,    0.248,
O Se Se Sm      ,    8.6,    0.248,
Br O Pb Si      ,  8.601,    0.248,
Cl La S Si      ,  8.602,    0.248,
Cu Na O S       ,  8.603,    0.248,
Bi Br O Se      ,  8.611,    0.249,
As Cl Hg Hg     ,  8.612,    0.249,
B Br Ni O       ,  8.614,    0.249,
Br Cu Mo O      ,  8.619,    0.249,
Mo Pb S Se      ,  8.624,     0.25,
Br Nb Nb Se     ,  8.635,     0.25,
Ag Br O Pb      ,  8.638,    0.251,
Cl O Se Y       ,  8.644,    0.251,
Cr Mn S Se      ,  8.653,    0.252,
Mo S Se Tl      ,  8.655,    0.252,
Br Nb O Te      ,  8.657,    0.252,
Ag Cr I O       ,  8.659,    0.252,
Br F O Sb       ,  8.666,    0.253,
I S Si Tb       ,  8.677,    0.253,
Bi Cu I S       ,  8.678,    0.254,
I Mo Te Te      ,  8.679,    0.254,
Cl Hg P Ti      ,  8.684,    0.254,
As Nb Te Tl     ,  8.686,    0.254,
As I O Pb       ,  8.687,    0.254,
Li Mo S Se      ,   8.69,    0.254,
La O Se Se      ,  8.694,    0.255,
Ag N O S        ,  8.694,    0.255,
Br O P Pb       ,  8.703,    0.255,
Ag I O V        ,  8.704,    0.255,
As Cl Hg Tl     ,  8.705,    0.256,
Ag Cl N O       ,  8.706,    0.256,
Bi Cl O Te      ,  8.715,    0.256,
Br Ca O Si      ,  8.716,    0.256,
F Ni O Sb       ,  8.717,    0.256,
Al Cl N O       ,  8.719,    0.257,
As Br Hg Ti     ,  8.723,    0.257,
Cr I O P        ,  8.724,    0.257,
Au Cl F P       ,  8.731,    0.257,
I O Pb Se       ,  8.733,    0.258,
O Se Si Sm      ,  8.737,    0.258,
Br Cl O Pb      ,  8.738,    0.258,
Bi Cu O Te      ,  8.741,    0.258,
Br O Te Zr      ,  8.743,    0.258,
N O P Zn        ,  8.745,    0.258,
Br Mo O Te      ,  8.746,    0.259,
As Br Cr Hg     ,  8.749,    0.259,
Br O Pb Sb      ,  8.752,    0.259,
Mn Mo S Se      ,  8.754,    0.259,
F Hg S Si       ,  8.758,    0.259,
Br Hg I S       ,  8.767,     0.26,
As F N Se       ,  8.767,     0.26,
O S Si Y        ,  8.768,     0.26,
Br Li O P       ,  8.769,     0.26,
Cl N O P        ,  8.771,     0.26,
Ga La O Se      ,  8.773,     0.26,
Cd I O V        ,  8.778,    0.261,
Cl F O Ru       ,  8.779,    0.261,
Cl O Si Y       ,  8.779,    0.261,
N O S S         ,  8.783,    0.261,
Cl N O S        ,  8.794,    0.262,
B Cl Cr O       ,  8.798,    0.262,
Eu O Se Se      ,  8.801,    0.262,
Cl Ho O Te      ,  8.803,    0.263,
Cl O Se Yb      ,  8.805,    0.263,
Br F O Te       ,  8.805,    0.263,
Cl Hg P Zr      ,  8.808,    0.263,
Br Ca O P       ,  8.817,    0.264,
As Bi Cl Hg     ,  8.819,    0.264,
Cl N O Sb       ,  8.819,    0.264,
Cu S Sm Te      ,  8.826,    0.264,
As Cl O Sm      ,  8.827,    0.264,
Dy O S Sn       ,  8.828,    0.264,
La O Se Si      ,  8.829,    0.265,
Br S Si Sm      ,  8.831,    0.265,
Cl Hg S Zr      ,  8.832,    0.265,
S Se Tl Tl      ,  8.832,    0.265,
Cl Cu N O       ,  8.832,    0.265,
Cl Nb S Tl      ,  8.839,    0.265,
As Cu O Sm      ,  8.853,    0.266,
O P Y Zn        ,  8.854,    0.266,
Bi Br Cd O      ,  8.857,    0.267,
Ag N O Te       ,  8.858,    0.267,
Al B F O        ,   8.87,    0.268,
Cl O Se Sm      ,  8.872,    0.268,
Br Ca Cu O      ,  8.878,    0.268,
Br Mn O Sb      ,   8.88,    0.268,
B I Ni O        ,  8.881,    0.268,
Ca Pb S Se      ,  8.883,    0.268,
Bi Br Cl O      ,  8.883,    0.268,
Br O Pb Te      ,   8.89,    0.269,
Br Hg Se Zr     ,  8.892,    0.269,
As La O Zn      ,  8.893,    0.269,
Cu O Se Sm      ,  8.898,     0.27,
Br Re Se Se     ,  8.898,     0.27,
I Nb Nb Se      ,  8.901,     0.27,
As La O S       ,  8.907,     0.27,
C Cl O Pd       ,  8.907,     0.27,
Ga Se Ta Te     ,   8.91,     0.27,
B Cl N P        ,  8.911,    0.271,
Bi Pb S Se      ,  8.913,    0.271,
Cl P Se Ta      ,  8.915,    0.271,
Cu La S Te      ,  8.917,    0.271,
As Cl La O      ,  8.918,    0.271,
C F Ge Se       ,  8.919,    0.271,
Cu F Hg S       ,  8.919,    0.271,
Br La S Si      ,  8.922,    0.271,
F Ge O V        ,  8.924,    0.271,
O S Si Yb       ,  8.927,    0.272,
Br Hg I Te      ,   8.93,    0.272,
B Cd F O        ,  8.931,    0.272,
F I O Sb        ,  8.931,    0.272,
La O Se Zn      ,  8.938,    0.272,
Cl O Si Yb      ,  8.939,    0.273,
Cl Cu O Y       ,   8.94,    0.273,
F Nb O Se       ,  8.946,    0.273,
Na Ni O S       ,  8.948,    0.273,
B Cl F O        ,  8.956,    0.274,
