Phase fields,     scores,     Norm. scores,
Cd Cr Se Te     ,  2.244,     0.12,
Cd Se Sn Te     ,  2.245,     0.12,
Cu I S Si       ,  2.248,    0.121,
Br S S V        ,  2.253,    0.122,
Cu I P S        ,  2.253,    0.122,
I Mn Sb Se      ,  2.254,    0.122,
Br Cd S Sb      ,  2.258,    0.123,
Ag Ge I S       ,  2.259,    0.123,
Ag S Se Te      ,  2.262,    0.124,
Br Nb Nb Se     ,  2.265,    0.124,
Br In S Sb      ,   2.27,    0.125,
Cr Cr Se Te     ,  2.277,    0.126,
Ag Br In Te     ,  2.299,    0.131,
Mo Ru Se Te     ,  2.302,    0.131,
Cl Ga P Se      ,  2.305,    0.132,
B Br P S        ,  2.309,    0.133,
Ag I In Se      ,  2.311,    0.133,
In Sb Se Te     ,  2.312,    0.133,
As As Cd Cl     ,  2.313,    0.133,
Ag Sb Se Te     ,  2.319,    0.134,
Cd S Sn Te      ,  2.334,    0.137,
Cl Cu P Se      ,  2.336,    0.138,
As Cl Cu S      ,  2.337,    0.138,
Cu I S Sb       ,   2.35,    0.141,
I P P Sn        ,  2.351,    0.141,
Ag S Sn Te      ,  2.353,    0.141,
Cd I P S        ,  2.359,    0.142,
As In Mn N      ,  2.368,    0.144,
N P Se Zn       ,  2.369,    0.144,
Ag S Te V       ,   2.37,    0.144,
Cu I In Te      ,  2.371,    0.145,
Ag Br I S       ,  2.384,    0.147,
Cu I S Te       ,   2.39,    0.148,
I S Sb Se       ,  2.397,    0.149,
In S Sb Te      ,  2.399,     0.15,
I Sb Se Sn      ,  2.399,     0.15,
Cl Ga Sb Se     ,    2.4,     0.15,
Ag Nb S Te      ,  2.409,    0.152,
Se Te Ti Ti     ,  2.411,    0.152,
Ag Br Te Te     ,  2.412,    0.152,
Cl Cu P S       ,  2.422,    0.154,
Al Cl P Se      ,  2.427,    0.155,
Ag Cl Ge S      ,  2.428,    0.155,
Al Al I Te      ,  2.439,    0.157,
Br Co O Se      ,  2.442,    0.158,
Ag S Te Te      ,  2.444,    0.158,
Br Ni O Se      ,  2.444,    0.158,
Cd I S Sb       ,  2.452,     0.16,
Br Mo Te Te     ,  2.453,     0.16,
N P S Zn        ,  2.454,     0.16,
I Nb Nb Se      ,  2.458,    0.161,
B Br I P        ,  2.467,    0.163,
Ag I S Sb       ,  2.469,    0.163,
Ag Br I Te      ,  2.476,    0.164,
Ag Cl In Se     ,  2.476,    0.165,
I S Sb Sn       ,  2.483,    0.166,
I In In Te      ,  2.483,    0.166,
Cl Ga S Sb      ,  2.484,    0.166,
Ag I In Te      ,  2.489,    0.167,
Al Br N Se      ,   2.49,    0.167,
As Br F Se      ,  2.492,    0.168,
I Nb Se Te      ,  2.492,    0.168,
B I P S         ,  2.499,    0.169,
Cl Mn S Sb      ,  2.506,     0.17,
As Br Cd O      ,  2.508,    0.171,
Al Cl Sb Se     ,  2.518,    0.172,
As Br In O      ,   2.52,    0.173,
Al Cl Nb Se     ,  2.522,    0.173,
Ag Cl Mo Se     ,  2.522,    0.173,
Cl Nb P Se      ,  2.523,    0.174,
Al I Sb Te      ,  2.531,    0.175,
Cl Cu In Te     ,  2.533,    0.175,
Cl Mo S Se      ,  2.533,    0.175,
Ag Cl P S       ,  2.538,    0.176,
N P Te Zn       ,  2.543,    0.177,
Cl Cu S Te      ,   2.55,    0.179,
Cl In In S      ,  2.552,    0.179,
Ag O P Se       ,  2.556,     0.18,
Br Cl Cr S      ,  2.557,     0.18,
Br Cu Mo O      ,  2.558,     0.18,
Ag Cl In S      ,  2.558,     0.18,
Cl Mo Mo Se     ,  2.561,    0.181,
Fe O Se Te      ,  2.561,    0.181,
B O Se Zn       ,  2.562,    0.181,
C Fe O Se       ,  2.563,    0.181,
C N Se Se       ,  2.569,    0.182,
Cl Ga Sb Te     ,  2.572,    0.183,
As Br F S       ,  2.573,    0.183,
Br Fe O Sb      ,  2.574,    0.183,
Br Mn O Sb      ,  2.574,    0.183,
Cd N P S        ,  2.574,    0.183,
Br Co O Sb      ,  2.575,    0.183,
Br Cu O Sb      ,  2.581,    0.185,
Ag Cl Se Te     ,  2.582,    0.185,
C N S Zn        ,  2.582,    0.185,
Mg N P S        ,  2.585,    0.185,
C F Ge Se       ,  2.586,    0.186,
Cu Mo O S       ,  2.588,    0.186,
Br Cd O P       ,  2.588,    0.186,
Br O Te Zn      ,  2.594,    0.187,
C Co N S        ,  2.599,    0.188,
C N Ni S        ,  2.602,    0.189,
As F S S        ,  2.603,    0.189,
Cl Nb P S       ,  2.603,    0.189,
C Cu N S        ,  2.605,    0.189,
Br Cl S Sb      ,  2.606,    0.189,
Cd Cl S Sb      ,  2.608,     0.19,
O P P S         ,   2.61,     0.19,
Br Fe O Te      ,   2.61,     0.19,
Cl P S Ti       ,  2.611,     0.19,
Br Co O Te      ,  2.611,     0.19,
B Br O Zn       ,  2.611,     0.19,
C N P Se        ,  2.612,     0.19,
Br C Mn O       ,  2.612,    0.191,
Br Cr O Si      ,  2.612,    0.191,
Cl Mo S S       ,  2.613,    0.191,
Br Ni O Te      ,  2.613,    0.191,
Cl Nb Nb Se     ,  2.614,    0.191,
Al Cd O S       ,  2.616,    0.191,
Br Cr O P       ,  2.617,    0.191,
Br Cu O Te      ,  2.617,    0.191,
Cl In S Sb      ,  2.619,    0.192,
Br N S V        ,  2.626,    0.193,
B Br Fe O       ,  2.627,    0.193,
B Br Mn O       ,  2.627,    0.193,
B Br Co O       ,  2.628,    0.194,
B Br Ni O       ,   2.63,    0.194,
Ag O S Si       ,   2.63,    0.194,
Ag Br Cl Te     ,  2.631,    0.194,
I Mo Te Te      ,  2.632,    0.194,
B Br Cu O       ,  2.634,    0.195,
Br C F Ge       ,  2.635,    0.195,
Br Cd O V       ,  2.642,    0.196,
C Fe O S        ,  2.642,    0.196,
C Mn O S        ,  2.642,    0.196,
C Co O S        ,  2.643,    0.196,
Ag Cl In Te     ,  2.643,    0.196,
C N S Se        ,  2.648,    0.197,
As Br F Te      ,  2.658,    0.199,
Br F Sb Se      ,  2.658,    0.199,
I Nb Te Te      ,  2.658,    0.199,
Ag Cl S Te      ,   2.66,      0.2,
C F Ge S        ,  2.664,      0.2,
As F I Se       ,  2.669,    0.201,
C N S Si        ,  2.685,    0.204,
C O Ru Se       ,  2.688,    0.205,
C N P S         ,  2.689,    0.205,
As C F S        ,  2.689,    0.205,
B Br Mg N       ,  2.692,    0.206,
C Cd N S        ,  2.697,    0.207,
Ag As I O       ,    2.7,    0.207,
Al Cd O Te      ,    2.7,    0.207,
O S Se Zr       ,  2.701,    0.208,
Cl Ga N Se      ,  2.706,    0.209,
Br O S Ti       ,  2.711,    0.209,
Ag C N S        ,  2.713,     0.21,
Ag O P Te       ,  2.718,    0.211,
Br In O Te      ,  2.719,    0.211,
Cl Mn Mn O      ,  2.721,    0.211,
C N S Sn        ,  2.725,    0.212,
Cl Fe N Se      ,  2.726,    0.212,
Br F S Sb       ,  2.734,    0.214,
Br C O Ru       ,  2.734,    0.214,
As Cl Co O      ,  2.735,    0.214,
Ag I O Se       ,  2.735,    0.214,
Ga N O Zn       ,  2.736,    0.214,
As Cl Cu O      ,   2.74,    0.215,
Ge N O Zn       ,  2.743,    0.216,
As F I S        ,  2.745,    0.216,
Fe I O Sb       ,  2.745,    0.216,
I Mn O Sb       ,  2.745,    0.216,
Cl Ga N P       ,  2.747,    0.216,
Br Cl I Sb      ,  2.748,    0.216,
Cl N P Zn       ,  2.751,    0.217,
B Br Cr O       ,  2.752,    0.217,
Ag O S Te       ,  2.753,    0.217,
Cl O Se Zn      ,  2.753,    0.217,
As As Re S      ,  2.759,    0.219,
Br Mo O Te      ,   2.76,    0.219,
C O Ru S        ,  2.763,    0.219,
B Mg O S        ,  2.763,    0.219,
C Cr O S        ,  2.766,     0.22,
Cl Co O Se      ,  2.769,     0.22,
Cl Ni O Se      ,  2.771,    0.221,
Br Fe La S      ,  2.771,    0.221,
C C O Se        ,  2.774,    0.221,
Cl Cu O Se      ,  2.774,    0.222,
Ag I O P        ,  2.775,    0.222,
Br C C N        ,  2.779,    0.222,
Cl Ga N S       ,  2.781,    0.223,
C I Mn O        ,  2.782,    0.223,
Br Nb O Te      ,  2.785,    0.224,
Cr I O P        ,  2.786,    0.224,
Cu S Se Ta      ,   2.79,    0.224,
B Fe I O        ,  2.795,    0.225,
B I Mn O        ,  2.795,    0.226,
As Br Cu Hg     ,  2.796,    0.226,
B Co I O        ,  2.796,    0.226,
B I Ni O        ,  2.799,    0.226,
Br Re Se Se     ,  2.799,    0.226,
Cl Fe N S       ,    2.8,    0.226,
As As Br Hg     ,  2.802,    0.227,
B Cu I O        ,  2.802,    0.227,
Cl Cu N S       ,  2.807,    0.228,
Cl Fe O P       ,  2.807,    0.228,
Cl Mn O P       ,  2.807,    0.228,
Br Hg Se Zn     ,  2.808,    0.228,
Cl Co O P       ,  2.808,    0.228,
Ag Cr I O       ,  2.809,    0.228,
Cd I O V        ,  2.809,    0.228,
Br Ce Fe S      ,  2.812,    0.229,
As Cl F Se      ,  2.813,    0.229,
Ag I O V        ,  2.825,    0.231,
As F I Te       ,  2.825,    0.231,
F I Sb Se       ,  2.825,    0.231,
As Cd Cl O      ,  2.828,    0.232,
Br O Te Zr      ,  2.828,    0.232,
Br Cu Hg Se     ,  2.829,    0.232,
Cl Cu In O      ,  2.832,    0.232,
As Br Hg Se     ,  2.835,    0.233,
As Cl In O      ,  2.838,    0.234,
Ge N O Si       ,   2.84,    0.234,
N O P Zn        ,  2.841,    0.234,
Ga Se Ta Te     ,  2.843,    0.235,
La S S Se       ,  2.845,    0.235,
Cl N S Se       ,  2.846,    0.235,
F Mn Ni O       ,  2.847,    0.235,
C C O S         ,  2.847,    0.235,
Br C F Te       ,   2.85,    0.236,
Al Cl N P       ,   2.85,    0.236,
Cd Ge N O       ,  2.851,    0.236,
As Fe P Sr      ,  2.852,    0.236,
Br La S Si      ,  2.852,    0.236,
As Ni P Sr      ,  2.855,    0.237,
As F Fe O       ,  2.856,    0.237,
B I Mg N        ,  2.857,    0.237,
Cd Cl O Se      ,  2.861,    0.238,
Br Fe N O       ,  2.861,    0.238,
As F N Se       ,  2.861,    0.238,
Cl Cu O V       ,  2.863,    0.238,
Cl Fe Mo O      ,  2.865,    0.239,
Ga S Se Tl      ,  2.865,    0.239,
Ni Se Ta Te     ,  2.865,    0.239,
Cu Se Ta Te     ,  2.869,    0.239,
La Mo S Se      ,  2.869,     0.24,
Cl In O Se      ,  2.871,     0.24,
Cl O Sb Zn      ,  2.872,     0.24,
As Br Cd Hg     ,  2.881,    0.242,
C Cl Co N       ,  2.882,    0.242,
Al Cl N S       ,  2.883,    0.242,
Fe S Se Tl      ,  2.884,    0.242,
Cu La S Te      ,  2.884,    0.242,
As Cl F S       ,  2.885,    0.243,
Cl Fe O Sb      ,  2.886,    0.243,
Ag I O Te       ,  2.887,    0.243,
Cl O Se Sn      ,  2.887,    0.243,
Fe N O S        ,  2.888,    0.243,
F Fe O Se       ,  2.889,    0.243,
Cl N Sb Se      ,  2.891,    0.244,
As Br Hg In     ,  2.891,    0.244,
Br Ce S Si      ,  2.892,    0.244,
C I O Rh        ,  2.892,    0.244,
I Mo Nb O       ,  2.892,    0.244,
Cl Cu O Sb      ,  2.892,    0.244,
F I S Sb        ,  2.896,    0.245,
C I O Ru        ,  2.897,    0.245,
Cd Cl O P       ,  2.899,    0.245,
Br Cu Hg S      ,    2.9,    0.246,
Cl O Te Zn      ,  2.904,    0.246,
As Br Hg S      ,  2.906,    0.247,
As Br Cr Hg     ,  2.907,    0.247,
As Br Hg Sn     ,  2.908,    0.247,
Cl Mg O P       ,  2.908,    0.247,
Ge Pb S Se      ,  2.908,    0.247,
Cl Mo N P       ,  2.908,    0.247,
Ag Cl O Si      ,   2.91,    0.247,
Cl Mo O Se      ,   2.91,    0.247,
Ag Al Cl O      ,  2.912,    0.248,
F O P Zn        ,  2.913,    0.248,
B Cr I O        ,  2.913,    0.248,
Al F Ge O       ,  2.914,    0.248,
B Cl I Zr       ,  2.915,    0.248,
Cl N S S        ,  2.917,    0.249,
Cl Fe O Te      ,  2.918,    0.249,
Cl Co O Te      ,  2.919,    0.249,
B Cl O Zn       ,  2.919,    0.249,
C Cl Mn O       ,   2.92,    0.249,
Cl Cr O Si      ,   2.92,    0.249,
Be Cl I Zr      ,  2.921,    0.249,
Cl Ni O Te      ,  2.921,     0.25,
Al Cl O S       ,  2.922,     0.25,
F Mn O Si       ,  2.923,     0.25,
Ag N O Se       ,  2.923,     0.25,
C I Mo O        ,  2.923,     0.25,
Al Cl O Sn      ,  2.924,     0.25,
Cl Cu O Te      ,  2.924,     0.25,
F Ga Mg O       ,  2.925,     0.25,
Cl O P Sn       ,  2.925,     0.25,
F Fe O P        ,  2.926,    0.251,
F Mn O P        ,  2.927,    0.251,
C Cl Cu O       ,  2.927,    0.251,
Co F O P        ,  2.927,    0.251,
Cl O Sb Se      ,   2.93,    0.251,
Fe I La S       ,  2.931,    0.251,
Br Pr S Si      ,  2.931,    0.252,
As F N S        ,  2.932,    0.252,
F Ge Mg O       ,  2.932,    0.252,
Cl N Nb P       ,  2.932,    0.252,
Cl N S V        ,  2.932,    0.252,
Al N O Si       ,  2.933,    0.252,
Cu F O P        ,  2.933,    0.252,
N O S Se        ,  2.933,    0.252,
B Cl Fe O       ,  2.933,    0.252,
B Cl Mn O       ,  2.933,    0.252,
Br La S Sb      ,  2.933,    0.252,
B Cl Co O       ,  2.934,    0.252,
Cl N Si Ti      ,  2.935,    0.252,
Mn N Nb O       ,  2.936,    0.252,
B Cl Ni O       ,  2.936,    0.252,
Cl N P Ti       ,  2.939,    0.253,
Fe N O Ti       ,  2.943,    0.254,
Br S S Ta       ,  2.944,    0.254,
As Br F O       ,  2.944,    0.254,
As Cd F O       ,  2.946,    0.254,
Ag Cl Cr O      ,  2.947,    0.254,
Cd Cl O V       ,  2.947,    0.254,
Cl Mo O P       ,  2.947,    0.255,
Cl F P Rh       ,  2.948,    0.255,
Ag Au S Se      ,  2.955,    0.256,
Cl O S Sn       ,  2.957,    0.256,
F Fe O S        ,  2.959,    0.257,
I Se Se Ta      ,   2.96,    0.257,
As Br Hg Ti     ,   2.96,    0.257,
Cl N S Sb       ,  2.961,    0.257,
Al C Cl N       ,  2.961,    0.257,
As Cl F Te      ,  2.961,    0.257,
As Bi Ni S      ,  2.961,    0.257,
F Ge O V        ,  2.963,    0.257,
C Cl N P        ,  2.963,    0.257,
Bi Br Mn Se     ,  2.964,    0.258,
Cl Mo Mo N      ,  2.964,    0.258,
Cr Hg S Se      ,  2.965,    0.258,
Ag Br N O       ,  2.966,    0.258,
Cl O P Sb       ,  2.968,    0.258,
Ce Fe I S       ,   2.97,    0.259,
Bi Br Cu Se     ,   2.97,    0.259,
As F O S        ,  2.971,    0.259,
Cl Nb O P       ,  2.971,    0.259,
Br Ce S Sb      ,  2.972,    0.259,
Br Nd S Si      ,  2.972,    0.259,
F I Sb Te       ,  2.972,    0.259,
Cl N P Zr       ,  2.972,    0.259,
Br F N P        ,  2.975,     0.26,
Cd Cl O Sb      ,  2.975,     0.26,
B Cl N P        ,  2.976,     0.26,
Cl N Sb V       ,  2.976,     0.26,
As Hg S Sb      ,  2.977,     0.26,
Mo Se Te W      ,  2.977,     0.26,
Br Hg P Sn      ,  2.977,     0.26,
Cl O P Ti       ,  2.978,     0.26,
Cl Mo O S       ,  2.979,    0.261,
Br Cd Hg S      ,  2.983,    0.261,
Ge Pb Se Te     ,  2.984,    0.262,
Cl In Nb O      ,  2.988,    0.262,
Hg Mo S Se      ,  2.988,    0.262,
F Nb O Zn       ,  2.992,    0.263,
As Hg I Se      ,  2.992,    0.263,
Ag N O S        ,  2.992,    0.263,
B Cl Mg N       ,  2.992,    0.263,
C Cl N S        ,  2.995,    0.264,
C Cl F Se       ,  2.995,    0.264,
Ag Br Hg S      ,  2.998,    0.264,
Cr S Se Tl      ,  2.998,    0.264,
Cl F P Sb       ,  2.998,    0.264,
F N P S         ,  3.001,    0.265,
N O S S         ,  3.002,    0.265,
Al F O Si       ,  3.002,    0.265,
F O S Se        ,  3.002,    0.265,
Co F O Sb       ,  3.003,    0.265,
F Ni O Sb       ,  3.005,    0.266,
F Fe Nb O       ,  3.005,    0.266,
F Mn Nb O       ,  3.005,    0.266,
Al F O P        ,  3.006,    0.266,
Cd Cl O Te      ,  3.006,    0.266,
F O P P         ,  3.007,    0.266,
Cd Pb S Se      ,  3.008,    0.266,
I La S Si       ,  3.008,    0.266,
Br Hg S Sn      ,  3.009,    0.266,
As C F N        ,  3.009,    0.266,
Cl O S Ti       ,  3.009,    0.266,
As Fe La N      ,   3.01,    0.266,
As Co La N      ,  3.011,    0.267,
Cu F Nb O       ,  3.011,    0.267,
F Fe O Ti       ,  3.012,    0.267,
S Se Tl V       ,  3.012,    0.267,
As La N Ni      ,  3.013,    0.267,
Cd F O P        ,  3.014,    0.267,
Al N Nb O       ,  3.015,    0.267,
Cd Hg Se Te     ,  3.015,    0.267,
F Ga O Te       ,  3.015,    0.268,
Cl In O Te      ,  3.016,    0.268,
Fe I N O        ,  3.017,    0.268,
Co I N O        ,  3.018,    0.268,
F Mg O Si       ,   3.02,    0.268,
Mo S Se Tl      ,  3.021,    0.269,
Ag Cl O Te      ,  3.021,    0.269,
C Cl O Pd       ,  3.023,    0.269,
F Mg O P        ,  3.023,    0.269,
Br Hg Se Zr     ,  3.025,    0.269,
C Cl O Rh       ,  3.025,    0.269,
C Cl F Si       ,  3.028,     0.27,
Ag F O P        ,  3.029,     0.27,
C Cl O Ru       ,   3.03,     0.27,
B Cl Mg O       ,   3.03,     0.27,
Cl Cr O Te      ,  3.031,    0.271,
N O V V         ,  3.032,    0.271,
Bi Br Fe S      ,  3.032,    0.271,
Bi Br Mn S      ,  3.032,    0.271,
Mg N Nb O       ,  3.033,    0.271,
F Fe O Te       ,  3.033,    0.271,
Pb S Se Sn      ,  3.033,    0.271,
As La O Zn      ,  3.034,    0.271,
Hg I S Zn       ,  3.034,    0.271,
C F Mn O        ,  3.035,    0.271,
As Cd Hg I      ,  3.036,    0.271,
C Cl N Sb       ,  3.037,    0.272,
Bi Br Cu S      ,  3.038,    0.272,
Cu F O Te       ,  3.039,    0.272,
F O P Sn        ,   3.04,    0.272,
S Sb Se Tl      ,   3.04,    0.272,
C Cu F O        ,  3.041,    0.272,
Cl O S Zr       ,  3.042,    0.273,
C N O Si        ,  3.042,    0.273,
Cl O Te V       ,  3.045,    0.273,
Ce I S Si       ,  3.046,    0.273,
B Cl Cr O       ,  3.046,    0.273,
As Fe La O      ,  3.047,    0.274,
F Nb O Se       ,  3.048,    0.274,
As Co La O      ,  3.048,    0.274,
As La Ni O      ,   3.05,    0.274,
Bi Br Cd Se     ,  3.051,    0.274,
Ge Pb S Te      ,  3.052,    0.274,
F O P V         ,  3.053,    0.275,
Cl Mo O Te      ,  3.053,    0.275,
Cu Hg I S       ,  3.054,    0.275,
Br S Si Sm      ,  3.054,    0.275,
Mo Pb S Se      ,  3.055,    0.275,
Cl Nb O Ti      ,  3.055,    0.275,
Cd Cl I O       ,  3.058,    0.276,
Cl I N V        ,  3.059,    0.276,
As Hg I S       ,  3.059,    0.276,
Ag F O S        ,   3.06,    0.276,
Bi Br In Se     ,   3.06,    0.276,
Ga La O Se      ,  3.061,    0.276,
As Hg I Sn      ,  3.061,    0.276,
As Cl Ga Hg     ,  3.062,    0.276,
Cl Fe La S      ,  3.063,    0.277,
La O Se Zn      ,  3.065,    0.277,
Ag Bi Br Se     ,  3.065,    0.277,
Ag N O Te       ,  3.066,    0.277,
As O Y Zn       ,  3.067,    0.277,
Ag C N O        ,  3.068,    0.277,
Mo S Se Sm      ,   3.07,    0.278,
C C Cl N        ,   3.07,    0.278,
F O S Sn        ,  3.071,    0.278,
Mg N O Zr       ,  3.072,    0.278,
Cl F Sb Sb      ,  3.072,    0.278,
Cl O Sb Te      ,  3.073,    0.278,
F O S Tc        ,  3.074,    0.279,
F N S Sb        ,  3.074,    0.279,
Ag F O V        ,  3.075,    0.279,
C Cl O Sb       ,  3.075,    0.279,
Cl Nb O Te      ,  3.076,    0.279,
C N O S         ,  3.077,    0.279,
As Ba Fe P      ,  3.078,    0.279,
Fe K S Se       ,  3.078,    0.279,
Fe La O Se      ,  3.078,     0.28,
La Mn O Se      ,  3.078,     0.28,
Co La O Se      ,  3.079,     0.28,
As Cu Ho P      ,   3.08,     0.28,
F O P Sb        ,  3.081,     0.28,
Cd Pb Se Te     ,  3.081,     0.28,
Ag F Mo O       ,  3.083,     0.28,
I Pr S Si       ,  3.083,    0.281,
Cu S Sm Te      ,  3.084,    0.281,
Cu La O Se      ,  3.084,    0.281,
As Ce Fe O      ,  3.084,    0.281,
As Ce Mn O      ,  3.084,    0.281,
Br Nb S Tl      ,  3.085,    0.281,
As Nb Te Tl     ,  3.085,    0.281,
Br F O Sb       ,  3.086,    0.281,
As Ce Ni O      ,  3.087,    0.281,
Cd F O Sb       ,  3.088,    0.281,
Cl Re Se Se     ,  3.088,    0.281,
Br Re Te Te     ,  3.089,    0.282,
Nb S Ta Te      ,   3.09,    0.282,
Ag Bi S Se      ,   3.09,    0.282,
F O Sc Se       ,  3.096,    0.283,
Cl Nb O Sc      ,  3.096,    0.283,
F Mg Nb O       ,    3.1,    0.284,
Ce Cl Fe S      ,    3.1,    0.284,
La O P Zn       ,  3.101,    0.284,
Ce O Se Zn      ,  3.102,    0.284,
Cl F Sb Te      ,  3.102,    0.284,
Pb S Se Te      ,  3.104,    0.285,
Ag F Nb O       ,  3.105,    0.285,
Pb Se Sn Te     ,  3.106,    0.285,
F Mg O Ti       ,  3.106,    0.285,
C F N S         ,  3.107,    0.285,
Cl N Sc Sc      ,  3.107,    0.285,
F O S Sb        ,  3.111,    0.286,
Bi Ga S Te      ,  3.112,    0.286,
Fe La O P       ,  3.114,    0.286,
Bi I Mn Se      ,  3.114,    0.286,
Cl O Te Zr      ,  3.114,    0.286,
Co La O P       ,  3.115,    0.286,
Ce Fe O Se      ,  3.115,    0.286,
Ce Mn O Se      ,  3.115,    0.286,
Cr F Nb O       ,  3.115,    0.287,
F O Sb Tc       ,  3.116,    0.287,
Cl Cu Hg Se     ,  3.116,    0.287,
F Nb O Sn       ,  3.116,    0.287,
Ag I N O        ,  3.116,    0.287,
Br F O Te       ,  3.116,    0.287,
