Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,  4.098,      0.0,
As Cd Ga Se     ,  4.269,    0.012,
As Ga Se Zn     ,  4.269,    0.012,
As Cd Ge P      ,  4.657,    0.038,
As Ge P Zn      ,  4.657,    0.038,
As Cd In Se     ,  4.701,    0.041,
As In Se Zn     ,  4.701,    0.041,
As As Cd Cl     ,   4.74,    0.044,
Cd Ge S Se      ,  4.786,    0.047,
As Cu In Se     ,  4.797,    0.048,
Cu Ge P Se      ,  4.838,     0.05,
Ag Ga S Se      ,  4.894,    0.054,
As Cd Ga S      ,  4.943,    0.058,
As Ga S Zn      ,  4.944,    0.058,
Ge Sb Se Te     ,  4.982,     0.06,
Ga P Se Zn      ,  4.984,     0.06,
Ag Ga Se Te     ,  5.016,    0.063,
Cd Ga S Se      ,  5.024,    0.063,
As Cd Ga Te     ,  5.065,    0.066,
As Ga Te Zn     ,  5.065,    0.066,
Cl Ga Sb Se     ,  5.114,    0.069,
Cu Ga S Se      ,  5.114,    0.069,
As P Si Zn      ,  5.165,    0.073,
As Cd P Zn      ,  5.191,    0.074,
Cl Ga P Se      ,  5.193,    0.075,
Cu Ga Se Te     ,  5.232,    0.077,
Ag S Sb Se      ,   5.25,    0.078,
Ag In S Se      ,  5.275,     0.08,
Cd S Se Si      ,  5.281,    0.081,
Ge Se Sn Te     ,  5.293,    0.081,
Ag Cl Ge S      ,  5.295,    0.081,
Ag Cl In Se     ,  5.295,    0.081,
Cd S Se Zn      ,  5.307,    0.082,
As Cd In S      ,  5.321,    0.083,
Al S Se Zn      ,  5.362,    0.086,
Ag Sb Se Te     ,  5.365,    0.086,
Ag In Se Te     ,  5.389,    0.088,
Cd In S Se      ,  5.396,    0.088,
In S Se Zn      ,  5.396,    0.088,
Cd Se Te Zn     ,  5.421,     0.09,
As Cd In Te     ,  5.434,    0.091,
Cu Ge P S       ,  5.442,    0.092,
Al Cl Sb Se     ,  5.446,    0.092,
Al Cu S Se      ,  5.446,    0.092,
Cu S Sb Se      ,  5.456,    0.092,
Ag S Se Te      ,  5.478,    0.094,
Cu In S Se      ,   5.48,    0.094,
Ag Cl Se Te     ,  5.497,    0.095,
As Cl Cu S      ,  5.513,    0.096,
As Cu In Te     ,  5.517,    0.097,
Ag Ge I Se      ,  5.518,    0.097,
Al Cl P Se      ,   5.52,    0.097,
Cu P S Se       ,   5.53,    0.098,
Cl Cu P Se      ,  5.549,    0.099,
In Sb Se Te     ,  5.571,      0.1,
Ga P S Zn       ,  5.572,      0.1,
As As Cd I      ,  5.576,    0.101,
Cu In Se Te     ,   5.59,    0.102,
Ag Br Ge S      ,  5.656,    0.106,
Ag Br In Se     ,  5.656,    0.106,
Cl Ga S Sb      ,  5.689,    0.108,
Ge Pb S Se      ,   5.71,     0.11,
Cu Ge I Se      ,  5.714,     0.11,
In S Se Sn      ,  5.746,    0.112,
Br Cd Sb Se     ,  5.747,    0.112,
As Br Cd P      ,  5.747,    0.112,
Ag Au S Se      ,  5.748,    0.112,
As Cl Ga Hg     ,  5.768,    0.114,
Cd Se Sn Te     ,  5.768,    0.114,
Se Sn Te Zn     ,  5.769,    0.114,
Cl Ga Sb Te     ,  5.795,    0.116,
Al Br Sb Se     ,  5.798,    0.116,
Ge Pb Se Te     ,  5.815,    0.117,
Br In Sb Se     ,  5.829,    0.118,
Ag Br Se Te     ,  5.846,    0.119,
Br Cu Ge S      ,  5.848,    0.119,
Br Cu In Se     ,  5.848,    0.119,
Br In In Se     ,  5.852,    0.119,
Ag Cl In S      ,  5.852,    0.119,
As Br Cu S      ,  5.861,     0.12,
Cu Rh S Se      ,  5.879,    0.121,
Br Cu P Se      ,  5.895,    0.122,
Ag Cl P S       ,  5.899,    0.123,
Ag As Cl Hg     ,  5.907,    0.123,
As As Br Hg     ,   5.92,    0.124,
Cd Cl S Sb      ,   5.94,    0.125,
Ag Cl In Te     ,  5.955,    0.126,
Ga S Se Tl      ,  5.957,    0.127,
As Br Hg Se     ,  5.988,    0.129,
As Cd Cr Se     ,  5.992,    0.129,
S Se Sn Sn      ,  5.996,    0.129,
Cl In S Sb      ,   6.02,    0.131,
Ag Cl S Te      ,  6.035,    0.132,
Cl In In S      ,  6.041,    0.132,
Ag Ge I S       ,  6.055,    0.133,
Ag I In Se      ,  6.055,    0.133,
As Hg S Sb      ,  6.056,    0.133,
As Cr Cu Se     ,  6.068,    0.134,
Cl Cu P S       ,  6.083,    0.135,
Ga S Se V       ,  6.084,    0.135,
Ag O P Se       ,   6.09,    0.136,
In Ni S Se      ,  6.093,    0.136,
In S Sb Te      ,  6.103,    0.137,
Cu Cu S Te      ,  6.117,    0.137,
Ag S Te Te      ,  6.118,    0.138,
Cu I Se Si      ,  6.135,    0.139,
Cl Cu In Te     ,  6.138,    0.139,
Ni P S Se       ,  6.138,    0.139,
Bi Cl Ga Se     ,  6.139,    0.139,
As Cd I P       ,   6.14,    0.139,
Cd Pb S Se      ,  6.153,     0.14,
Cl Cu Hg Se     ,  6.157,     0.14,
Cd Hg Se Te     ,  6.164,    0.141,
As Cl Hg S      ,  6.173,    0.141,
Ag S Sn Te      ,   6.18,    0.142,
As Cd Cl O      ,   6.18,    0.142,
Ag Br In S      ,  6.181,    0.142,
Ga Ga I Te      ,  6.212,    0.144,
Cl Cu S Te      ,  6.216,    0.144,
Cu Ge I S       ,  6.234,    0.145,
Cu I In Se      ,  6.234,    0.145,
Cd Cl O Se      ,  6.245,    0.146,
Cl O Se Zn      ,  6.245,    0.146,
As Cu I S       ,  6.247,    0.146,
Cd Pb Se Te     ,  6.251,    0.147,
S Sb Se Tl      ,  6.253,    0.147,
Ag Bi S Se      ,  6.253,    0.147,
As Cl Cu O      ,  6.253,    0.147,
As Cl In O      ,  6.257,    0.147,
Br Cu S Si      ,   6.26,    0.147,
Br Cd S Sb      ,  6.264,    0.147,
Ag Bi Cl Se     ,   6.27,    0.148,
Ag Br In Te     ,  6.278,    0.148,
Cu I P Se       ,  6.278,    0.148,
Cd S Sn Te      ,  6.284,    0.149,
S Sn Te Zn      ,  6.284,    0.149,
I S Sb Se       ,  6.294,     0.15,
Br Cd P P       ,  6.296,     0.15,
Cl O Sb Se      ,    6.3,     0.15,
Cl Cu O Se      ,  6.318,    0.151,
Cl In O Se      ,  6.321,    0.151,
Ge Pb S Te      ,  6.327,    0.152,
As Cl Hg Sn     ,  6.331,    0.152,
As Br Cd Hg     ,  6.336,    0.152,
Br In S Sb      ,   6.34,    0.153,
Ag Bi Se Te     ,   6.35,    0.153,
As Hg I Se      ,  6.365,    0.154,
Ag Br Cl Te     ,  6.371,    0.155,
Cu S Se V       ,  6.391,    0.156,
Br Hg Se Zn     ,  6.399,    0.157,
Br Cu P S       ,    6.4,    0.157,
Pb S Se Te      ,  6.403,    0.157,
As Br Cu Hg     ,  6.407,    0.157,
Bi S Sb Se      ,  6.411,    0.157,
As Br Hg In     ,  6.411,    0.157,
Ag Br S Sn      ,  6.414,    0.158,
Hg O Se Se      ,  6.418,    0.158,
Al Bi Cl Se     ,  6.419,    0.158,
Br Cl S Sb      ,  6.432,    0.159,
Br Nb Se Se     ,  6.432,    0.159,
Ag O S Si       ,  6.443,     0.16,
Bi Cl Cu Se     ,  6.444,     0.16,
I Sb Se Sn      ,  6.449,     0.16,
Ag Br Te Te     ,   6.45,     0.16,
Br Cu In Te     ,  6.452,     0.16,
Ag Cl O Si      ,   6.46,    0.161,
Pb S Se Sn      ,  6.462,    0.161,
Ga Mo S Se      ,  6.464,    0.161,
Br Cu Hg Se     ,   6.47,    0.162,
Br P S S        ,  6.478,    0.162,
Cu Se Te V      ,  6.486,    0.163,
As Br Hg S      ,  6.486,    0.163,
As Br Cd O      ,  6.492,    0.163,
Au Cl P S       ,  6.501,    0.164,
Al Cl Nb Se     ,  6.504,    0.164,
Bi Sb Se Te     ,  6.505,    0.164,
Cu Nb S Se      ,  6.512,    0.164,
Bi In Se Te     ,  6.525,    0.165,
Ag Al Cl O      ,  6.526,    0.165,
Br Cu S Te      ,  6.526,    0.165,
Ag I S Sb       ,  6.528,    0.165,
Cl O Se Sn      ,  6.549,    0.167,
Cd Cr S Se      ,  6.552,    0.167,
Cr S Se Zn      ,  6.552,    0.167,
Pb Se Sn Te     ,  6.555,    0.167,
Ga Mo Se Te     ,  6.557,    0.167,
As Br In O      ,  6.565,    0.168,
