Phase fields,     scores,     Norm. scores,
I P P Sn        ,  1.871,    0.282,
Ag S Sn Te      ,  1.872,    0.283,
As Cl F S       ,  1.872,    0.283,
Cl Fe O Sb      ,  1.874,    0.283,
C Fe O S        ,  1.874,    0.283,
C Mn O S        ,  1.874,    0.283,
Br Cd O V       ,  1.875,    0.283,
C Co O S        ,  1.876,    0.284,
Cl O Se Sn      ,  1.877,    0.284,
Cd I P S        ,   1.88,    0.285,
Ag Br Cl Te     ,  1.881,    0.285,
Cl N Sb Se      ,  1.882,    0.285,
C N S Se        ,  1.883,    0.285,
Cl Cu O Sb      ,  1.884,    0.286,
F O P Zn        ,  1.892,    0.288,
Al F Ge O       ,  1.894,    0.288,
Ag S Te V       ,  1.894,    0.288,
Cd Cl O P       ,  1.894,    0.288,
Cu I In Te      ,  1.895,    0.289,
As Br F Te      ,  1.896,    0.289,
Br F Sb Se      ,  1.897,    0.289,
Ag Cl In Te     ,  1.899,    0.289,
Cl O Te Zn      ,  1.902,     0.29,
C F Ge S        ,  1.905,    0.291,
F Mn O Si       ,  1.908,    0.292,
Cl Fe N O       ,  1.908,    0.292,
Ag N O Se       ,  1.908,    0.292,
Cl Mg O P       ,   1.91,    0.292,
Cl Mo N P       ,   1.91,    0.292,
Cl Co N O       ,   1.91,    0.292,
Ag Cl O Si      ,  1.911,    0.293,
Cl Mo O Se      ,  1.911,    0.293,
F Ga Mg O       ,  1.911,    0.293,
As F I Se       ,  1.912,    0.293,
Ag Br I S       ,  1.912,    0.293,
F Fe O P        ,  1.914,    0.293,
F Mn O P        ,  1.914,    0.293,
Ag Al Cl O      ,  1.915,    0.294,
Co F O P        ,  1.915,    0.294,
Cl Cu N O       ,  1.918,    0.294,
Cu I S Te       ,  1.919,    0.295,
As F N S        ,  1.922,    0.295,
Ag Cl S Te      ,  1.922,    0.295,
F Ge Mg O       ,  1.922,    0.295,
Cl N S S        ,  1.923,    0.296,
Cu F O P        ,  1.923,    0.296,
Cl Fe O Te      ,  1.923,    0.296,
N O S Se        ,  1.924,    0.296,
Al N O Si       ,  1.924,    0.296,
Cl Co O Te      ,  1.925,    0.296,
B Cl O Zn       ,  1.925,    0.296,
C Cl Mn O       ,  1.927,    0.297,
I S Sb Se       ,  1.928,    0.297,
Cl Cr O Si      ,  1.928,    0.297,
Cl Ni O Te      ,  1.928,    0.297,
Mn N Nb O       ,  1.929,    0.297,
I Sb Se Sn      ,  1.929,    0.297,
In S Sb Te      ,   1.93,    0.297,
Al Cl O S       ,   1.93,    0.298,
Al Cl O Sn      ,  1.932,    0.298,
Cl Cu O Te      ,  1.933,    0.298,
C N S Si        ,  1.935,    0.299,
Cl O P Sn       ,  1.935,    0.299,
C Cl Cu O       ,  1.936,    0.299,
C O Ru Se       ,  1.938,    0.299,
Fe N O Ti       ,   1.94,      0.3,
As C F S        ,   1.94,      0.3,
C N P S         ,  1.941,      0.3,
As Br F O       ,  1.941,      0.3,
Cl O Sb Se      ,  1.942,      0.3,
As Cd F O       ,  1.943,    0.301,
Ag Nb S Te      ,  1.943,    0.301,
Se Te Ti Ti     ,  1.945,    0.301,
Cl N Nb P       ,  1.946,    0.301,
Ag Br Te Te     ,  1.946,    0.301,
B Br Mg N       ,  1.946,    0.301,
Cl N S V        ,  1.946,    0.302,
B Cl Fe O       ,  1.946,    0.302,
B Cl Mn O       ,  1.946,    0.302,
B Cl Co O       ,  1.948,    0.302,
Cl N Si Ti      ,   1.95,    0.303,
B Cl Ni O       ,  1.951,    0.303,
C Cd N S        ,  1.951,    0.303,
Ag As I O       ,  1.956,    0.304,
Al Cd O Te      ,  1.956,    0.304,
Cl N P Ti       ,  1.956,    0.304,
O S Se Zr       ,  1.958,    0.304,
F Fe O S        ,  1.962,    0.306,
Ag Cl Cr O      ,  1.967,    0.307,
Cd Cl O V       ,  1.967,    0.307,
Cl F P Rh       ,  1.967,    0.307,
Cl Mo O P       ,  1.968,    0.307,
F Ge O V        ,  1.969,    0.307,
Br O S Ti       ,  1.972,    0.308,
Ag C N S        ,  1.974,    0.308,
Ag Br N O       ,  1.974,    0.309,
Al Al I Te      ,  1.979,     0.31,
As F O S        ,   1.98,     0.31,
Ag O P Te       ,   1.98,     0.31,
Br In O Te      ,  1.981,     0.31,
Cl O S Sn       ,  1.983,    0.311,
Ag S Te Te      ,  1.985,    0.311,
Br F N P        ,  1.987,    0.312,
As Cl F Te      ,  1.987,    0.312,
Cl N S Sb       ,  1.988,    0.312,
Al C Cl N       ,  1.989,    0.312,
C N S Sn        ,  1.991,    0.313,
C Cl N P        ,  1.991,    0.313,
Cl Mo Mo N      ,  1.993,    0.314,
Cd I S Sb       ,  1.995,    0.314,
Cl F Ge O       ,  1.996,    0.314,
Br Mo Te Te     ,  1.996,    0.314,
Cl Cl N V       ,  1.996,    0.314,
Cl O P Sb       ,  1.998,    0.315,
Br F S Sb       ,  2.002,    0.316,
Br C O Ru       ,  2.003,    0.316,
Ag I O Se       ,  2.003,    0.316,
Cl Nb O P       ,  2.003,    0.316,
I Nb Nb Se      ,  2.004,    0.316,
Cl N P Zr       ,  2.006,    0.317,
Cd Cl O Sb      ,  2.008,    0.317,
B Cl N P        ,   2.01,    0.318,
Cl N Sb V       ,  2.011,    0.318,
F Nb O Zn       ,  2.012,    0.318,
Ag N O S        ,  2.013,    0.319,
Cl O P Ti       ,  2.014,    0.319,
B Br I P        ,  2.015,    0.319,
Cl Mo O S       ,  2.016,    0.319,
As F I S        ,  2.016,    0.319,
Ag I S Sb       ,  2.016,    0.319,
Fe I O Sb       ,  2.018,     0.32,
I Mn O Sb       ,  2.018,     0.32,
Ag Br I Te      ,  2.025,    0.321,
F N P S         ,  2.026,    0.322,
B Br Cr O       ,  2.027,    0.322,
F O S Se        ,  2.027,    0.322,
Al F O Si       ,  2.027,    0.322,
Ag O S Te       ,  2.028,    0.322,
Cl In Nb O      ,  2.028,    0.322,
Co F O Sb       ,  2.028,    0.322,
Al Cl N O       ,  2.028,    0.322,
N O S S         ,  2.028,    0.322,
As Cl F O       ,   2.03,    0.323,
Cl N O P        ,   2.03,    0.323,
F Ni O Sb       ,  2.031,    0.323,
F Fe Nb O       ,  2.032,    0.323,
F Mn Nb O       ,  2.032,    0.323,
Cl Cl O Sn      ,  2.032,    0.323,
I S Sb Sn       ,  2.033,    0.324,
Al F O P        ,  2.033,    0.324,
I In In Te      ,  2.033,    0.324,
B Cl Mg N       ,  2.035,    0.324,
F O P P         ,  2.035,    0.324,
As C F N        ,  2.037,    0.325,
C Cl F Se       ,  2.037,    0.325,
C Cl N S        ,  2.038,    0.325,
Br Mo O Te      ,  2.038,    0.325,
Ag I In Te      ,  2.041,    0.326,
Cu F Nb O       ,  2.041,    0.326,
C O Ru S        ,  2.041,    0.326,
Br Cl I Sb      ,  2.042,    0.326,
B Mg O S        ,  2.042,    0.326,
F Fe O Ti       ,  2.042,    0.326,
Cl F P Sb       ,  2.042,    0.326,
I Nb Se Te      ,  2.045,    0.327,
Cd F O P        ,  2.046,    0.327,
C Cr O S        ,  2.046,    0.327,
F Ga O Te       ,  2.046,    0.327,
Al N Nb O       ,  2.047,    0.327,
Fe I N O        ,   2.05,    0.328,
Co I N O        ,  2.051,    0.328,
B I P S         ,  2.053,    0.329,
F Mg O Si       ,  2.054,    0.329,
Cd Cl O Te      ,  2.055,    0.329,
C C O Se        ,  2.056,    0.329,
Ag I O P        ,  2.058,     0.33,
F Mg O P        ,   2.06,     0.33,
Cl O S Ti       ,   2.06,     0.33,
Ag Cl N O       ,  2.062,    0.331,
Br C C N        ,  2.063,    0.331,
C I Mn O        ,  2.067,    0.332,
Ag F O P        ,  2.067,    0.332,
Cl In O Te      ,  2.069,    0.333,
Br Nb O Te      ,  2.072,    0.333,
N O V V         ,  2.072,    0.334,
F Fe O Te       ,  2.072,    0.334,
Cr I O P        ,  2.073,    0.334,
Mg N Nb O       ,  2.074,    0.334,
Cl F N P        ,  2.074,    0.334,
C F Mn O        ,  2.075,    0.334,
As F N O        ,  2.075,    0.334,
Ag Cl O Te      ,  2.076,    0.334,
Cl N O S        ,  2.076,    0.335,
Cl N O Sn       ,  2.078,    0.335,
C Cl O Pd       ,  2.079,    0.335,
Cu F O Te       ,  2.081,    0.336,
C Cl O Rh       ,  2.082,    0.336,
F O P Sn        ,  2.083,    0.336,
C Cu F O        ,  2.084,    0.337,
B Fe I O        ,  2.085,    0.337,
B I Mn O        ,  2.085,    0.337,
C Cl F Si       ,  2.085,    0.337,
B Co I O        ,  2.086,    0.337,
C N O Si        ,  2.087,    0.337,
C Cl O Ru       ,  2.089,    0.338,
B I Ni O        ,  2.089,    0.338,
B Cl Mg O       ,   2.09,    0.338,
Al I Sb Te      ,  2.091,    0.338,
Cl Cr O Te      ,  2.091,    0.338,
B Cu I O        ,  2.094,    0.339,
F Nb O Se       ,  2.095,    0.339,
Cl N O V        ,  2.098,     0.34,
C Cl N Sb       ,    2.1,    0.341,
F O P V         ,  2.103,    0.341,
Ag Cr I O       ,  2.104,    0.342,
Cd I O V        ,  2.104,    0.342,
Cl O S Zr       ,  2.108,    0.342,
Cl O Te V       ,  2.112,    0.344,
Ag F O S        ,  2.112,    0.344,
B Cl Cr O       ,  2.112,    0.344,
Ag N O Te       ,  2.121,    0.346,
Cl Mo O Te      ,  2.123,    0.346,
Ag C N O        ,  2.123,    0.347,
As F I Te       ,  2.123,    0.347,
F I Sb Se       ,  2.124,    0.347,
Ag I O V        ,  2.125,    0.347,
Cl Nb O Ti      ,  2.126,    0.347,
F O S Sn        ,  2.128,    0.348,
Cl F O P        ,  2.128,    0.348,
Br O Te Zr      ,  2.129,    0.348,
Cd Cl I O       ,   2.13,    0.348,
Mg N O Zr       ,  2.131,    0.348,
Cl I N V        ,  2.132,    0.349,
F O S Tc        ,  2.132,    0.349,
F N S Sb        ,  2.133,    0.349,
Ag F O V        ,  2.133,    0.349,
Cl N O Sb       ,  2.137,     0.35,
C N O S         ,  2.138,     0.35,
F O P Sb        ,  2.142,    0.351,
Cl N Nb O       ,  2.142,    0.351,
Ag F Mo O       ,  2.144,    0.352,
C C Cl N        ,  2.147,    0.352,
B Cl N N        ,  2.148,    0.353,
Cl F Sb Sb      ,  2.149,    0.353,
Br F O Sb       ,   2.15,    0.353,
Cl O Sb Te      ,  2.151,    0.353,
Cd F O Sb       ,  2.152,    0.354,
Cl N O Ti       ,  2.152,    0.354,
C Cl O Sb       ,  2.153,    0.354,
C C O S         ,  2.154,    0.354,
Cl Nb O Te      ,  2.156,    0.355,
Br C F Te       ,  2.157,    0.355,
F O Sc Se       ,  2.164,    0.357,
B I Mg N        ,  2.168,    0.358,
Cl F O Ru       ,  2.168,    0.358,
F Mg Nb O       ,   2.17,    0.358,
Cl F O S        ,  2.172,    0.359,
Ag F Nb O       ,  2.177,     0.36,
C F N S         ,  2.179,    0.361,
F Mg O Ti       ,  2.179,    0.361,
Br F N O        ,   2.18,    0.361,
F O S Sb        ,  2.185,    0.362,
Cl Nb O Sc      ,  2.186,    0.362,
Cr F Nb O       ,  2.191,    0.364,
F O Sb Tc       ,  2.191,    0.364,
Cl F Sb Te      ,  2.192,    0.364,
F Nb O Sn       ,  2.192,    0.364,
Br F O Te       ,  2.193,    0.364,
Ag I N O        ,  2.193,    0.364,
F In N O        ,  2.195,    0.365,
B F N S         ,  2.197,    0.365,
Cl N Sc Sc      ,  2.201,    0.366,
Al B F O        ,  2.203,    0.367,
Ag I O Te       ,  2.206,    0.368,
F In O Te       ,  2.208,    0.368,
Cl O Te Zr      ,   2.21,    0.369,
C I O Rh        ,  2.213,    0.369,
I Mo Te Te      ,  2.213,    0.369,
I Mo Nb O       ,  2.214,    0.369,
B Cd F O        ,  2.215,     0.37,
F Mo O Sb       ,  2.217,     0.37,
Ag C F O        ,  2.217,     0.37,
F I S Sb        ,  2.218,    0.371,
C I O Ru        ,  2.219,    0.371,
F Mo Nb O       ,  2.222,    0.371,
F Mg O Zr       ,  2.224,    0.372,
C F O Ru        ,  2.227,    0.373,
B F Mg O        ,  2.228,    0.373,
F O S Te        ,  2.228,    0.373,
Cl F O Sb       ,   2.23,    0.374,
C F O S         ,  2.231,    0.374,
C Cl F Te       ,  2.237,    0.375,
B Cr I O        ,  2.241,    0.376,
I Nb Te Te      ,  2.244,    0.377,
F O Te V        ,  2.248,    0.378,
C I Mo O        ,  2.254,     0.38,
F Mo O Te       ,  2.259,    0.381,
Cl F N O        ,  2.259,    0.381,
F Nb O Ti       ,  2.262,    0.382,
Cl F I Sb       ,  2.262,    0.382,
B Cl I Zr       ,  2.262,    0.382,
Be Cl I Zr      ,   2.27,    0.384,
F N O Sb        ,  2.272,    0.384,
N O Sc Zr       ,  2.281,    0.387,
B Cl F O        ,  2.292,    0.389,
F O Te Ti       ,  2.299,    0.391,
F Nb O Zr       ,  2.305,    0.393,
C Cl F I        ,  2.306,    0.393,
F I Sb Te       ,  2.316,    0.395,
F Nb O Sc       ,  2.318,    0.396,
C F O Te        ,  2.328,    0.398,
F N O Zr        ,  2.329,    0.399,
B F N O         ,  2.332,    0.399,
B F O Te        ,  2.345,    0.403,
F I O Sb        ,  2.352,    0.405,
F O Sc Te       ,  2.354,    0.405,
As As Re S      ,  2.362,    0.407,
As Fe La N      ,  2.366,    0.408,
As Co La N      ,  2.367,    0.408,
As La N Ni      ,   2.37,    0.409,
B Be F O        ,  2.371,    0.409,
Br Fe La S      ,  2.378,    0.411,
F I N O         ,   2.38,    0.412,
F I O Te        ,  2.392,    0.415,
As La O Zn      ,  2.397,    0.416,
Cu S Se Ta      ,  2.398,    0.416,
As Br Cu Hg     ,  2.405,    0.418,
Br Re Se Se     ,  2.408,    0.419,
As As Br Hg     ,  2.412,     0.42,
As Fe La O      ,  2.413,     0.42,
As Co La O      ,  2.415,     0.42,
As La Ni O      ,  2.417,    0.421,
Br Hg Se Zn     ,  2.419,    0.422,
Br Ce Fe S      ,  2.425,    0.423,
Ga La O Se      ,   2.43,    0.424,
La O Se Zn      ,  2.436,    0.426,
As O Y Zn       ,  2.439,    0.427,
Br Cu Hg Se     ,  2.443,    0.428,
As Cl Ga Hg     ,  2.448,    0.429,
As Br Hg Se     ,   2.45,    0.429,
Cl Fe La S      ,  2.451,     0.43,
Fe La O Se      ,  2.452,     0.43,
La Mn O Se      ,  2.452,     0.43,
Co La O Se      ,  2.453,     0.43,
F I I O         ,  2.457,    0.431,
As Ce Fe O      ,   2.46,    0.432,
Cu La O Se      ,   2.46,    0.432,
As Ce Mn O      ,   2.46,    0.432,
Ga Se Ta Te     ,   2.46,    0.432,
As Ce Ni O      ,  2.463,    0.433,
La S S Se       ,  2.464,    0.433,
Br La S Si      ,  2.472,    0.435,
As Fe P Sr      ,  2.473,    0.435,
As Ni P Sr      ,  2.477,    0.436,
Cl Re Se Se     ,  2.481,    0.437,
La O P Zn       ,  2.481,    0.437,
Ce O Se Zn      ,  2.481,    0.437,
Ga S Se Tl      ,  2.485,    0.438,
Ni Se Ta Te     ,  2.485,    0.438,
Cu Se Ta Te     ,  2.489,    0.439,
La Mo S Se      ,  2.491,     0.44,
Ce Cl Fe S      ,  2.497,    0.441,
Fe La O P       ,  2.497,    0.441,
Ce Fe O Se      ,  2.498,    0.441,
Ce Mn O Se      ,  2.498,    0.441,
Co La O P       ,  2.498,    0.442,
La Ni O P       ,  2.501,    0.442,
As Br Cd Hg     ,  2.504,    0.443,
Cu La O P       ,  2.504,    0.443,
La O Se Se      ,  2.505,    0.443,
As Fe O Pr      ,  2.506,    0.444,
Fe S Se Tl      ,  2.507,    0.444,
Cu La S Te      ,  2.508,    0.444,
Ga La O S       ,  2.513,    0.445,
Cl Cu Hg Se     ,  2.515,    0.446,
As Br Hg In     ,  2.515,    0.446,
Br Ce S Si      ,  2.518,    0.446,
As Br La O      ,  2.518,    0.447,
O P Y Zn        ,  2.522,    0.448,
Ce O P Zn       ,  2.526,    0.449,
Br Cu Hg S      ,  2.526,    0.449,
Cl P Se Ta      ,  2.528,    0.449,
As Br Hg S      ,  2.533,     0.45,
As Br Cr Hg     ,  2.533,    0.451,
As Br Hg Sn     ,  2.534,    0.451,
Ge Pb S Se      ,  2.535,    0.451,
