Na O S Ti
C I O Y
I Pt Ta Te
As Ba O Zn
F O Pr Sb
C I O Pt
Br Cl Rb Te
Ag Cl O Pb
C O Ru S
Al Cl O Sr
C N O Re
F Na O W
Cl O Re Te
Bi Cl Cu O
Ag Bi Cl O
As F N O
Cl K O Re
F I N O
Cl K Re Se
O Pb S S
La O Se Si
C I Mn O
Cr F O Sr
F O Pb S
Cl Cu In O
Ba Cl In O
F Mn Nb O
Ca Cl O S
Cl Mo O Te
O Pr Se Ta
Br Fe O Sr
C Cs F O
O P P S
N O S Se
Au F O S
Cd N P S
Cl Cu N O
Cl Na O W
Cl Cu O Y
B Br Co O
B Cl Ni O
Ba Br In O
B Na O S
Li N O Ta
B Cl O Sr
Cl F P Sb
Cl Ga N Se
Mo N O Sr
Br Cs F Sn
I Nb Nb Se
Ba F O Ti
Nd O S Si
Er O S Si
O Pr Se Si
O Se Si Sm
Gd O Se Si
As Cu Mn P
Ba F O Ta
Ba F Nb O
I La O Si
C Cl O Rh
C O Ru Se
Al F O P
B Co I O
F O Sb Xe
Cl F P Rh
Cl Eu O Ti
Cl Dy O Ti
N Na O W
Ba F O V
Cl O Te W
Cl La O U
Cl O Pr U
Cl Nd O U
Ba Br O Si
K N O W
As F N Se
Cl Cu I Rb
Cl O Re Sr
F Fe Nb O
K O S Si
B O Se Zn
Ba Cl F Sr
Bi Cu O Se
Cl N Sb Se
Er O Se Si
Br Cl Cs Re
As O Rb Sn
As Cs O Sn
Br Nb O Te
Br Cs Nb S
Cl Hg O Pb
Cl Fe N Se
Ba O S Ti
Cl Nb O Sc
Br Cd P P
Cl O Sm Ta
Cu O Se Sm
Ba Cu F Se
Cu Mo O S
N P S Zn
Bi I O Sr
Br Nb S Tl
Ba Cl Hg O
N O W Yb
N O Sm Ta
Ca N O Th
Cl Gd La O
Pb Se Sn Te
Al Cd O S
Cs F O Re
F N O Re
F K O Se
F O Rb Se
Cs F O Se
Cl I Se W
Cr Cs F O
Br C I Y
N P Se Zn
N P Te Zn
Br Mo O Te
Br O Te W
C Cl Gd I
Cl F Sm Sr
Ca Cl F Sr
Cl Mo O Se
K N O S
N O Rb S
B Br Ni O
K Mo N O
Mo N O Rb
N O Rb W
Cs Mo N O
Cs N O W
O Te U U
Ba F In O
C La N O
Li N O P
Ba Cl F Zn
Ba Cl Co F
Mn N O Ta
Fe O P Th
Cl In K Te
Cu O P U
Cl I Te W
Cl Pb S Sb
As Nb Te Tl
O S Sm Ta
Ba Cl Cu F
Cl F K Re
Fe O P Pr
Ce O P Ru
Fe O P Sm
Co La O P
Ca Cu F O
Cu Gd O Se
Cu Dy O Se
B I Mn O
B Br Mn O
Ba Cl O Os
Cl S S W
Cl Fe O W
Br Lu O Ta
Cl O Pr Si
Be Cl I Zr
B Cl I Zr
F O Os Sb
Ba F O Sc
Cl La O V
Br Mo Te Te
C N O Pr
C N Nd O
C N O Sm
C Eu N O
As As Br Hg
As Cl Hg Hg
Br Hg S Sn
Cl F Pb Pb
Br Gd O Si
Al O Sr Te
Li N Nb O
Cl Cr O Si
Br Cr O Si
Cl Re Te Te
Br Re Te Te
Al Br N Se
Ba Cl O Tl
Cu O P Th
As Cu O Th
In Mn S Se
Cd In S Se
Br Nd O Te
Nb S Ta Te
Cl Re Se Tl
Cl Re S Tl
Cl Cs Re S
F N O W
C N P Se
Cl Mo S Se
Cl S Se W
Cl O Si Sm
Mg N O Zr
Er N O Si
Ba Cl F Ni
As As Cd Cl
Cl Cu O V
N O Sr W
Cu La O P
Br Hg Pb S
C Hg N Se
Nd O P Zn
La O P Zn
As Nd O Zn
Cl Cu S Te
Cl Hg O Sr
Fe In S Se
Ce I S Si
K O Te V
Mn N Nb O
Eu F Nd O
Al Cd O Te
Al Ca O Te
Ni Se Ta Te
Cu La O S
B Cl Eu O
La Nd O S
Ba S Se V
Ag Br O W
Br O P Sr
Au Br Cl K
Cr Hg O S
O S Sm Ti
Cu La S Te
Cu S Sm Te
La O S Si
As Cd Ce O
Cl Hf N Na
Br Cs Re S
Cs I Re S
Br Cs Re Se
Cs I Re Se
Br Cl Pb Tl
Cl Nd O Te
Cl Gd O Te
Ce Cl S Si
I La S Si
Br Rb Re S
Cl F Na Nb
Ba Br O Pr
F La O Si
O Pr Si Te
F O Rb S
Bi Er I O
As Cl Hg O
Cl O Pb W
Cl Cu O Te
Br Cu O Te
O Pb S Sb
As Fe O Pr
La Nb O S
Nd O S Ti
Nd O Se V
O Se Sm V
Mo Ni S Se
Nd O Si Te
O Si Sm Te
Nb O S Sm
Cd Ge N O
Cu In Se Te
F O Ru Sr
F O S Y
F Gd Nd O
Bi Cl O Pr
Bi Cl Nd O
Bi Cl O Sm
Bi Cl Eu O
Bi Cl Gd O
Bi Cl O Tb
Bi Cl Dy O
Bi Cl O Y
Bi Cl Ho O
Bi Cl Er O
Bi Cl O Tm
Bi Cl O Yb
Bi Cl Lu O
Bi Br O Pr
Bi Br Nd O
Bi Br O Sm
Bi Br Eu O
Bi Br Gd O
Bi Br O Tb
Bi Br Dy O
Bi Br O Y
Bi Br Ho O
Bi Br Er O
Bi Br O Tm
Bi Br O Yb
Bi Br Lu O
Bi I La O
Bi I O Pr
Bi I Nd O
Bi I O Sm
Bi Eu I O
Bi Gd I O
Bi I O Tb
Bi Dy I O
Bi I O Y
Bi Ho I O
Bi I O Tm
Bi I O Yb
Bi I Lu O
O Pr S Si
Cl Nd O Si
Cu O Pr S
F S Yb Yb
Dy F O Si
F Ho O Si
I Nb Ta Te
Cu Cu S Te
Ba N O W
Ba Mo N O
Ca F S Sm
Ce F S Sr
Cl F K Nb
Cl Cs F Nb
Bi Cl Nb O
Ga S Se V
Ba Cl Co O
Cr S Se Tl
Br Ce S Sb
Br La S Sb
Gd O Se Ti
O Pr Se Se
C Eu N S
C N S Sr
Ba C N S
As Cu Ho P
As Cu Er P
Cl O Si Y
Cl Mn O Sr
N Nd O Ti
La N O Zr
La N O Ti
Ba N O V
O S Tb Ti
F O Sr Ti
Cl O Pb Te
Pb S Se Sn
Bi F O V
Eu F La O
F K O Te
F O P Sr
Cu F Se Sm
Ho O S Si
Cl Ho O Te
F Hf O Rb
F O Rb Zr
B Cl O Pr
Ce Cu O S
Cu Nd O S
As As Re S
Cu La O Se
Cl Ni O Te
Br Ni O Te
N Na S Zr
Cl Fe K S
Cs O S V
F Mo Na O
Bi Ca I O
Ce Mn O Se
Br Cl K Pd
Bi Cl O Se
Ba F O Pd
Ba F Ga O
Na O P S
K O S Ti
Ca F O V
Cl Cu Hg S
La O S Sb
In La O S
N Nd O W
Cl Fe Li O
Ba Br O Re
Br Cu Hg S
C Ca F O
Cd Pb S Se
Cd S Sn Te
Cr Mn S Se
Cu Ge P Se
Eu S Se Sr
Fe Mn S Se
Ga P S Zn
Ga P Se Zn
Li Mn Se Te
S Sn Te Zn
Se Sn Te Zn
Ca Pb S Se
Cd Se Te Zn
Bi Ni S Te
Ag S Sb Se
As Cd Ga S
As Cd Ga Te
As Cd Ga Se
As Cd In S
As Ga Te Zn
As In Se Zn
Ag F Nb O
Cd Mn Se Te
Cd Pb Se Te
Cd Se Sn Te
Cu Ge P S
Ge Pb S Se
Ge Pb S Te
Ge Pb Se Te
Ge Se Sn Te
Pr S Se Sm
Bi F K O
Cl O Pr Ta
F Na Np O
Ag Cl O Te
C Er N O
C Cl O Sb
Cl N O Ti
F O Sr Y
Cl Mn S Sb
F Fe O Pb
Ga N O Zn
F N Na Zr
Cl O Se Tb
Cu La O Te
B Br O Zn
Cl Mo O Pb
Ba Bi F O
Bi Pb S Se
Ca F Nb O
Cu F S Sr
Ba F Fe O
Ba Co F O
B Cl Co O
As Hg S Sb
Cu Eu O Se
Br Cd Sb Se
Bi Br In Se
Br In Sb Se
Br In S Sb
Cl In S Sb
Bi Cu O S
Bi Cu O Te
Ca N O Ta
As Fe Nd O
As Fe La O
Ba Cu Se Te
Fe La O P
As F Fe Sr
As Ce Fe O
As Fe O Sm
F Mn O Sr
N O P Sr
Bi Br Cl Tl
As La O Zn
As O Y Zn
As La Ni O
Al N Nb O
Cl I O Pb
Eu N O Ta
Bi F O Y
B Br P S
B I P S
Dy S Te Te
As Ce F O
Bi F O Pb
Bi Se Te Tl
As Co La O
As Gd Ni O
Ag Br S Sn
Cd Cl O Pb
Co La O Se
Ca Cl N Sr
Br Ca N Sr
Bi Cl O Te
As Co Nd O
As Ba O Ti
Ge N O Si
Br Cl Cs Cu
As Co O Sm
As Ba Fe P
Fe Nd O Se
Ag F O V
Ag F Mo O
I Se Se Ta
C F O S
Ag Cl Mo Se
Bi Cu I S
Cl F K Sn
Al Cl O S
Al Cl N P
Cl Ga N P
Cl O Pb Re
Ga N O Sr
Br S S Ta
Ba O S Zn
Cd Cl O Te
C F O Ru
Ba F S Sn
Ba F Se Sn
F Se Sn Sr
F S Sn Sr
As F O Xe
Ba F Sb Se
F Sb Se Sr
Cd Cl S Sb
Br Cd S Sb
Bi Cd Cl S
Bi Br Cd S
Bi Br Cd Se
Bi Cd I Se
Br C Mn O
Bi Cl Mn S
C C O S
C C O Se
Mo N O Y
B Br K O
B Bi F O
Ba Se Sn Te
Ce Cl Fe S
Br Ce Fe S
Ce Fe I S
Br Mn S Sb
Bi Br Mn Se
Br Mn Sb Se
Cu Eu F S
Cu F Se Sr
Cu Eu F Se
N O Si Sr
Eu N O W
As Ca F O
N O Sc Zr
Ag Br Te Te
I Pb S Sb
Ba Fe I S
Br F O Sb
Mg N O Ta
F O Pb Sc
C Cl F Si
F O Te Ti
F O Te V
Ba N O Si
Ba C Cl O
Na O S V
As Cu O Sm
As Ce Ni O
N O Sc Ta
Cl In O Se
Ce Fe O Se
La Mn O Se
F In O Te
F Fe O S
As Hg I S
Ce Fe O S
Fe O Pr S
Br O P Pb
Mn O Pr Se
Al Ca Cl O
Ce F S Y
Ga Se Ta Te
Ag O P Th
Ag As O Th
Fe O Pr Se
Fe O Se Sm
Ag F O S
Cu F Sr Te
Ag F S Sr
Ag F Se Sr
Ag F Sr Te
Ba Cu F S
Ag Ba F S
Ag Ba F Se
Ca N O Si
F O P V
C Mn O S
Bi Cs Se Te
Ba F Mn O
I O P Pb
F O Pb V
As Ga Mn N
As In Mn N
Ag S Sn Te
Br Cd Hg S
In S Se Sn
Ba Br Eu F
Co F O Sr
Hf N O Ta
Fe Na O Se
As Ca F Fe
Br Hg Se Zn
N Nd O V
Br Ca O Si
Ag Au S Se
Cl K O Tc
Cu P S Se
B Ba Cl F
As Ce O Ru
Eu N O Ti
Bi F Fe O
B Ba Cl O
As Fe P Sr
As F Sr Zn
As Ba F Zn
Ba Cd F P
As Ba Cd F
F Mn P Sr
As F Mn Sr
Ce F Mn N
Ag Ga S Se
As I O Pb
Br O Pb Sb
I O Pb Sb
Bi Br O Pb
Fe I O Sb
Cl Fe O Sb
Br Fe O Sb
I Mn O Sb
Br Mn O Sb
Bi Cl Mn O
As Br O Pb
B Ba Br O
Fe S Se Tl
As Cl Ga Hg
Bi La O Se
Co F O P
Eu N O Si
Eu O Se Se
Ba Br O P
F Hg O Te
Br Cd I Rb
Ge Sb Se Te
Cl O P U
F Mn Ni O
Ce N O Ti
N O Pr Ti
F Na O Ti
Fe O S Sr
Fe O Se Sr
Cl Eu O Sr
La N O Ta
Ce N O Ta
N O Pr Ta
F O Sr V
F Mg O Ti
F Nb O Zn
F Nb O Ti
F Mg O Zr
F Fe O Ti
As Ce Mn O
Bi Br Fe S
Bi Cl Hg S
Bi Cl Hg Te
As Fe La N
As Co La N
As La N Ni
Ba N O Ti
F O Re Xe
Bi La O S
Br C F Ge
Br F Rb Sb
Cl Cs O Xe
Cl O Rb Xe
Br F Na Pb
Cl F Rb Sb
Br F Sb Se
As Br F Te
F Ge O Yb
As F I Te
Ba Cl O Sb
Fe N O S
C N S Sn
F N N W
F I O Sb
F I I O
F O Sb U
B Br Cu O
Al N Nd O
F Mo O Sb
F O Re Sb
C O Os S
Cl N S S
Cl F K Te
Br Nb Nb Se
F O Tl U
Br Cl Cr Rb
Cl Cr I Rb
F O Pb Ta
F Nb O Pb
F O Ti Yb
F O Pb Y
Cl N Sc Sc
Ca O P S
I N N Rb
Cs I N N
Br Nb Se Se
As Br Na O
Cr Nd O S
F O Pb W
As F I Se
F I Sb Te
Ce Cl O Ta
In S Se Zn
La N O W
Al Cl F Sr
As Cd F O
As Bi Ni S
F O Rb W
Cl Nd O P
F K Mo O
Br Hg S Tl
Br Hg Se Tl
Al Eu N O
As Cr La O
Cl Ge O Pb
Cl O Pu Rb
Cl Cs O Pu
F Ni O Sr
Cl Ni O Sr
Bi O S S
Ag Fe S Te
F Fe O Se
Ba F Fe S
Ba F Fe Se
Ca Fe O Se
B Ca I N
Ba Cl N P
Ba I N P
C F O Sr
Ba C F O
F O Pb Ti
Co F K O
Cl Cs Ga Se
Cu S Sb Se
Li N O V
Cl Ni O Se
B Cd F O
As Mn Nd O
Br O Sr V
Ag Ce O S
Br Ni O Se
F O Os Os
As Br Cd Hg
Br Cs I Pd
Cl Cs I Pd
Br Fe O Te
Cl Fe O Te
Ag C F O
Cl Nb Nb Se
B F N O
Al C Cl N
Ba Cl O Ta
F K N O
Dy O S Sn
Br O Te Zn
F Ga O Te
F Fe O Te
Cl Lu O Se
Ca O S Zn
C N O Y
Ba Cu F Te
Ga Li N O
Ba Br O Ru
Ca Mo N O
Br C C N
C C Cl N
N O V V
Bi Cl Cu Se
F Nd O Ta
Er N O Zr
La N Nb O
La N O V
Ba Br Eu I
F O Os Xe
Cl O Sb Zn
Cd Cl O Sb
Br O Pb Te
As Br F O
As Cl F O
Ba Ga N O
Cl O Pu Te
Ce Cl O Te
Cl O Te Zr
Br O Te Zr
Ca Cl Ge O
Cl La O Pb
Br La O Pb
La Ni O P
F K O Tc
F Mo O Y
Cl Mo O Y
O S U Yb
O S U Y
N O Pr Zr
N Nd O Zr
N O Sm Zr
Cl K Re S
As Cd Cl O
B F O Pb
Br Ce O Te
C Co N S
C Cl Co N
Ba Cl Ga S
Ba Br Ga S
Ba Cl Ga Se
Ba Cl In Se
Ba F In Se
Bi F S Sr
Li Mn O S
Ag Nb S Te
Ag S Te V
F Hf K O
La O Se Zn
Ba F In S
F O Se Y
F O Sc Se
B Cl Na O
B F K O
Ba Hg S Se
Ca Fe O S
Cd Ce O Se
B Br Na O
Ca Co O S
Ba Co O S
I O Pb V
F I Na O
F O Sc Te
As F O Sr
As Ba Cl O
Eu N Nb O
As Cl O Sr
Br C F Te
C Cl F Te
C F O Te
C Cu F O
B I O Pb
Fe Fe S Te
O S Si Y
Cl Hg In P
As Bi Cl Hg
Cl Li N Ti
Cl N Na Ti
Cl K N Ti
Cl N Rb Ti
B Br Mg N
C Eu F N
B Br N Sr
B Eu I N
Mg N Nb O
Ba Cu S Te
B Cl K O
B Br Fe O
Ce Cl Nd O
Cl Cs Dy S
Cl Cs Ho S
Cl Cs Dy Se
Cl Cs Ho Se
Cl Cs Dy Te
Cl Cs Ho Te
Cl Hg In S
Fe N O Ti
As La O Ru
As Nd O Ru
As O Ru Sm
As Gd O Ru
B Cl Cm O
Cl In O Te
C Cl N Sb
I P P Sn
F Li O Re
F K O Re
Ca I O P
As Ba O Ta
F O Sb Tc
F O Tc Xe
As Cl Hg S
As Br Hg S
As Br Hg Se
As Hg I Se
C Cl F I
Cl Cr Sm Te
Cl Cr Gd Te
Cl Cr Tb Te
Ce O Se Ti
Nd O Se Ti
O Se Sm Ti
Cl Os Re Se
F N O Pb
Cl N Nb P
Cl N P Ti
Cl N P Zr
Cl S Si Sm
Cl K Nb O
Cl Nb O Rb
Cl In Nb O
Cl Ho O Se
C I O Rh
Cl O Te Zn
Gd Nb O S
F K O Zr
C N S Si
I Mn Sb Se
Br Cs Mo S
Br Cs Mo Se
Cl O Ru Sr
Li N O S
Ce O Se Zn
Cu F O Te
F O Sc Sr
Bi Cu I Se
F I O Rb
Cl Co O P
Cl Na O Pr
I Se Ta U
As Br Li S
As I Li S
As I Li Se
Cl N Nb O
Ba I P P
Dy O S Si
Gd O S Si
O S Si Tm
Hg N N O
C Cl Eu N
C Cl N Sr
Mn Nd O Se
La Mn O S
Cs Gd N Te
Cl F K Pb
Br F K Pb
Cl F Na Pb
Cl K O Pr
Cl Eu O Si
B Ba N O
Br Nb Rb S
C I N Y
B O P Sr
Br O Ta Te
B Ba O P
As B O Sr
As B Cs P
O S Si Yb
Lu O S Yb
Br Cl K W
Bi I K O
As B Ba O
B Cl Mn O
Ag I O V
Cl O Te V
Cl Mo O S
Br Gd I Na
Cu I S Te
Cl N Si W
Cl N Si Ti
Cl Nb O Ti
Cu I S Sb
Ca N O W
Br Cu S Te
Ba Cl O Sm
Bi Cl K O
Bi Br K O
Cl Nb P S
Cl Mo O Tl
As Ba Nb O
Br Na O W
Cl La O S
Cl O Pr S
Er F O Sr
Cl Cs O Ru
Ag Cl Cr O
O Pr S Ti
As O Sr Ta
Gd O Si Te
O Se Si Tb
Ce O S Si
As K Nb O
Cl Cs Mo O
Al F Ge O
B Br Eu N
Ag Cl O Si
Cl Gd O S
F Gd O S
Br Cu Mo O
Cl Cs Nb S
Br Re Se Se
Cl Re Se Se
Ca O P Se
O P S Sr
Ba O P S
As Hg I Sn
Br Cr O P
Cr I O P
F N O U
Dy O Se Si
Ho O Se Si
F Mn O Si
Cl O S Ti
Cl Hf O S
F La O Se
F I O Te
F Gd O Se
Ba Br F Pb
Ba F I Pb
Ba Cl Eu F
As Cl Hg Ti
As Br Hg Ti
As Cl Hg Mo
Cu I P Se
Cl Hg P Ti
N O Si Yb
B Br I P
As Br Cr Hg
Cl O S Ta
As Cl Hg Tl
Cs F O Te
Al Bi Cl Te
Dy F O Se
Cl Hg O P
As Br Hg O
Br Cu Hg Se
Ag Br Hg S
Al Cl O Sn
I Pr S Si
I Nd S Si
I S Si Sm
I S Si Tb
Br Hg P Sn
As Br Hg Sn
As Cl Hg Sn
Cl Hg P Sn
Cl F Sb Xe
Br Gd S Si
Br La S Si
Br Nd S Si
Br Pr S Si
Br S Si Sm
F Ge O V
Ag Bi Cl S
Cl La S Si
Cl Pr S Si
B N O Sr
B La N O
Ag Bi Cl Se
Cl Mo Mo N
Br F N O
Cl Hf Hg Se
Br Hg Se Zr
Cl Hg Se Zr
Cl Hg S Zr
