phases,target,natom
Ga Ni Y,0,3
Ga Ni Yb,0,3
Ga Ni Zn,0,3
Ga Ni Zr,0,3
Ga Np,0,2
Ga Os,0,2
Ga Os Sc,0,3
Ga Os Tb,0,3
Ga Os Ti,0,3
Ga Os Tm,0,3
Ga Os U,0,3
Ga Os Zr,0,3
Ga Pb Sr,0,3
Ga Pb Zr,0,3
Ga Pd,0,2
Ga Pd Pr,0,3
Ga Pd Sb,0,3
Ga Pd Sc,0,3
Ga Pd Sm,0,3
Ga Pd Sr,0,3
Ga Pd Tb,0,3
Ga Pd Ti,0,3
Ga Pd Tm,0,3
Ga Pd U,0,3
Ga Pd Y,0,3
Ga Pd Yb,0,3
Ga Pd Zn,0,3
Ga Pd Zr,0,3
Ga Pr,0,2
Ga Pr Pt,0,3
Ga Pr Sb,0,3
Ga Pr Zn,0,3
Ga Pt,0,2
Ga Pt Sc,0,3
Ga Pt Sm,0,3
Ga Pt Tb,0,3
Ga Pt Th,0,3
Ga Pt Ti,0,3
Ga Pt Tm,0,3
Ga Pt U,0,3
Ga Pt V,0,3
Ga Pt V Y,0,4
Ga Pt Y,0,3
Ga Pt Yb,0,3
Ga Pt Zr,0,3
Ga Pu,0,2
Ga Pu Rh,0,3
Ga Rb,0,2
Ga Rb Sb,0,3
Ga Rb Sn,0,3
Ga Re,0,2
Ga Re Zn,0,3
Ga Rh,0,2
Ga Rh Sc,0,3
Ga Rh Sr,0,3
Ga Rh Tb,0,3
Ga Rh Th,0,3
Ga Rh Ti,0,3
Ga Rh Ti Zr,0,4
Ga Rh Tm,0,3
Ga Rh U,0,3
Ga Rh Y,0,3
Ga Rh Yb,0,3
Ga Rh Zr,0,3
Ga Ru,0,2
Ga Ru Sc,0,3
Ga Ru Sm,0,3
Ga Ru Tb,0,3
Ga Ru Ti,0,3
Ga Ru Tm,0,3
Ga Ru U,0,3
Ga Ru V,0,3
Ga Ru Y,0,3
Ga Ru Yb,0,3
Ga Ru Zr,0,3
Ga Sb,0,2
Ga Sb Sm,0,3
Ga Sb Sr,0,3
Ga Sb Ti,0,3
Ga Sb V,0,3
Ga Sb Y,0,3
Ga Sb Yb,0,3
Ga Sb Zr,0,3
Ga Sc,0,2
Ga Sc Ti,0,3
Ga Sc V,0,3
Ga Sc Zr,0,3
Ga Sm,0,2
Ga Sm Sn,0,3
Ga Sm Zn,0,3
Ga Sn,0,2
Ga Sn Sr,0,3
Ga Sn Ta,0,3
Ga Sn Tb,0,3
Ga Sn V,0,3
Ga Sn Zr,0,3
Ga Sr,0,2
Ga Ta,0,2
Ga Ta Zn,0,3
Ga Tb,0,2
Ga Tb Ti,0,3
Ga Tc,0,2
Ga Th,0,2
Ga Ti,0,2
Ga Ti Tm,0,3
Ga Ti V,0,3
Ga Ti V Zr,0,4
Ga Ti Y,0,3
Ga Ti Zn,0,3
Ga Ti Zr,0,3
Ga Tm,0,2
Ga Tm Zn,0,3
Ga U,0,2
Ga U Y,0,3
Ga U Zr,0,3
Ga V,0,2
Ga V Zn,0,3
Ga V Zr,0,3
Ga W,0,2
Ga Y,0,2
Ga Y Zn,0,3
Ga Yb,0,2
Ga Yb Zn,0,3
Ga Zn,0,2
Ga Zn Zr,0,3
Ga Zr,0,2
Gd Ge,0,2
Gd Ge Hf Ti,0,4
Gd Ge In,0,3
Gd Ge In Mn,0,4
Gd Ge In Ru,0,4
Gd Ge Ir,0,3
Gd Ge La,0,3
Gd Ge Li,0,3
Gd Ge Mg,0,3
Gd Ge Mn,0,3
Gd Ge Mn Sm,0,4
Gd Ge Mn Sn,0,4
Gd Ge Mn Ti,0,4
Gd Ge Mo Ti,0,4
Gd Ge Nb,0,3
Gd Ge Nb Ti,0,4
Gd Ge Ni,0,3
Gd Ge Os,0,3
Gd Ge Pb Ti,0,4
Gd Ge Pd,0,3
Gd Ge Pt,0,3
Gd Ge Re,0,3
Gd Ge Rh,0,3
Gd Ge Ru,0,3
Gd Ge Sb,0,3
Gd Ge Sc,0,3
Gd Ge Sc Ti,0,4
Gd Ge Sm Ti,0,4
Gd Ge Sn,0,3
Gd Ge Ti,0,3
Gd Ge Ti V,0,4
Gd Ge Ti Y,0,4
Gd Ge Ti Zr,0,4
Gd Ge Y,0,3
Gd Ge Zn,0,3
Gd Ge Zr,0,3
Gd Hg,0,2
Gd Ho Ni,0,3
Gd Ho Y,0,3
Gd In,0,2
Gd In Ir,0,3
Gd In Ir Mg,0,4
Gd In Mg,0,3
Gd In Mn,0,3
Gd In Mn Zn,0,4
Gd In Ni,0,3
Gd In Pd,0,3
Gd In Pd Th,0,4
Gd In Pt,0,3
Gd In Rh,0,3
Gd In Ru,0,3
Gd In Sm,0,3
Gd In Sn,0,3
Gd In Tl,0,3
Gd In Zn,0,3
Gd Ir,0,2
Gd Ir Mg,0,3
Gd Ir Sn,0,3
Gd La,0,2
Gd La Ni,0,3
Gd La Os,0,3
Gd La Sb Sn,0,4
Gd La Tl,0,3
Gd Li Sn,0,3
Gd Lu,0,2
Gd Lu Ni,0,3
Gd Mg,0,2
Gd Mg Ni,0,3
Gd Mg Ni Y,0,4
Gd Mg Os,0,3
Gd Mg Pb,0,3
Gd Mg Pd,0,3
Gd Mg Pt,0,3
Gd Mg Rh,0,3
Gd Mg Ru,0,3
Gd Mg Sn,0,3
Gd Mg Y,0,3
Gd Mg Zn,0,3
Gd Mn,0,2
Gd Mn Ni,0,3
Gd Mn Ni Sm,0,4
Gd Mn Pr,0,3
Gd Mn Sn,0,3
Gd Mn Sn Tm,0,4
Gd Mn Y,0,3
Gd Nd,0,2
Gd Nd Zn,0,3
Gd Ni,0,2
Gd Ni Pd,0,3
Gd Ni Pt,0,3
Gd Ni Sb,0,3
Gd Ni Sb Sn,0,4
Gd Ni Sn,0,3
Gd Ni Tb,0,3
Gd Ni Tm,0,3
Gd Ni Y,0,3
Gd Ni Zn,0,3
Gd Ni Zr,0,3
Gd Os,0,2
Gd Pb,0,2
Gd Pb Pd,0,3
Gd Pb Pt,0,3
Gd Pd,0,2
Gd Pd Pt,0,3
Gd Pd Sb,0,3
Gd Pd Sn,0,3
Gd Pd Sn Y,0,4
Gd Pd Tl,0,3
Gd Pd Y,0,3
Gd Pd Zn,0,3
Gd Pr,0,2
Gd Pr Zn,0,3
Gd Pt,0,2
Gd Pt Sb,0,3
Gd Pt Sn,0,3
Gd Pt Zn,0,3
Gd Re,0,2
Gd Re Th,0,3
Gd Rh,0,2
Gd Rh Sn,0,3
Gd Rh Zn,0,3
Gd Ru,0,2
Gd Ru Sm,0,3
Gd Ru Sn,0,3
Gd Sb,0,2
Gd Sb Sc,0,3
Gd Sb Sm,0,3
Gd Sb U,0,3
Gd Sb V,0,3
Gd Sb Yb,0,3
Gd Sb Zn,0,3
Gd Sb Zr,0,3
Gd Sc,0,2
Gd Sn,0,2
Gd Sn Ti,0,3
Gd Sn V,0,3
Gd Sn Zn,0,3
Gd Tb,0,2
Gd Tc,0,2
Gd Th,0,2
Gd Tl,0,2
Gd Tl Y,0,3
Gd Tl Zn,0,3
Gd Tm Zn,0,3
Gd Y,0,2
Gd Y Zn,0,3
Gd Yb,0,2
Gd Zn,0,2
Gd Zr,0,2
Ge Hf,0,2
Ge Hf Ho,0,3
Ge Hf Ir,0,3
Ge Hf Mn,0,3
Ge Hf Mo,0,3
Ge Hf Nb,0,3
Ge Hf Ni,0,3
Ge Hf Os,0,3
Ge Hf Pd,0,3
Ge Hf Pt,0,3
Ge Hf Re,0,3
Ge Hf Rh,0,3
Ge Hf Ru,0,3
Ge Hf Sb,0,3
Ge Hf Sc,0,3
Ge Hf Ta,0,3
Ge Hf V,0,3
Ge Hf Zr,0,3
Ge Hg,0,2
Ge Hg K,0,3
Ge Hg Li,0,3
Ge Hg Rb,0,3
Ge Ho,0,2
Ge Ho In,0,3
Ge Ho In Ni,0,4
Ge Ho In Ru,0,4
Ge Ho Ir,0,3
Ge Ho Li,0,3
Ge Ho Mg,0,3
Ge Ho Mn,0,3
Ge Ho Mn Sn,0,4
Ge Ho Mo Ti,0,4
Ge Ho Nb,0,3
Ge Ho Ni,0,3
Ge Ho Os,0,3
Ge Ho Pd,0,3
Ge Ho Pt,0,3
Ge Ho Re,0,3
Ge Ho Rh,0,3
Ge Ho Ru,0,3
Ge Ho Sc,0,3
Ge Ho Sn,0,3
Ge Ho Ti,0,3
Ge Ho Zn,0,3
Ge In,0,2
Ge In Ir,0,3
Ge In Ir Sr,0,4
Ge In K,0,3
Ge In K Sb,0,4
Ge In La,0,3
Ge In La Li,0,4
Ge In La Mn,0,4
Ge In La Ni,0,4
Ge In Li,0,3
Ge In Li Sr,0,4
Ge In Li Yb,0,4
Ge In Mn Nd,0,4
Ge In Mn Pr,0,4
Ge In Mn Sm,0,4
Ge In Na,0,3
Ge In Nd,0,3
Ge In Nd Ni,0,4
Ge In Nd Ru,0,4
Ge In Ni Pr,0,4
Ge In Ni Sm,0,4
Ge In Ni Tm,0,4
Ge In Ni Yb,0,4
Ge In Pr,0,3
Ge In Pr Ru,0,4
Ge In Rb,0,3
Ge In Rh,0,3
Ge In Rh Sm,0,4
Ge In Rh Tb,0,4
Ge In Ru Sm,0,4
Ge In Ru Tb,0,4
Ge In Sb,0,3
Ge In Sm,0,3
Ge In Sr,0,3
Ge In Sr Yb,0,4
Ge In Tb,0,3
Ge In Y,0,3
Ge In Yb,0,3
Ge Ir,0,2
Ge Ir La,0,3
Ge Ir La Pd,0,4
Ge Ir La Tm,0,4
Ge Ir Lu,0,3
Ge Ir Mn,0,3
Ge Ir Nb,0,3
Ge Ir Nd,0,3
Ge Ir Pr,0,3
Ge Ir Rh U,0,4
Ge Ir Sc,0,3
Ge Ir Sc V,0,4
Ge Ir Sm,0,3
Ge Ir Sr,0,3
Ge Ir Ta,0,3
Ge Ir Tb,0,3
Ge Ir Th,0,3
Ge Ir Ti,0,3
Ge Ir Tm,0,3
Ge Ir U,0,3
Ge Ir Y,0,3
Ge Ir Yb,0,3
Ge Ir Zr,0,3
Ge K,0,2
Ge K Li,0,3
Ge K Pt,0,3
Ge K Tl,0,3
Ge K Y,0,3
Ge K Zn,0,3
Ge La,0,2
Ge La Li,0,3
Ge La Mg,0,3
Ge La Mn,0,3
Ge La Mn Y,0,4
Ge La Mo,0,3
Ge La Nb,0,3
Ge La Ni,0,3
Ge La Os,0,3
Ge La Pd,0,3
Ge La Pd Pt,0,4
Ge La Pd Rh,0,4
Ge La Pt,0,3
Ge La Pt Rh,0,4
Ge La Pt Ru,0,4
Ge La Rh,0,3
Ge La Rh Sb,0,4
Ge La Ru,0,3
Ge La Sb,0,3
Ge La Sc,0,3
Ge La Sn,0,3
Ge La Ti,0,3
Ge La V,0,3
Ge La Zn,0,3
Ge Li,0,2
Ge Li Lu,0,3
Ge Li Mg,0,3
Ge Li Mg Sr,0,4
Ge Li Mn,0,3
Ge Li Na,0,3
Ge Li Nd,0,3
Ge Li Ni,0,3
Ge Li Pd,0,3
Ge Li Pr,0,3
Ge Li Rb,0,3
Ge Li Rh,0,3
Ge Li Sc,0,3
Ge Li Sm,0,3
Ge Li Sr,0,3
Ge Li Tb,0,3
Ge Li Tm,0,3
Ge Li Y,0,3
Ge Li Yb,0,3
Ge Li Zn,0,3
Ge Li Zr,0,3
Ge Lu,0,2
Ge Lu Mg,0,3
Ge Lu Mn,0,3
Ge Lu Mn Sn,0,4
Ge Lu Mo Ti,0,4
Ge Lu Nb,0,3
Ge Lu Ni,0,3
Ge Lu Os,0,3
Ge Lu Pd,0,3
Ge Lu Pt,0,3
Ge Lu Re,0,3
Ge Lu Rh,0,3
Ge Lu Ru,0,3
Ge Lu Sn,0,3
Ge Lu Ti,0,3
Ge Lu V,0,3
Ge Lu Zn,0,3
Ge Mg,0,2
Ge Mg Mn,0,3
Ge Mg Nd,0,3
Ge Mg Ni,0,3
Ge Mg Pr,0,3
Ge Mg Sb,0,3
Ge Mg Sm,0,3
Ge Mg Sn,0,3
Ge Mg Sr,0,3
Ge Mg Tb,0,3
Ge Mg Tm,0,3
Ge Mg Y,0,3
Ge Mg Yb,0,3
Ge Mn,0,2
Ge Mn Nb,0,3
Ge Mn Nd,0,3
Ge Mn Nd Sm,0,4
Ge Mn Nd Sn,0,4
Ge Mn Nd Ti,0,4
Ge Mn Ni,0,3
Ge Mn Ni Ti,0,4
Ge Mn Np,0,3
Ge Mn Os,0,3
Ge Mn Pb,0,3
Ge Mn Pd,0,3
Ge Mn Pr,0,3
Ge Mn Pt,0,3
Ge Mn Rh,0,3
Ge Mn Ru,0,3
Ge Mn Sc,0,3
Ge Mn Sm,0,3
Ge Mn Sm Sn,0,4
Ge Mn Sm Y,0,4
Ge Mn Sn,0,3
Ge Mn Sn Tb,0,4
Ge Mn Sn Tm,0,4
Ge Mn Sr,0,3
Ge Mn Ta,0,3
Ge Mn Tb,0,3
Ge Mn Th,0,3
Ge Mn Ti,0,3
Ge Mn Tm,0,3
Ge Mn U,0,3
Ge Mn V,0,3
Ge Mn V Zr,0,4
Ge Mn Y,0,3
Ge Mn Yb,0,3
Ge Mn Zr,0,3
Ge Mo,0,2
Ge Mo Nb Sn,0,4
Ge Mo Ni,0,3
Ge Mo Rh,0,3
Ge Mo Sc,0,3
Ge Mo Tb Ti,0,4
Ge Mo Ti,0,3
Ge Mo Ti Tm,0,4
Ge Mo U,0,3
Ge Mo V,0,3
Ge Mo W,0,3
Ge Mo Zr,0,3
Ge Na,0,2
Ge Na Pd,0,3
Ge Na Pt,0,3
Ge Na Rb,0,3
Ge Na Sn,0,3
Ge Na Sr,0,3
Ge Na Zn,0,3
Ge Nb,0,2
Ge Nb Nd Rh,0,4
Ge Nb Ni,0,3
Ge Nb Pr Rh,0,4
Ge Nb Pt,0,3
Ge Nb Rh,0,3
Ge Nb Sc,0,3
Ge Nb Sn,0,3
Ge Nb Sn Zr,0,4
Ge Nb Tb,0,3
Ge Nb Ti,0,3
Ge Nb U,0,3
Ge Nb V,0,3
Ge Nb Y,0,3
Ge Nb Zr,0,3
Ge Nd,0,2
Ge Nd Ni,0,3
Ge Nd Ni Tb,0,4
Ge Nd Os,0,3
Ge Nd Pd,0,3
Ge Nd Pt,0,3
Ge Nd Rh,0,3
Ge Nd Rh Ta,0,4
Ge Nd Ru,0,3
Ge Nd Sb,0,3
Ge Nd Sc,0,3
Ge Nd Sn,0,3
Ge Nd Ti,0,3
Ge Nd V,0,3
Ge Nd Zn,0,3
Ge Ni,0,2
Ge Ni Np,0,3
Ge Ni Pd,0,3
Ge Ni Pd U,0,4
Ge Ni Pr,0,3
Ge Ni Pt,0,3
Ge Ni Sc,0,3
Ge Ni Sm,0,3
Ge Ni Sr,0,3
Ge Ni Ta,0,3
Ge Ni Tb,0,3
Ge Ni Th,0,3
Ge Ni Ti,0,3
Ge Ni Tm,0,3
Ge Ni U,0,3
Ge Ni V,0,3
Ge Ni Y,0,3
Ge Ni Yb,0,3
Ge Ni Zn,0,3
Ge Ni Zr,0,3
Ge Np,0,2
Ge Np Pd,0,3
Ge Np Rh,0,3
Ge Np Ru,0,3
Ge Np Tc,0,3
Ge Os,0,2
Ge Os Pr,0,3
Ge Os Sc,0,3
Ge Os Sm,0,3
Ge Os Tb,0,3
Ge Os Th,0,3
Ge Os Ti,0,3
Ge Os Tm,0,3
Ge Os Tm Y,0,4
Ge Os U,0,3
Ge Os V,0,3
Ge Os Y,0,3
Ge Os Yb,0,3
Ge Os Zr,0,3
Ge Pb,0,2
Ge Pb Sr,0,3
Ge Pb Zr,0,3
Ge Pd,0,2
Ge Pd Pr,0,3
Ge Pd Pt U,0,4
Ge Pd Sc,0,3
Ge Pd Sm,0,3
Ge Pd Sr,0,3
Ge Pd Tb,0,3
Ge Pd Th,0,3
Ge Pd Ti,0,3
Ge Pd Tm,0,3
Ge Pd U,0,3
Ge Pd Y,0,3
Ge Pd Yb,0,3
Ge Pd Zr,0,3
Ge Pr,0,2
Ge Pr Pt,0,3
Ge Pr Rh,0,3
Ge Pr Rh Ta,0,4
Ge Pr Ru,0,3
Ge Pr Sb,0,3
Ge Pr Sc,0,3
Ge Pr Ti,0,3
Ge Pr V,0,3
Ge Pr Zn,0,3
Ge Pt,0,2
Ge Pt Rb,0,3
Ge Pt Sc,0,3
Ge Pt Sm,0,3
Ge Pt Sr,0,3
Ge Pt Tb,0,3
Ge Pt Th,0,3
Ge Pt Ti,0,3
Ge Pt Tm,0,3
Ge Pt U,0,3
Ge Pt Y,0,3
Ge Pt Yb,0,3
Ge Pt Zr,0,3
Ge Pu,0,2
Ge Rb,0,2
Ge Rb Tl,0,3
Ge Rb Zn,0,3
Ge Re,0,2
Ge Re Sc,0,3
Ge Rh,0,2
Ge Rh Sc,0,3
Ge Rh Sc V,0,4
Ge Rh Sm,0,3
Ge Rh Sr,0,3
Ge Rh Ta,0,3
Ge Rh Tb,0,3
Ge Rh Th,0,3
Ge Rh Ti,0,3
Ge Rh Tm,0,3
Ge Rh U,0,3
Ge Rh V,0,3
Ge Rh V Y,0,4
Ge Rh Y,0,3
Ge Rh Yb,0,3
Ge Rh Zr,0,3
Ge Ru,0,2
Ge Ru Sc,0,3
Ge Ru Sm,0,3
Ge Ru Sr,0,3
Ge Ru Tb,0,3
Ge Ru Th,0,3
Ge Ru Ti,0,3
Ge Ru Tm,0,3
Ge Ru U,0,3
Ge Ru V,0,3
Ge Ru Y,0,3
Ge Ru Yb,0,3
Ge Ru Zr,0,3
Ge Sb,0,2
Ge Sb Sn,0,3
Ge Sb Ti,0,3
Ge Sb Yb,0,3
Ge Sb Zr,0,3
Ge Sc,0,2
Ge Sc Sm,0,3
Ge Sc Ta,0,3
Ge Sc Tb,0,3
Ge Sc Tm,0,3
Ge Sc V,0,3
Ge Sc Yb,0,3
Ge Sm,0,2
Ge Sm Sn,0,3
Ge Sm Ti,0,3
Ge Sm Zn,0,3
Ge Sn,0,2
Ge Sn Tb,0,3
Ge Sn Tm,0,3
Ge Sn V,0,3
Ge Sn Y,0,3
Ge Sn Yb,0,3
Ge Sn Zr,0,3
Ge Sr,0,2
Ge Sr Zn,0,3
Ge Ta,0,2
Ge Ta V,0,3
Ge Ta Zr,0,3
Ge Tb,0,2
Ge Tb Ti,0,3
Ge Tb Zn,0,3
Ge Tc U,0,3
Ge Th,0,2
Ge Ti,0,2
Ge Ti Tm,0,3
Ge Ti U,0,3
Ge Ti V,0,3
Ge Ti Y,0,3
Ge Tl,0,2
Ge Tm,0,2
Ge Tm V,0,3
Ge Tm Zn,0,3
Ge Tm Zr,0,3
Ge U,0,2
Ge V,0,2
Ge V Zr,0,3
Ge W,0,2
Ge Y,0,2
Ge Y Zn,0,3
Ge Yb,0,2
Ge Yb Zn,0,3
Ge Zn,0,2
Ge Zr,0,2
Hf Hg,0,2
Hf In,0,2
Hf In Ni,0,3
Hf In Ni Sb,0,4
Hf In Pd,0,3
Hf In Pt,0,3
Hf In Rh,0,3
Hf In Rh Zr,0,4
Hf In Sb,0,3
Hf Ir,0,2
Hf Ir Ni,0,3
Hf Ir Sb,0,3
Hf Ir Sn,0,3
Hf La Sb,0,3
Hf Li Sb,0,3
Hf Mg,0,2
Hf Mg Zn,0,3
Hf Mn,0,2
Hf Mn Ru,0,3
Hf Mn Sb,0,3
Hf Mn Sn,0,3
Hf Mn Zr,0,3
Hf Mo,0,2
Hf Mo Ni,0,3
Hf Mo Ru,0,3
Hf Mo Sb,0,3
Hf Mo Ti,0,3
Hf Mo Zr,0,3
Hf Nb,0,2
Hf Nb Sn,0,3
Hf Nb V,0,3
Hf Nb V Zr,0,4
Hf Nb Zr,0,3
Hf Ni,0,2
Hf Ni Os,0,3
Hf Ni Re,0,3
Hf Ni Rh,0,3
Hf Ni Ru,0,3
Hf Ni Sb,0,3
Hf Ni Sn,0,3
Hf Ni Ti,0,3
Hf Ni Ti V,0,4
Hf Ni W,0,3
Hf Os,0,2
Hf Os Sn,0,3
Hf Os V,0,3
Hf Os W,0,3
Hf Pb,0,2
Hf Pd,0,2
Hf Pd Sb,0,3
Hf Pd Sn,0,3
Hf Pt,0,2
Hf Pt Sn,0,3
Hf Pu,0,2
Hf Re,0,2
Hf Re V,0,3
Hf Rh,0,2
Hf Rh Sb,0,3
Hf Rh Sn,0,3
Hf Ru,0,2
Hf Ru Sb,0,3
Hf Ru Ti,0,3
Hf Ru V,0,3
Hf Ru Zn,0,3
Hf Sb,0,2
Hf Sb Ti,0,3
Hf Sb U,0,3
Hf Sb V,0,3
Hf Sb Zn,0,3
Hf Sc,0,2
Hf Sn,0,2
Hf Ta,0,2
Hf Ta V,0,3
Hf Tc,0,2
Hf Th,0,2
Hf Ti,0,2
Hf Ti V,0,3
Hf Ti W,0,3
Hf Tl,0,2
Hf V,0,2
Hf V Y,0,3
Hf V Zr,0,3
Hf W,0,2
Hf W Zr,0,3
Hf Zn,0,2
Hf Zn Zr,0,3
Hf Zr,0,2
Hg Ho,0,2
Hg In,0,2
Hg In K,0,3
Hg In Sr,0,3
Hg K,0,2
Hg K Na,0,3
Hg K Sb,0,3
Hg K Sn,0,3
Hg La,0,2
Hg Li,0,2
Hg Li Mg,0,3
Hg Li Sr,0,3
Hg Li Tl,0,3
Hg Lu,0,2
Hg Mg,0,2
Hg Mn,0,2
Hg Mn Pd,0,3
Hg Na,0,2
Hg Na Pb,0,3
Hg Na Tl,0,3
Hg Nd,0,2
Hg Ni,0,2
Hg Pb,0,2
Hg Pb Sr,0,3
Hg Pb Yb,0,3
Hg Pd,0,2
Hg Pd Sm,0,3
Hg Pr,0,2
Hg Pt,0,2
Hg Pu,0,2
Hg Rb,0,2
Hg Rb Sb,0,3
Hg Rb Sn,0,3
Hg Rh,0,2
Hg Ru Ti,0,3
Hg Sb Zn,0,3
Hg Sc,0,2
Hg Sc Ti,0,3
Hg Sm,0,2
Hg Sn,0,2
Hg Sn Sr,0,3
Hg Sn Yb,0,3
Hg Sr,0,2
Hg Tb,0,2
Hg Th,0,2
Hg Ti,0,2
Hg Ti Zn,0,3
Hg Tl,0,2
Hg Tm,0,2
Hg U,0,2
Hg Y,0,2
Hg Yb,0,2
Hg Zn,0,2
Hg Zr,0,2
Ho In,0,2
Ho In Ir,0,3
Ho In Mg,0,3
Ho In Mn,0,3
Ho In Ni,0,3
Ho In Pd,0,3
Ho In Pt,0,3
Ho In Rh,0,3
Ho In Ru,0,3
Ho In Zn,0,3
Ho Ir,0,2
Ho Ir Sn,0,3
Ho Li Sb,0,3
Ho Li Sn,0,3
Ho Mg,0,2
Ho Mg Pt,0,3
Ho Mg Rh,0,3
Ho Mg Ru,0,3
Ho Mg Sn,0,3
Ho Mg Zn,0,3
Ho Mn,0,2
Ho Mn Ni,0,3
Ho Mn Pr,0,3
Ho Mn Sb Yb,0,4
Ho Mn Sn,0,3
Ho Mn Sn Y,0,4
Ho Mn Tm,0,3
Ho Ni,0,2
Ho Ni Pb,0,3
Ho Ni Ru,0,3
Ho Ni Sb,0,3
Ho Ni Sm,0,3
Ho Ni Sn,0,3
Ho Ni Tb,0,3
Ho Ni Zr,0,3
Ho Os,0,2
Ho Pb,0,2
Ho Pb Pd,0,3
Ho Pd,0,2
Ho Pd Sb,0,3
Ho Pd Sn,0,3
Ho Pd Sn Y,0,4
Ho Pd Tl,0,3
Ho Pd Zn,0,3
Ho Pr,0,2
Ho Pt,0,2
Ho Pt Sb,0,3
Ho Pt Sn,0,3
Ho Pt Zn,0,3
Ho Re,0,2
Ho Rh,0,2
Ho Rh Sn,0,3
Ho Rh Zn,0,3
Ho Ru,0,2
Ho Sb,0,2
Ho Sb U,0,3
Ho Sb Zn,0,3
Ho Sb Zr,0,3
Ho Sn,0,2
Ho Sn V,0,3
Ho Sn Zn,0,3
Ho Tb,0,2
Ho Tc,0,2
Ho Th,0,2
Ho Tl,0,2
Ho Zn,0,2
Ho Zr,0,2
In Ir,0,2
In Ir La,0,3
In Ir La Mg,0,4
In Ir Li,0,3
In Ir Lu,0,3
In Ir Mg,0,3
In Ir Mn,0,3
In Ir Nd,0,3
In Ir Pr,0,3
In Ir Sb,0,3
In Ir Sc,0,3
In Ir Sm,0,3
In Ir Sn,0,3
In Ir Sr,0,3
In Ir Tb,0,3
In Ir Ti,0,3
In Ir Y,0,3
In Ir Yb,0,3
In Ir Zr,0,3
In K,0,2
In K Mg,0,3
In K Mg Rb,0,4
In K Na,0,3
In K Na Sb,0,4
In K Na Tl,0,4
In K Ni,0,3
In K Pb,0,3
In K Sb,0,3
In K Sn,0,3
In K Sr,0,3
In K Zn,0,3
In La,0,2
In La Mg Rh,0,4
In La Mn,0,3
In La Ni,0,3
In La Pb,0,3
In La Pd,0,3
In La Pt,0,3
In La Rh,0,3
In La Ru,0,3
In La Sb,0,3
In La Sn,0,3
In La Y,0,3
In La Zn,0,3
In Li,0,2
In Li Mg,0,3
In Li Pd,0,3
In Li Pt,0,3
In Li Rh,0,3
In Li Ru,0,3
In Li Sn,0,3
In Li Tl,0,3
In Li Y,0,3
In Li Zn,0,3
In Lu,0,2
In Lu Mn,0,3
In Lu Ni,0,3
In Lu Pd,0,3
In Lu Pt,0,3
In Lu Rh,0,3
In Lu Ru,0,3
In Mg,0,2
In Mg Ni,0,3
In Mg Rb,0,3
In Mg Rh Y,0,4
In Mg Sc,0,3
In Mg Sm,0,3
In Mg Sr,0,3
In Mg Ti,0,3
In Mg Tm,0,3
In Mg V,0,3
In Mg Y,0,3
In Mn,0,2
In Mn Nd,0,3
In Mn Nd Zn,0,4
In Mn Ni,0,3
In Mn Ni Sn,0,4
In Mn Os,0,3
In Mn Pd,0,3
In Mn Pd Sb,0,4
In Mn Pd Sn,0,4
In Mn Pr,0,3
In Mn Pr Zn,0,4
In Mn Pt,0,3
In Mn Rh,0,3
In Mn Ru,0,3
In Mn Sb,0,3
In Mn Sc,0,3
In Mn Sm,0,3
In Mn Sm Zn,0,4
In Mn Sn Tm,0,4
In Mn Sn Y,0,4
In Mn Sn Zr,0,4
In Mn Tb,0,3
In Mn Ti,0,3
In Mn Tm,0,3
In Mn V,0,3
In Mn Y,0,3
In Mn Y Zn,0,4
In Mn Yb Zn,0,4
In Mn Zr,0,3
In Mo,0,2
In Na,0,2
In Na Ni,0,3
In Na Pd,0,3
In Na Rb,0,3
In Na Sb,0,3
In Na Sb Sr,0,4
In Na Sn,0,3
In Nb,0,2
In Nd,0,2
In Nd Ni,0,3
In Nd Pd,0,3
In Nd Pt,0,3
In Nd Rh,0,3
In Nd Ru,0,3
In Nd Sn,0,3
In Nd Zn,0,3
In Ni,0,2
In Ni Np,0,3
In Ni Pr,0,3
In Ni Pu,0,3
In Ni Sb,0,3
In Ni Sb U,0,4
In Ni Sb Zr,0,4
In Ni Sc,0,3
In Ni Sm,0,3
In Ni Sn,0,3
In Ni Sr,0,3
In Ni Tb,0,3
In Ni Th,0,3
In Ni Ti,0,3
In Ni Tm,0,3
In Ni U,0,3
In Ni V,0,3
In Ni Y,0,3
In Ni Yb,0,3
In Ni Zn,0,3
In Ni Zr,0,3
In Np,0,2
In Np Pt,0,3
In Np Rh,0,3
In Pb,0,2
In Pb Sn,0,3
In Pb Sr,0,3
In Pb Tl,0,3
In Pb Y,0,3
In Pb Zr,0,3
In Pd,0,2
In Pd Pr,0,3
In Pd Pu,0,3
In Pd Sb,0,3
In Pd Sc,0,3
In Pd Sm,0,3
In Pd Sn Yb,0,4
In Pd Sr,0,3
In Pd Tb,0,3
In Pd Th,0,3
In Pd Ti,0,3
In Pd Tm,0,3
In Pd U,0,3
In Pd Y,0,3
In Pd Yb,0,3
In Pd Zr,0,3
In Pr,0,2
In Pr Pt,0,3
In Pr Rh,0,3
In Pr Ru,0,3
In Pr Tl,0,3
In Pr Zn,0,3
In Pt,0,2
In Pt Pu,0,3
In Pt Sc,0,3
