Phase fields,     scores,     Norm. scores,
Cu Rh S Se      ,  4.628,    0.144,
As Br Cu Hg     ,  4.643,    0.145,
As Cu I S       ,  4.646,    0.145,
Cu P S Se       ,   4.65,    0.145,
As Br F Se      ,  4.652,    0.145,
As Cd Cl O      ,  4.659,    0.146,
Cl Ni O Se      ,  4.662,    0.146,
Br Cu S Te      ,  4.668,    0.147,
Ag Ge I S       ,  4.668,    0.147,
As Cl Ga Hg     ,  4.682,    0.148,
Br Cd S Sb      ,  4.695,    0.149,
Br Cu Hg Se     ,  4.722,    0.151,
Br Hg Se Zn     ,  4.726,    0.151,
Br Cu O Sb      ,  4.728,    0.152,
Cu I P Se       ,  4.731,    0.152,
Ni P S Se       ,  4.733,    0.152,
Cd Cl O Se      ,  4.737,    0.152,
As Cl In O      ,  4.755,    0.154,
Cu Se Te V      ,  4.762,    0.154,
Ag Cl In S      ,  4.767,    0.155,
Ga S Se V       ,  4.773,    0.155,
Br In S Sb      ,   4.79,    0.157,
As Br Cd Hg     ,  4.801,    0.158,
Ag Br I Te      ,  4.808,    0.158,
As Cd I P       ,   4.81,    0.158,
Br Cu P S       ,  4.827,     0.16,
Br Cl S Sb      ,  4.827,     0.16,
Ag Br S Sn      ,  4.831,     0.16,
Cl In O Se      ,  4.831,     0.16,
As Cl F Se      ,  4.831,     0.16,
Cl O Sb Se      ,   4.84,    0.161,
Ag Al Cl O      ,  4.842,    0.161,
In S Se Sn      ,  4.846,    0.161,
Cl Cu S Te      ,  4.846,    0.161,
Br Cu O Te      ,  4.857,    0.162,
Br O Te Zn      ,  4.861,    0.162,
Cd Cl S Sb      ,  4.872,    0.163,
Cr Cu Se Te     ,  4.881,    0.164,
Ag As Cl Hg     ,  4.881,    0.164,
Cr Se Te Zn     ,  4.885,    0.164,
Cu I In Te      ,  4.887,    0.164,
As Br Hg In     ,  4.894,    0.165,
Ag As I O       ,  4.895,    0.165,
Cl Cu In O      ,  4.895,    0.165,
Cl Cu Hg Se     ,  4.898,    0.165,
Ag O P Se       ,  4.899,    0.165,
Cl Cu O Sb      ,  4.904,    0.166,
Br Cl I Sb      ,  4.905,    0.166,
Ag Cl S Te      ,  4.905,    0.166,
Cl O Sb Zn      ,  4.908,    0.166,
Al Al I Te      ,  4.909,    0.166,
Cu S Se V       ,  4.911,    0.166,
I Sb Se Sn      ,  4.932,    0.168,
Br Ni O Te      ,  4.937,    0.169,
Ag I In Te      ,  4.945,    0.169,
Cl In In S      ,  4.955,     0.17,
Ag Br I S       ,  4.956,     0.17,
Cl In S Sb      ,  4.964,    0.171,
Cu Nb Se Te     ,  4.967,    0.171,
Ag I O Se       ,  4.969,    0.171,
I S Sb Se       ,  4.979,    0.172,
Br Cd P P       ,  4.985,    0.172,
Cl Cu P S       ,    5.0,    0.174,
Al Cl Nb Se     ,  5.001,    0.174,
Bi Br Cu Se     ,  5.001,    0.174,
Ag S Te Te      ,  5.002,    0.174,
Cr Cu S Se      ,  5.027,    0.176,
Al I Sb Te      ,  5.027,    0.176,
Ag Cl O Si      ,  5.028,    0.176,
Cl Cu O Te      ,  5.029,    0.176,
Cr S Se Zn      ,  5.031,    0.176,
Cd Cr Se Te     ,  5.032,    0.176,
Cl O Te Zn      ,  5.033,    0.176,
Al Cd O Te      ,  5.034,    0.176,
Bi Cl Ga Se     ,  5.037,    0.177,
Ge Pb Se Te     ,  5.041,    0.177,
Cu I S Sb       ,  5.042,    0.177,
S Sn Te Zn      ,  5.047,    0.177,
Br F Sb Se      ,  5.048,    0.178,
Cd Cl O Sb      ,  5.054,    0.178,
Ag Cl P S       ,  5.056,    0.178,
Ag Bi Br Se     ,  5.058,    0.178,
In S Sb Te      ,   5.06,    0.178,
Cl O Se Sn      ,  5.065,    0.179,
Ga Mo Se Te     ,  5.068,    0.179,
B O Se Zn       ,  5.071,    0.179,
S Se Sn Sn      ,  5.079,     0.18,
As Hg I Se      ,   5.08,     0.18,
Ag Cl O Te      ,  5.085,    0.181,
Br In O Te      ,  5.098,    0.182,
As Br F Te      ,  5.098,    0.182,
Ag I S Sb       ,  5.098,    0.182,
Ag S Sn Te      ,    5.1,    0.182,
Ga S Se Tl      ,  5.103,    0.182,
Ag Au S Se      ,  5.106,    0.182,
Cl Ni O Te      ,  5.106,    0.182,
Cu I S Si       ,  5.107,    0.182,
Cu Nb S Se      ,  5.111,    0.183,
As Br Hg Sn     ,  5.125,    0.184,
I In In Te      ,  5.126,    0.184,
Cd Hg Se Te     ,  5.143,    0.185,
Bi Br Cd Se     ,  5.148,    0.186,
As F I Se       ,  5.149,    0.186,
Br Cd O P       ,  5.157,    0.186,
Ag Cl Mo Se     ,   5.16,    0.187,
Cu I S Te       ,  5.163,    0.187,
Bi Cl Cu Se     ,  5.168,    0.187,
As Br Hg S      ,   5.17,    0.187,
Cd Cr S Se      ,  5.174,    0.188,
Cd Cl O Te      ,  5.175,    0.188,
Al Cd O S       ,  5.176,    0.188,
Ge Pb S Se      ,  5.183,    0.188,
Cd I S Sb       ,  5.188,    0.189,
Cd S Sn Te      ,  5.189,    0.189,
Ga Mo S Se      ,  5.209,    0.191,
Br C Se Se      ,  5.219,    0.191,
Ag Bi Cl Se     ,  5.223,    0.192,
B Br Cu O       ,   5.23,    0.192,
B Br O Zn       ,  5.234,    0.193,
Bi Br In Se     ,  5.235,    0.193,
As Br F S       ,  5.238,    0.193,
Al Cl O Sn      ,  5.252,    0.194,
Hg O Se Se      ,  5.253,    0.194,
Cl In O Te      ,  5.261,    0.195,
As Cl F Te      ,  5.261,    0.195,
Ag O S Si       ,  5.263,    0.195,
Cl O Sb Te      ,   5.27,    0.195,
As Cd Hg I      ,  5.284,    0.197,
Cl Ga N Se      ,  5.284,    0.197,
Se Te Ti Ti     ,  5.286,    0.197,
As Cl Hg Sn     ,  5.288,    0.197,
Al Bi Cl Se     ,  5.293,    0.197,
Al Cl O S       ,  5.296,    0.198,
As Br Hg Ti     ,  5.297,    0.198,
Br Cu Hg S      ,    5.3,    0.198,
B Br Ni O       ,  5.304,    0.198,
As Hg S Sb      ,  5.306,    0.198,
Cu I P S        ,  5.307,    0.199,
Ag Bi Se Te     ,  5.315,    0.199,
Ag O S Te       ,  5.318,    0.199,
Cd Cl O P       ,  5.319,    0.199,
Ag O P Te       ,  5.323,      0.2,
As Cl Hg S      ,  5.331,      0.2,
Br P S S        ,  5.335,    0.201,
Cu Mo S Se      ,  5.336,    0.201,
As Br Hg O      ,  5.342,    0.201,
Cd Pb Se Te     ,   5.35,    0.202,
Ag Br Hg S      ,  5.353,    0.202,
Al Br N Se      ,  5.373,    0.204,
Cl Nb P Se      ,  5.379,    0.204,
Cd Cl I O       ,  5.384,    0.205,
Cl Cl O Sn      ,  5.387,    0.205,
Ag S Te V       ,  5.388,    0.205,
Ag I O Te       ,  5.388,    0.205,
Ag Mo S Se      ,  5.389,    0.205,
B Cl O Zn       ,  5.393,    0.205,
Br Cd O V       ,  5.394,    0.206,
Al F Ge O       ,  5.397,    0.206,
As Cl F S       ,  5.397,    0.206,
As Bi Ni S      ,  5.401,    0.206,
As Br F O       ,  5.407,    0.207,
Mo Ni S Se      ,  5.409,    0.207,
Cl O P Sb       ,  5.411,    0.207,
As O Y Zn       ,  5.412,    0.207,
Cl Cu O V       ,  5.413,    0.207,
Br Cd Hg S      ,  5.439,    0.209,
Cd I P S        ,  5.446,     0.21,
As Cd F O       ,  5.448,     0.21,
Ag Bi S Se      ,  5.449,     0.21,
Br Cl Cr S      ,   5.45,     0.21,
Bi Cl Ga Te     ,  5.451,     0.21,
As Cl Hg Ti     ,  5.455,     0.21,
Cl Cu Hg S      ,  5.457,    0.211,
Cl Hg S Zn      ,  5.461,    0.211,
B Cl Ni O       ,  5.462,    0.211,
S Sb Se Tl      ,  5.464,    0.211,
Bi Cu I Se      ,  5.466,    0.211,
Au Cl O Se      ,  5.483,    0.213,
Bi In Se Te     ,  5.483,    0.213,
Cd Pb S Se      ,  5.484,    0.213,
I S Sb Sn       ,  5.488,    0.213,
As I Li Se      ,  5.489,    0.213,
Bi Sb Se Te     ,  5.491,    0.213,
As Cl Hg O      ,  5.498,    0.214,
Cl F Sb Sb      ,  5.503,    0.214,
Br Hg Se Zr     ,  5.508,    0.215,
F I Sb Se       ,  5.509,    0.215,
As Br Cr Hg     ,  5.517,    0.215,
Ag I O P        ,  5.527,    0.216,
Cl F Ge O       ,  5.529,    0.216,
I Nb Se Te      ,  5.531,    0.217,
Br Mn Sb Se     ,  5.533,    0.217,
As Br O Pb      ,  5.541,    0.217,
B Br P S        ,  5.547,    0.218,
Cd Cl O V       ,  5.549,    0.218,
Bi Br Cu S      ,   5.55,    0.218,
Br Cl Hg S      ,  5.553,    0.218,
As F I Te       ,  5.555,    0.219,
In Mo S Se      ,  5.555,    0.219,
Bi Cu O Se      ,  5.562,    0.219,
As Cl F O       ,  5.562,    0.219,
Br S S V        ,  5.565,    0.219,
Ag Cl Cr O      ,   5.57,     0.22,
Ag Nb S Te      ,  5.571,     0.22,
As Br Li S      ,  5.572,     0.22,
As Hg I Sn      ,   5.58,    0.221,
As Cu Er P      ,  5.584,    0.221,
Ge Pb S Te      ,  5.586,    0.221,
Cl Mo S Se      ,  5.587,    0.221,
Br F S Sb       ,  5.592,    0.222,
As Cl Hg Zr     ,  5.595,    0.222,
Ce O Se Se      ,  5.595,    0.222,
As Cu Ho P      ,  5.599,    0.222,
Ag Bi Br S      ,  5.601,    0.222,
Bi Cd I Se      ,  5.601,    0.222,
O S Se Zr       ,  5.605,    0.223,
Br O Pb Se      ,  5.607,    0.223,
Cl O S Sn       ,  5.607,    0.223,
Cl P S Ti       ,  5.612,    0.223,
As Nd O Zn      ,  5.613,    0.223,
Cl O P Sn       ,  5.613,    0.223,
Cl F Sb Te      ,  5.614,    0.223,
B Br I P        ,  5.615,    0.223,
Br O S Ti       ,  5.616,    0.223,
As F S S        ,  5.617,    0.224,
O Pr Se Se      ,  5.617,    0.224,
Nd O Se Se      ,  5.619,    0.224,
As Cu Mn P      ,  5.619,    0.224,
As Hg I S       ,  5.621,    0.224,
Bi S Sb Se      ,  5.622,    0.224,
Br O Te Zr      ,  5.625,    0.224,
Br Nb Nb Se     ,  5.633,    0.225,
Cl N Sb Se      ,  5.634,    0.225,
N P Se Zn       ,  5.637,    0.225,
Pb Se Sn Te     ,  5.642,    0.226,
Cl Mg O P       ,  5.643,    0.226,
As Cu O Sm      ,  5.643,    0.226,
Br Cr O Si      ,  5.648,    0.226,
F Ga O Te       ,   5.65,    0.226,
O Se Se Sm      ,  5.653,    0.226,
Br Cu Mo O      ,  5.653,    0.226,
Ce O Se Zn      ,  5.654,    0.227,
As Ce Ni O      ,  5.655,    0.227,
Bi Br O Se      ,  5.655,    0.227,
Cl Hg Se Zr     ,   5.66,    0.227,
Cl Ge O Pb      ,   5.66,    0.227,
Bi Ga S Te      ,  5.668,    0.228,
Ga La O Se      ,  5.669,    0.228,
Ca Cl Ge O      ,  5.672,    0.228,
Cl Hg In S      ,  5.672,    0.228,
Br Ca Cu O      ,  5.674,    0.228,
B Cu I O        ,  5.676,    0.228,
Cl Hg In P      ,  5.678,    0.228,
Bi I In Se      ,  5.681,    0.229,
Cd Mn Se Te     ,  5.683,    0.229,
Bi Br Cd S      ,  5.683,    0.229,
Pb S Se Te      ,  5.683,    0.229,
As F I S        ,  5.684,    0.229,
Al Bi Cl Te     ,  5.688,    0.229,
As Cl Pr S      ,  5.691,     0.23,
As Cl O Pb      ,  5.692,     0.23,
Br Mo Te Te     ,  5.693,     0.23,
Ge N O Zn       ,  5.694,     0.23,
As Br O Pr      ,  5.701,     0.23,
Bi Cl Cu S      ,  5.701,     0.23,
As Ca Cl O      ,  5.704,    0.231,
Br Hg I Te      ,  5.706,    0.231,
Cu O Se Sm      ,  5.708,    0.231,
Ag Br O Pb      ,  5.713,    0.231,
As Cd Ce O      ,  5.717,    0.232,
Cr Cr Se Te     ,  5.719,    0.232,
Cl O Se Y       ,  5.722,    0.232,
As La O Zn      ,  5.726,    0.232,
Br Hg S Sn      ,  5.726,    0.232,
F Ni O Sb       ,  5.728,    0.233,
Ga N O Zn       ,  5.728,    0.233,
Bi S Se Te      ,  5.731,    0.233,
Br Hg P Sn      ,  5.731,    0.233,
La O Se Se      ,  5.732,    0.233,
F Ge Mg O       ,  5.733,    0.233,
I P P Sn        ,  5.738,    0.233,
Cu Hg I S       ,  5.741,    0.234,
As Br Na O      ,  5.743,    0.234,
Cu Dy O Se      ,  5.744,    0.234,
Hg I S Zn       ,  5.744,    0.234,
B I Ni O        ,  5.745,    0.234,
Cl O Te V       ,  5.746,    0.234,
Cl Mo O Se      ,  5.747,    0.234,
Cl F P Sb       ,  5.747,    0.234,
Ag I O V        ,  5.748,    0.234,
Cu Gd O Se      ,  5.749,    0.234,
Ag Bi Cl S      ,  5.751,    0.234,
Br F O Sb       ,  5.751,    0.234,
As Gd Ni O      ,  5.754,    0.235,
Cl O S Ti       ,  5.765,    0.236,
F Ga Mg O       ,  5.766,    0.236,
Cu F O Te       ,  5.768,    0.236,
As Cl Hg Hg     ,  5.768,    0.236,
Br Hg Se Tl     ,  5.769,    0.236,
Pb S Se Sn      ,  5.769,    0.236,
Cl O P Ti       ,  5.771,    0.236,
Br Nb O Te      ,  5.772,    0.236,
Cl O Te Zr      ,  5.774,    0.236,
As F O S        ,  5.775,    0.236,
Cl Cu O Y       ,  5.776,    0.236,
Br Re Se Se     ,  5.781,    0.237,
Cd Ce O Se      ,  5.781,    0.237,
Cl Nb Nb Se     ,  5.782,    0.237,
Cu La O Se      ,  5.786,    0.237,
La O Se Zn      ,  5.789,    0.237,
Cd F O Sb       ,   5.79,    0.238,
Ag Hg I S       ,   5.79,    0.238,
As La Ni O      ,   5.79,    0.238,
Bi Br Cl S      ,  5.792,    0.238,
Cl Cr O Si      ,  5.796,    0.238,
Ga O S Tl       ,    5.8,    0.238,
Mo Ru Se Te     ,  5.803,    0.239,
Bi Cl O Se      ,  5.804,    0.239,
Cl In Nb O      ,  5.804,    0.239,
Cl Ga N S       ,  5.806,    0.239,
Cl F I Sb       ,  5.807,    0.239,
Cl Cu O Pb      ,  5.811,    0.239,
Cl Ga N P       ,  5.812,    0.239,
As Br La O      ,  5.813,    0.239,
Al Bi Cl S      ,  5.814,     0.24,
Cd Ge N O       ,  5.821,     0.24,
Ca Cl Cu O      ,  5.822,     0.24,
As Ce Cl O      ,  5.826,     0.24,
Cd I O V        ,  5.828,    0.241,
Br Cr O P       ,   5.83,    0.241,
Bi Cd Cl S      ,   5.83,    0.241,
Al F O Si       ,   5.83,    0.241,
Br Hg I S       ,  5.832,    0.241,
Ag N O Se       ,  5.836,    0.241,
B Cl Mg O       ,  5.838,    0.241,
F O S Se        ,  5.839,    0.241,
Bi Br Cd O      ,   5.84,    0.242,
Br Gd O Se      ,   5.84,    0.242,
Au Cl P S       ,   5.84,    0.242,
Cl Cr O Te      ,  5.846,    0.242,
As Cl O Pr      ,  5.848,    0.242,
Ag Cr I O       ,  5.848,    0.242,
As Cl Nd O      ,  5.849,    0.242,
As Cl Hg Tl     ,  5.852,    0.243,
Bi Ni S Te      ,  5.852,    0.243,
Br Ce S Sb      ,  5.855,    0.243,
As Bi Br Hg     ,  5.856,    0.243,
Bi Cl Cu O      ,  5.857,    0.243,
Br F O Te       ,  5.858,    0.243,
Ag Cl O Pb      ,  5.859,    0.243,
Cl N S Se       ,  5.868,    0.244,
Cl Pb S Sb      ,  5.868,    0.244,
O P P S         ,  5.869,    0.244,
Ga Se Ta Te     ,  5.874,    0.244,
Br O Pb Sb      ,  5.877,    0.245,
Cl Hg P Sn      ,  5.877,    0.245,
As Cl O Sm      ,  5.881,    0.245,
In Mn S Se      ,  5.886,    0.245,
Eu O Se Se      ,  5.888,    0.245,
F I Sb Te       ,   5.89,    0.246,
Cl Nb P S       ,  5.892,    0.246,
Cu F O P        ,  5.897,    0.246,
Cl F O Sb       ,  5.897,    0.246,
Cl O S Zr       ,  5.898,    0.246,
F O P Zn        ,    5.9,    0.246,
Br Cl O Pb      ,    5.9,    0.246,
Ag Bi Cl O      ,  5.906,    0.247,
Bi Cl In S      ,  5.907,    0.247,
F O Sc Se       ,  5.908,    0.247,
As Nb Te Tl     ,  5.909,    0.247,
I Nb Te Te      ,  5.911,    0.247,
Br Ce S Si      ,  5.911,    0.247,
Cl Nd O Se      ,  5.912,    0.247,
Cl Nb O Te      ,  5.918,    0.248,
Cl Cu N S       ,  5.921,    0.248,
As Cl Gd O      ,  5.922,    0.248,
Ce O Se Si      ,  5.922,    0.248,
S Se Tl V       ,  5.925,    0.248,
Cu S Sm Te      ,  5.926,    0.249,
Cl Re Se Se     ,  5.926,    0.249,
Cl N P Zn       ,  5.929,    0.249,
Br Pr S Si      ,  5.932,    0.249,
Al Ca Cl O      ,  5.933,    0.249,
Br O Pb Si      ,  5.933,    0.249,
Br Nd S Si      ,  5.934,    0.249,
Cd Cl O Pb      ,  5.938,    0.249,
Bi Cu O Te      ,  5.939,     0.25,
Ag F O S        ,   5.94,     0.25,
Cr Hg S Se      ,   5.94,     0.25,
Cu Eu O Se      ,  5.941,     0.25,
O Pr Se Si      ,  5.943,     0.25,
Cl O Se Sm      ,  5.944,     0.25,
As Cl Hg Mo     ,  5.944,     0.25,
Br Ca O Si      ,  5.944,     0.25,
Nd O Se Si      ,  5.945,     0.25,
Ag F O P        ,  5.945,     0.25,
Bi Br Cl O      ,  5.946,     0.25,
As Ni P Sr      ,  5.955,    0.251,
I Mn Sb Se      ,  5.957,    0.251,
As Cl La O      ,  5.958,    0.251,
Ge N O Si       ,  5.961,    0.251,
F Ge O V        ,  5.963,    0.252,
As I O Pb       ,  5.965,    0.252,
Cl F P Rh       ,  5.965,    0.252,
Br S Si Sm      ,  5.966,    0.252,
B I P S         ,   5.97,    0.252,
F In O Te       ,  5.971,    0.252,
Br Mo O Te      ,  5.972,    0.252,
Bi Cu I S       ,  5.973,    0.252,
Cl Hg I S       ,  5.975,    0.253,
O Se Si Sm      ,  5.976,    0.253,
Ag Br N O       ,  5.978,    0.253,
Ca O P Se       ,  5.979,    0.253,
Cl Dy O Se      ,  5.979,    0.253,
Br O Pb Te      ,  5.982,    0.253,
Bi Cd Cl O      ,  5.983,    0.253,
Cl Gd O Se      ,  5.984,    0.253,
Cl O Se Tb      ,  5.984,    0.253,
C F Ge Se       ,  5.984,    0.253,
Br La S Sb      ,  5.985,    0.253,
Cu Se Ta Te     ,  5.987,    0.254,
Bi In S Te      ,  5.988,    0.254,
As F N Se       ,   5.99,    0.254,
O P Y Zn        ,   5.99,    0.254,
As I Li S       ,  5.993,    0.254,
As Bi Cl Hg     ,  5.999,    0.254,
Cu La S Te      ,  6.001,    0.255,
B Cl I Zr       ,  6.004,    0.255,
As As Re S      ,  6.005,    0.255,
Br Gd S Si      ,  6.005,    0.255,
Cu Mo O S       ,  6.006,    0.255,
Al F O P        ,  6.007,    0.255,
N P Te Zn       ,   6.01,    0.255,
Dy O Se Si      ,  6.011,    0.255,
F I S Sb        ,  6.012,    0.256,
Al Ca O Te      ,  6.014,    0.256,
Gd O Se Si      ,  6.016,    0.256,
O Se Si Tb      ,  6.016,    0.256,
B Br Cr O       ,  6.019,    0.256,
Cl O Pb Sb      ,   6.02,    0.256,
Cr S Se Tl      ,  6.022,    0.256,
Cd F O P        ,  6.022,    0.256,
Ce Cu O Te      ,  6.023,    0.256,
I O Pb Se       ,  6.026,    0.257,
Bi Br O Te      ,  6.027,    0.257,
Cu F Se Sm      ,  6.027,    0.257,
Cl Hg P Ti      ,  6.029,    0.257,
Ca O S Zn       ,  6.029,    0.257,
Al Cl N S       ,   6.03,    0.257,
Ce Ga O S       ,  6.032,    0.257,
Br Mn S Sb      ,  6.034,    0.257,
Cl Er O Se      ,  6.034,    0.257,
Al Cl N P       ,  6.035,    0.257,
Br La S Si      ,  6.041,    0.258,
B Mg O S        ,  6.042,    0.258,
Cl O Si Y       ,  6.042,    0.258,
Cl Nb O P       ,  6.044,    0.258,
Cu Nd O Te      ,  6.045,    0.258,
Cl Ho O Se      ,  6.048,    0.258,
I Nb Nb Se      ,   6.05,    0.259,
La O Se Si      ,  6.051,    0.259,
Ni Se Ta Te     ,  6.052,    0.259,
Ce Cl S Si      ,  6.053,    0.259,
Ga Nd O S       ,  6.054,    0.259,
Bi Cu O S       ,   6.06,    0.259,
Er O Se Si      ,  6.066,     0.26,
Cl Hg O P       ,  6.068,     0.26,
La S S Se       ,  6.069,     0.26,
Cl Cu N O       ,  6.071,     0.26,
Cl Pr S Si      ,  6.074,    0.261,
Cl O Pb Si      ,  6.075,    0.261,
Cl Nd S Si      ,  6.075,    0.261,
Cl O Se Tm      ,  6.075,    0.261,
Be Cl I Zr      ,   6.08,    0.261,
Ho O Se Si      ,  6.081,    0.261,
Cl Mo S S       ,  6.084,    0.261,
Ca Cl O Si      ,  6.085,    0.261,
C Cl Cu O       ,  6.096,    0.262,
F O S Sb        ,  6.099,    0.263,
F O P Sb        ,  6.104,    0.263,
Cl Nb O Sc      ,  6.106,    0.263,
I Mo Te Te      ,  6.106,    0.263,
Cl S Si Sm      ,  6.106,    0.263,
Br O P Pb       ,  6.107,    0.263,
Cu S Se Ta      ,  6.107,    0.263,
As Cl Eu O      ,  6.108,    0.263,
Br Ce O Te      ,  6.109,    0.263,
Cr Mo S Se      ,  6.111,    0.264,
Cl Mo O Te      ,  6.113,    0.264,
Br Ca O P       ,  6.117,    0.264,
I Se Se Ta      ,  6.118,    0.264,
Ag Cl N O       ,  6.118,    0.264,
Cl F O S        ,  6.121,    0.264,
Cl O Pb Te      ,  6.122,    0.264,
Br C F Ge       ,  6.123,    0.264,
Cl F O P        ,  6.126,    0.265,
Cl N S Sb       ,  6.126,    0.265,
N P S Zn        ,  6.129,    0.265,
Br Nd O Te      ,  6.131,    0.265,
I Pb S Sb       ,  6.132,    0.265,
Al Ca O S       ,  6.133,    0.265,
Pb S Sn Te      ,  6.134,    0.265,
Br Cl Tl Tl     ,  6.134,    0.265,
Br Li P S       ,  6.135,    0.265,
Cl Lu O Se      ,  6.141,    0.266,
Ce Cu O S       ,  6.142,    0.266,
F Mg O Si       ,  6.142,    0.266,
Cu F Hg S       ,  6.145,    0.266,
Cl Nb O Ti      ,  6.148,    0.267,
Cu La O Te      ,   6.15,    0.267,
Ce O P Zn       ,   6.15,    0.267,
Cl Hg S Zr      ,   6.15,    0.267,
Ag F O V        ,  6.152,    0.267,
As Ce O Ru      ,  6.152,    0.267,
Br Gd O Si      ,  6.154,    0.267,
Cl Hg P Zr      ,  6.155,    0.267,
Br Cl La O      ,  6.157,    0.267,
As La O S       ,  6.157,    0.267,
B Cl Cr O       ,  6.159,    0.267,
Ga La O S       ,  6.159,    0.267,
F I O Sb        ,   6.16,    0.268,
Cu O Pr S       ,  6.162,    0.268,
Cu Nd O S       ,  6.163,    0.268,
Bi Cl O Te      ,  6.166,    0.268,
Cl Eu O Se      ,  6.168,    0.268,
O P Pr Zn       ,   6.17,    0.268,
Nd O P Zn       ,  6.172,    0.268,
Cl Mn S Sb      ,  6.173,    0.269,
As Nd O Ru      ,  6.174,    0.269,
Cl Mo Mo Se     ,  6.175,    0.269,
