Phase fields,     scores,     Norm. scores,
As As Cd Cl     ,  6.618,      0.0,
As Cd Ge P      ,  6.674,    0.004,
Cd Ge S Se      ,  6.699,    0.006,
As Ge P Zn      ,  6.733,    0.008,
As Cd Ga Se     ,  6.824,    0.015,
As Ga Se Zn     ,  6.881,    0.019,
Ge Sb Se Te     ,  6.903,    0.021,
Cd S Se Si      ,  6.968,    0.025,
As P Si Zn      ,  7.001,    0.028,
Cl Ga P Se      ,  7.043,    0.031,
As Cd Ga S      ,  7.108,    0.035,
Cd Ga S Se      ,   7.15,    0.038,
As Cd In Se     ,  7.154,    0.039,
Cl Ga Sb Se     ,  7.155,    0.039,
As Cd P Zn      ,  7.156,    0.039,
As Ga S Zn      ,  7.163,    0.039,
Cd S Se Zn      ,  7.179,    0.041,
As In Se Zn     ,  7.209,    0.043,
Ga P Se Zn      ,  7.224,    0.044,
Al Cl P Se      ,  7.232,    0.044,
Ge Se Sn Te     ,  7.276,    0.048,
Ni P S Se       ,  7.288,    0.048,
Al Cl Sb Se     ,  7.341,    0.052,
Al S Se Zn      ,   7.39,    0.056,
As Cd Ga Te     ,   7.39,    0.056,
Cd Cl S Sb      ,  7.401,    0.057,
As Cd In S      ,  7.425,    0.058,
Cl Ga S Sb      ,  7.426,    0.058,
As Br Cd P      ,  7.438,    0.059,
As Ga Te Zn     ,  7.444,     0.06,
Cd Se Te Zn     ,  7.459,    0.061,
Cd In S Se      ,  7.465,    0.061,
As As Cd I      ,  7.467,    0.061,
Ga P S Zn       ,  7.493,    0.063,
In S Se Zn      ,  7.518,    0.065,
Br P S S        ,   7.53,    0.066,
Br Cd Sb Se     ,  7.584,     0.07,
As Cu Ge Se     ,  7.587,     0.07,
Cl O Sb Se      ,  7.596,    0.071,
As Cd Cl O      ,  7.644,    0.074,
In Sb Se Te     ,  7.649,    0.075,
S Se Sn Sn      ,   7.66,    0.075,
Cd Se Sn Te     ,  7.669,    0.076,
O P P S         ,  7.679,    0.077,
Cd Cl O Se      ,  7.683,    0.077,
As Cd In Te     ,  7.696,    0.078,
Cl Ga Sb Te     ,  7.697,    0.078,
I S Sb Se       ,   7.72,     0.08,
Se Sn Te Zn     ,   7.72,     0.08,
Br Cl S Sb      ,  7.725,     0.08,
In S Se Sn      ,  7.726,     0.08,
Cl In S Sb      ,   7.73,     0.08,
Cl O Se Zn      ,  7.734,    0.081,
Br Cd P P       ,  7.756,    0.082,
Al Br Sb Se     ,  7.784,    0.084,
As Cd I P       ,  7.784,    0.084,
In Ni S Se      ,   7.81,    0.086,
Br Cd S Sb      ,  7.841,    0.088,
Cl O P Sb       ,   7.87,     0.09,
As Cl F Se      ,  7.878,    0.091,
Cu Ge P Se      ,  7.899,    0.093,
In S Sb Te      ,  7.904,    0.093,
Br In Sb Se     ,  7.906,    0.093,
Cd S Sn Te      ,  7.923,    0.094,
Cl O Se Sn      ,  7.937,    0.095,
Cd Cl O P       ,  7.953,    0.096,
As Cl In O      ,  7.963,    0.097,
S Sn Te Zn      ,  7.973,    0.098,
Cl In O Se      ,  8.001,      0.1,
Cl Ni O Se      ,  8.018,    0.101,
As F S S        ,  8.039,    0.103,
Cd Cl O Sb      ,  8.053,    0.104,
Cu P S Se       ,  8.068,    0.105,
As Br Cd O      ,   8.07,    0.105,
Cd I P S        ,  8.072,    0.105,
Ag S Sb Se      ,  8.073,    0.105,
As Cl Cu S      ,    8.1,    0.107,
Cl O Sb Zn      ,  8.102,    0.107,
Cl O Sb Te      ,  8.109,    0.108,
Ag Cl Ge S      ,  8.122,    0.109,
As Cl F S       ,  8.125,    0.109,
Al Cl O S       ,  8.127,    0.109,
Cl In In S      ,  8.128,    0.109,
Cu Ge P S       ,  8.146,     0.11,
Cl Mg O P       ,  8.152,    0.111,
Br In S Sb      ,  8.152,    0.111,
Cl Cu P Se      ,  8.153,    0.111,
Cu S Sb Se      ,  8.166,    0.112,
Cd I S Sb       ,   8.17,    0.112,
I Sb Se Sn      ,   8.17,    0.112,
Ag Ga S Se      ,  8.177,    0.113,
Cl O S Sn       ,  8.182,    0.113,
Cd Cl O Te      ,   8.19,    0.114,
Cl O P Sn       ,  8.199,    0.114,
Ag S Se Te      ,   8.21,    0.115,
Al Cd O S       ,  8.237,    0.117,
Cl O Te Zn      ,  8.239,    0.117,
Ga S Se V       ,  8.258,    0.118,
Cl Cl O Sn      ,  8.266,    0.119,
Cu Ga S Se      ,  8.269,    0.119,
As Cu In Se     ,  8.272,    0.119,
As Br F Se      ,  8.292,    0.121,
Ag Cl Se Te     ,  8.294,    0.121,
Br In In Se     ,  8.295,    0.121,
Ag Cl P S       ,  8.302,    0.122,
Ag Sb Se Te     ,  8.323,    0.123,
I P P Sn        ,   8.33,    0.124,
Br Cd O P       ,  8.364,    0.126,
As Br In O      ,  8.373,    0.127,
As Cl F Te      ,  8.374,    0.127,
Cl P S Ti       ,   8.39,    0.128,
Cl Cu P S       ,  8.393,    0.128,
I S Sb Sn       ,  8.409,    0.129,
Ag Ga Se Te     ,  8.424,     0.13,
Br Ni O Se      ,  8.426,    0.131,
Al Cu S Se      ,   8.43,    0.131,
Ag In S Se      ,  8.454,    0.133,
Al Cd O Te      ,  8.482,    0.135,
Cl In O Te      ,  8.489,    0.135,
As Br Cu S      ,  8.503,    0.136,
Cl Ni O Te      ,  8.506,    0.136,
Cu Ga Se Te     ,  8.513,    0.137,
Ag Br Ge S      ,  8.524,    0.138,
Cl F P Sb       ,  8.527,    0.138,
As Br F S       ,  8.528,    0.138,
Ag Cl S Te      ,   8.53,    0.138,
Ag Cl In Se     ,  8.536,    0.139,
Ga Ga I Te      ,  8.538,    0.139,
Cu In S Se      ,  8.543,    0.139,
Br Cl I Sb      ,  8.546,    0.139,
Br Cu P Se      ,  8.554,     0.14,
Al Cl O Sn      ,  8.556,     0.14,
Ag O P Se       ,  8.582,    0.142,
Al I Sb Te      ,  8.597,    0.143,
Ag Ge I Se      ,    8.6,    0.143,
As F I Se       ,  8.604,    0.143,
Br Cu Ge S      ,  8.612,    0.144,
Cl Cu S Te      ,  8.617,    0.144,
Cl F Sb Sb      ,   8.62,    0.145,
Cl N S Se       ,  8.631,    0.145,
Br O Te Zn      ,  8.636,    0.146,
As F O S        ,  8.643,    0.146,
Ge Pb S Se      ,  8.655,    0.147,
Br F Sb Se      ,  8.671,    0.148,
F O S Se        ,  8.678,    0.149,
Ag S Te Te      ,  8.687,    0.149,
Cu Ge I Se      ,  8.688,    0.149,
Ag Br Se Te     ,  8.689,     0.15,
Ag In Se Te     ,  8.693,     0.15,
As Cl Cu O      ,  8.699,     0.15,
As Cl Hg S      ,  8.712,    0.151,
Cl Mn S Sb      ,  8.713,    0.151,
Cd Mn Se Te     ,  8.717,    0.152,
As Cl F O       ,  8.723,    0.152,
Cl Cu O Se      ,  8.733,    0.153,
Cd Cl I O       ,  8.737,    0.153,
Cl N Sb Se      ,  8.738,    0.153,
As Hg S Sb      ,   8.74,    0.153,
As Cu In Te     ,  8.745,    0.154,
Cl F Sb Te      ,  8.749,    0.154,
Br S S V        ,  8.758,    0.155,
B Br P S        ,  8.764,    0.155,
As Br F Te      ,  8.765,    0.155,
Ag Cl In S      ,  8.765,    0.155,
In Mn S Se      ,  8.767,    0.155,
Cu In Se Te     ,  8.779,    0.156,
Br Cu P S       ,  8.783,    0.156,
N P Se Zn       ,  8.795,    0.157,
As Cu I S       ,  8.807,    0.158,
Br Cu S Si      ,  8.823,    0.159,
As Cd F O       ,  8.825,    0.159,
Ag Ge I S       ,  8.828,     0.16,
Cl F Ge O       ,  8.829,     0.16,
As F I S        ,  8.831,     0.16,
Cl Ga N Se      ,  8.834,     0.16,
As As Br Hg     ,  8.834,     0.16,
O S Se Zr       ,  8.841,    0.161,
Al Al I Te      ,  8.849,    0.161,
Ag O S Si       ,   8.85,    0.161,
Cu I P Se       ,  8.857,    0.162,
Cl N S S        ,  8.857,    0.162,
Ag S Sn Te      ,  8.861,    0.162,
B O Se Zn       ,  8.862,    0.162,
As Br Hg Se     ,  8.868,    0.163,
Br Mn Sb Se     ,  8.868,    0.163,
Br In O Te      ,  8.875,    0.163,
Ge Pb Se Te     ,  8.889,    0.164,
Br Ni O Te      ,  8.891,    0.164,
Br F S Sb       ,  8.896,    0.165,
As Cd Cr Se     ,  8.897,    0.165,
Cu I Se Si      ,  8.897,    0.165,
Cu Ge I S       ,  8.913,    0.166,
