Phase fields,     scores,     Norm. scores,
Ag Cl Mo Se     ,  6.388,    0.175,
Ag Mo S Se      ,  6.396,    0.176,
Bi In Se Te     ,  6.397,    0.176,
Cl O Se Sn      ,    6.4,    0.176,
As Cl F Se      ,  6.401,    0.176,
Cl P S Ti       ,  6.405,    0.177,
Ag I In Te      ,  6.414,    0.177,
Se Te Ti Ti     ,  6.418,    0.177,
Ag Bi Br S      ,  6.419,    0.178,
Cr Cu Se Te     ,  6.421,    0.178,
Cd Cr Se Te     ,  6.424,    0.178,
Cu I S Sb       ,  6.427,    0.178,
Br Cl Hg S      ,   6.43,    0.178,
Cd I S Sb       ,   6.43,    0.178,
Cl Hg S Zn      ,   6.44,    0.179,
Br O Te Zn      ,  6.445,    0.179,
As Cl Hg Ti     ,  6.445,    0.179,
Bi S Se Te      ,  6.446,    0.179,
Pb Se Sn Te     ,  6.453,     0.18,
Br Ni O Se      ,  6.454,     0.18,
Cl O Sb Zn      ,  6.455,     0.18,
Cl Cu Hg S      ,  6.474,    0.181,
Cu I P S        ,  6.475,    0.181,
Al Cd O S       ,  6.476,    0.181,
As Cu Er P      ,  6.477,    0.182,
Cd I P S        ,  6.478,    0.182,
Br Cu O Te      ,  6.479,    0.182,
As Br Li S      ,  6.487,    0.182,
Cl Cu O Sb      ,  6.489,    0.182,
Cd Cl O Sb      ,  6.493,    0.183,
Ag As I O       ,  6.493,    0.183,
Ag O P Te       ,  6.494,    0.183,
Al Al I Te      ,  6.497,    0.183,
As Cu Ho P      ,  6.501,    0.183,
As Cd Hg I      ,  6.518,    0.184,
Cl Hg In P      ,  6.521,    0.185,
Cu Mo S Se      ,  6.521,    0.185,
Al I Sb Te      ,  6.521,    0.185,
Ag Cl O Te      ,  6.525,    0.185,
Cl Cu In O      ,  6.529,    0.185,
Br Hg Se Zr     ,  6.529,    0.185,
Ag O S Te       ,  6.533,    0.185,
Cu I In Te      ,  6.539,    0.186,
Cd Cl O P       ,  6.541,    0.186,
As Br Hg O      ,  6.541,    0.186,
Bi Br Cu S      ,  6.544,    0.186,
Au Cl O Se      ,  6.544,    0.186,
Bi Br Cd S      ,  6.547,    0.186,
Ag I O Se       ,  6.548,    0.186,
Al Cd O Te      ,  6.549,    0.186,
Ag S Te V       ,  6.552,    0.187,
Bi Cl Ga Te     ,  6.556,    0.187,
Br S S V        ,   6.56,    0.187,
Cl Hg In S      ,   6.56,    0.187,
Bi Ga S Te      ,  6.565,    0.188,
Br In O Te      ,  6.565,    0.188,
Br Hg P Sn      ,  6.571,    0.188,
Cl O P Sb       ,  6.584,    0.189,
Cu I S Te       ,  6.586,    0.189,
Ag Bi Cl S      ,  6.589,    0.189,
Cl Pb S Sb      ,  6.595,     0.19,
Al Cl O S       ,  6.598,     0.19,
In Mo S Se      ,  6.607,     0.19,
As Cl Hg Hg     ,  6.608,    0.191,
Br Hg S Sn      ,   6.61,    0.191,
Cl O Te Zn      ,  6.614,    0.191,
As Br O Pb      ,  6.615,    0.191,
Br Hg Se Tl     ,   6.62,    0.191,
B Br P S        ,  6.621,    0.191,
Cl Ni O Se      ,  6.623,    0.192,
I In In Te      ,  6.624,    0.192,
O P P S         ,  6.639,    0.193,
As Cl Hg Zr     ,  6.642,    0.193,
Cl Mo S Se      ,  6.646,    0.193,
As Hg I S       ,  6.647,    0.193,
Cl Cu O Te      ,  6.648,    0.193,
Cd Cl O Te      ,  6.651,    0.193,
Bi Br Cl S      ,  6.668,    0.195,
Br O Pb Se      ,   6.67,    0.195,
As Bi Br Hg     ,  6.676,    0.195,
Br F Sb Se      ,   6.68,    0.195,
Cl O Sb Te      ,  6.693,    0.196,
Cl Hg Se Zr     ,  6.697,    0.197,
Ag Nb S Te      ,  6.706,    0.197,
As Cl Hg O      ,  6.708,    0.197,
As Bi Ni S      ,   6.71,    0.198,
As Br F S       ,  6.711,    0.198,
Bi Cl Cu S      ,  6.711,    0.198,
Bi Cd Cl S      ,  6.714,    0.198,
As Cl Pr S      ,  6.725,    0.199,
I S Sb Sn       ,  6.729,    0.199,
As Cl Hg Tl     ,  6.731,    0.199,
Cl In O Te      ,  6.731,    0.199,
Al Bi Cl S      ,  6.732,    0.199,
Br Mn Sb Se     ,  6.733,    0.199,
Cl Hg P Sn      ,  6.737,    0.199,
I P P Sn        ,  6.738,    0.199,
As I Li Se      ,  6.749,      0.2,
Al Cl O Sn      ,  6.766,    0.201,
As Cu Mn P      ,  6.768,    0.202,
Br Cl Cr S      ,  6.774,    0.202,
As Cl O Pb      ,   6.78,    0.202,
As Br F Te      ,  6.781,    0.202,
Cl Ge O Pb      ,  6.781,    0.202,
As Br Cr Hg     ,  6.782,    0.202,
Bi Cl In S      ,  6.794,    0.203,
Al Bi Cl Te     ,  6.802,    0.204,
Bi Cu I Se      ,  6.803,    0.204,
O S Se Zr       ,  6.803,    0.204,
Bi Cd I Se      ,  6.806,    0.204,
As Hg I Sn      ,  6.814,    0.205,
B O Se Zn       ,  6.822,    0.205,
Bi Br O Se      ,  6.828,    0.206,
Cl O P Sn       ,  6.835,    0.206,
Br Gd S Si      ,  6.836,    0.206,
Cl Nb P S       ,  6.839,    0.206,
As Bi Cl Hg     ,   6.84,    0.206,
Cl Mg O P       ,  6.859,    0.208,
Br S Si Sm      ,  6.865,    0.208,
Cl Cl O Sn      ,  6.865,    0.208,
Bi In S Te      ,   6.87,    0.209,
Bi Cu O Se      ,   6.87,    0.209,
Cl O S Sn       ,  6.873,    0.209,
As Cl F S       ,  6.874,    0.209,
O Se Se Sm      ,   6.88,    0.209,
As F S S        ,  6.881,    0.209,
Ag Br O Pb      ,  6.885,     0.21,
Bi I In Se      ,  6.885,     0.21,
Br Nd S Si      ,  6.893,     0.21,
Br O S Ti       ,  6.904,    0.211,
S Se Tl V       ,  6.908,    0.211,
Nd O Se Se      ,  6.908,    0.211,
S Se Tl Tl      ,  6.912,    0.211,
Ag Hg I S       ,  6.916,    0.212,
As O Y Zn       ,  6.917,    0.212,
La S S Se       ,  6.921,    0.212,
Br Pr S Si      ,  6.922,    0.212,
Pb S Sn Te      ,  6.923,    0.212,
Cl Hg P Ti      ,   6.93,    0.213,
Cd Mn Se Te     ,  6.931,    0.213,
O Pr Se Se      ,  6.937,    0.213,
In Mn S Se      ,   6.94,    0.213,
As Cl F Te      ,  6.942,    0.213,
Br Ce S Si      ,  6.948,    0.214,
Ce O Se Se      ,  6.963,    0.215,
As F I Se       ,  6.964,    0.215,
Br Li P S       ,  6.969,    0.215,
Bi Pb S Se      ,   6.97,    0.215,
Ag I O P        ,  6.975,    0.216,
Br O Pb Si      ,  6.975,    0.216,
Br Re Se Se     ,  6.983,    0.216,
Bi Cl O Se      ,  6.989,    0.217,
Br Hg I S       ,   6.99,    0.217,
Br Ni O Te      ,   6.99,    0.217,
Hg I S Zn       ,    7.0,    0.217,
Ga O S Tl       ,  7.001,    0.218,
Cr Hg S Se      ,  7.003,    0.218,
Br Ce S Sb      ,  7.018,    0.219,
Cl S Si Sm      ,  7.024,    0.219,
Cl O P Ti       ,  7.026,    0.219,
Mo Ni S Se      ,   7.03,     0.22,
Br Hg Pb S      ,   7.03,     0.22,
Br Nb Nb Se     ,  7.031,     0.22,
Cu Hg I S       ,  7.031,     0.22,
I Nb Se Te      ,  7.034,     0.22,
Ag Cl O Pb      ,  7.043,     0.22,
Br O Pb Sb      ,  7.044,    0.221,
As As Re S      ,  7.045,    0.221,
Br Cd O V       ,  7.048,    0.221,
Br C Se Se      ,  7.049,    0.221,
Cl Nd S Si      ,  7.052,    0.221,
Br La S Si      ,  7.053,    0.221,
Br Hg I Te      ,  7.057,    0.221,
Cl O S Ti       ,  7.062,    0.222,
La O Se Se      ,  7.068,    0.222,
As Nb Te Tl     ,   7.07,    0.222,
Br Hg S Tl      ,  7.078,    0.223,
Ag I O Te       ,  7.078,    0.223,
Br Mo Te Te     ,  7.079,    0.223,
Cl Pr S Si      ,   7.08,    0.223,
Bi Se Te Tl     ,  7.085,    0.223,
Br O P Pb       ,  7.088,    0.224,
Cl Mo S S       ,  7.102,    0.225,
As Cl Hg Mo     ,  7.102,    0.225,
B Br O Zn       ,  7.106,    0.225,
Ce Cl S Si      ,  7.106,    0.225,
Cl Hg P Zr      ,  7.114,    0.225,
Cl O Se Y       ,  7.117,    0.226,
Br Cl O Pb      ,  7.117,    0.226,
Cr S Se Tl      ,  7.119,    0.226,
Cd Cl I O       ,  7.121,    0.226,
Br La S Sb      ,  7.122,    0.226,
Cu S Sm Te      ,  7.124,    0.226,
Cl Li P S       ,  7.126,    0.226,
Cl O Pb Si      ,  7.132,    0.227,
Dy O Se Si      ,  7.133,    0.227,
Br F S Sb       ,  7.134,    0.227,
Br Gd O Se      ,  7.135,    0.227,
B Br Cu O       ,  7.137,    0.227,
Br Cl Pb Tl     ,  7.139,    0.227,
Cl Re Se Se     ,   7.14,    0.227,
I Pb S Sb       ,  7.143,    0.227,
Cl Hg I S       ,  7.147,    0.228,
Cl Ni O Te      ,  7.147,    0.228,
As Nd O Zn      ,  7.147,    0.228,
Gd O Se Si      ,   7.15,    0.228,
Cl Hg S Zr      ,   7.15,    0.228,
As Cu O Sm      ,  7.151,    0.228,
Er O Se Si      ,  7.153,    0.228,
Br O Te Zr      ,  7.154,    0.228,
O Se Si Tb      ,  7.155,    0.228,
Bi Br Cd O      ,  7.156,    0.228,
Cl Cu O Pb      ,  7.157,    0.228,
Cu Dy O Se      ,  7.159,    0.228,
B Br I P        ,  7.159,    0.228,
Cd Cl O Pb      ,   7.16,    0.229,
Hg Mo S Se      ,  7.161,    0.229,
As Br O Pr      ,  7.166,    0.229,
Cu Gd O Se      ,  7.175,     0.23,
Ho O Se Si      ,  7.175,     0.23,
Cl Hg O P       ,  7.175,     0.23,
Ga La O Se      ,  7.176,     0.23,
Ga Se Ta Te     ,  7.177,     0.23,
O Se Si Sm      ,  7.177,     0.23,
Br Mn S Sb      ,  7.184,     0.23,
Br Cl Tl Tl     ,  7.185,     0.23,
Cl Nb Nb Se     ,  7.186,     0.23,
Br O Pb Te      ,   7.19,    0.231,
Mo Ru Se Te     ,  7.191,    0.231,
Ag Bi Cl O      ,  7.194,    0.231,
As I Li S       ,  7.199,    0.231,
Cl O Pb Sb      ,    7.2,    0.231,
Cl Cu O V       ,    7.2,    0.231,
Cu O Se Sm      ,  7.202,    0.231,
Cd Cl O V       ,  7.203,    0.231,
Nd O Se Si      ,  7.204,    0.232,
O Pb S Sb       ,  7.207,    0.232,
As Br Na O      ,  7.208,    0.232,
Cl La S Si      ,  7.208,    0.232,
Cl F Sb Sb      ,  7.209,    0.232,
Eu O Se Se      ,  7.211,    0.232,
Br Cr O Si      ,  7.227,    0.233,
Mo Pb S Se      ,  7.228,    0.233,
O Pr Se Si      ,  7.231,    0.233,
As Cd Ce O      ,  7.234,    0.234,
As Cl Gd O      ,  7.238,    0.234,
Cl Ga N Se      ,   7.24,    0.234,
Cl O S Zr       ,  7.242,    0.234,
Cl O P Pb       ,  7.243,    0.234,
Cl Mo O Se      ,  7.246,    0.234,
Bi Cu I S       ,   7.25,    0.235,
Ce O Se Zn      ,  7.251,    0.235,
Cl F P Sb       ,  7.253,    0.235,
Ce O Se Si      ,  7.257,    0.235,
B Cl O Zn       ,   7.26,    0.235,
As Cl O Sm      ,  7.265,    0.236,
Bi Br Cl O      ,  7.266,    0.236,
Dy S Te Te      ,  7.267,    0.236,
Cl Dy O Se      ,  7.272,    0.236,
Mo S Se Tl      ,  7.274,    0.236,
Bi Ni S Te      ,  7.278,    0.237,
Cl O Pb S       ,  7.278,    0.237,
Cd Ce O Se      ,  7.284,    0.237,
O Pb S S        ,  7.285,    0.237,
Bi Br Cl Tl     ,  7.287,    0.237,
Cl Gd O Se      ,  7.288,    0.237,
Cl Er O Se      ,  7.292,    0.238,
As Cl Nd O      ,  7.292,    0.238,
Ag Cl Cr O      ,  7.292,    0.238,
Cl O Se Tb      ,  7.293,    0.238,
As Br La O      ,  7.293,    0.238,
As La O Zn      ,  7.302,    0.238,
Cl O Se Tm      ,  7.305,    0.238,
Cu La S Te      ,  7.305,    0.239,
As Br F O       ,  7.306,    0.239,
Bi Cl Cu O      ,  7.306,    0.239,
Cl O Te Zr      ,  7.307,    0.239,
Ho S Te Te      ,  7.308,    0.239,
Bi Cd Cl O      ,  7.308,    0.239,
As Ca Cl O      ,  7.312,    0.239,
Ca Cl Ge O      ,  7.313,    0.239,
Bi Cu O S       ,  7.313,    0.239,
Cl Ho O Se      ,  7.313,    0.239,
Al Br N Se      ,  7.313,    0.239,
As I O Pb       ,  7.314,    0.239,
Cl O Se Sm      ,  7.315,    0.239,
Cu S Se Ta      ,  7.318,    0.239,
As Cl O Pr      ,  7.319,    0.239,
B I P S         ,  7.319,    0.239,
As Br Hg Yb     ,  7.319,    0.239,
Br Nb S Tl      ,  7.329,     0.24,
O S S Tl        ,  7.331,     0.24,
Bi Cl Hg S      ,  7.334,     0.24,
Ca O P Se       ,  7.334,     0.24,
Br Cr O P       ,  7.336,    0.241,
Cl Mn S Sb      ,  7.337,    0.241,
Bi Br O Te      ,  7.338,    0.241,
Cl Nd O Se      ,  7.341,    0.241,
Cl O Pb Te      ,  7.342,    0.241,
As Ce Cl O      ,  7.344,    0.241,
Ca Pb S Se      ,  7.344,    0.241,
As Cd F O       ,  7.348,    0.241,
La O Se Zn      ,  7.351,    0.242,
Cl F Sb Te      ,  7.352,    0.242,
La O Se Si      ,  7.357,    0.242,
I O Pb Se       ,  7.363,    0.243,
Al F Ge O       ,  7.365,    0.243,
O P Y Zn        ,  7.371,    0.243,
Br Nb O Te      ,  7.372,    0.243,
F I Sb Se       ,  7.373,    0.243,
Bi Cu O Te      ,  7.377,    0.243,
Cl Lu O Se      ,  7.377,    0.243,
Cl Cr O Si      ,  7.378,    0.244,
Cu La O Se      ,  7.382,    0.244,
Cu Se Ta Te     ,  7.382,    0.244,
As Cl Hf Hg     ,  7.384,    0.244,
Cr Cr Se Te     ,  7.384,    0.244,
Cl O Te V       ,  7.384,    0.244,
N P Se Zn       ,  7.386,    0.244,
Cl P Se Ta      ,  7.394,    0.245,
Bi Cl Hg Te     ,  7.398,    0.245,
As F I S        ,  7.401,    0.245,
Br Cu Mo O      ,  7.404,    0.245,
Cl O Si Y       ,  7.404,    0.245,
O S Si Y        ,  7.411,    0.246,
Cl In Nb O      ,  7.416,    0.246,
Br Gd O Si      ,  7.421,    0.247,
I Mn Sb Se      ,  7.421,    0.247,
Cl Nb O P       ,  7.424,    0.247,
Cl Cu O Y       ,  7.428,    0.247,
Bi O S S        ,  7.431,    0.247,
Cl Hf Hg Se     ,  7.433,    0.247,
As Cl La O      ,  7.443,    0.248,
As La O S       ,   7.45,    0.249,
Ga Nd O S       ,  7.453,    0.249,
As Cl F O       ,  7.455,    0.249,
Cl F Ge O       ,  7.456,    0.249,
As F O S        ,  7.463,    0.249,
As F I Te       ,  7.464,    0.249,
Cr Mo S Se      ,  7.471,     0.25,
Cl Nb S Tl      ,  7.479,     0.25,
Cl N Sb Se      ,  7.485,    0.251,
Bi Cl O Te      ,  7.487,    0.251,
Br Ca O Si      ,  7.493,    0.251,
Ce Ga O S       ,  7.504,    0.252,
Cl F P Rh       ,   7.51,    0.253,
F O S Se        ,  7.511,    0.253,
I Se Se Ta      ,  7.513,    0.253,
Br Ca Cu O      ,  7.517,    0.253,
Cu Eu O Se      ,  7.519,    0.253,
I S Si Tb       ,   7.52,    0.253,
Dy O P Zn       ,  7.521,    0.253,
Cl Nb O Te      ,  7.521,    0.253,
Bi Br Mn Se     ,  7.523,    0.254,
I Nb Te Te      ,  7.529,    0.254,
Br Hg Hg O      ,  7.536,    0.254,
Gd O P Zn       ,  7.536,    0.254,
I S Si Sm       ,  7.541,    0.255,
Br Li O P       ,  7.544,    0.255,
As Au O Sm      ,  7.549,    0.255,
Cl Dy O Si      ,  7.553,    0.256,
Cu Mo O S       ,  7.559,    0.256,
Cl N S Se       ,   7.56,    0.256,
Dy O S Si       ,  7.561,    0.256,
O P Sm Zn       ,  7.562,    0.256,
I Nd S Si       ,  7.567,    0.257,
Cl Gd O Si      ,  7.569,    0.257,
Cl O Si Tb      ,  7.574,    0.257,
As Au Nd O      ,  7.575,    0.257,
Gd O S Si       ,  7.576,    0.257,
As Cl Eu O      ,  7.579,    0.257,
Er O S Si       ,  7.579,    0.257,
B Cl Mg O       ,   7.58,    0.257,
Cl Cr O Te      ,  7.581,    0.258,
Br Mo O Te      ,  7.583,    0.258,
B Mg O S        ,  7.587,    0.258,
Nd O P Zn       ,  7.588,    0.258,
O S Si Tm       ,  7.592,    0.258,
As Gd Ni O      ,  7.592,    0.258,
I Pr S Si       ,  7.593,    0.258,
Cl O Si Sm      ,  7.594,    0.258,
Ag Ce O S       ,  7.595,    0.258,
I Li S Sb       ,  7.595,    0.258,
Br Ca O P       ,  7.599,    0.259,
Ag I O V        ,  7.599,    0.259,
Ho O S Si       ,    7.6,    0.259,
Ga La O S       ,  7.601,    0.259,
O S Si Sm       ,  7.601,    0.259,
B Br Ni O       ,  7.604,    0.259,
Au Cl F P       ,  7.605,    0.259,
Cl O Se Yb      ,  7.606,    0.259,
Cl Mo Mo Se     ,  7.612,     0.26,
O P Pr Zn       ,  7.614,     0.26,
Ce I S Si       ,  7.617,     0.26,
Cl Nd O Si      ,   7.62,     0.26,
Gd O Se Ti      ,  7.623,     0.26,
Cl Eu O Se      ,  7.627,    0.261,
Nd O S Si       ,  7.627,    0.261,
Cl Ga N P       ,  7.628,    0.261,
F Ge Mg O       ,  7.633,    0.261,
Cl Mo O P       ,  7.633,    0.261,
I Li P S        ,  7.636,    0.261,
Gd O Si Te      ,  7.638,    0.261,
Ce O P Zn       ,  7.638,    0.261,
Ca Cl O Si      ,   7.64,    0.262,
Ca O S Zn       ,  7.641,    0.262,
Cl O Pr Si      ,  7.646,    0.262,
Ca O S Si       ,  7.647,    0.262,
O Se Sm Ti      ,  7.648,    0.262,
Cu Nd O S       ,  7.651,    0.262,
O Pr S Si       ,  7.653,    0.262,
Cl Ga N S       ,  7.661,    0.263,
Ca Cl Cu O      ,  7.663,    0.263,
O Si Sm Te      ,  7.663,    0.263,
Cl Mo O S       ,  7.667,    0.263,
Ag F O P        ,  7.669,    0.264,
Ce Cl O Si      ,   7.67,    0.264,
Nd O Se Ti      ,  7.673,    0.264,
Br Nd O Te      ,  7.674,    0.264,
F Ga O Te       ,  7.675,    0.264,
Li Mo S Se      ,  7.676,    0.264,
Cu O Pr S       ,  7.676,    0.264,
Ce O S Si       ,  7.677,    0.264,
