Phase fields,     scores,     Norm. scores,
Ag Cl Se Te     ,  5.548,    0.094,
As Cl Cu S      ,  5.565,    0.095,
Ag Ge I Se      ,  5.569,    0.095,
As Cu In Te     ,  5.569,    0.095,
Al Cl P Se      ,  5.571,    0.096,
Cu P S Se       ,  5.582,    0.096,
Cl Cu P Se      ,  5.601,    0.098,
In Sb Se Te     ,  5.621,    0.099,
Ga P S Zn       ,  5.624,    0.099,
As As Cd I      ,  5.627,    0.099,
Cu In Se Te     ,  5.641,      0.1,
Ag Br In Se     ,  5.706,    0.105,
Ag Br Ge S      ,  5.706,    0.105,
Cl Ga S Sb      ,  5.738,    0.107,
Ge Pb S Se      ,  5.759,    0.108,
Cu Ge I Se      ,  5.764,    0.109,
In S Se Sn      ,  5.795,    0.111,
Br Cd Sb Se     ,  5.796,    0.111,
As Br Cd P      ,  5.797,    0.111,
Ag Au S Se      ,  5.797,    0.111,
As Cl Ga Hg     ,  5.817,    0.112,
Cd Se Sn Te     ,  5.817,    0.112,
Se Sn Te Zn     ,  5.817,    0.112,
Cl Ga Sb Te     ,  5.843,    0.114,
Al Br Sb Se     ,  5.846,    0.114,
Ge Pb Se Te     ,  5.864,    0.116,
Br In Sb Se     ,  5.877,    0.116,
Ag Br Se Te     ,  5.893,    0.118,
Br Cu In Se     ,  5.896,    0.118,
Br Cu Ge S      ,  5.897,    0.118,
Br In In Se     ,  5.899,    0.118,
Ag Cl In S      ,    5.9,    0.118,
As Br Cu S      ,   5.91,    0.119,
Cu Rh S Se      ,  5.936,    0.121,
Br Cu P Se      ,  5.943,    0.121,
Ag Cl P S       ,  5.947,    0.121,
Ag As Cl Hg     ,  5.955,    0.122,
As As Br Hg     ,  5.967,    0.123,
Cd Cl S Sb      ,  5.987,    0.124,
Ag Cl In Te     ,  6.002,    0.125,
Ga S Se Tl      ,  6.004,    0.125,
As Br Hg Se     ,  6.034,    0.127,
S Se Sn Sn      ,  6.043,    0.128,
Cl In S Sb      ,  6.066,    0.129,
Ag Cl S Te      ,  6.082,     0.13,
Cl In In S      ,  6.088,    0.131,
Ag I In Se      ,  6.101,    0.132,
Ag Ge I S       ,  6.101,    0.132,
As Hg S Sb      ,  6.102,    0.132,
Cl Cu P S       ,   6.13,    0.134,
Ag O P Se       ,  6.137,    0.134,
In Ni S Se      ,  6.148,    0.135,
In S Sb Te      ,  6.149,    0.135,
Cu Cu S Te      ,  6.164,    0.136,
Ag S Te Te      ,  6.164,    0.136,
Cu I Se Si      ,  6.182,    0.137,
Cl Cu In Te     ,  6.184,    0.137,
Bi Cl Ga Se     ,  6.185,    0.137,
As Cd I P       ,  6.186,    0.138,
Ni P S Se       ,  6.193,    0.138,
Cd Pb S Se      ,  6.199,    0.138,
Cl Cu Hg Se     ,  6.203,    0.139,
Cd Hg Se Te     ,   6.21,    0.139,
As Cl Hg S      ,  6.218,     0.14,
Ag S Sn Te      ,  6.226,     0.14,
As Cd Cl O      ,  6.226,     0.14,
Ag Br In S      ,  6.226,     0.14,
Ga Ga I Te      ,  6.258,    0.142,
Cl Cu S Te      ,  6.261,    0.143,
Cu I In Se      ,   6.28,    0.144,
Cu Ge I S       ,   6.28,    0.144,
Cd Cl O Se      ,   6.29,    0.145,
Cl O Se Zn      ,  6.291,    0.145,
As Cu I S       ,  6.292,    0.145,
As Cd Cr Se     ,  6.293,    0.145,
Cd Pb Se Te     ,  6.296,    0.145,
S Sb Se Tl      ,  6.298,    0.145,
Ag Bi S Se      ,  6.298,    0.145,
As Cl Cu O      ,  6.299,    0.145,
As Cl In O      ,  6.302,    0.145,
Br Cu S Si      ,  6.306,    0.146,
Br Cd S Sb      ,  6.309,    0.146,
Ag Bi Cl Se     ,  6.315,    0.146,
Ag Br In Te     ,  6.323,    0.147,
Cu I P Se       ,  6.324,    0.147,
Cd S Sn Te      ,  6.329,    0.147,
S Sn Te Zn      ,  6.329,    0.147,
I S Sb Se       ,  6.338,    0.148,
Br Cd P P       ,  6.341,    0.148,
Cl O Sb Se      ,  6.345,    0.148,
Cl Cu O Se      ,  6.363,     0.15,
Cl In O Se      ,  6.366,     0.15,
As Cr Cu Se     ,  6.366,     0.15,
Ge Pb S Te      ,  6.371,     0.15,
As Cl Hg Sn     ,  6.375,     0.15,
As Br Cd Hg     ,   6.38,    0.151,
Br In S Sb      ,  6.384,    0.151,
Ag Bi Se Te     ,  6.394,    0.152,
As Hg I Se      ,  6.409,    0.153,
Ag Br Cl Te     ,  6.415,    0.153,
Br Hg Se Zn     ,  6.443,    0.155,
Br Cu P S       ,  6.445,    0.155,
Pb S Se Te      ,  6.446,    0.155,
As Br Cu Hg     ,  6.452,    0.156,
Bi S Sb Se      ,  6.454,    0.156,
As Br Hg In     ,  6.455,    0.156,
Ag Br S Sn      ,  6.458,    0.156,
Al Bi Cl Se     ,  6.462,    0.156,
Hg O Se Se      ,  6.462,    0.156,
Br Cl S Sb      ,  6.475,    0.157,
Bi Cl Cu Se     ,  6.488,    0.158,
Ag O S Si       ,  6.488,    0.158,
I Sb Se Sn      ,  6.492,    0.158,
Ag Br Te Te     ,  6.493,    0.158,
Br Cu In Te     ,  6.496,    0.159,
Ag Cl O Si      ,  6.504,    0.159,
Pb S Se Sn      ,  6.505,    0.159,
Br Cu Hg Se     ,  6.514,     0.16,
Br P S S        ,  6.522,     0.16,
As Br Hg S      ,  6.529,    0.161,
As Br Cd O      ,  6.536,    0.161,
Au Cl P S       ,  6.544,    0.162,
Bi Sb Se Te     ,  6.548,    0.162,
Bi In Se Te     ,  6.567,    0.164,
Br Cu S Te      ,  6.569,    0.164,
Ag Al Cl O      ,   6.57,    0.164,
Ag I S Sb       ,  6.571,    0.164,
Cl O Se Sn      ,  6.592,    0.165,
Pb Se Sn Te     ,  6.598,    0.166,
As Br In O      ,  6.608,    0.166,
Cl Hg S Zn      ,  6.616,    0.167,
Ag Bi Br Se     ,  6.621,    0.167,
Bi S Se Te      ,   6.64,    0.169,
As Cl F Se      ,  6.641,    0.169,
Al Cd O S       ,  6.652,    0.169,
Cl Hg In P      ,  6.657,     0.17,
Cu I S Si       ,  6.665,     0.17,
Cd I S Sb       ,  6.668,     0.17,
Cd Cl O Sb      ,  6.675,    0.171,
Cl O Sb Zn      ,  6.675,    0.171,
As Br Hg Sn     ,  6.678,    0.171,
Ga S Se V       ,   6.68,    0.171,
Ag I In Te      ,  6.682,    0.171,
Cl Cu Hg S      ,  6.685,    0.172,
Cl Hg In S      ,  6.688,    0.172,
Ag O P Te       ,  6.715,    0.174,
Bi Br Cd Se     ,  6.718,    0.174,
Cd I P S        ,  6.729,    0.175,
As Cl Hg Hg     ,  6.736,    0.175,
Cd Cl O P       ,  6.736,    0.175,
As Cd Hg I      ,  6.736,    0.175,
Cu I S Sb       ,  6.737,    0.175,
Al Cd O Te      ,  6.742,    0.175,
Cl Cu O Sb      ,  6.743,    0.176,
Ga Mo S Se      ,  6.744,    0.176,
Bi Ga S Te      ,  6.744,    0.176,
Ag O S Te       ,  6.745,    0.176,
Cl Pb S Sb      ,  6.748,    0.176,
Bi Cl Ga Te     ,  6.759,    0.177,
Ag Cl O Te      ,   6.76,    0.177,
Cl Cu In O      ,  6.763,    0.177,
Au Cl O Se      ,  6.763,    0.177,
Bi Br Cu Se     ,  6.786,    0.178,
Cl O P Sb       ,  6.787,    0.178,
Bi Br In Se     ,  6.788,    0.179,
Ag Bi Cl S      ,  6.789,    0.179,
Ag As I O       ,  6.789,    0.179,
Al Al I Te      ,  6.795,    0.179,
Cu I P S        ,  6.797,    0.179,
As Cu Er P      ,  6.801,    0.179,
Al I Sb Te      ,  6.802,     0.18,
Al Cl O S       ,   6.81,     0.18,
Ag Br Hg S      ,  6.814,     0.18,
Cd Cr S Se      ,  6.828,    0.181,
Cr S Se Zn      ,  6.829,    0.181,
O P P S         ,  6.832,    0.182,
Ga Mo Se Te     ,  6.833,    0.182,
As Cu Ho P      ,   6.84,    0.182,
Br Nb Se Se     ,  6.843,    0.182,
Cu I In Te      ,  6.845,    0.182,
Ag I O Se       ,  6.848,    0.183,
I In In Te      ,  6.848,    0.183,
As Cl Hg Tl     ,  6.855,    0.183,
Cd Cl O Te      ,  6.855,    0.183,
Cl O Te Zn      ,  6.856,    0.183,
Ag Mo S Se      ,  6.863,    0.184,
Cl Hg P Sn      ,  6.874,    0.184,
As Hg I S       ,  6.877,    0.185,
Ag Cl Mo Se     ,  6.878,    0.185,
As Cl Hg O      ,  6.883,    0.185,
Bi Cd Cl S      ,  6.884,    0.185,
Cr Cu S Se      ,  6.895,    0.186,
Cl Ni O Se      ,  6.905,    0.187,
Cl O Sb Te      ,  6.906,    0.187,
Br Cd Hg S      ,  6.908,    0.187,
Al Cl Nb Se     ,  6.911,    0.187,
Cu I S Te       ,  6.916,    0.187,
Cd Cr Se Te     ,  6.916,    0.187,
Cr Se Te Zn     ,  6.917,    0.187,
Cu Nb S Se      ,  6.919,    0.187,
Cl Cu O Te      ,  6.922,    0.188,
Cl In O Te      ,  6.924,    0.188,
Al Bi Cl S      ,  6.926,    0.188,
As Br F Se      ,  6.932,    0.188,
As Bi Ni S      ,  6.948,    0.189,
Cl Ge O Pb      ,   6.95,     0.19,
Bi Cl Cu S      ,   6.95,     0.19,
Bi Cl In S      ,  6.953,     0.19,
Al Cl O Sn      ,  6.953,     0.19,
I S Sb Sn       ,  6.954,     0.19,
As Cl O Pb      ,  6.961,     0.19,
Cu S Se V       ,  6.961,     0.19,
Ag Br I S       ,  6.969,    0.191,
Br Cu Hg S      ,  6.974,    0.191,
Cl Nb P Se      ,  6.977,    0.191,
Cr Cu Se Te     ,  6.982,    0.192,
I P P Sn        ,  6.983,    0.192,
As Bi Cl Hg     ,  6.999,    0.193,
Cu Nb Se Te     ,  7.006,    0.193,
Al Bi Cl Te     ,  7.014,    0.194,
S Se Tl Tl      ,  7.015,    0.194,
Cl O P Sn       ,  7.019,    0.194,
As Hg I Sn      ,  7.019,    0.194,
Cu Mo S Se      ,  7.022,    0.195,
Br Cd O P       ,  7.023,    0.195,
In Mo S Se      ,  7.025,    0.195,
Bi In S Te      ,  7.025,    0.195,
Br Cu O Sb      ,  7.031,    0.195,
Cl Mg O P       ,  7.041,    0.196,
Cl O S Sn       ,  7.048,    0.196,
Cu Se Te V      ,  7.048,    0.196,
Pb S Sn Te      ,  7.053,    0.197,
Ag Br I Te      ,  7.055,    0.197,
Bi Cd I Se      ,  7.056,    0.197,
Br Cl Hg S      ,   7.06,    0.197,
Cl Cl O Sn      ,  7.062,    0.197,
Ag Bi Br S      ,  7.074,    0.198,
As F S S        ,  7.079,    0.198,
As Cl F S       ,  7.093,    0.199,
Cl Mo S Se      ,  7.107,      0.2,
B O Se Zn       ,  7.109,      0.2,
Bi Cu O Se      ,  7.113,    0.201,
Bi Pb S Se      ,  7.117,    0.201,
Bi Cu I Se      ,  7.121,    0.201,
Bi I In Se      ,  7.124,    0.201,
Br Cl I Sb      ,  7.124,    0.201,
Br O Te Zn      ,  7.138,    0.202,
Ga O S Tl       ,   7.14,    0.203,
Ag Hg I S       ,  7.148,    0.203,
Br Hg P Sn      ,  7.156,    0.204,
As Cl Pr S      ,  7.165,    0.204,
As Br Hg O      ,  7.165,    0.204,
Bi Br Cd S      ,  7.165,    0.204,
As Cl F Te      ,  7.178,    0.205,
Br Hg S Sn      ,  7.184,    0.206,
Br Ni O Se      ,  7.186,    0.206,
Br Cr Cu Se     ,   7.19,    0.206,
Br Hg Se Tl     ,  7.194,    0.206,
Bi Cl O Se      ,  7.197,    0.206,
Br Cu O Te      ,  7.202,    0.207,
Br In O Te      ,  7.204,    0.207,
Bi Br Cu S      ,  7.229,    0.209,
Ag Cl O Pb      ,  7.229,    0.209,
Hg I S Zn       ,  7.239,    0.209,
As Br O Pb      ,  7.239,    0.209,
Bi Se Te Tl     ,   7.24,    0.209,
Ag I O P        ,   7.26,    0.211,
As F I Se       ,  7.261,    0.211,
O Se Se Sm      ,  7.263,    0.211,
As Cu Mn P      ,  7.273,    0.212,
As Bi Br Hg     ,  7.276,    0.212,
Ag Nb S Te      ,  7.286,    0.213,
Br O Pb Se      ,  7.295,    0.213,
Cl O Pb Si      ,    7.3,    0.213,
Cu Hg I S       ,  7.301,    0.214,
Bi Br Cl S      ,  7.312,    0.214,
Cd Cl O Pb      ,  7.318,    0.215,
Ag S Te V       ,  7.326,    0.215,
B Br P S        ,  7.329,    0.215,
Nd O Se Se      ,   7.33,    0.216,
Br F Sb Se      ,  7.338,    0.216,
Cl Hg O P       ,  7.348,    0.217,
O Pb S Sb       ,  7.351,    0.217,
Cl P S Ti       ,  7.358,    0.217,
In Mn S Se      ,  7.359,    0.217,
I Pb S Sb       ,  7.359,    0.217,
As Cl Hg Ti     ,  7.364,    0.218,
Cl O Pb Sb      ,  7.365,    0.218,
As Br F S       ,  7.367,    0.218,
Ag I O Te       ,   7.37,    0.218,
Cd Mn Se Te     ,  7.376,    0.219,
O Pr Se Se      ,  7.378,    0.219,
Cl Cu O Pb      ,   7.38,    0.219,
Cl S Si Sm      ,  7.382,    0.219,
Cl Hg I S       ,  7.384,    0.219,
Cl Ga N Se      ,  7.388,    0.219,
Cd Cl I O       ,   7.39,     0.22,
Ag Bi Cl O      ,  7.403,     0.22,
Cl F Sb Sb      ,  7.408,    0.221,
Cl Nb P S       ,  7.409,    0.221,
Er O Se Si      ,  7.416,    0.221,
Cl O P Pb       ,   7.42,    0.222,
Cl Ni O Te      ,  7.423,    0.222,
Dy O Se Si      ,  7.426,    0.222,
Cr Hg S Se      ,  7.432,    0.222,
O Pb S S        ,  7.434,    0.223,
As I Li Se      ,  7.441,    0.223,
As As Re S      ,  7.447,    0.223,
Cl O Pb S       ,  7.448,    0.224,
Cl Nd S Si      ,  7.448,    0.224,
As Br F Te      ,  7.449,    0.224,
Ho O Se Si      ,  7.451,    0.224,
O Se Si Tb      ,  7.462,    0.225,
Cl F P Sb       ,  7.463,    0.225,
Bi Br O Se      ,  7.467,    0.225,
O S S Tl        ,  7.471,    0.225,
Bi Cl Hg S      ,  7.483,    0.226,
Bi Cd Cl O      ,   7.49,    0.226,
Cl Pr S Si      ,  7.494,    0.227,
Ag Br O Pb      ,  7.498,    0.227,
Cu Dy O Se      ,  7.506,    0.227,
As Cl Hg Zr     ,   7.51,    0.228,
As Cl Hg Mo     ,  7.511,    0.228,
Mo Ni S Se      ,  7.517,    0.228,
Bi Ni S Te      ,  7.517,    0.228,
Cu S Sm Te      ,  7.529,    0.229,
Cl O Pb Te      ,  7.529,    0.229,
Cl Mo S S       ,  7.532,    0.229,
O Se Si Sm      ,  7.535,    0.229,
Bi Cu O S       ,  7.537,     0.23,
Cr S Se Tl      ,   7.54,     0.23,
N P Se Zn       ,  7.543,     0.23,
As Cd F O       ,  7.543,     0.23,
As Br Li S      ,  7.544,     0.23,
Bi Cu I S       ,  7.545,     0.23,
B Cl O Zn       ,  7.547,     0.23,
Hg Mo S Se      ,   7.55,    0.231,
Bi Cl Cu O      ,  7.551,    0.231,
As I O Pb       ,  7.555,    0.231,
As Cu O Sm      ,   7.56,    0.231,
Cl Hg Se Zr     ,  7.563,    0.231,
Bi Cl Hg Te     ,  7.564,    0.231,
As Nd O Zn      ,  7.565,    0.232,
Br O Pb Si      ,  7.566,    0.232,
Dy S Te Te      ,  7.567,    0.232,
Cl Re Se Se     ,  7.568,    0.232,
Cl F Sb Te      ,  7.571,    0.232,
Al F Ge O       ,  7.572,    0.232,
Cl O Se Tm      ,  7.575,    0.232,
Cl Er O Se      ,  7.576,    0.232,
Br Hg Pb S      ,  7.577,    0.232,
Cl Dy O Se      ,  7.586,    0.233,
As Nb Te Tl     ,   7.59,    0.233,
Ho S Te Te      ,  7.592,    0.233,
Nd O Se Si      ,    7.6,    0.234,
S Se Tl V       ,  7.601,    0.234,
Bi O S S        ,  7.603,    0.234,
I O Pb Se       ,  7.608,    0.234,
Cl Ho O Se      ,   7.61,    0.235,
Br Hg S Tl      ,  7.613,    0.235,
Cu O Se Sm      ,  7.613,    0.235,
Bi Cu O Te      ,  7.617,    0.235,
Br Mn Sb Se     ,  7.619,    0.235,
Cl O Se Tb      ,  7.621,    0.235,
Mo Pb S Se      ,  7.621,    0.235,
As Br Hg Ti     ,  7.628,    0.236,
Cl N Sb Se      ,  7.629,    0.236,
Br O Pb Sb      ,  7.629,    0.236,
As Cl O Sm      ,   7.64,    0.237,
B I P S         ,  7.641,    0.237,
Br S Si Sm      ,  7.645,    0.237,
O Pr Se Si      ,  7.646,    0.237,
Br Hg I S       ,  7.647,    0.237,
F I Sb Se       ,  7.649,    0.237,
As Br Cr Hg     ,  7.655,    0.238,
Mo S Se Tl      ,  7.657,    0.238,
As F O S        ,  7.669,    0.239,
Cl F Ge O       ,  7.672,    0.239,
I Nb Se Te      ,  7.676,    0.239,
As F I S        ,  7.677,    0.239,
Eu O Se Se      ,  7.678,    0.239,
O S Se Zr       ,  7.682,    0.239,
Br O P Pb       ,  7.682,     0.24,
As Cl F O       ,  7.683,     0.24,
Br Ni O Te      ,  7.685,     0.24,
Br Cl Cr S      ,  7.689,     0.24,
Cl O Se Sm      ,  7.692,     0.24,
Cl Mo O Se      ,  7.696,     0.24,
Bi Cl O Te      ,  7.696,     0.24,
Br Cl Pb Tl     ,  7.697,    0.241,
As Cl Nd O      ,  7.704,    0.241,
Cl N S Se       ,  7.708,    0.241,
Br Nd S Si      ,  7.709,    0.241,
Mo Ru Se Te     ,  7.711,    0.241,
Cl Li P S       ,  7.718,    0.242,
F O S Se        ,  7.721,    0.242,
Br Cl O Pb      ,  7.722,    0.242,
Br Hg I Te      ,  7.726,    0.242,
Br Cl Tl Tl     ,  7.732,    0.243,
Br S S V        ,  7.735,    0.243,
Br C Se Se      ,  7.746,    0.244,
As Cl O Pr      ,  7.749,    0.244,
Bi Br Cd O      ,  7.749,    0.244,
Br F S Sb       ,   7.75,    0.244,
Br Pr S Si      ,  7.754,    0.244,
As F I Te       ,  7.756,    0.245,
Cl Nd O Se      ,  7.756,    0.245,
Cl Mn S Sb      ,  7.766,    0.245,
Cl Ga N P       ,  7.771,    0.246,
Ag Cl Cr O      ,  7.775,    0.246,
Cl F P Rh       ,  7.784,    0.246,
Br O Pb Te      ,  7.787,    0.247,
Cl Ga N S       ,  7.797,    0.247,
Cl Hg P Ti      ,  7.799,    0.247,
B Br O Zn       ,  7.805,    0.248,
F Ge Mg O       ,  7.806,    0.248,
B Mg O S        ,  7.807,    0.248,
Cl Hg Hg O      ,  7.816,    0.249,
B Cl Mg O       ,   7.82,    0.249,
Br Hg Se Zr     ,   7.82,    0.249,
Au Cl F P       ,  7.821,    0.249,
O S Si Tm       ,  7.823,    0.249,
Er O S Si       ,  7.824,    0.249,
Br Re Se Se     ,  7.825,    0.249,
Dy O P Zn       ,  7.825,    0.249,
Ga Nd O S       ,  7.831,     0.25,
Dy O S Si       ,  7.834,     0.25,
Cl Cr O Si      ,  7.841,     0.25,
Ga Se Ta Te     ,  7.846,    0.251,
Cl Dy O Si      ,  7.847,    0.251,
As I Li S       ,  7.848,    0.251,
F Hg S Si       ,  7.851,    0.251,
Ho O S Si       ,  7.857,    0.251,
Bi Br Cl Tl     ,   7.86,    0.252,
B Br Cu O       ,  7.863,    0.252,
I S Si Tb       ,  7.875,    0.253,
Al Br N Se      ,  7.877,    0.253,
Hg I Pb S       ,  7.879,    0.253,
Cl O Si Tb      ,  7.881,    0.253,
Cl Hg O Pb      ,  7.885,    0.253,
Bi Br Cl O      ,  7.885,    0.253,
Ca Pb S Se      ,  7.885,    0.253,
F Ga O Te       ,  7.887,    0.253,
Ag F O P        ,  7.888,    0.253,
Al F O Si       ,  7.894,    0.254,
Ca Cl Ge O      ,  7.897,    0.254,
As Au O Sm      ,    7.9,    0.254,
Cl O Se Yb      ,  7.904,    0.255,
As Ca Cl O      ,  7.907,    0.255,
B Br I P        ,  7.908,    0.255,
Ag F O S        ,  7.913,    0.255,
Cd Cl O V       ,  7.916,    0.255,
Cd F O Sb       ,  7.918,    0.256,
Ca O P Se       ,  7.919,    0.256,
I Mn Sb Se      ,  7.919,    0.256,
Cu F Hg S       ,  7.926,    0.256,
Cl O P Ti       ,  7.927,    0.256,
O P Sm Zn       ,  7.928,    0.256,
I O Pb Sb       ,  7.929,    0.256,
As Br F O       ,  7.936,    0.257,
O S Si Sm       ,  7.937,    0.257,
Cl Hg P Zr      ,  7.938,    0.257,
Cl In Nb O      ,   7.94,    0.257,
Cd N P S        ,  7.944,    0.257,
N P S Zn        ,  7.944,    0.257,
Br Mo Te Te     ,  7.944,    0.257,
I S Si Sm       ,  7.944,    0.257,
Bi Br O Te      ,  7.949,    0.258,
Cl O Si Sm      ,   7.95,    0.258,
Cl O S Ti       ,  7.953,    0.258,
F Ga Mg O       ,  7.955,    0.258,
Cl N P Zn       ,  7.957,    0.258,
As Au Nd O      ,  7.962,    0.259,
Cl Hg S Zr      ,  7.963,    0.259,
Cd F O P        ,  7.969,    0.259,
F O P Zn        ,  7.969,    0.259,
Br Li P S       ,   7.97,    0.259,
Cl Cu O V       ,  7.974,    0.259,
Cl Nb O P       ,  7.975,    0.259,
Cl Nb S Tl      ,  7.976,     0.26,
As Br Hg Yb     ,  7.976,     0.26,
I O P Pb        ,   7.98,     0.26,
Nd O P Zn       ,   7.99,     0.26,
Al Cl N P       ,  7.994,    0.261,
Nd O S Si       ,  7.998,    0.261,
As Br O Pr      ,    8.0,    0.261,
I Nd S Si       ,  8.006,    0.262,
Al F O P        ,  8.006,    0.262,
Cu Eu O Se      ,   8.01,    0.262,
Cu S Se Ta      ,  8.011,    0.262,
Cl Nd O Si      ,  8.011,    0.262,
F O P Sb        ,  8.012,    0.262,
O Si Sm Te      ,  8.013,    0.262,
Cu Mo O S       ,  8.014,    0.262,
Br Mn S Sb      ,  8.017,    0.262,
Cl I O Pb       ,  8.019,    0.262,
Al Cl N S       ,  8.019,    0.262,
N P Te Zn       ,   8.02,    0.263,
Cl N S Sb       ,  8.025,    0.263,
Cu F O P        ,  8.026,    0.263,
O P Pr Zn       ,  8.033,    0.263,
As Cl Eu O      ,  8.035,    0.264,
F O S Sb        ,  8.038,    0.264,
Cl Cu N S       ,  8.039,    0.264,
O Pr S Si       ,  8.042,    0.264,
Ag N O Se       ,  8.044,    0.264,
Bi Cd I O       ,  8.045,    0.264,
F I S Sb        ,  8.045,    0.264,
Ge N O Si       ,  8.048,    0.264,
I Pr S Si       ,  8.049,    0.265,
Cl F O Sb       ,  8.051,    0.265,
Cl O Pr Si      ,  8.055,    0.265,
Cl Cr O Te      ,  8.055,    0.265,
Se Te Ti Ti     ,  8.055,    0.265,
Cl F I Sb       ,  8.058,    0.265,
Cl P Se Ta      ,  8.061,    0.265,
F O P P         ,  8.063,    0.265,
Cl Mo O P       ,  8.064,    0.266,
Cd Ge N O       ,  8.065,    0.266,
Ge N O Zn       ,  8.065,    0.266,
Br Hg Hg O      ,  8.065,    0.266,
B Cl Ni O       ,  8.066,    0.266,
Cu Nd O S       ,  8.072,    0.266,
Nd O Si Te      ,  8.074,    0.266,
Cl Nb O Te      ,  8.076,    0.266,
Cl Ho O Te      ,  8.083,    0.267,
Cl Eu O Se      ,  8.085,    0.267,
Cl Nb Nb Se     ,  8.086,    0.267,
Cu Se Ta Te     ,  8.087,    0.267,
Cl O S Zr       ,  8.089,    0.267,
Cl Mo O S       ,  8.089,    0.267,
Br Cr O Si      ,   8.09,    0.267,
Dy O S Sn       ,  8.095,    0.268,
Cl F O P        ,  8.101,    0.268,
Cl N S S        ,  8.101,    0.268,
Cr Cr Se Te     ,  8.107,    0.268,
Bi Cl O Pb      ,  8.111,    0.269,
Cl O Te V       ,  8.112,    0.269,
Cu O Pr S       ,  8.115,    0.269,
O Pr Si Te      ,  8.117,    0.269,
F Mg O Si       ,   8.12,    0.269,
F I Sb Te       ,   8.12,    0.269,
Cl Nd O P       ,  8.121,    0.269,
Cl F O S        ,  8.126,     0.27,
Cu F O Te       ,  8.127,     0.27,
F In O Te       ,  8.129,     0.27,
As O Ru Sm      ,   8.13,     0.27,
Cr Mo S Se      ,  8.141,    0.271,
O S Si Yb       ,  8.142,    0.271,
I Nb Te Te      ,  8.145,    0.271,
Cl Nd O S       ,  8.147,    0.271,
Cu Nd O Te      ,  8.147,    0.271,
B Cu I O        ,  8.155,    0.272,
Cl O Si Yb      ,  8.155,    0.272,
Br Cd O V       ,  8.163,    0.272,
Cl O Te Zr      ,  8.163,    0.272,
B Cl O Pb       ,  8.164,    0.272,
Cl Mo O Te      ,  8.164,    0.272,
Cl O P Pr       ,  8.164,    0.272,
As Cl Hf Hg     ,  8.171,    0.273,
F O S Te        ,  8.188,    0.274,
La S S Se       ,  8.189,    0.274,
Cl O Pr S       ,  8.189,    0.274,
As Nd O Ru      ,   8.19,    0.274,
Ca O S Si       ,  8.194,    0.274,
Br O S Ti       ,  8.198,    0.275,
Br Cr O P       ,  8.199,    0.275,
Mg N P S        ,  8.204,    0.275,
Ca Cl O Si      ,  8.207,    0.275,
I Li S Sb       ,  8.208,    0.275,
Ga N O Zn       ,  8.209,    0.275,
F O P Sn        ,   8.21,    0.275,
Ca O S Zn       ,  8.211,    0.276,
As O Y Zn       ,  8.211,    0.276,
As Br Na O      ,  8.216,    0.276,
Ce O Se Se      ,  8.219,    0.276,
Cl Hf Hg Se     ,   8.22,    0.276,
Br Nb S Tl      ,   8.22,    0.276,
Cl Nd O Te      ,  8.221,    0.276,
Cu F Se Sm      ,  8.222,    0.276,
F Mg O P        ,  8.228,    0.277,
Cl S Se W       ,   8.23,    0.277,
