Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,  3.296,      0.0,
As Ga Se Zn     ,  3.583,    0.022,
As Cd Ga Se     ,   3.78,    0.037,
As Cu In Se     ,  4.096,    0.061,
As In Se Zn     ,  4.097,    0.061,
As Ge P Zn      ,  4.114,    0.063,
Cu Ge P Se      ,  4.146,    0.065,
As Ga Te Zn     ,  4.186,    0.068,
Cu Ge I Se      ,  4.209,     0.07,
Cu Ga Se Te     ,  4.218,    0.071,
Ge Sb Se Te     ,  4.221,    0.071,
As As Cd Cl     ,  4.237,    0.072,
As Cd In Se     ,   4.27,    0.074,
Ag Ge I Se      ,  4.279,    0.075,
As Cd Ge P      ,  4.286,    0.076,
Ag Ga Se Te     ,  4.288,    0.076,
As As Cd I      ,   4.35,    0.081,
As Cd Ga Te     ,  4.355,    0.081,
Cd Ge S Se      ,  4.356,    0.081,
Ag Br Se Te     ,  4.361,    0.081,
Br Cd Sb Se     ,  4.367,    0.082,
Ga P Se Zn      ,  4.378,    0.083,
As Ga S Zn      ,  4.384,    0.083,
Br Cu In Se     ,  4.398,    0.084,
Cd Se Te Zn     ,  4.412,    0.085,
Cu Ga S Se      ,  4.415,    0.086,
Br Cu P Se      ,  4.449,    0.088,
Br Cu Ge S      ,  4.452,    0.088,
As Br Cu S      ,  4.455,    0.089,
Ag Br In Se     ,  4.466,     0.09,
Ag Ga S Se      ,  4.482,    0.091,
Ag Br Ge S      ,  4.518,    0.094,
Al Br Sb Se     ,  4.521,    0.094,
As Cd P Zn      ,  4.535,    0.095,
Ag Sb Se Te     ,  4.539,    0.095,
Ge Se Sn Te     ,  4.541,    0.095,
As Cd Ga S      ,  4.546,    0.096,
Cl Ga Sb Se     ,  4.551,    0.096,
Cd Ga S Se      ,  4.576,    0.098,
As Br Cd P      ,  4.579,    0.098,
Cd S Se Zn      ,  4.601,      0.1,
Br In Sb Se     ,   4.62,    0.101,
As Cu In Te     ,  4.632,    0.102,
As P Si Zn      ,  4.658,    0.104,
Cu S Sb Se      ,  4.659,    0.104,
Cu In Se Te     ,  4.662,    0.104,
Ag S Sb Se      ,  4.723,    0.109,
Ag Cl Se Te     ,  4.725,    0.109,
Ag In Se Te     ,  4.725,    0.109,
Cu I Se Si      ,  4.742,    0.111,
Al Cu S Se      ,  4.746,    0.111,
Al S Se Zn      ,  4.747,    0.111,
As As Br Hg     ,   4.75,    0.111,
Se Sn Te Zn     ,  4.777,    0.113,
As Cr Cu Se     ,  4.777,    0.113,
As Br Hg Se     ,  4.779,    0.113,
Cl Ga P Se      ,  4.783,    0.114,
As Cd In Te     ,  4.787,    0.114,
Br In In Se     ,  4.803,    0.115,
Cl Cu P Se      ,  4.806,    0.116,
Ag S Se Te      ,  4.807,    0.116,
As Cl Cu S      ,  4.812,    0.116,
Ag Cl In Se     ,  4.822,    0.117,
Cu In S Se      ,  4.841,    0.118,
In S Se Zn      ,  4.842,    0.118,
Cu Ge P S       ,  4.855,    0.119,
Cu I In Se      ,   4.86,     0.12,
Ag Br Te Te     ,  4.868,     0.12,
Ag Cl Ge S      ,  4.871,     0.12,
In Sb Se Te     ,  4.871,    0.121,
Al Cl Sb Se     ,  4.873,    0.121,
Cd S Se Si      ,  4.873,    0.121,
Cu P S Se       ,  4.886,    0.122,
Br Cu In Te     ,  4.902,    0.123,
Ag In S Se      ,  4.902,    0.123,
Cu I P Se       ,  4.906,    0.123,
Cu Ge I S       ,  4.909,    0.123,
As Cu I S       ,  4.912,    0.124,
Ga Ga I Te      ,  4.914,    0.124,
Ag I In Se      ,  4.922,    0.124,
In Ni S Se      ,  4.923,    0.124,
Cd Se Sn Te     ,  4.926,    0.125,
As Cd Cr Se     ,  4.927,    0.125,
Cu Cu S Te      ,  4.939,    0.126,
Br Nb Se Se     ,  4.949,    0.126,
Cu Rh S Se      ,  4.951,    0.127,
Br Cu S Si      ,  4.959,    0.127,
As Cd In S      ,  4.961,    0.127,
Ag Br Cl Te     ,  4.962,    0.127,
Ag Br In Te     ,  4.962,    0.127,
Ni P S Se       ,  4.968,    0.128,
Ag Ge I S       ,  4.969,    0.128,
As Br Cu Hg     ,  4.972,    0.128,
Br Ni O Se      ,   4.98,    0.129,
Br Cu S Te      ,   4.98,    0.129,
Cd In S Se      ,  4.989,     0.13,
Br Cu Hg Se     ,    5.0,     0.13,
Br Hg Se Zn     ,    5.0,     0.13,
As Br Cd O      ,  5.018,    0.132,
As Cd I P       ,  5.025,    0.132,
Br Cr Cu Se     ,  5.039,    0.133,
Cl Ga Sb Te     ,  5.039,    0.133,
Br Cd S Sb      ,  5.046,    0.134,
Ga P S Zn       ,  5.055,    0.135,
Ag Br I Te      ,  5.059,    0.135,
Al Cl P Se      ,  5.091,    0.137,
Br Cu P S       ,  5.116,    0.139,
As Br Cd Hg     ,  5.116,    0.139,
Ag Br In S      ,  5.131,     0.14,
I S Sb Se       ,  5.138,    0.141,
I Sb Se Sn      ,  5.167,    0.143,
Cu Se Te V      ,  5.167,    0.143,
As Cl Cu O      ,  5.199,    0.146,
Cl Ga S Sb      ,  5.205,    0.146,
As Hg I Se      ,  5.207,    0.146,
Ag Br I S       ,  5.224,    0.148,
Br Cd P P       ,  5.225,    0.148,
Cl Cu O Se      ,  5.225,    0.148,
Cl O Se Zn      ,  5.226,    0.148,
Cl Cu In Te     ,  5.228,    0.148,
Ag Br S Sn      ,  5.235,    0.148,
As Br In O      ,  5.239,    0.149,
Br Cl S Sb      ,  5.266,    0.151,
Br In S Sb      ,  5.266,    0.151,
Cr Cu Se Te     ,  5.271,    0.151,
Cr Se Te Zn     ,  5.271,    0.151,
Ag S Te Te      ,  5.272,    0.151,
Ge Pb Se Te     ,  5.272,    0.151,
As Cl Ga Hg     ,  5.274,    0.151,
Br Cu O Sb      ,   5.28,    0.152,
Br Cl I Sb      ,  5.284,    0.152,
Ag Cl In Te     ,  5.285,    0.152,
Cl Ni O Se      ,  5.302,    0.153,
Cl Cu S Te      ,  5.302,    0.153,
Ga S Se V       ,  5.309,    0.154,
In S Se Sn      ,  5.313,    0.154,
Cu I S Sb       ,  5.318,    0.155,
Cl Cu Hg Se     ,   5.32,    0.155,
Cu I In Te      ,   5.32,    0.155,
Ag O P Se       ,  5.324,    0.155,
Cu S Se V       ,  5.329,    0.156,
Bi Br Cu Se     ,  5.331,    0.156,
As Br Hg In     ,  5.333,    0.156,
As Cd Cl O      ,  5.337,    0.156,
Ag As I O       ,  5.348,    0.157,
Ag Au S Se      ,   5.35,    0.157,
Ag As Cl Hg     ,  5.351,    0.157,
Br Cu O Te      ,  5.355,    0.158,
Br O Te Zn      ,  5.356,    0.158,
Ag Cl S Te      ,  5.358,    0.158,
Cu Nb Se Te     ,  5.363,    0.158,
Cd Cl O Se      ,  5.363,    0.158,
Cd Cl S Sb      ,  5.363,    0.158,
Cd Hg Se Te     ,   5.37,    0.159,
Cu I S Si       ,  5.373,    0.159,
Ag I O Se       ,  5.373,    0.159,
Ag I S Sb       ,  5.374,    0.159,
Ag I In Te      ,  5.376,    0.159,
Ag Bi Br Se     ,  5.387,     0.16,
Cu I S Te       ,  5.393,     0.16,
S Sn Te Zn      ,  5.404,    0.161,
As Br Hg S      ,  5.406,    0.161,
Cd Cr Se Te     ,  5.407,    0.161,
Cl O Sb Se      ,  5.413,    0.162,
S Se Sn Sn      ,  5.414,    0.162,
Al I Sb Te      ,  5.422,    0.163,
Cr Cu S Se      ,  5.429,    0.163,
Cl Cu P S       ,   5.43,    0.163,
Br Ni O Te      ,   5.43,    0.163,
Cr S Se Zn      ,   5.43,    0.163,
Ge Pb S Se      ,  5.431,    0.163,
As Br Hg Sn     ,  5.433,    0.164,
Ag Cl In S      ,  5.444,    0.164,
Cd I S Sb       ,  5.453,    0.165,
Ag S Sn Te      ,  5.458,    0.165,
Bi Br Cd Se     ,  5.466,    0.166,
Ga Mo Se Te     ,  5.467,    0.166,
Ag Cl P S       ,  5.484,    0.167,
In S Sb Te      ,  5.488,    0.168,
Al Al I Te      ,  5.497,    0.168,
B O Se Zn       ,  5.513,     0.17,
Cu I P S        ,  5.518,     0.17,
As Cd Hg I      ,  5.519,     0.17,
Cu Nb S Se      ,  5.519,     0.17,
Cd S Sn Te      ,  5.536,    0.171,
Br P S S        ,  5.538,    0.172,
As Cl In O      ,  5.546,    0.172,
As Br F Se      ,   5.55,    0.172,
As Hg S Sb      ,   5.55,    0.172,
Cd Cr S Se      ,  5.562,    0.173,
Cl In O Se      ,   5.57,    0.174,
Cl In S Sb      ,  5.571,    0.174,
Hg O Se Se      ,  5.574,    0.174,
Cl Cu O Sb      ,  5.584,    0.175,
Cl O Sb Zn      ,  5.585,    0.175,
Br Cu Hg S      ,  5.602,    0.176,
Ag Bi Se Te     ,  5.604,    0.177,
Cd Pb Se Te     ,  5.607,    0.177,
Br Cd O P       ,  5.613,    0.177,
Bi Cl Ga Se     ,  5.613,    0.177,
Ga Mo S Se      ,   5.62,    0.178,
Ag Cl Mo Se     ,  5.624,    0.178,
Bi Cl Cu Se     ,  5.633,    0.179,
Cu Mo S Se      ,   5.64,    0.179,
Ga S Se Tl      ,  5.647,     0.18,
Cd I P S        ,  5.649,     0.18,
Ag Br Hg S      ,  5.655,     0.18,
Cl Cu O Te      ,  5.656,    0.181,
Cl O Te Zn      ,  5.656,    0.181,
I In In Te      ,   5.66,    0.181,
Cl O Se Sn      ,  5.666,    0.181,
Bi Br In Se     ,  5.669,    0.182,
Ag Bi Cl Se     ,  5.685,    0.183,
As Br Hg Ti     ,  5.687,    0.183,
Ag Cl O Si      ,  5.689,    0.183,
Ag Mo S Se      ,  5.692,    0.183,
Br In O Te      ,  5.692,    0.183,
Al Cl Nb Se     ,  5.701,    0.184,
As Cl Hg S      ,  5.704,    0.184,
Al Cd O Te      ,  5.704,    0.184,
Ag Cl O Te      ,  5.708,    0.185,
Ag Al Cl O      ,   5.71,    0.185,
Mo Ni S Se      ,  5.711,    0.185,
Cd Cl O Sb      ,  5.713,    0.185,
B Br Cu O       ,  5.716,    0.185,
B Br O Zn       ,  5.717,    0.185,
Bi Cu I Se      ,  5.718,    0.185,
Cl In In S      ,  5.724,    0.186,
Cl Ni O Te      ,  5.727,    0.186,
Bi Sb Se Te     ,  5.727,    0.186,
As Cl Hg Sn     ,   5.73,    0.186,
Br Cd Hg S      ,   5.73,    0.186,
Cl Cu In O      ,  5.737,    0.187,
B Br P S        ,  5.742,    0.187,
Ag O P Te       ,  5.747,    0.188,
As Bi Ni S      ,  5.748,    0.188,
I S Sb Sn       ,  5.752,    0.188,
As Br Hg O      ,  5.753,    0.188,
Ag Bi S Se      ,  5.754,    0.188,
Cd Pb S Se      ,  5.757,    0.188,
Ag O S Si       ,  5.758,    0.188,
B Br I P        ,  5.759,    0.188,
Se Te Ti Ti     ,  5.766,    0.189,
Br C Se Se      ,   5.77,    0.189,
Ag O S Te       ,  5.776,     0.19,
Cd Cl O Te      ,  5.783,     0.19,
I Nb Se Te      ,  5.784,     0.19,
B Br Ni O       ,  5.786,    0.191,
As Hg I S       ,  5.788,    0.191,
Ag I O Te       ,  5.793,    0.191,
Ag S Te V       ,  5.804,    0.192,
As Hg I Sn      ,  5.814,    0.193,
Cl Nb P Se      ,  5.818,    0.193,
Cl O Sb Te      ,   5.83,    0.194,
S Sb Se Tl      ,   5.84,    0.195,
As Cl F Se      ,   5.84,    0.195,
Bi Cd I Se      ,  5.844,    0.195,
Ge Pb S Te      ,  5.847,    0.195,
Al Cd O S       ,  5.851,    0.195,
Br Mn Sb Se     ,  5.853,    0.196,
Br Hg I Te      ,  5.863,    0.196,
Pb S Se Te      ,  5.872,    0.197,
As Br Cr Hg     ,  5.873,    0.197,
Bi S Sb Se      ,  5.874,    0.197,
Bi In Se Te     ,  5.876,    0.197,
Al Bi Cl Se     ,  5.877,    0.197,
Cl Cu Hg S      ,   5.89,    0.198,
Cl Hg S Zn      ,   5.89,    0.198,
Pb Se Sn Te     ,  5.898,    0.199,
Bi Br Cu S      ,  5.899,    0.199,
Cd Cl O P       ,    5.9,    0.199,
Br Hg Se Zr     ,  5.902,    0.199,
I P P Sn        ,  5.909,      0.2,
Ag I O P        ,   5.91,      0.2,
Br F Sb Se      ,  5.912,      0.2,
As F I Se       ,  5.923,    0.201,
Br Cl Hg S      ,  5.925,    0.201,
Br S S V        ,  5.933,    0.202,
Br Mo Te Te     ,  5.933,    0.202,
Bi S Se Te      ,  5.942,    0.202,
Cd Cl I O       ,  5.944,    0.203,
Cl O P Sb       ,  5.946,    0.203,
Ag Bi Br S      ,   5.95,    0.203,
Br Re Se Se     ,  5.954,    0.203,
As Br F Te      ,  5.957,    0.204,
Br Cl Cr S      ,  5.958,    0.204,
Cl Mo S Se      ,   5.96,    0.204,
In Mo S Se      ,  5.961,    0.204,
Au Cl O Se      ,  5.968,    0.204,
As Cl Hg Ti     ,  5.971,    0.205,
Cu Hg I S       ,  5.971,    0.205,
Hg I S Zn       ,  5.972,    0.205,
As Br O Pb      ,  5.975,    0.205,
Cl In O Te      ,  5.976,    0.205,
Ag Nb S Te      ,  5.978,    0.205,
As Cu Mn P      ,  5.979,    0.205,
Br Hg P Sn      ,  5.987,    0.206,
As I Li Se      ,  5.994,    0.206,
Br O Pb Se      ,  5.998,    0.207,
B Cl O Zn       ,  5.999,    0.207,
Br Cd O V       ,  6.002,    0.207,
Br Hg I S       ,  6.006,    0.207,
Cd Mn Se Te     ,  6.009,    0.208,
Br Hg S Sn      ,  6.015,    0.208,
Bi Cl Ga Te     ,  6.016,    0.208,
Ag Hg I S       ,  6.021,    0.208,
Bi Br Cd S      ,  6.021,    0.209,
Bi Cu O Se      ,  6.032,    0.209,
As Cl Hg O      ,  6.034,    0.209,
Bi I In Se      ,  6.035,     0.21,
Pb S Se Sn      ,   6.04,     0.21,
Al Cl O S       ,  6.042,     0.21,
Mo Ru Se Te     ,  6.052,    0.211,
B Cl Ni O       ,  6.066,    0.212,
Bi Br O Se      ,  6.066,    0.212,
Al Cl O Sn      ,  6.067,    0.212,
B Cu I O        ,  6.079,    0.213,
Bi Ga S Te      ,   6.08,    0.213,
As Cu Er P      ,   6.08,    0.213,
Cl P S Ti       ,  6.091,    0.214,
Br Nb Nb Se     ,  6.093,    0.214,
As Br F S       ,  6.098,    0.214,
As Cu Ho P      ,  6.102,    0.215,
B I P S         ,  6.103,    0.215,
Br Hg Se Tl     ,  6.115,    0.216,
As Cl Hg Hg     ,  6.116,    0.216,
As O Y Zn       ,  6.124,    0.216,
As Bi Br Hg     ,  6.125,    0.216,
Cr Cr Se Te     ,  6.128,    0.217,
Cl Cl O Sn      ,  6.141,    0.218,
B I Ni O        ,  6.145,    0.218,
Au Cl P S       ,  6.148,    0.218,
As Cl Hg Zr     ,  6.153,    0.219,
Cl Cu O V       ,  6.155,    0.219,
O S Se Zr       ,  6.158,    0.219,
Br Cu Mo O      ,  6.162,    0.219,
Bi Ni S Te      ,  6.164,    0.219,
Br O S Ti       ,  6.164,    0.219,
As Br Li S      ,  6.167,     0.22,
Cl Hg In P      ,  6.171,     0.22,
Bi Cl Cu S      ,  6.173,     0.22,
I Nb Te Te      ,  6.175,     0.22,
Cl Hg Se Zr     ,  6.176,     0.22,
Cl O P Sn       ,  6.177,     0.22,
Br Cr O Si      ,  6.183,    0.221,
O P P S         ,  6.189,    0.221,
Cl Hg In S      ,  6.198,    0.222,
Ag Br O Pb      ,  6.201,    0.222,
Cl O S Sn       ,  6.204,    0.222,
Br O Te Zr      ,  6.206,    0.223,
Bi Br Cl S      ,  6.207,    0.223,
I Mn Sb Se      ,  6.208,    0.223,
Ce O Se Se      ,  6.218,    0.224,
Ag Bi Cl S      ,  6.222,    0.224,
Cl Re Se Se     ,  6.226,    0.224,
As Cl F Te      ,  6.228,    0.224,
Cr Hg S Se      ,  6.233,    0.225,
Nd O Se Se      ,  6.235,    0.225,
O Pr Se Se      ,  6.239,    0.225,
Cl Ge O Pb      ,  6.243,    0.225,
As As Re S      ,  6.245,    0.226,
As Cl O Pb      ,  6.246,    0.226,
O Se Se Sm      ,  6.249,    0.226,
Bi Cu I S       ,  6.251,    0.226,
Cl Hg P Sn      ,  6.257,    0.227,
Al Bi Cl Te     ,  6.263,    0.227,
F I Sb Se       ,  6.264,    0.227,
Cl Pb S Sb      ,  6.268,    0.227,
Cd Cl O V       ,  6.272,    0.228,
Cl Hg I S       ,  6.275,    0.228,
Cl Mo O Se      ,  6.277,    0.228,
Br Nb O Te      ,  6.279,    0.228,
Ag I O V        ,  6.281,    0.228,
I Mo Te Te      ,  6.283,    0.229,
Ga Se Ta Te     ,  6.288,    0.229,
Ag Cl Cr O      ,  6.289,    0.229,
Bi Cd Cl S      ,   6.29,    0.229,
Cl Mg O P       ,  6.302,     0.23,
Cu Se Ta Te     ,  6.306,     0.23,
As F I Te       ,  6.306,     0.23,
I Se Se Ta      ,  6.306,     0.23,
Br Cr O P       ,   6.31,    0.231,
Br O Pb Sb      ,  6.313,    0.231,
As I O Pb       ,  6.323,    0.232,
In Mn S Se      ,   6.33,    0.232,
Bi Cl O Se      ,  6.333,    0.232,
As Cl Hg Mo     ,  6.335,    0.232,
Bi Br Cd O      ,  6.335,    0.232,
Cl Nb P S       ,  6.343,    0.233,
La O Se Se      ,  6.344,    0.233,
I O Pb Se       ,  6.344,    0.233,
I Pb S Sb       ,  6.345,    0.233,
Cd I O V        ,  6.349,    0.234,
As Cl Pr S      ,  6.355,    0.234,
As Cl Hg Tl     ,  6.358,    0.234,
Cl Nb Nb Se     ,  6.359,    0.234,
Br O Pb Si      ,  6.359,    0.234,
