Phase fields,     scores,     Norm. scores,
Bi Cl Ga Te     ,  8.753,    0.181,
Cl Hg In S      ,  8.755,    0.181,
Br Cu In Se     ,  8.761,    0.181,
N O S Se        ,  8.762,    0.181,
Cl Hg In P      ,  8.763,    0.181,
B Cl O Zn       ,  8.763,    0.181,
Cd F O P        ,  8.765,    0.181,
F O P Zn        ,  8.765,    0.181,
Al F Ge O       ,  8.767,    0.182,
O Pb S S        ,  8.768,    0.182,
Bi Br Cl S      ,   8.77,    0.182,
Ag I S Sb       ,  8.774,    0.182,
Bi O S S        ,  8.779,    0.182,
Ag Br Te Te     ,   8.78,    0.183,
Cl N P Zn       ,  8.785,    0.183,
Cl Er O Se      ,  8.787,    0.183,
Ag Cl O Te      ,  8.791,    0.183,
Cl Ho O Se      ,  8.791,    0.183,
Cl Dy O Se      ,  8.791,    0.183,
As Cd Hg I      ,  8.794,    0.184,
Ho S Te Te      ,    8.8,    0.184,
Dy S Te Te      ,    8.8,    0.184,
Br Cd Hg S      ,  8.801,    0.184,
As Br Hg In     ,  8.802,    0.184,
Bi Cl In S      ,  8.809,    0.185,
Cl Cu O Sb      ,  8.809,    0.185,
Pb S Sn Te      ,   8.81,    0.185,
Cd F O Sb       ,  8.813,    0.185,
Cl Hg O P       ,  8.816,    0.185,
F I S Sb        ,  8.818,    0.185,
Cl O S Zr       ,  8.822,    0.186,
B Mg O S        ,  8.823,    0.186,
Ag Br S Sn      ,  8.824,    0.186,
O Pb S Sb       ,  8.825,    0.186,
Cl Ga N S       ,   8.83,    0.186,
Ca Cl Ge O      ,  8.833,    0.187,
Cl Ga N P       ,  8.838,    0.187,
Mg N P S        ,  8.846,    0.188,
O Se Si Tb      ,  8.848,    0.188,
Cu I P S        ,  8.851,    0.188,
Cl O Pb S       ,  8.851,    0.188,
Br Mn S Sb      ,  8.853,    0.188,
As Br Hg O      ,  8.854,    0.188,
Bi Br Cd S      ,  8.855,    0.188,
Al Bi Cl Te     ,  8.857,    0.188,
Cl O Se Tm      ,  8.858,    0.188,
Cl O P Pb       ,  8.859,    0.189,
I Mn Sb Se      ,   8.86,    0.189,
Bi Cd I Se      ,  8.862,    0.189,
Cl Cu In Te     ,  8.863,    0.189,
N P Te Zn       ,  8.866,    0.189,
Bi Br In Se     ,   8.87,    0.189,
Cl O Te V       ,  8.879,     0.19,
Cu I S Si       ,  8.883,     0.19,
Cd Cl O V       ,  8.883,     0.19,
Cl O Se Tb      ,  8.889,    0.191,
Bi In S Te      ,  8.889,    0.191,
Cl O Pb Si      ,  8.892,    0.191,
Ag Br In S      ,  8.893,    0.191,
As Br O Pb      ,  8.898,    0.191,
Cu I S Sb       ,  8.899,    0.192,
Ag I In Se      ,    8.9,    0.192,
Cl F I Sb       ,  8.901,    0.192,
As As Re S      ,  8.903,    0.192,
Ca O P S        ,  8.905,    0.192,
B Cl Mg O       ,  8.906,    0.192,
Cl O Pb Sb      ,  8.907,    0.192,
F Mg O P        ,  8.907,    0.192,
Br O Pb Se      ,  8.912,    0.192,
Ge N O Si       ,  8.913,    0.193,
Cl Cu O Te      ,  8.916,    0.193,
Al F O P        ,  8.921,    0.193,
Bi Br O Se      ,  8.922,    0.193,
Al Cl N S       ,  8.934,    0.194,
Ca O S Si       ,  8.938,    0.194,
Ag As I O       ,  8.938,    0.194,
F Mg O Si       ,   8.94,    0.195,
Cl Nb P Se      ,   8.94,    0.195,
Al Cl N P       ,  8.942,    0.195,
Ag Al Cl O      ,  8.952,    0.195,
Ag I O Se       ,  8.952,    0.196,
Ca O S Sb       ,  8.953,    0.196,
Al F O Si       ,  8.954,    0.196,
F O S Sn        ,  8.959,    0.196,
Cd Cr S Se      ,  8.962,    0.196,
Cr S Se Zn      ,  8.962,    0.196,
Bi Ni S Te      ,  8.965,    0.196,
F O P Sn        ,  8.967,    0.197,
F Ga O Te       ,  8.972,    0.197,
Cl Mo S Se      ,  8.977,    0.197,
Cl Mn O P       ,  8.977,    0.197,
Cl Hg I S       ,  8.979,    0.198,
Ca Cl O S       ,  8.979,    0.198,
F I Sb Te       ,  8.981,    0.198,
Cl O Te Zr      ,  8.985,    0.198,
Ca Cl O P       ,  8.987,    0.198,
Br Nb Se Se     ,  8.992,    0.199,
Al Br N Se      ,  8.994,    0.199,
As Hg I Sn      ,  8.995,    0.199,
I Pb S Sb       ,  8.996,    0.199,
Er O S Si       ,    9.0,    0.199,
Br Hg S Sn      ,  9.003,    0.199,
Cu I S Te       ,  9.004,    0.199,
Ho O S Si       ,  9.005,    0.199,
Dy O S Si       ,  9.005,    0.199,
Br Hg P Sn      ,   9.01,      0.2,
Cl Re Se Se     ,  9.013,      0.2,
Cl O Pb Te      ,  9.013,      0.2,
La S S Se       ,  9.013,      0.2,
Br O S Ti       ,  9.016,      0.2,
Cd Cl O Pb      ,  9.017,      0.2,
N O S S         ,  9.018,      0.2,
Ca Cl O Si      ,  9.019,    0.201,
Bi Cl O Te      ,  9.023,    0.201,
Cu I In Se      ,  9.024,    0.201,
Bi Cd Cl O      ,  9.027,    0.201,
O S S Tl        ,  9.033,    0.202,
Cd Ge N O       ,  9.038,    0.202,
Ge N O Zn       ,  9.038,    0.202,
Br F O Sb       ,  9.044,    0.202,
Ag Br In Te     ,  9.054,    0.203,
Hg I S Zn       ,  9.062,    0.204,
Ca O S Zn       ,  9.063,    0.204,
Cu S Se V       ,  9.069,    0.204,
O S Si Tm       ,   9.07,    0.204,
B Br O Zn       ,  9.078,    0.205,
Cl Dy O Si      ,  9.086,    0.206,
O Se Se Sm      ,  9.089,    0.206,
Ag Bi S Se      ,   9.09,    0.206,
B Br I P        ,  9.091,    0.206,
Cl N O S        ,  9.098,    0.206,
As F N Se       ,  9.103,    0.207,
Ag As Cl Hg     ,  9.104,    0.207,
Cl N O P        ,  9.106,    0.207,
B Cl Ni O       ,  9.107,    0.207,
Ga Mo S Se      ,  9.112,    0.207,
Ag Br I S       ,  9.115,    0.208,
F Ga Mg O       ,  9.116,    0.208,
Cd Cr Se Te     ,  9.122,    0.208,
Cr Se Te Zn     ,  9.122,    0.208,
Br Cu O Sb      ,  9.123,    0.208,
Bi I In Se      ,   9.13,    0.209,
Dy O P Zn       ,  9.137,    0.209,
Br F O Te       ,  9.148,     0.21,
Au Cl P S       ,  9.149,     0.21,
Cl N O Sb       ,  9.153,    0.211,
F Ni O Sb       ,  9.156,    0.211,
As I O Pb       ,  9.156,    0.211,
Se Te Ti Ti     ,   9.16,    0.211,
Ag Bi Cl Se     ,   9.17,    0.212,
I O Pb Se       ,   9.17,    0.212,
Br O P Pb       ,  9.171,    0.212,
As Cl Hg Ti     ,  9.173,    0.212,
Br Cu In Te     ,  9.175,    0.212,
Cl O Si Tb      ,  9.181,    0.213,
F In O Te       ,  9.186,    0.213,
Cl Cu In O      ,  9.186,    0.213,
N O P Zn        ,  9.188,    0.213,
Cl Nb P S       ,  9.191,    0.213,
Br Cd O V       ,  9.195,    0.214,
Br O Pb Si      ,  9.203,    0.214,
Cl Ho O Te      ,  9.204,    0.214,
Ag I O P        ,   9.21,    0.215,
Al Ca O S       ,  9.214,    0.215,
Br O Pb Sb      ,  9.218,    0.215,
Br Cu O Te      ,  9.226,    0.216,
Cl Mo S S       ,  9.227,    0.216,
Cu Se Te V      ,  9.227,    0.216,
Eu O Se Se      ,  9.228,    0.216,
Cl S Si Sm      ,   9.23,    0.216,
Cl Cu Hg Se     ,  9.238,    0.217,
La O Se Se      ,  9.241,    0.217,
Br Cl O Pb      ,  9.243,    0.217,
Ga O S Tl       ,  9.246,    0.218,
Ag Bi Se Te     ,  9.247,    0.218,
Al Cl Nb Se     ,  9.248,    0.218,
Bi Br Cl O      ,  9.253,    0.218,
Cl O Se Yb      ,  9.255,    0.218,
Cl O Se Y       ,  9.262,    0.219,
I S Si Tb       ,  9.267,    0.219,
Ga Mo Se Te     ,  9.269,    0.219,
Ag Br I Te      ,  9.272,    0.219,
Cu Rh S Se      ,  9.276,     0.22,
As Cl Hg Hg     ,  9.277,     0.22,
Br Hg I S       ,  9.287,    0.221,
Bi Cl Cu Se     ,   9.29,    0.221,
As Cl Hg Zr     ,  9.291,    0.221,
Br O Te Zr      ,  9.292,    0.221,
Al Ca Cl O      ,  9.293,    0.221,
Br Ca O P       ,  9.295,    0.221,
F I O Sb        ,  9.299,    0.221,
Cl Hg Se Zr     ,  9.305,    0.222,
Bi Pb S Se      ,  9.305,    0.222,
As Cu Mn P      ,  9.308,    0.222,
Ag I In Te      ,  9.309,    0.222,
Br Re Se Se     ,   9.32,    0.223,
Br O Pb Te      ,   9.32,    0.223,
In Mo S Se      ,  9.322,    0.223,
Dy O S Sn       ,  9.323,    0.223,
Br Ca O Si      ,  9.326,    0.224,
As Bi Cl Hg     ,  9.328,    0.224,
As O Y Zn       ,  9.329,    0.224,
Bi Br O Te      ,   9.33,    0.224,
Br Mn O Sb      ,  9.332,    0.224,
Bi Br Cd O      ,  9.334,    0.224,
As F N S        ,  9.349,    0.225,
Ag S Te V       ,  9.353,    0.226,
Ag I O Te       ,  9.358,    0.226,
F Hg S Si       ,  9.366,    0.226,
Au Cl O Se      ,  9.366,    0.227,
Al N O Si       ,  9.369,    0.227,
Al Ca O Te      ,   9.37,    0.227,
O Se Si Sm      ,  9.375,    0.227,
As Cu Er P      ,  9.378,    0.227,
Cl La S Si      ,  9.379,    0.227,
As Cu Ho P      ,  9.382,    0.228,
Ga N O Zn       ,  9.391,    0.228,
Mo Ni S Se      ,  9.394,    0.229,
Cl Li P S       ,    9.4,    0.229,
F I O Te        ,    9.4,    0.229,
As Cl O Sm      ,  9.401,    0.229,
Al Cl N O       ,  9.409,     0.23,
B Br Ni O       ,  9.411,     0.23,
Cl O Se Sm      ,  9.414,     0.23,
Ag Bi Cl S      ,  9.415,     0.23,
Ca Pb S Se      ,  9.417,     0.23,
S Se Tl V       ,  9.418,     0.23,
I O P Pb        ,  9.422,    0.231,
Cu I In Te      ,  9.426,    0.231,
C Cl O Sb       ,  9.432,    0.231,
Cl P Se Ta      ,  9.432,    0.231,
As Br Li S      ,  9.436,    0.232,
Cl Hg P Ti      ,  9.438,    0.232,
Br Hg I Te      ,  9.441,    0.232,
As I Li Se      ,  9.443,    0.232,
Cd I O V        ,  9.445,    0.232,
Cl Mo O Se      ,  9.449,    0.233,
Cl N O Sn       ,  9.452,    0.233,
O S Si Yb       ,  9.458,    0.233,
O S Si Y        ,  9.465,    0.234,
I O Pb Sb       ,  9.468,    0.234,
As La O S       ,   9.47,    0.234,
Ag Bi Br Se     ,  9.472,    0.234,
As Br Hg Ti     ,  9.475,    0.235,
Cl Cu Hg S      ,  9.481,    0.235,
Cl I O Pb       ,  9.492,    0.236,
C F Ge Se       ,    9.5,    0.237,
Cu Cu S Te      ,  9.505,    0.237,
Cl S Se W       ,   9.51,    0.237,
Br Cl Cr S      ,   9.51,    0.237,
La O Se Si      ,  9.522,    0.238,
As Br Cu Hg     ,  9.524,    0.238,
Cl F P Rh       ,  9.527,    0.239,
Br S Si Sm      ,  9.529,    0.239,
Bi Cl Cu S      ,  9.531,    0.239,
As Cl Eu O      ,  9.535,    0.239,
Cl O Si Yb      ,  9.535,    0.239,
Br Cu Hg Se     ,  9.538,    0.239,
Cl O Si Y       ,  9.542,     0.24,
Ca I O P        ,  9.543,     0.24,
Cl Hg S Zr      ,  9.546,     0.24,
As Cl La O      ,  9.547,     0.24,
Cl Eu O Se      ,  9.548,     0.24,
Cl Hg P Zr      ,  9.553,    0.241,
F Ge O V        ,  9.564,    0.241,
As Cl Hg Tl     ,  9.567,    0.242,
F O S Tc        ,  9.568,    0.242,
Bi I O Te       ,  9.577,    0.242,
I Mn O Sb       ,  9.579,    0.242,
Bi Cd I O       ,  9.581,    0.243,
Bi Cl Hg S      ,  9.582,    0.243,
Bi Br Cu Se     ,  9.588,    0.243,
O P Y Zn        ,   9.59,    0.243,
Br Hg Se Zr     ,  9.602,    0.244,
F N P S         ,   9.61,    0.245,
O S Si Sm       ,  9.614,    0.245,
B Cl N P        ,  9.615,    0.245,
Ag F O S        ,  9.619,    0.245,
F O Sb Tc       ,   9.62,    0.246,
As C F S        ,  9.622,    0.246,
As Bi Br Hg     ,  9.625,    0.246,
As La O Zn      ,  9.626,    0.246,
Ag F O P        ,  9.626,    0.246,
Cl Cr O Si      ,  9.633,    0.246,
La O Se Zn      ,  9.639,    0.247,
I Nb Se Te      ,  9.642,    0.247,
Cl Nb O P       ,  9.653,    0.248,
F N S Sb        ,  9.654,    0.248,
B I Ni O        ,  9.656,    0.248,
Ag Br Hg S      ,  9.659,    0.249,
Nd O Se Se      ,  9.663,    0.249,
B Cl F O        ,  9.665,    0.249,
Cl P S Ta       ,   9.67,    0.249,
Bi Cu O Se      ,  9.671,    0.249,
As Ni P Sr      ,  9.673,     0.25,
As Cr Cu Se     ,  9.673,     0.25,
Br La S Si      ,  9.674,     0.25,
As I Li S       ,   9.68,     0.25,
Cl F N P        ,  9.685,     0.25,
Cl Mo O S       ,  9.687,    0.251,
Ga La O Se      ,  9.687,    0.251,
Br La S Sb      ,  9.689,    0.251,
Cl O Si Sm      ,   9.69,    0.251,
As Ca F O       ,  9.693,    0.251,
Cl Mo O P       ,  9.694,    0.251,
Br Li P S       ,  9.694,    0.251,
Ga Se Ta Te     ,  9.703,    0.252,
Bi Se Te Tl     ,  9.704,    0.252,
F O P V         ,  9.707,    0.252,
Ag Bi Br S      ,  9.709,    0.252,
O Sb Se Sr      ,  9.709,    0.252,
Cl N P Ti       ,   9.71,    0.252,
C Cl F Se       ,  9.711,    0.252,
Cl N S V        ,  9.718,    0.253,
As Cl O Sr      ,   9.72,    0.253,
I Se Se Ta      ,  9.725,    0.253,
Bi Cl Mn S      ,  9.731,    0.254,
Bi Cl Hg Te     ,  9.731,    0.254,
Cl O Se Sr      ,  9.733,    0.254,
C F Ge S        ,  9.736,    0.254,
O P Sm Zn       ,  9.737,    0.254,
B F O Te        ,  9.738,    0.254,
Cl N Si Ti      ,   9.74,    0.255,
Cu F O P        ,   9.74,    0.255,
B Cd F O        ,  9.742,    0.255,
Cl Cr O Te      ,  9.744,    0.255,
Cl S S W        ,  9.746,    0.255,
Cl Cu N S       ,  9.752,    0.255,
La O S Si       ,  9.757,    0.256,
Be Cl I Zr      ,   9.76,    0.256,
O Si Sm Te      ,  9.763,    0.256,
Er F O Se       ,  9.764,    0.256,
F Ho O Se       ,  9.768,    0.257,
F O Sc Se       ,  9.768,    0.257,
Dy F O Se       ,  9.768,    0.257,
Cl N Sb V       ,  9.769,    0.257,
I S Si Sm       ,  9.771,    0.257,
La O S Sb       ,  9.772,    0.257,
Br Cu Hg S      ,  9.773,    0.257,
Ag N O Se       ,  9.777,    0.257,
Bi Br Mn Se     ,  9.786,    0.258,
S Se Tl Tl      ,  9.788,    0.258,
F Hg O P        ,   9.79,    0.258,
Cl Eu O P       ,   9.79,    0.258,
C N Se Se       ,  9.793,    0.259,
Cl Cl N V       ,  9.793,    0.259,
Cl Nb O Te      ,  9.794,    0.259,
Cl Nd S Si      ,  9.795,    0.259,
Cl La O S       ,  9.795,    0.259,
Cl La O P       ,  9.803,    0.259,
Cl Re Te Te     ,  9.803,    0.259,
As F N O        ,  9.804,    0.259,
F Hg Ni S       ,  9.804,    0.259,
Ca F Ge O       ,  9.806,    0.259,
Ag Au S Se      ,  9.816,     0.26,
Cl Lu O Se      ,  9.818,     0.26,
Cl Eu O Si      ,   9.82,    0.261,
Bi Br Cu S      ,  9.822,    0.261,
Cl N P Zr       ,  9.822,    0.261,
F O Pb S        ,  9.822,    0.261,
Br Mo Te Te     ,  9.825,    0.261,
B Cl O Pb       ,  9.828,    0.261,
As Ga Mn N      ,  9.828,    0.261,
F O Se Tm       ,  9.828,    0.261,
Bi Cu I Se      ,  9.828,    0.261,
F O P Pb        ,  9.829,    0.261,
Cl La O Si      ,  9.832,    0.261,
F O Te Ti       ,  9.832,    0.261,
Cl Mo O Te      ,  9.835,    0.262,
As Br La O      ,  9.838,    0.262,
Cu Dy O Se      ,  9.841,    0.262,
Cl F Ir P       ,  9.846,    0.262,
F O Te V        ,  9.847,    0.263,
Cl Cu O V       ,  9.847,    0.263,
Bi Cl N S       ,   9.85,    0.263,
Cl Li O P       ,  9.852,    0.263,
F O Se Tb       ,  9.856,    0.263,
Ag Cl O Pb      ,  9.857,    0.263,
F I I O         ,  9.861,    0.264,
