Phase fields,     scores,     Norm. scores,
Cl N P Zn       ,  8.854,    0.177,
As F I Te       ,  8.857,    0.178,
Ag Br Cl Te     ,  8.861,    0.178,
As Br F O       ,  8.872,    0.179,
B I P S         ,  8.874,    0.179,
Al F Ge O       ,  8.876,    0.179,
Dy O Se Si      ,  8.878,    0.179,
F Ge Mg O       ,  8.881,    0.179,
Ag Cl O Te      ,  8.882,    0.179,
Cl Cu O Sb      ,  8.882,    0.179,
N O S Se        ,  8.882,    0.179,
I In In Te      ,  8.886,     0.18,
Ho O Se Si      ,  8.887,     0.18,
Bi S Se Te      ,  8.887,     0.18,
Cl Dy O Se      ,  8.889,     0.18,
Cd F O Sb       ,  8.893,     0.18,
Er O Se Si      ,  8.894,     0.18,
As Cl Hg Sn     ,  8.896,    0.181,
Cl Ho O Se      ,  8.897,    0.181,
Cl Ga N S       ,  8.898,    0.181,
Cl O S Zr       ,  8.898,    0.181,
Ge Pb S Te      ,    8.9,    0.181,
As Br Hg S      ,  8.904,    0.181,
Cl Er O Se      ,  8.905,    0.181,
Br Cu S Te      ,   8.91,    0.182,
Cl Hg S Zn      ,  8.911,    0.182,
S Sb Se Tl      ,  8.912,    0.182,
Cl Ga N P       ,  8.916,    0.182,
Ag I S Sb       ,  8.925,    0.183,
Br Cu In Se     ,  8.934,    0.183,
Cd Cl O V       ,  8.941,    0.184,
Dy S Te Te      ,  8.954,    0.185,
Cl Cu In Te     ,  8.958,    0.185,
Br C Se Se      ,  8.959,    0.185,
Ag Br S Sn      ,  8.959,    0.185,
As Hg I Se      ,   8.96,    0.185,
Ca Cl Ge O      ,  8.961,    0.185,
Ho S Te Te      ,  8.962,    0.186,
O Se Si Tb      ,  8.969,    0.186,
F I S Sb        ,  8.971,    0.186,
Bi Cl Ga Se     ,  8.974,    0.186,
Bi Sb Se Te     ,  8.975,    0.186,
Cu I P S        ,  8.979,    0.187,
Cl O Se Tb      ,  8.979,    0.187,
Cl Pb S Sb      ,   8.98,    0.187,
B Mg O S        ,  8.981,    0.187,
Mg N P S        ,  8.984,    0.187,
Cd Pb Se Te     ,  8.985,    0.187,
Cl O Se Tm      ,   8.99,    0.188,
Cl O Te V       ,   8.99,    0.188,
N P Te Zn       ,  8.991,    0.188,
Pb S Se Sn      ,  8.996,    0.188,
Ag Br Te Te     ,  8.997,    0.188,
As Cl Hg O      ,    9.0,    0.188,
Br Mn S Sb      ,  9.005,    0.189,
Cl Cu O Te      ,  9.005,    0.189,
Ag Br In S      ,  9.016,     0.19,
Ge N O Si       ,  9.022,     0.19,
Al F O P        ,  9.023,     0.19,
Cu I S Si       ,  9.024,     0.19,
F O S Sn        ,  9.027,     0.19,
F Mg O P        ,  9.027,     0.19,
Cl Mn O P       ,  9.031,    0.191,
Ag Al Cl O      ,  9.032,    0.191,
Ca O P S        ,  9.033,    0.191,
Al Cl N S       ,  9.035,    0.191,
F O P Sn        ,  9.045,    0.192,
Cl F I Sb       ,  9.045,    0.192,
Ga S Se Tl      ,  9.047,    0.192,
Cu I S Sb       ,  9.047,    0.192,
Al Cl N P       ,  9.053,    0.192,
B Cl Mg O       ,  9.055,    0.192,
Cl Nb P Se      ,   9.06,    0.193,
I Mn Sb Se      ,   9.06,    0.193,
Cr S Se Zn      ,  9.064,    0.193,
Cd Cr S Se      ,  9.064,    0.193,
As Br Cd Hg     ,  9.065,    0.193,
Al F O Si       ,  9.068,    0.193,
Ag I In Se      ,  9.071,    0.194,
F Mg O Si       ,  9.072,    0.194,
Cl Mo S Se      ,  9.076,    0.194,
F Ga O Te       ,  9.076,    0.194,
Ca O S Si       ,  9.078,    0.194,
Dy O S Si       ,  9.083,    0.195,
Ag As I O       ,  9.086,    0.195,
N O S S         ,  9.086,    0.195,
Ca Cl O S       ,  9.088,    0.195,
Ho O S Si       ,  9.091,    0.195,
Br Hg Se Zn     ,  9.096,    0.196,
Er O S Si       ,  9.098,    0.196,
Ca O S Sb       ,  9.101,    0.196,
Ca Cl O P       ,  9.106,    0.196,
Cl O Te Zr      ,  9.107,    0.196,
Al Bi Cl Se     ,   9.11,    0.197,
Bi Cd Cl S      ,  9.116,    0.197,
Ag I O Se       ,  9.117,    0.197,
Ge N O Zn       ,  9.118,    0.197,
Cd Ge N O       ,  9.119,    0.197,
As Bi Ni S      ,  9.139,    0.199,
As Cl O Pb      ,   9.14,    0.199,
Cl Hg P Sn      ,  9.149,      0.2,
Ca Cl O Si      ,  9.151,      0.2,
Cl Dy O Si      ,  9.155,      0.2,
La S S Se       ,  9.159,      0.2,
Cl N O S        ,  9.159,      0.2,
As Hg I S       ,  9.163,    0.201,
Br O S Ti       ,  9.165,    0.201,
Cu I S Te       ,  9.168,    0.201,
Ca O S Zn       ,  9.173,    0.201,
Cu S Se V       ,  9.175,    0.201,
Cl N O P        ,  9.177,    0.202,
F I Sb Te       ,  9.179,    0.202,
O S Si Tm       ,  9.181,    0.202,
B Cl Ni O       ,  9.182,    0.202,
Cl Hg In S      ,  9.187,    0.202,
Cu I In Se      ,  9.192,    0.203,
Br F O Sb       ,  9.193,    0.203,
Dy O P Zn       ,  9.196,    0.203,
As As Re S      ,  9.198,    0.203,
Pb Se Sn Te     ,  9.203,    0.204,
Cl Hg In P      ,  9.204,    0.204,
Br Cl Hg S      ,  9.212,    0.204,
Al Br N Se      ,  9.218,    0.205,
Ga Mo S Se      ,  9.222,    0.205,
Ag Br In Te     ,  9.222,    0.205,
F Ni O Sb       ,  9.223,    0.205,
Br Nb Se Se     ,  9.224,    0.205,
F Ga Mg O       ,  9.228,    0.205,
Cl Cu In O      ,   9.23,    0.206,
O Se Se Sm      ,   9.23,    0.206,
Bi Cl O Se      ,  9.233,    0.206,
B Br O Zn       ,  9.238,    0.206,
As F N Se       ,  9.241,    0.206,
Cl O Si Tb      ,  9.243,    0.207,
Cl N O Sb       ,  9.244,    0.207,
Cl Ge O Pb      ,  9.245,    0.207,
Cl Hg O P       ,   9.25,    0.207,
Cl Nb P S       ,  9.261,    0.208,
N O P Zn        ,  9.262,    0.208,
Br Cu O Sb      ,  9.268,    0.208,
Cr Se Te Zn     ,   9.27,    0.209,
Cd Cr Se Te     ,   9.27,    0.209,
Cl Mo S S       ,  9.276,    0.209,
As Br Hg Sn     ,  9.281,    0.209,
F In O Te       ,  9.287,     0.21,
Cl S Si Sm      ,   9.29,     0.21,
Br Cd Hg S      ,  9.296,    0.211,
Ag Br I S       ,  9.296,    0.211,
Bi Br Cd Se     ,  9.297,    0.211,
O Pb S S        ,  9.298,    0.211,
Cl Ho O Te      ,  9.306,    0.211,
Bi Ga S Te      ,  9.308,    0.212,
Al Bi Cl S      ,   9.31,    0.212,
Br F O Te       ,  9.312,    0.212,
As Cd Hg I      ,  9.319,    0.212,
Bi In Se Te     ,  9.319,    0.212,
Br Cd O V       ,  9.324,    0.213,
B Br I P        ,  9.331,    0.213,
Cl Re Se Se     ,  9.331,    0.213,
Ag I O P        ,  9.334,    0.213,
As Br Hg In     ,  9.336,    0.214,
Br Cu In Te     ,  9.341,    0.214,
Cu Rh S Se      ,  9.355,    0.215,
Se Te Ti Ti     ,  9.357,    0.215,
Bi O S S        ,  9.359,    0.215,
Eu O Se Se      ,  9.365,    0.216,
Al Ca O S       ,  9.366,    0.216,
Cl O Pb S       ,  9.369,    0.216,
Cu Se Te V      ,  9.377,    0.217,
Bi Cl Ga Te     ,  9.379,    0.217,
As Br Hg O      ,   9.38,    0.217,
O Pb S Sb       ,  9.381,    0.217,
Bi Cl In S      ,  9.385,    0.217,
Br Cu O Te      ,  9.386,    0.217,
Cl O P Pb       ,  9.386,    0.217,
As Cu Mn P      ,  9.387,    0.217,
Dy O S Sn       ,  9.392,    0.218,
Al Cl Nb Se     ,  9.392,    0.218,
Cl O Se Y       ,  9.396,    0.218,
Cl O Se Yb      ,  9.398,    0.218,
Pb S Sn Te      ,    9.4,    0.218,
I S Si Tb       ,  9.402,    0.219,
Bi Br Cl S      ,   9.41,    0.219,
Ga Mo Se Te     ,  9.423,     0.22,
La O Se Se      ,  9.429,    0.221,
In Mo S Se      ,  9.429,    0.221,
Cl O Pb Si      ,   9.43,    0.221,
Al Ca Cl O      ,  9.436,    0.221,
As F N S        ,  9.438,    0.221,
F I O Sb        ,  9.444,    0.222,
As O Y Zn       ,  9.448,    0.222,
Cl O Pb Sb      ,  9.452,    0.222,
Ag S Te V       ,  9.455,    0.223,
Ga N O Zn       ,  9.457,    0.223,
Cl Hg I S       ,  9.462,    0.223,
As Cl O Sm      ,  9.467,    0.223,
As Cu Ho P      ,  9.472,    0.224,
Ag I In Te      ,  9.472,    0.224,
Br Mn O Sb      ,  9.476,    0.224,
As Cu Er P      ,  9.479,    0.224,
Mo Ni S Se      ,  9.482,    0.225,
Br Ca O P       ,  9.483,    0.225,
Br O Te Zr      ,  9.484,    0.225,
O Se Si Sm      ,  9.487,    0.225,
Cl La S Si      ,  9.488,    0.225,
Bi Br Cd S      ,  9.492,    0.225,
Al N O Si       ,  9.495,    0.226,
Ag Br I Te      ,  9.496,    0.226,
Cl O Se Sm      ,  9.497,    0.226,
O S S Tl        ,    9.5,    0.226,
Al Cl N O       ,  9.505,    0.226,
Br Hg S Sn      ,  9.507,    0.226,
Al Bi Cl Te     ,  9.509,    0.227,
Bi In S Te      ,  9.514,    0.227,
As Br O Pb      ,  9.515,    0.227,
Ag I O Te       ,  9.516,    0.227,
Cd Cl O Pb      ,  9.522,    0.228,
Br Hg P Sn      ,  9.524,    0.228,
Au Cl P S       ,  9.525,    0.228,
Br Ca O Si      ,  9.526,    0.228,
Cl N O Sn       ,  9.526,    0.228,
As Hg I Sn      ,  9.529,    0.228,
C Cl O Sb       ,  9.532,    0.228,
Cl Li P S       ,  9.534,    0.228,
Ag As Cl Hg     ,  9.535,    0.229,
Cl Mo O Se      ,  9.544,    0.229,
Hg I S Zn       ,  9.544,    0.229,
Bi Cd I Se      ,  9.545,    0.229,
Br O Pb Se      ,  9.545,    0.229,
B Br Ni O       ,  9.556,     0.23,
F I O Te        ,   9.56,     0.23,
Bi Br In Se     ,  9.561,    0.231,
Cl F P Rh       ,  9.564,    0.231,
Al Ca O Te      ,  9.564,    0.231,
Bi Ni S Te      ,  9.566,    0.231,
Cl O Pb Te      ,  9.568,    0.231,
Cd I O V        ,  9.571,    0.231,
O S Si Y        ,  9.579,    0.232,
O S Si Yb       ,  9.581,    0.232,
Bi Cd Cl O      ,  9.582,    0.232,
Cu Cu S Te      ,  9.586,    0.232,
Cu I In Te      ,  9.588,    0.233,
As La O S       ,  9.592,    0.233,
As Cl Eu O      ,  9.598,    0.233,
Bi Br O Se      ,  9.605,    0.234,
I Pb S Sb       ,  9.608,    0.234,
F O S Tc        ,  9.608,    0.234,
Br Cl Cr S      ,  9.623,    0.235,
Bi Cl O Te      ,  9.627,    0.236,
Cl Eu O Se      ,  9.628,    0.236,
C F Ge Se       ,  9.631,    0.236,
As Cl Hg Ti     ,  9.632,    0.236,
F Ge O V        ,  9.637,    0.236,
Cl P Se Ta      ,  9.647,    0.237,
Cl O Si Y       ,  9.648,    0.237,
Cl O Si Yb      ,   9.65,    0.237,
Ag F O S        ,  9.657,    0.238,
Br S Si Sm      ,  9.659,    0.238,
As Br Li S      ,   9.66,    0.238,
As Cl La O      ,  9.661,    0.238,
Ag F O P        ,  9.674,    0.239,
F N P S         ,  9.677,    0.239,
O S Si Sm       ,  9.679,    0.239,
Cl Cu Hg Se     ,  9.679,    0.239,
La O Se Si      ,  9.681,     0.24,
O P Y Zn        ,  9.687,     0.24,
Ag Bi S Se      ,  9.687,     0.24,
F O Sb Tc       ,  9.689,     0.24,
Br Re Se Se     ,  9.699,    0.241,
Cl Cr O Si      ,  9.702,    0.241,
Ga O S Tl       ,  9.707,    0.242,
As I Li Se      ,  9.712,    0.242,
B Cl N P        ,  9.719,    0.242,
Cl Nb O P       ,  9.719,    0.242,
I Mn O Sb       ,  9.719,    0.242,
As C F S        ,  9.721,    0.243,
Ca I O P        ,  9.726,    0.243,
Cl Mo O S       ,  9.734,    0.244,
Cl S Se W       ,  9.739,    0.244,
F N S Sb        ,   9.74,    0.244,
As La O Zn      ,  9.742,    0.244,
B Cl F O        ,  9.742,    0.244,
As Cl Hg Zr     ,  9.745,    0.244,
Cl F N P        ,  9.745,    0.244,
Cl O Si Sm      ,  9.747,    0.245,
Cl Mo O P       ,  9.751,    0.245,
Br O P Pb       ,  9.752,    0.245,
Ag Bi Cl Se     ,  9.755,    0.245,
As I O Pb       ,  9.757,    0.245,
Au Cl O Se      ,  9.769,    0.246,
La O Se Zn      ,  9.771,    0.246,
F O P V         ,  9.773,    0.246,
Cl Hg Se Zr     ,  9.774,    0.247,
Cl N S V        ,  9.784,    0.247,
O P Sm Zn       ,  9.785,    0.247,
I O Pb Se       ,  9.787,    0.248,
Cu F O P        ,  9.787,    0.248,
F Hg S Si       ,  9.788,    0.248,
As Cr Cu Se     ,  9.791,    0.248,
Br O Pb Si      ,  9.794,    0.248,
B I Ni O        ,  9.797,    0.248,
Cl N P Ti       ,  9.798,    0.248,
Cl Cu N S       ,  9.798,    0.248,
Bi I In Se      ,  9.802,    0.249,
Br Cl O Pb      ,  9.803,    0.249,
As Ni P Sr      ,  9.806,    0.249,
Nd O Se Se      ,  9.807,    0.249,
Br O Pb Sb      ,  9.815,     0.25,
C Cl F Se       ,  9.818,     0.25,
C F Ge S        ,   9.82,     0.25,
B Cd F O        ,  9.822,     0.25,
As Ca F O       ,  9.822,     0.25,
Br Hg I S       ,  9.825,     0.25,
Ga La O Se      ,  9.827,    0.251,
Cl Eu O P       ,  9.833,    0.251,
Cl P S Ta       ,  9.835,    0.251,
Cl Cr O Te      ,  9.836,    0.251,
Cl N Si Ti      ,   9.84,    0.252,
As Cl O Sr      ,  9.849,    0.252,
Br La S Si      ,   9.85,    0.252,
Cl Cl N V       ,  9.852,    0.252,
Dy F O Se       ,  9.856,    0.253,
I Nb Se Te      ,  9.859,    0.253,
Bi Br Cl O      ,  9.862,    0.253,
Cl Nd S Si      ,  9.863,    0.253,
F Ho O Se       ,  9.864,    0.253,
Cl N Sb V       ,  9.864,    0.253,
B F O Te        ,  9.866,    0.253,
Cl Hg P Ti      ,  9.866,    0.254,
Cl Cu Hg S      ,  9.867,    0.254,
Bi Cl Cu Se     ,  9.868,    0.254,
La O S Si       ,  9.869,    0.254,
Er F O Se       ,   9.87,    0.254,
Br La S Sb      ,  9.871,    0.254,
O Si Sm Te      ,  9.871,    0.254,
Cl Eu O Si      ,  9.875,    0.254,
Ag N O Se       ,  9.875,    0.254,
Cl O Se Sr      ,  9.878,    0.254,
Cl La O S       ,  9.878,    0.254,
Ag Bi Se Te     ,  9.879,    0.254,
As F N O        ,  9.888,    0.255,
O Sb Se Sr      ,   9.89,    0.255,
La O S Sb       ,   9.89,    0.255,
Cl Cu O V       ,  9.893,    0.256,
Br Li P S       ,  9.894,    0.256,
Cl Nb O Te      ,  9.894,    0.256,
Cl La O P       ,  9.895,    0.256,
F O Sc Se       ,  9.895,    0.256,
I S Si Sm       ,  9.898,    0.256,
As I Li S       ,  9.899,    0.256,
Cl N P Zr       ,  9.909,    0.257,
As Ga Mn N      ,  9.916,    0.257,
S Se Tl V       ,   9.92,    0.258,
Ca F Ge O       ,  9.921,    0.258,
Cu Dy O Se      ,  9.925,    0.258,
Cl Mo O Te      ,  9.925,    0.258,
Cl S S W        ,  9.926,    0.258,
Br O Pb Te      ,  9.927,    0.258,
Cl La O Si      ,  9.936,    0.259,
F O Se Tb       ,  9.937,    0.259,
Bi Br Cd O      ,   9.94,    0.259,
Ag Bi Cl S      ,  9.942,    0.259,
Be Cl I Zr      ,  9.944,    0.259,
F O Te Ti       ,  9.944,    0.259,
As Cl Pr S      ,  9.945,    0.259,
F O Se Tm       ,  9.947,     0.26,
F O Te V        ,  9.947,     0.26,
Ga Se Ta Te     ,  9.957,     0.26,
Cl Hg S Zr      ,   9.96,    0.261,
Cu F O Te       ,  9.961,    0.261,
C N Se Se       ,  9.966,    0.261,
Cl Lu O Se      ,  9.971,    0.261,
La O P Zn       ,  9.973,    0.262,
Cl Hg P Zr      ,  9.976,    0.262,
Cl Li O P       ,   9.98,    0.262,
Ag Mo S Se      ,  9.983,    0.262,
Bi Br O Te      ,  9.984,    0.262,
F Mn O P        ,  9.984,    0.262,
I O P Pb        ,  9.989,    0.263,
As Br Hg Ti     ,  9.989,    0.263,
Na O S S        ,  9.991,    0.263,
Al B F O        , 10.001,    0.264,
Cr Cu S Se      , 10.005,    0.264,
As Br Cu Hg     , 10.006,    0.264,
B F Mg O        , 10.006,    0.264,
Na O P S        , 10.008,    0.264,
Ca Pb S Se      , 10.008,    0.264,
B Cl Mn O       , 10.009,    0.264,
Ga La O S       , 10.012,    0.264,
O P S Sr        , 10.012,    0.264,
Br Hg I Te      , 10.014,    0.265,
Br Cr O P       , 10.015,    0.265,
As Br La O      , 10.017,    0.265,
F Mn O Si       , 10.025,    0.265,
Br Mo Te Te     , 10.029,    0.266,
As Cl Nd O      ,  10.03,    0.266,
F I I O         , 10.031,    0.266,
B Cl Mg N       , 10.033,    0.266,
Br Cu Hg Se     , 10.034,    0.266,
I Se Se Ta      , 10.036,    0.266,
Cl I O Pb       , 10.039,    0.266,
Dy F O S        ,  10.04,    0.267,
As La Ni O      , 10.044,    0.267,
F Ho O S        , 10.048,    0.267,
Nd O Se Si      ,  10.05,    0.267,
Ag Cl Mo Se     ,  10.05,    0.267,
I O Pb Sb       ,  10.05,    0.267,
As Cl Hg Hg     , 10.051,    0.267,
Bi Cl Cu S      , 10.052,    0.267,
Ca F O P        , 10.052,    0.268,
Er F O S        , 10.055,    0.268,
Br Cr O Si      , 10.056,    0.268,
Cl Hf O S       , 10.058,    0.268,
Cl Nd O Se      , 10.059,    0.268,
Ag N O S        , 10.059,    0.268,
C Cl F Si       ,  10.06,    0.268,
Cu Nb S Se      , 10.063,    0.268,
B Ca Cl O       , 10.077,    0.269,
Cl O P Sr       , 10.078,    0.269,
B Cl Dy O       , 10.081,     0.27,
F Mg O Ti       , 10.083,     0.27,
I La S Si       , 10.084,     0.27,
