phases,scores,norm
Be Cu Sc,148.288,2.753
Be Sc Zn,152.467,3.01
Be Ga Sc,160.277,3.49
Be Rb Sc,180.102,4.708
Be Sc Sr,163.783,3.705
Be Sc Y,154.076,3.109
Be Sc Zr,155.152,3.175
Be Nb Sc,161.171,3.545
Be Mo Sc,157.712,3.332
Ag Be Sc,158.202,3.362
Be Cd Sc,164.105,3.725
Be In Sc,158.221,3.363
Be Sc Sn,154.127,3.112
Be Cs Sc,171.002,4.149
Ba Be Sc,160.611,3.51
Be Hf Sc,168.168,3.974
Be Sc Ta,163.072,3.661
Be Sc W,167.503,3.934
Be Os Sc,180.229,4.715
Be Ir Sc,169.48,4.055
Be Pt Sc,162.197,3.608
Au Be Sc,159.034,3.413
Be Hg Sc,174.224,4.347
Be Sc Tl,175.067,4.398
Be Pb Sc,158.591,3.386
Be Bi Sc,158.743,3.396
Be Ti V,161.066,3.538
Be Cr Ti,146.118,2.62
Be Mn Ti,145.489,2.581
Be Fe Ti,139.041,2.185
Be Co Ti,143.216,2.442
Be Ni Ti,140.215,2.257
Be Ti Zn,144.328,2.51
Be Rb Ti,173.265,4.288
Be Sr Ti,156.234,3.241
Be Ti Y,146.026,2.614
Be Mo Ti,149.858,2.85
Ag Be Ti,150.373,2.881
Be Cd Ti,156.571,3.262
Be In Ti,150.393,2.883
Be Sn Ti,146.08,2.618
Be Cs Ti,163.786,3.705
Ba Be Ti,152.906,3.037
Be Hf Ti,160.825,3.523
Be Ti W,160.129,3.481
Be Os Ti,173.398,4.296
Be Ir Ti,162.197,3.608
Be Pt Ti,154.57,3.139
Au Be Ti,151.248,2.935
Be Hg Ti,167.148,3.912
Be Ti Tl,168.026,3.966
Be Pb Ti,150.782,2.907
Be Bi Ti,150.942,2.916
Be Cr V,161.418,3.56
Be Mn V,160.849,3.525
Be Fe V,155.041,3.168
Be Co V,158.796,3.399
Be Ni V,156.094,3.233
Be Cu V,155.817,3.216
Be V Zn,159.799,3.46
Be Ga V,167.267,3.919
Be Rb V,186.349,5.091
Be Sr V,170.629,4.126
Be V Y,161.334,3.555
Be V Zr,162.363,3.618
Be Nb V,168.123,3.972
Be Mo V,164.811,3.768
Ag Be V,165.279,3.797
Be Cd V,170.938,4.145
Be In V,165.297,3.798
Be Sn V,161.384,3.558
Be Cs V,177.571,4.552
Ba Be V,167.587,3.939
Be Hf V,174.843,4.384
Be Ta V,169.947,4.084
Be V W,174.203,4.345
Be Os V,186.473,5.099
Be Ir V,176.105,4.462
Be Pt V,169.108,4.032
Au Be V,166.076,3.846
Be Hg V,180.676,4.743
Be Tl V,181.488,4.793
Be Pb V,165.652,3.82
Be Bi V,165.798,3.829
Be Cr Mn,145.879,2.605
Be Cr Fe,139.449,2.21
Be Co Cr,143.612,2.466
Be Cr Cu,140.311,2.263
Be Cr Zn,144.72,2.534
Be Cr Ga,152.926,3.038
Be Cr Rb,173.592,4.308
Be Cr Sr,156.596,3.264
Be Cr Y,146.414,2.638
Be Cr Zr,147.546,2.708
Ag Be Cr,150.75,2.905
Be Cd Cr,156.933,3.284
Be Cr In,150.77,2.906
Be Cr Sn,146.468,2.642
Be Cr Cs,164.133,3.727
Ba Be Cr,153.277,3.06
Be Cr Hf,161.178,3.545
Be Cr Ta,155.853,3.218
Be Cr W,160.484,3.502
Be Cr Os,173.725,4.316
Be Cr Ir,162.546,3.629
Be Cr Pt,154.937,3.162
Au Be Cr,151.622,2.958
Be Cr Hg,167.487,3.933
Be Cr Tl,168.363,3.986
Be Cr Pb,151.158,2.93
Be Bi Cr,151.318,2.939
Be Fe Mn,138.79,2.17
Be Mn Ni,139.965,2.242
Be Cu Mn,139.655,2.223
Be Mn Zn,144.085,2.495
Be Ga Mn,152.325,3.001
Be Mn Rb,173.063,4.275
Be Mn Sr,156.01,3.228
Be Mn Y,145.786,2.6
Be Mn Zr,146.923,2.67
Be Mn Nb,153.265,3.059
Be Mn Mo,149.624,2.835
Ag Be Mn,150.14,2.867
Be Cd Mn,156.348,3.248
Be In Mn,150.16,2.868
Be Mn Sn,145.84,2.603
Be Cs Mn,163.573,3.692
Ba Be Mn,152.677,3.023
Be Hf Mn,160.607,3.51
Be Mn Ta,155.263,3.182
Be Mn W,159.911,3.467
Be Mn Os,173.196,4.283
Be Ir Mn,161.981,3.594
Be Mn Pt,154.344,3.125
Au Be Mn,151.016,2.921
Be Hg Mn,166.938,3.899
Be Mn Tl,167.817,3.953
Be Mn Pb,150.55,2.892
Be Bi Mn,150.711,2.902
Be Co Fe,136.405,2.023
Be Fe Ni,133.25,1.83
Be Cu Fe,132.925,1.81
Be Fe Zn,137.572,2.095
Be Fe Ga,146.179,2.624
Be Fe Rb,167.679,3.944
Be Fe Sr,150.015,2.859
Be Fe Y,139.352,2.204
Be Fe Zr,140.541,2.278
Be Fe Nb,147.159,2.684
Be Fe Mo,143.363,2.451
Ag Be Fe,143.901,2.484
Be Cd Fe,150.367,2.881
Be Fe In,143.922,2.485
Be Fe Sn,139.409,2.208
Be Cs Fe,157.865,3.342
Ba Be Fe,146.546,2.646
Be Fe Hf,154.791,3.153
Be Fe Ta,149.239,2.812
Be Fe W,154.068,3.108
Be Fe Os,167.816,3.953
Be Fe Ir,156.215,3.24
Be Fe Pt,148.282,2.753
Au Be Fe,144.815,2.54
Be Fe Hg,161.35,3.556
Be Fe Tl,162.259,3.612
Be Fe Pb,144.329,2.51
Be Bi Fe,144.496,2.52
Be Co Ni,137.601,2.097
Be Co Cu,137.286,2.078
Be Co Zn,141.79,2.354
Be Co Ga,150.155,2.868
Be Co Rb,171.157,4.158
Be Co Sr,153.892,3.098
Be Co Y,143.517,2.46
Be Co Zr,144.672,2.531
Be Co Nb,151.109,2.927
Be Co Mo,147.415,2.7
Ag Be Co,147.938,2.732
Be Cd Co,154.235,3.119
Be Co In,147.958,2.733
Be Co Sn,143.573,2.464
Be Co Cs,161.554,3.568
Ba Be Co,150.512,2.89
Be Co Hf,158.551,3.384
Be Co Ta,153.135,3.051
Be Co W,157.846,3.34
Be Co Os,171.291,4.166
Be Co Ir,159.942,3.469
Be Co Pt,152.203,2.994
Au Be Co,148.828,2.787
Be Co Hg,164.961,3.777
Be Co Tl,165.851,3.832
Be Co Pb,148.355,2.757
Be Bi Co,148.517,2.767
Be Cu Ni,134.152,1.885
Be Ga Ni,147.295,2.692
Be Ni Rb,168.653,4.004
Be Ni Sr,151.103,2.926
Be Ni Y,140.523,2.276
Be Ni Zr,141.702,2.349
Be Nb Ni,148.268,2.752
Be Mo Ni,144.501,2.521
Ag Be Ni,145.035,2.554
Be Cd Ni,151.452,2.948
Be In Ni,145.055,2.555
Be Ni Sn,140.579,2.28
Be Cs Ni,158.9,3.405
Ba Be Ni,147.66,2.715
Be Hf Ni,155.846,3.218
Be Ni Ta,150.332,2.879
Be Ni W,155.128,3.173
Be Ni Os,168.79,4.013
Be Ir Ni,157.261,3.304
Be Ni Pt,149.383,2.821
Au Be Ni,145.942,2.609
Be Hg Ni,162.362,3.618
Be Ni Tl,163.266,3.673
Be Ni Pb,145.459,2.58
Be Bi Ni,145.625,2.59
Be Cu Ga,147.001,2.674
Be Cu Rb,168.396,3.989
Be Cu Sr,150.816,2.909
Be Cu Mo,144.201,2.502
Ag Be Cu,144.736,2.535
Be Cd Cu,151.166,2.93
Be Cu Sn,140.271,2.261
Be Cs Cu,158.627,3.388
Ba Be Cu,147.366,2.697
Be Cu W,154.848,3.156
Be Cu Os,168.533,3.997
Be Cu Ir,156.985,3.288
Be Cu Pt,149.093,2.803
Au Be Cu,145.645,2.591
Be Cu Hg,162.095,3.601
Be Cu Tl,163.001,3.657
Be Cu Pb,145.162,2.561
Be Bi Cu,145.328,2.572
Be Ga Zn,151.216,2.933
Be Rb Zn,172.088,4.215
Be Sr Zn,154.927,3.161
Be Y Zn,144.627,2.528
Be Zn Zr,145.773,2.599
Be Nb Zn,152.163,2.991
Be Mo Zn,148.495,2.766
Ag Be Zn,149.015,2.798
Be Cd Zn,155.268,3.182
Be In Zn,149.035,2.799
Be Sn Zn,144.682,2.532
Be Cs Zn,162.541,3.629
Ba Be Zn,151.571,2.955
Be Hf Zn,159.556,3.446
Be Ta Zn,154.176,3.115
Be W Zn,158.855,3.402
Be Os Zn,172.222,4.223
Be Ir Zn,160.939,3.53
Be Pt Zn,153.25,3.058
Au Be Zn,149.898,2.852
Be Hg Zn,165.927,3.837
Be Tl Zn,166.812,3.891
Be Pb Zn,149.428,2.823
Be Bi Zn,149.59,2.833
Be Ga Rb,179.044,4.643
Be Ga Sr,162.618,3.634
Be Ga Y,152.837,3.033
Be Ga Zr,153.922,3.099
Be Ga Nb,159.987,3.472
Be Ga Mo,156.503,3.258
Ag Be Ga,156.996,3.288
Be Cd Ga,162.943,3.654
Be Ga In,157.015,3.289
Be Ga Sn,152.889,3.036
Be Cs Ga,169.888,4.08
Ba Be Ga,159.424,3.437
Be Ga Hf,167.035,3.905
Be Ga Ta,161.903,3.59
Be Ga W,166.365,3.864
Be Ga Os,179.172,4.65
Be Ga Ir,168.355,3.986
Be Ga Pt,161.021,3.535
Au Be Ga,157.834,3.34
Be Ga Hg,173.13,4.279
Be Ga Tl,173.978,4.331
Be Ga Pb,157.388,3.312
Be Bi Ga,157.542,3.322
Be Rb Sr,182.189,4.836
Be Rb Y,173.514,4.303
Be Rb Zr,174.471,4.362
Be Nb Rb,179.844,4.692
Be Mo Rb,176.752,4.502
Ag Be Rb,177.188,4.529
Be Cd Rb,182.478,4.854
Be In Rb,177.205,4.53
Be Rb Sn,173.56,4.306
Be Cs Rb,188.705,5.236
Ba Be Rb,179.343,4.661
Be Hf Rb,186.141,5.078
Be Rb Ta,181.55,4.796
Be Rb W,185.54,5.042
Be Os Rb,197.105,5.752
Be Ir Rb,187.327,5.151
Be Pt Rb,180.764,4.748
Au Be Rb,177.932,4.574
Be Hg Rb,191.63,5.416
Be Rb Tl,192.397,5.463
Be Pb Rb,177.536,4.55
Be Bi Rb,177.672,4.558
Be Sr Y,156.51,3.258
Be Sr Zr,157.57,3.323
Be Nb Sr,163.5,3.688
Be Mo Sr,160.092,3.478
Ag Be Sr,160.573,3.508
Be Cd Sr,166.393,3.865
Be In Sr,160.592,3.509
Be Sn Sr,156.561,3.262
Be Cs Sr,173.199,4.284
Ba Be Sr,162.948,3.654
Be Hf Sr,170.401,4.112
Be Sr Ta,165.374,3.803
Be Sr W,169.745,4.071
Be Os Sr,182.315,4.843
Be Ir Sr,171.696,4.191
Be Pt Sr,164.511,3.75
Au Be Sr,161.393,3.558
Be Hg Sr,176.381,4.479
Be Sr Tl,177.213,4.53
Be Pb Sr,160.957,3.532
Be Bi Sr,161.107,3.541
Be Y Zr,147.454,2.702
Be Nb Y,153.775,3.09
Be Mo Y,150.146,2.867
Ag Be Y,150.66,2.899
Be Cd Y,156.847,3.279
Be In Y,150.68,2.9
Be Sn Y,146.376,2.636
Be Cs Y,164.05,3.722
Ba Be Y,153.188,3.054
Be Hf Y,161.094,3.54
Be Ta Y,155.766,3.213
Be W Y,160.399,3.497
Be Os Y,173.647,4.311
Be Ir Y,162.463,3.624
Au Be Y,151.533,2.953
Be Hg Y,167.406,3.928
Be Tl Y,168.283,3.982
Be Pb Y,151.069,2.924
Be Bi Y,151.229,2.934
Be Nb Zr,154.853,3.157
Be Mo Zr,151.25,2.935
Ag Be Zr,151.76,2.967
Be Cd Zr,157.905,3.344
Be In Zr,151.78,2.968
Be Sn Zr,147.508,2.705
Be Cs Zr,165.062,3.784
Ba Be Zr,154.271,3.121
Be Hf Zr,162.123,3.603
Be Ta Zr,156.831,3.278
Be W Zr,161.433,3.561
Be Os Zr,174.603,4.37
Be Ir Zr,163.484,3.687
Be Pt Zr,155.921,3.222
Au Be Zr,152.628,3.02
Be Hg Zr,168.397,3.989
Be Tl Zr,169.269,4.042
Be Pb Zr,152.166,2.992
Be Bi Zr,152.325,3.001
Ag Be Nb,157.908,3.344
Be Cd Nb,163.822,3.708
Be In Nb,157.928,3.345
Be Nb Sn,153.826,3.094
Be Cs Nb,170.731,4.132
Ba Be Nb,160.323,3.493
Be Hf Nb,167.893,3.958
Be Nb Ta,162.788,3.644
Be Nb W,167.226,3.917
Be Nb Os,179.972,4.7
Be Ir Nb,169.207,4.038
Be Nb Pt,161.911,3.59
Au Be Nb,158.742,3.395
Be Hg Nb,173.958,4.33
Be Nb Tl,174.802,4.382
Be Nb Pb,158.299,3.368
Be Bi Nb,158.451,3.378
Ag Be Mo,154.377,3.127
Be Cd Mo,160.421,3.499
Be In Mo,154.397,3.129
Be Mo Sn,150.199,2.871
Be Cs Mo,167.471,3.932
Ba Be Mo,156.846,3.279
Be Hf Mo,164.576,3.754
Be Mo W,163.896,3.712
Be Mo Os,176.882,4.51
Be Ir Mo,165.916,3.836
Be Mo Pt,158.469,3.379
Au Be Mo,155.23,3.18
Be Hg Mo,170.759,4.134
Be Mo Tl,171.619,4.186
Be Mo Pb,154.776,3.152
Be Bi Mo,154.932,3.161
Ag Be Cd,160.902,3.528
Ag Be In,154.896,3.159
Ag Be Sn,150.712,2.902
Ag Be Cs,167.931,3.96
Ag Ba Be,157.338,3.309
Ag Be Hf,165.044,3.783
Ag Be Ta,159.848,3.463
Ag Be W,164.366,3.741
Ag Be Os,177.318,4.537
Ag Be Ir,166.381,3.865
Ag Be Pt,158.956,3.409
Ag Au Be,155.727,3.21
Ag Be Hg,171.211,4.161
Ag Be Tl,172.068,4.214
Ag Be Pb,155.275,3.183
Ag Be Bi,155.43,3.192
Be Cd In,160.921,3.529
Be Cd Sn,156.898,3.282
Be Cd Cs,173.504,4.302
Ba Be Cd,163.272,3.674
Be Cd Hf,170.711,4.131
Be Cd Ta,165.693,3.822
Be Cd W,170.056,4.09
Be Cd Os,182.604,4.861
Be Cd Ir,172.004,4.21
Be Cd Pt,164.832,3.77
Au Be Cd,161.72,3.578
Be Cd Hg,176.68,4.497
Be Cd Tl,177.511,4.548
Be Cd Pb,161.285,3.552
Be Bi Cd,161.435,3.561
Be In Sn,150.732,2.904
Be Cs In,167.949,3.961
Ba Be In,157.357,3.31
Be Hf In,165.063,3.784
Be In Ta,159.867,3.465
Be In W,164.385,3.742
Be In Os,177.335,4.538
Be In Ir,166.399,3.866
Be In Pt,158.975,3.41
Au Be In,155.746,3.211
Be Hg In,171.229,4.162
Be In Tl,172.086,4.215
Be In Pb,155.294,3.184
Be Bi In,155.449,3.193
Be Cs Sn,164.098,3.725
Ba Be Sn,153.24,3.058
Be Hf Sn,161.143,3.543
Be Sn Ta,155.817,3.216
Be Sn W,160.449,3.5
Be Os Sn,173.693,4.314
Be Ir Sn,162.512,3.627
Be Pt Sn,154.901,3.16
Au Be Sn,151.586,2.956
Be Hg Sn,167.453,3.931
Be Sn Tl,168.33,3.984
Be Pb Sn,151.121,2.927
Be Bi Sn,151.281,2.937
Ba Be Cs,170.203,4.1
Be Cs Hf,177.352,4.539
Be Cs Ta,172.527,4.242
Be Cs W,176.721,4.5
Be Cs Os,188.827,5.243
Be Cs Ir,178.597,4.615
Be Cs Pt,171.7,4.191
Au Be Cs,168.715,4.008
Be Cs Hg,183.105,4.892
Be Cs Tl,183.907,4.941
Be Cs Pb,168.298,3.982
Be Bi Cs,168.442,3.991
Ba Be Hf,167.356,3.925
Ba Be Ta,162.234,3.61
Ba Be W,166.687,3.884
Ba Be Os,179.471,4.669
Ba Be Ir,168.674,4.006
Ba Be Pt,161.354,3.556
Au Ba Be,158.174,3.361
Ba Be Hg,173.44,4.298
Ba Be Tl,174.287,4.35
Ba Be Pb,157.729,3.333
Ba Be Bi,157.882,3.343
Be Hf Ta,169.718,4.07
Be Hf W,173.98,4.332
Be Hf Os,186.265,5.086
Be Hf Ir,175.885,4.448
Be Hf Pt,168.878,4.018
Au Be Hf,165.842,3.832
Be Hf Hg,180.461,4.73
Be Hf Tl,181.274,4.78
Be Hf Pb,165.418,3.806
Be Bi Hf,165.564,3.815
Be Ta W,169.059,4.029
Be Os Ta,181.677,4.804
Be Ir Ta,171.019,4.15
Be Pt Ta,163.804,3.706
Au Be Ta,160.672,3.514
Be Hg Ta,175.721,4.438
Be Ta Tl,176.557,4.49
Be Pb Ta,160.234,3.487
Be Bi Ta,160.385,3.496
Be Os W,185.664,5.049
Be Ir W,175.249,4.409
Be Pt W,168.216,3.977
Au Be W,165.167,3.79
Be Hg W,179.841,4.691
Be Tl W,180.657,4.742
Be Pb W,164.741,3.764
Be Bi W,164.888,3.773
Be Ir Os,187.45,5.159
Be Os Pt,180.892,4.756
Au Be Os,178.061,4.582
Be Hg Os,191.75,5.423
Be Os Tl,192.516,5.47
Be Os Pb,177.666,4.558
Be Bi Os,177.802,4.566
Be Ir Pt,170.184,4.098
Au Be Ir,167.172,3.913
Be Hg Ir,181.684,4.805
Be Ir Tl,182.492,4.854
Be Ir Pb,166.751,3.887
Be Bi Ir,166.896,3.896
Au Be Pt,159.784,3.459
Be Hg Pt,174.91,4.389
Be Pt Tl,175.749,4.44
Be Pb Pt,159.343,3.432
Be Bi Pt,159.495,3.442
Au Be Hg,171.98,4.209
Au Be Tl,172.834,4.261
Au Be Pb,156.122,3.235
Au Be Bi,156.277,3.244
Be Hg Tl,186.906,5.125
Be Hg Pb,171.571,4.184
Be Bi Hg,171.712,4.192
Be Pb Tl,172.427,4.236
Be Bi Tl,172.567,4.245
Be Bi Pb,155.827,3.216
Al Mg Na,142.889,2.422
K Mg Na,158.293,3.368
Ca Mg Na,156.147,3.236
Mg Na Sc,155.417,3.191
Mg Na Ti,147.44,2.701
Mg Na V,162.616,3.633
Cr Mg Na,147.825,2.725
Mg Mn Na,147.203,2.687
Fe Mg Na,140.834,2.295
Co Mg Na,144.957,2.549
Mg Na Ni,141.992,2.367
Cu Mg Na,141.687,2.348
Mg Na Zn,146.055,2.616
Mg Na Rb,174.707,4.376
Mg Na Sr,157.831,3.34
Mg Na Y,147.733,2.719
Mg Na Zr,148.855,2.788
Mg Na Nb,155.119,3.173
Mg Mo Na,151.522,2.952
Ag Mg Na,152.031,2.983
Cd Mg Na,158.165,3.36
In Mg Na,152.051,2.985
Cs Mg Na,165.311,3.799
Ba Mg Na,154.538,3.137
Hf Mg Na,162.377,3.619
Mg Na Ta,157.093,3.294
Mg Na W,161.688,3.576
Mg Na Os,174.838,4.384
Ir Mg Na,163.736,3.702
Mg Na Pt,156.185,3.238
Au Mg Na,152.897,3.036
Hg Mg Na,168.642,4.004
Mg Na Tl,169.512,4.057
Al K Na,151.83,2.971
Al Ca Na,149.591,2.833
Al Na Sc,148.829,2.787
Al Na Ti,140.479,2.274
Al Na V,156.332,3.247
Al Cr Na,140.882,2.298
Al Mn Na,140.229,2.258
Al Fe Na,133.528,1.847
Al Co Na,137.87,2.113
Al Na Ni,134.749,1.922
Al Cu Na,134.428,1.902
Al Na Zn,139.024,2.184
Al Na Rb,168.873,4.018
Al Na Sr,151.348,2.941
Al Na Y,140.786,2.293
Al Na Zr,141.963,2.365
Al Na Nb,148.517,2.767
Al Mo Na,144.757,2.536
Ag Al Na,145.29,2.569
Al Cd Na,151.697,2.963
Al In Na,145.311,2.57
Al Cs Na,159.133,3.419
Al Ba Na,147.91,2.73
Al Hf Na,156.083,3.232
Al Na Ta,150.579,2.894
Al Na W,155.366,3.188
Al Na Os,169.009,4.026
Al Ir Na,157.496,3.319
Al Na Pt,149.631,2.836
Al Hg Na,162.59,3.632
Al Na Tl,163.493,3.687
Al Na Pb,145.714,2.595
Al Bi Na,145.88,2.605
Ca K Na,164.367,3.741
K Na Sc,163.674,3.698
K Na Ti,156.12,3.234
K Na V,170.525,4.119
Cr K Na,156.483,3.257
K Mn Na,155.896,3.221
Fe K Na,149.897,2.852
Co K Na,153.777,3.09
K Na Ni,150.985,2.919
Cu K Na,150.698,2.901
K Na Zn,154.813,3.154
K Na Rb,182.091,4.83
K Na Sr,165.968,3.839
K Na Y,156.397,3.251
K Na Zr,157.457,3.317
K Na Nb,163.391,3.681
K Mo Na,159.981,3.472
Ag K Na,160.463,3.501
Cs K Na,173.097,4.277
Ba K Na,162.839,3.647
Hf K Na,170.297,4.105
K Na Ta,165.267,3.796
K Na W,169.641,4.065
K Na Os,182.218,4.837
Ir K Na,171.593,4.185
K Na Pt,164.403,3.743
Au K Na,161.283,3.552
K Na Pb,160.847,3.525
Bi K Na,160.997,3.534
Ca Na Sc,161.6,3.571
Ca Na Ti,153.944,3.101
Ca Na V,168.535,3.997
Ca Cr Na,154.312,3.123
Ca Mn Na,153.716,3.087
Ca Fe Na,147.628,2.713
Ca Co Na,151.567,2.955
Ca Na Ni,148.734,2.781
Ca Cu Na,148.443,2.763
Ca Na Zn,152.617,3.019
Ca Ga Na,160.42,3.499
Ca Na Rb,180.229,4.715
Ca Na Sr,163.922,3.714
Ca Na Y,154.224,3.118
Ca Na Zr,155.299,3.184
Ca Na Nb,161.313,3.553
Ca Mo Na,157.858,3.341
Ag Ca Na,158.346,3.371
Ca Cd Na,164.244,3.733
Ca In Na,158.365,3.372
Ca Cs Na,171.136,4.157
Ba Ca Na,160.754,3.519
Ca Hf Na,168.304,3.983
Ca Na Ta,163.212,3.67
Ca Na W,167.64,3.942
Ca Na Os,180.356,4.723
Ca Ir Na,169.615,4.063
Ca Na Pt,162.338,3.616
Au Ca Na,159.178,3.422
Ca Hg Na,174.356,4.355
Ca Na Tl,175.198,4.406
Ca Na Pb,158.735,3.395
Na Sc Ti,153.204,3.055
Na Sc V,167.859,3.956
Cr Na Sc,153.574,3.078
Mn Na Sc,152.975,3.041
Fe Na Sc,146.857,2.665
Co Na Sc,150.815,2.909
Na Ni Sc,147.968,2.734
Cu Na Sc,147.675,2.716
Na Sc Zn,151.871,2.973
Ga Na Sc,159.71,3.455
Na Rb Sc,179.597,4.677
Na Sc Sr,163.228,3.671
Na Sc Y,153.486,3.073
Na Sc Zr,154.566,3.139
Na Nb Sc,160.607,3.51
Mo Na Sc,157.136,3.297
Ag Na Sc,157.627,3.327
Cd Na Sc,163.551,3.691
In Na Sc,157.646,3.328
Na Sc Sn,153.537,3.076
Cs Na Sc,170.471,4.116
Ba Na Sc,160.046,3.476
Hf Na Sc,167.628,3.941
Na Sc Ta,162.515,3.627
Na Sc W,166.96,3.9
Na Os Sc,179.725,4.684
Ir Na Sc,168.944,4.022
Na Pt Sc,161.637,3.573
Au Na Sc,158.462,3.378
Hg Na Sc,173.703,4.314
Na Sc Tl,174.548,4.366
Na Pb Sc,158.018,3.351
Bi Na Sc,158.171,3.36
Na Ti V,160.502,3.504
Cr Na Ti,145.496,2.582
Mn Na Ti,144.864,2.543
Fe Na Ti,138.387,2.145
Co Na Ti,142.581,2.403
Na Ni Ti,139.566,2.218
Cu Na Ti,139.255,2.199
Na Ti Zn,143.698,2.471
Ga Na Ti,151.958,2.979
Na Rb Ti,172.741,4.255
Na Sr Ti,155.652,3.206
Na Ti Y,145.403,2.576
Na Ti Zr,146.543,2.646
Na Nb Ti,152.901,3.037
Mo Na Ti,149.251,2.813
Ag Na Ti,149.768,2.844
Cd Na Ti,155.991,3.226
In Na Ti,149.788,2.845
Na Sn Ti,145.457,2.579
Cs Na Ti,163.231,3.671
Ba Na Ti,152.311,3.0
Hf Na Ti,160.26,3.489
Na Ta Ti,154.904,3.16
Na Ti W,159.562,3.446
Na Os Ti,172.874,4.264
Ir Na Ti,161.636,3.573
Na Pt Ti,153.982,3.103
Au Na Ti,150.647,2.898
Hg Na Ti,166.604,3.878
Na Ti Tl,167.485,3.933
Na Pb Ti,150.179,2.87
Bi Na Ti,150.34,2.879
Cr Na V,160.855,3.525
Mn Na V,160.284,3.49
Fe Na V,154.455,3.132
Co Na V,158.223,3.364
Na Ni V,155.512,3.197
Cu Na V,155.233,3.18
Na V Zn,159.23,3.425
Ga Na V,166.723,3.886
Na Rb V,185.862,5.061
Na Sr V,170.096,4.093
Na V Y,160.771,3.52
Na V Zr,161.803,3.584
Na Nb V,167.583,3.939
Mo Na V,164.26,3.734
Ag Na V,164.729,3.763
Cd Na V,170.407,4.112
In Na V,164.748,3.764
Na Sn V,160.82,3.523
Cs Na V,177.059,4.521
Ba Na V,167.045,3.906
Hf Na V,174.323,4.353
Na Ta V,169.412,4.051
Na V W,173.682,4.313
Na Os V,185.986,5.069
Ir Na V,175.589,4.43
Na Pt V,168.57,3.999
Au Na V,165.529,3.812
Hg Na V,180.173,4.712
Na Tl V,180.988,4.762
Na Pb V,165.104,3.786
Bi Na V,165.25,3.795
Cr Mn Na,145.255,2.567
Cr Fe Na,138.797,2.17
Co Cr Na,142.978,2.427
Cr Na Ni,139.972,2.243
Cr Cu Na,139.662,2.224
Cr Na Zn,144.092,2.496
Cr Ga Na,152.331,3.002
Cr Na Rb,173.069,4.276
Cr Na Sr,156.016,3.228
Cr Na Y,145.793,2.6
Cr Na Zr,146.93,2.67
Cr Na Nb,153.272,3.059
Cr Mo Na,149.631,2.836
Ag Cr Na,150.146,2.868
Cd Cr Na,156.354,3.249
Cr In Na,150.166,2.869
Cr Na Sn,145.847,2.603
Cr Cs Na,163.579,3.693
Ba Cr Na,152.684,3.023
Cr Hf Na,160.614,3.51
Cr Na Ta,155.27,3.182
Cr Na W,159.917,3.468
Cr Na Os,173.202,4.284
Cr Ir Na,161.987,3.595
Cr Na Pt,154.351,3.126
Au Cr Na,151.023,2.921
Cr Hg Na,166.944,3.899
Cr Na Tl,167.823,3.953
Cr Na Pb,150.557,2.893
Bi Cr Na,150.717,2.903
Fe Mn Na,138.134,2.13
Co Mn Na,142.335,2.388
Mn Na Ni,139.315,2.202
Cu Mn Na,139.004,2.183
Mn Na Zn,143.454,2.456
Ga Mn Na,151.728,2.965
Mn Na Rb,172.538,4.243
Mn Na Sr,155.427,3.192
Mn Na Y,145.162,2.561
Mn Na Zr,146.304,2.631
Mn Na Nb,152.672,3.023
Mn Mo Na,149.017,2.798
Ag Mn Na,149.534,2.83
Cd Mn Na,155.766,3.213
In Mn Na,149.554,2.831
Mn Na Sn,145.217,2.565
Cs Mn Na,163.017,3.658
Ba Mn Na,152.081,2.986
Hf Mn Na,160.041,3.475
Mn Na Ta,154.678,3.146
Mn Na W,159.342,3.432
Mn Na Os,172.671,4.251
Ir Mn Na,161.42,3.56
Mn Na Pt,153.755,3.089
Au Mn Na,150.414,2.884
Hg Mn Na,166.394,3.866
Mn Na Tl,167.276,3.92
Mn Na Pb,149.946,2.855
Co Fe Na,135.738,1.982
Fe Na Ni,132.568,1.788
Cu Fe Na,132.241,1.768
Fe Na Zn,136.911,2.054
Fe Ga Na,145.557,2.586
Fe Na Rb,167.137,3.911
Fe Na Sr,149.409,2.822
Fe Na Y,138.699,2.164
Fe Na Zr,139.894,2.238
Fe Na Nb,146.541,2.646
Fe Mo Na,142.728,2.412
Ag Fe Na,143.269,2.445
Cd Fe Na,149.762,2.844
Fe In Na,143.29,2.446
Fe Na Sn,138.756,2.168
Cs Fe Na,157.29,3.306
Ba Fe Na,145.925,2.608
Fe Hf Na,154.204,3.117
Fe Na Ta,148.629,2.774
Fe Na W,153.478,3.072
Fe Na Os,167.275,3.92
Fe Ir Na,155.633,3.205
Fe Na Pt,147.669,2.715
Au Fe Na,144.187,2.501
Fe Hg Na,160.787,3.521
Fe Na Tl,161.699,3.577
Fe Na Pb,143.699,2.471
Bi Fe Na,143.867,2.482
Co Na Ni,136.94,2.056
Co Cu Na,136.623,2.037
Co Na Zn,141.148,2.315
Co Ga Na,149.55,2.831
Co Na Rb,170.626,4.125
Co Na Sr,153.301,3.061
Co Na Y,142.884,2.421
Co Na Zr,144.044,2.493
Co Na Nb,150.507,2.89
Co Mo Na,146.798,2.662
Ag Co Na,147.324,2.694
Cd Co Na,153.645,3.082
Co In Na,147.344,2.695
Co Na Sn,142.939,2.425
