Phase fields,     scores,     Norm. scores,
As Cd I P       ,  5.468,     0.15,
Ag Br S Sn      ,  5.479,     0.15,
I S Sb Se       ,  5.483,    0.151,
Br In S Sb      ,  5.491,    0.151,
Ge Pb S Se      ,  5.497,    0.152,
As Cl Cu O      ,  5.501,    0.152,
Ag S Te Te      ,  5.509,    0.153,
Br Hg Se Zn     ,  5.525,    0.154,
Cl Cu In Te     ,  5.529,    0.154,
Ag O P Se       ,  5.531,    0.154,
As Br In O      ,  5.534,    0.155,
Br Cl S Sb      ,  5.536,    0.155,
As Cd Cr Se     ,  5.537,    0.155,
Br Cd P P       ,  5.537,    0.155,
Cl Cu O Se      ,  5.543,    0.155,
Ag Cl In Te     ,  5.544,    0.155,
Br Nb Se Se     ,  5.555,    0.156,
I Sb Se Sn      ,   5.56,    0.156,
S Se Sn Sn      ,   5.57,    0.157,
Cl Cu S Te      ,  5.572,    0.157,
Ag Br I Te      ,  5.584,    0.158,
Ag Cl S Te      ,  5.587,    0.159,
As Cl Ga Hg     ,  5.598,    0.159,
Cl O Se Zn      ,   5.61,     0.16,
As Br Cd Hg     ,  5.615,    0.161,
Bi Br Cu Se     ,  5.615,    0.161,
Ag Cl In S      ,   5.62,    0.161,
Cl Cu P S       ,  5.623,    0.161,
Ag Bi Br Se     ,   5.63,    0.162,
Ag Cl P S       ,  5.637,    0.162,
Cl Ni O Se      ,  5.645,    0.163,
Cd Cl S Sb      ,  5.657,    0.164,
Br Cu O Sb      ,  5.658,    0.164,
Ag Br I S       ,  5.659,    0.164,
Ag S Sn Te      ,  5.661,    0.164,
In S Sb Te      ,  5.672,    0.165,
Ga S Se V       ,  5.673,    0.165,
Cu Se Te V      ,  5.674,    0.165,
Br Cr Cu Se     ,  5.686,    0.166,
Cl O Sb Se      ,  5.688,    0.166,
Ag As Cl Hg     ,  5.689,    0.166,
Br P S S        ,  5.698,    0.167,
As Cd Cl O      ,  5.699,    0.167,
As Hg I Se      ,  5.699,    0.167,
As Br Hg In     ,  5.706,    0.167,
Cu I S Sb       ,  5.711,    0.168,
S Sn Te Zn      ,  5.712,    0.168,
Cl Cu Hg Se     ,  5.716,    0.168,
Ag I S Sb       ,  5.725,    0.169,
Cu I S Si       ,  5.732,    0.169,
Cd Cl O Se      ,   5.74,     0.17,
Cl In S Sb      ,  5.748,    0.171,
Cu S Se V       ,  5.749,    0.171,
As Br Hg S      ,  5.749,    0.171,
Ga S Se Tl      ,  5.765,    0.172,
Ag As I O       ,  5.767,    0.172,
Br Cu O Te      ,  5.769,    0.172,
Cu I In Te      ,  5.779,    0.173,
Br Cl I Sb      ,  5.788,    0.174,
As Cl In O      ,  5.789,    0.174,
Bi Cl Ga Se     ,  5.793,    0.174,
Ag I In Te      ,  5.794,    0.174,
Ag Bi Se Te     ,  5.807,    0.175,
Ag I O Se       ,  5.808,    0.175,
Bi Br Cd Se     ,  5.809,    0.175,
As Hg S Sb      ,  5.814,    0.176,
Al I Sb Te      ,  5.819,    0.176,
Cu I S Te       ,  5.821,    0.176,
As Br Hg Sn     ,  5.822,    0.176,
Cl In O Se      ,   5.83,    0.177,
Cd Hg Se Te     ,  5.833,    0.177,
Br O Te Zn      ,  5.833,    0.177,
Cd S Sn Te      ,  5.839,    0.177,
Al Al I Te      ,   5.86,    0.179,
Cr Cu Se Te     ,  5.861,    0.179,
Bi Cl Cu Se     ,  5.867,     0.18,
Br Ni O Te      ,  5.867,     0.18,
Cu I P S        ,  5.869,     0.18,
As Br F Se      ,  5.873,     0.18,
Ag Bi S Se      ,  5.879,     0.18,
Ag Bi Cl Se     ,  5.881,    0.181,
Cd Pb Se Te     ,  5.884,    0.181,
Cl In In S      ,  5.888,    0.181,
Bi Br In Se     ,  5.898,    0.182,
Cd I S Sb       ,  5.902,    0.182,
Cl Cu O Sb      ,  5.908,    0.183,
As Bi Ni S      ,  5.922,    0.184,
Cr Se Te Zn     ,  5.924,    0.184,
Bi Sb Se Te     ,  5.931,    0.184,
Cr Cu S Se      ,  5.933,    0.184,
Hg O Se Se      ,  5.935,    0.185,
Ag O S Si       ,  5.941,    0.185,
Ag Cl O Si      ,  5.942,    0.185,
Cl O Se Sn      ,  5.943,    0.185,
Cu Nb Se Te     ,  5.953,    0.186,
Cd Pb S Se      ,  5.956,    0.186,
Ag Al Cl O      ,  5.962,    0.187,
Cl O Sb Zn      ,   5.97,    0.187,
Ge Pb S Te      ,  5.971,    0.187,
S Sb Se Tl      ,  5.977,    0.188,
As Cl Hg S      ,  5.995,    0.189,
Cr S Se Zn      ,  5.995,    0.189,
Bi S Sb Se      ,  6.002,     0.19,
Ag O P Te       ,  6.003,     0.19,
Br Cd O P       ,  6.005,     0.19,
Br Cu Hg S      ,  6.006,     0.19,
Pb S Se Te      ,  6.012,     0.19,
Cl Cu O Te      ,  6.014,    0.191,
Ag Br Hg S      ,   6.02,    0.191,
Cu Nb S Se      ,  6.024,    0.191,
Ag O S Te       ,  6.027,    0.191,
Ag Cl O Te      ,  6.028,    0.192,
B O Se Zn       ,  6.039,    0.192,
Al Bi Cl Se     ,  6.043,    0.193,
Cl Cu In O      ,  6.044,    0.193,
Br In O Te      ,  6.045,    0.193,
Cd Cr Se Te     ,  6.048,    0.193,
I In In Te      ,  6.055,    0.194,
Cd I P S        ,  6.055,    0.194,
Al Cd O Te      ,  6.061,    0.194,
As Cl Hg Sn     ,  6.065,    0.194,
Bi In Se Te     ,  6.067,    0.195,
Cl O Te Zn      ,  6.076,    0.195,
Pb Se Sn Te     ,  6.082,    0.196,
Cd Cl O Sb      ,  6.093,    0.196,
I S Sb Sn       ,  6.099,    0.197,
As Cd Hg I      ,  6.103,    0.197,
Bi Cu I Se      ,  6.104,    0.197,
Bi S Se Te      ,  6.107,    0.198,
Cl Ni O Te      ,  6.108,    0.198,
Ga Mo Se Te     ,  6.109,    0.198,
As Cl F Se      ,  6.114,    0.198,
Cd Cr S Se      ,  6.117,    0.198,
B Br P S        ,  6.122,    0.199,
Al Cd O S       ,   6.13,    0.199,
As Br Hg Ti     ,  6.147,      0.2,
Cl O Sb Te      ,  6.148,    0.201,
Bi Br Cu S      ,   6.15,    0.201,
Pb S Se Sn      ,  6.151,    0.201,
Se Te Ti Ti     ,   6.16,    0.202,
Ag Bi Br S      ,  6.163,    0.202,
Ga Mo S Se      ,  6.178,    0.203,
As Br Hg O      ,  6.178,    0.203,
Br Cd Hg S      ,  6.188,    0.204,
Cl O P Sb       ,  6.193,    0.204,
Cd Cl O Te      ,  6.196,    0.204,
Al Cl Nb Se     ,  6.197,    0.204,
Au Cl O Se      ,  6.199,    0.204,
As Cu Er P      ,  6.206,    0.205,
Ag S Te V       ,  6.217,    0.206,
I P P Sn        ,  6.225,    0.206,
As Hg I S       ,  6.226,    0.206,
As Br O Pb      ,  6.227,    0.206,
As Cu Ho P      ,  6.228,    0.207,
Cd Cl O P       ,  6.241,    0.208,
Cl Cu Hg S      ,  6.242,    0.208,
Bi Ga S Te      ,  6.244,    0.208,
Bi Cl Ga Te     ,  6.245,    0.208,
Cu Mo S Se      ,  6.247,    0.208,
Al Cl O S       ,  6.254,    0.209,
Br F Sb Se      ,  6.256,    0.209,
B Br Cu O       ,  6.256,    0.209,
Ag I O Te       ,  6.259,    0.209,
Ag Mo S Se      ,  6.261,    0.209,
Ag Cl Mo Se     ,  6.262,    0.209,
Br O Pb Se      ,  6.264,    0.209,
Au Cl P S       ,   6.27,     0.21,
Cl In O Te      ,  6.279,     0.21,
Bi Cd I Se      ,  6.283,    0.211,
Bi Cu O Se      ,  6.287,    0.211,
As Hg I Sn      ,  6.294,    0.212,
Cl Hg S Zn      ,  6.301,    0.212,
Ag I O P        ,  6.304,    0.212,
Cl Nb P Se      ,  6.305,    0.212,
Br Cl Hg S      ,  6.311,    0.213,
B Br O Zn       ,  6.315,    0.213,
As I Li Se      ,  6.316,    0.213,
As Br F Te      ,  6.319,    0.213,
Al Cl O Sn      ,  6.322,    0.214,
Bi Br Cd S      ,  6.328,    0.214,
Cl P S Ti       ,  6.331,    0.214,
Mo Ni S Se      ,  6.338,    0.215,
O P P S         ,  6.338,    0.215,
Br S S V        ,  6.341,    0.215,
As F I Se       ,  6.341,    0.215,
B Br Ni O       ,  6.346,    0.215,
B Br I P        ,   6.35,    0.216,
Br Mn Sb Se     ,  6.351,    0.216,
Br Hg P Sn      ,  6.354,    0.216,
Bi Br O Se      ,  6.356,    0.216,
As Br Li S      ,  6.361,    0.217,
Bi I In Se      ,  6.365,    0.217,
Br Hg S Sn      ,  6.376,    0.218,
As Cl Hg Ti     ,  6.377,    0.218,
Bi Cl Cu S      ,   6.38,    0.218,
As Br F S       ,  6.386,    0.218,
As Cu Mn P      ,  6.389,    0.219,
Ag Bi Cl S      ,  6.393,    0.219,
Bi Ni S Te      ,  6.402,     0.22,
As Cl Hg O      ,  6.408,     0.22,
Cl Pb S Sb      ,  6.417,    0.221,
Br Hg Se Zr     ,  6.418,    0.221,
Br C Se Se      ,  6.422,    0.221,
Cl O P Sn       ,  6.428,    0.222,
Nd O Se Se      ,  6.445,    0.223,
O Se Se Sm      ,  6.447,    0.223,
Bi Br Cl S      ,  6.448,    0.223,
Ce O Se Se      ,  6.448,    0.223,
Cl O S Sn       ,   6.45,    0.223,
Cl Cl O Sn      ,  6.451,    0.223,
Cl Ge O Pb      ,  6.453,    0.223,
As Cl O Pb      ,  6.454,    0.224,
O Pr Se Se      ,  6.456,    0.224,
As O Y Zn       ,  6.461,    0.224,
Cu Hg I S       ,  6.465,    0.224,
Br Hg I Te      ,  6.466,    0.224,
As Bi Br Hg     ,   6.47,    0.225,
Ag Nb S Te      ,  6.473,    0.225,
Cl Hg In P      ,  6.475,    0.225,
Ag Hg I S       ,  6.477,    0.225,
Ag Br O Pb      ,  6.478,    0.225,
Al Bi Cl Te     ,  6.478,    0.225,
Br Hg Se Tl     ,  6.483,    0.226,
I Nb Se Te      ,  6.483,    0.226,
Cd Cl I O       ,  6.488,    0.226,
O S Se Zr       ,   6.49,    0.226,
Cl Hg In S      ,  6.497,    0.227,
In Mo S Se      ,  6.503,    0.227,
Br Cl Cr S      ,   6.51,    0.228,
As Cl Pr S      ,  6.511,    0.228,
Hg I S Zn       ,  6.522,    0.229,
Br O S Ti       ,  6.527,    0.229,
As Br Cr Hg     ,  6.531,    0.229,
Br Hg I S       ,  6.531,    0.229,
B Cl O Zn       ,   6.54,     0.23,
Cl Mo S Se      ,  6.541,     0.23,
Al Bi Cl S      ,  6.543,     0.23,
As Cl F Te      ,  6.544,     0.23,
Bi Cd Cl S      ,  6.552,    0.231,
Cd Mn Se Te     ,  6.554,    0.231,
As Cl Hg Hg     ,  6.557,    0.231,
Bi In S Te      ,  6.565,    0.232,
La O Se Se      ,  6.569,    0.232,
B Cl Ni O       ,   6.57,    0.232,
B I P S         ,  6.572,    0.232,
Cl Mg O P       ,  6.577,    0.233,
Cl Hg P Sn      ,  6.577,    0.233,
Bi Cl O Se      ,  6.579,    0.233,
Pb S Sn Te      ,  6.579,    0.233,
Br O Pb Sb      ,  6.589,    0.234,
Bi Cu I S       ,  6.599,    0.234,
As Cl Hg Zr     ,  6.603,    0.235,
As Cu O Sm      ,  6.606,    0.235,
As F S S        ,  6.607,    0.235,
Br O Pb Si      ,  6.607,    0.235,
As Cl F S       ,  6.608,    0.235,
Br Cd O V       ,  6.619,    0.236,
Bi Cl In S      ,  6.631,    0.237,
Cu Dy O Se      ,  6.631,    0.237,
Cu Gd O Se      ,  6.634,    0.237,
I Pb S Sb       ,  6.634,    0.237,
Br Ce S Sb      ,  6.637,    0.237,
Cl Hg Se Zr     ,  6.639,    0.237,
Cu O Se Sm      ,  6.642,    0.238,
Br Gd S Si      ,  6.646,    0.238,
Br Nd S Si      ,  6.652,    0.238,
Br S Si Sm      ,  6.654,    0.238,
Br Ce S Si      ,  6.655,    0.239,
La S S Se       ,  6.658,    0.239,
As Nd O Zn      ,   6.66,    0.239,
Br Pr S Si      ,  6.663,    0.239,
Cu S Sm Te      ,  6.666,    0.239,
As Cl Hg Tl     ,  6.667,    0.239,
Cl Cu O V       ,  6.669,     0.24,
As I O Pb       ,   6.67,     0.24,
Br Mo Te Te     ,   6.67,     0.24,
As Br O Pr      ,  6.681,     0.24,
Ga O S Tl       ,  6.682,    0.241,
As Gd Ni O      ,  6.684,    0.241,
Cl Cu O Pb      ,  6.684,    0.241,
Br O Pb Te      ,  6.685,    0.241,
Br O Te Zr      ,  6.685,    0.241,
As Bi Cl Hg     ,  6.689,    0.241,
As Ce Ni O      ,  6.693,    0.241,
In Mn S Se      ,  6.696,    0.242,
Ga La O Se      ,  6.697,    0.242,
Ag Cl O Pb      ,  6.697,    0.242,
F I Sb Se       ,  6.698,    0.242,
B Cu I O        ,  6.698,    0.242,
Ce O Se Zn      ,  6.699,    0.242,
Br Gd O Se      ,  6.699,    0.242,
I O Pb Se       ,  6.706,    0.242,
Bi Cu O Te      ,  6.706,    0.242,
Bi Br Cd O      ,   6.72,    0.243,
Cl O P Ti       ,  6.724,    0.244,
Cl O Se Y       ,  6.726,    0.244,
Br O P Pb       ,  6.727,    0.244,
S Se Tl V       ,   6.73,    0.244,
Eu O Se Se      ,  6.733,    0.244,
Br F S Sb       ,   6.74,    0.245,
Cl O S Ti       ,  6.745,    0.245,
Cl Hg I S       ,  6.749,    0.246,
Br Cl O Pb      ,  6.749,    0.246,
Br Cr O Si      ,  6.753,    0.246,
Br La S Sb      ,  6.755,    0.246,
As F I Te       ,  6.757,    0.246,
Cu La O Se      ,  6.761,    0.246,
Bi Se Te Tl     ,  6.768,    0.247,
Bi Pb S Se      ,  6.768,    0.247,
Bi Cu O S       ,  6.769,    0.247,
Dy O Se Si      ,   6.77,    0.247,
Bi Cl Cu O      ,   6.77,    0.247,
Bi Br O Te      ,   6.77,    0.247,
Br La S Si      ,  6.772,    0.247,
As Cd Ce O      ,  6.773,    0.247,
Gd O Se Si      ,  6.773,    0.247,
As Br F O       ,  6.775,    0.248,
Nd O Se Si      ,  6.779,    0.248,
As La O Zn      ,  6.781,    0.248,
O Se Si Sm      ,  6.781,    0.248,
Ce O Se Si      ,  6.782,    0.248,
Ag Bi Cl O      ,  6.782,    0.248,
B I Ni O        ,  6.782,    0.248,
Cr Hg S Se      ,  6.782,    0.248,
O Se Si Tb      ,  6.784,    0.248,
Cu La S Te      ,  6.784,    0.248,
Cl Nb P S       ,  6.786,    0.248,
I Mn Sb Se      ,  6.786,    0.248,
O Pr Se Si      ,   6.79,    0.249,
As Br La O      ,   6.79,    0.249,
As I Li S       ,  6.796,    0.249,
Cl F Sb Sb      ,  6.797,    0.249,
Er O Se Si      ,  6.801,    0.249,
O Pb S Sb       ,  6.804,     0.25,
Cl O Pb Sb      ,  6.805,     0.25,
S Se Tl Tl      ,  6.808,     0.25,
Cd Ce O Se      ,  6.808,     0.25,
As La Ni O      ,   6.81,     0.25,
Br Re Se Se     ,  6.814,     0.25,
La O Se Zn      ,  6.815,    0.251,
As F I S        ,  6.819,    0.251,
Ho O Se Si      ,  6.822,    0.251,
Cl O Pb Si      ,  6.822,    0.251,
Br Mn S Sb      ,  6.828,    0.252,
Cd Cl O V       ,  6.833,    0.252,
Bi Br Cl O      ,  6.834,    0.252,
Ca Cl Ge O      ,  6.838,    0.252,
As Br Na O      ,  6.839,    0.252,
As Ca Cl O      ,  6.839,    0.252,
Ag Cl Cr O      ,  6.841,    0.252,
Cd Cl O Pb      ,  6.848,    0.253,
Br Ca Cu O      ,  6.849,    0.253,
Br Li P S       ,  6.851,    0.253,
Ca O P Se       ,  6.852,    0.253,
Al F Ge O       ,  6.864,    0.254,
Cl Nd S Si      ,  6.865,    0.254,
Cl Hg P Ti      ,  6.866,    0.254,
Cl S Si Sm      ,  6.868,    0.254,
Ce Cl S Si      ,  6.869,    0.255,
Dy S Te Te      ,  6.869,    0.255,
Br Cr O P       ,   6.87,    0.255,
As Nb Te Tl     ,  6.871,    0.255,
As Cd F O       ,  6.874,    0.255,
Cl Pr S Si      ,  6.876,    0.255,
As Cl Gd O      ,  6.877,    0.255,
Cl O Te V       ,  6.882,    0.256,
As Cl Nd O      ,  6.883,    0.256,
As Cl O Sm      ,  6.885,    0.256,
As Ce Cl O      ,  6.886,    0.256,
Cr S Se Tl      ,  6.888,    0.256,
Mo Ru Se Te     ,  6.889,    0.256,
Cl F Sb Te      ,   6.89,    0.256,
Br Hg Pb S      ,   6.89,    0.256,
I Nb Te Te      ,   6.89,    0.256,
Ag I O V        ,   6.89,    0.256,
As Cl O Pr      ,  6.893,    0.256,
Cl Hg O P       ,  6.895,    0.257,
Br Cu Mo O      ,  6.897,    0.257,
La O Se Si      ,  6.897,    0.257,
Cl O Pb Te      ,  6.897,    0.257,
Cl O Te Zr      ,  6.898,    0.257,
Cr Cr Se Te     ,  6.907,    0.257,
Br Nb O Te      ,  6.908,    0.257,
Cl Dy O Se      ,  6.908,    0.258,
Cl Gd O Se      ,  6.912,    0.258,
Cl Cu O Y       ,  6.912,    0.258,
Cl Nd O Se      ,  6.917,    0.258,
Br Nb Nb Se     ,  6.917,    0.258,
Cl O Se Sm      ,  6.919,    0.258,
Cu Eu O Se      ,   6.92,    0.258,
Ho S Te Te      ,   6.92,    0.258,
Cl Mo O Se      ,  6.922,    0.259,
Cl O Se Tb      ,  6.922,    0.259,
Cl F P Sb       ,   6.93,    0.259,
Bi Cd Cl O      ,  6.932,    0.259,
Cl O P Pb       ,  6.938,     0.26,
Cl Er O Se      ,  6.939,     0.26,
O P Y Zn        ,  6.945,     0.26,
As Ni P Sr      ,  6.945,     0.26,
Br Hg S Tl      ,  6.951,    0.261,
As As Re S      ,  6.954,    0.261,
O Pb S S        ,  6.957,    0.261,
Cl O Pb S       ,  6.959,    0.261,
Cl O S Zr       ,  6.959,    0.261,
Cl Ho O Se      ,  6.959,    0.261,
Cl Cr O Si      ,  6.964,    0.262,
Cl O Se Tm      ,  6.964,    0.262,
B Mg O S        ,  6.967,    0.262,
B Cl Mg O       ,  6.968,    0.262,
Bi Cl O Te      ,   6.98,    0.263,
Ga Se Ta Te     ,  6.982,    0.263,
Cl La S Si      ,  6.982,    0.263,
Cl F Ge O       ,  6.984,    0.263,
As F O S        ,  6.984,    0.263,
Br Ca O Si      ,  6.984,    0.263,
As Cl F O       ,  6.985,    0.263,
Br Cl Pb Tl     ,  6.995,    0.264,
As La O S       ,  6.998,    0.264,
As Cl La O      ,  6.999,    0.264,
Cl Mo S S       ,  7.005,    0.265,
I O Pb Sb       ,   7.01,    0.265,
F O S Se        ,  7.018,    0.266,
O S S Tl        ,  7.018,    0.266,
Br Gd O Si      ,  7.021,    0.266,
Cl Re Se Se     ,  7.023,    0.266,
As Cl Hg Mo     ,  7.027,    0.266,
Cl Mn S Sb      ,  7.036,    0.267,
Ga Nd O S       ,  7.037,    0.267,
Cl Cr O Te      ,  7.037,    0.267,
Cd I O V        ,  7.038,    0.267,
Cu Nd O Te      ,  7.038,    0.267,
Bi O S S        ,  7.039,    0.267,
Ce Ga O S       ,   7.04,    0.267,
Ce Cu O Te      ,  7.041,    0.267,
Cu Se Ta Te     ,  7.044,    0.268,
Ag Cr I O       ,  7.045,    0.268,
O S Si Y        ,  7.045,    0.268,
Cl O Si Y       ,  7.046,    0.268,
Cl Lu O Se      ,  7.052,    0.268,
Ca Pb S Se      ,  7.055,    0.269,
Br Cl Tl Tl     ,  7.056,    0.269,
Ca Cl Cu O      ,  7.057,    0.269,
Cl Li P S       ,  7.059,    0.269,
Hg Mo S Se      ,  7.059,    0.269,
I Nd S Si       ,  7.069,     0.27,
I S Si Sm       ,  7.071,     0.27,
Ce I S Si       ,  7.072,     0.27,
I S Si Tb       ,  7.074,     0.27,
Cl Hg P Zr      ,  7.077,     0.27,
Bi Br Cl Tl     ,  7.077,     0.27,
F Ga O Te       ,  7.077,     0.27,
I Pr S Si       ,  7.079,     0.27,
I Mo Te Te      ,  7.086,    0.271,
F I Sb Te       ,  7.092,    0.271,
Cl Hg S Zr      ,  7.097,    0.272,
Br Ca O P       ,  7.097,    0.272,
Cu Nd O S       ,  7.098,    0.272,
Br Nd O Te      ,  7.099,    0.272,
Ce Cu O S       ,  7.101,    0.272,
Mo Pb S Se      ,  7.102,    0.272,
Cu Mo O S       ,  7.102,    0.272,
Br Ce O Te      ,  7.102,    0.272,
Cu S Se Ta      ,  7.103,    0.272,
Br Mo O Te      ,  7.104,    0.272,
Cu O Pr S       ,  7.108,    0.272,
Ca O S Zn       ,  7.108,    0.273,
B Br O Pb       ,  7.109,    0.273,
Br F O Sb       ,   7.11,    0.273,
As Br Hg Yb     ,  7.111,    0.273,
Ag Ce O S       ,  7.112,    0.273,
Cl Nb O Te      ,  7.114,    0.273,
Bi Cl Hg Te     ,  7.118,    0.273,
Dy O P Zn       ,  7.122,    0.274,
Cl Nb Nb Se     ,  7.123,    0.274,
Ni Se Ta Te     ,  7.124,    0.274,
I Se Se Ta      ,  7.124,    0.274,
Gd O P Zn       ,  7.125,    0.274,
F Ni O Sb       ,  7.129,    0.274,
I Li S Sb       ,  7.129,    0.274,
Nd O P Zn       ,   7.13,    0.274,
O P Sm Zn       ,  7.132,    0.274,
Ce O P Zn       ,  7.133,    0.274,
Bi Cd I O       ,  7.133,    0.274,
Cl Ga N Se      ,  7.138,    0.275,
Cu F O Te       ,  7.138,    0.275,
Cl In Nb O      ,  7.139,    0.275,
I O P Pb        ,  7.139,    0.275,
O P Pr Zn       ,   7.14,    0.275,
Al Br N Se      ,  7.143,    0.275,
Al Ca O Te      ,  7.144,    0.275,
Ga La O S       ,  7.151,    0.276,
F I S Sb        ,  7.152,    0.276,
Cu La O Te      ,  7.152,    0.276,
B Cl I Zr       ,  7.153,    0.276,
Cl F I Sb       ,  7.153,    0.276,
As Cl Eu O      ,  7.153,    0.276,
Cl Nb O P       ,  7.153,    0.276,
Bi Br Mn Se     ,   7.16,    0.276,
Cl I O Pb       ,   7.16,    0.276,
Mo S Se Tl      ,  7.161,    0.276,
As Au Nd O      ,  7.163,    0.277,
Gd O Si Te      ,  7.164,    0.277,
As Au O Sm      ,  7.166,    0.277,
Nd O Si Te      ,  7.169,    0.277,
Ca O S Sb       ,   7.17,    0.277,
O Si Sm Te      ,  7.171,    0.277,
Ce O Si Te      ,  7.172,    0.277,
Bi Cl Hg S      ,  7.177,    0.278,
Cu F O P        ,  7.177,    0.278,
F Ge Mg O       ,  7.179,    0.278,
O Pr Si Te      ,  7.179,    0.278,
Bi I O Te       ,   7.18,    0.278,
I La S Si       ,  7.182,    0.278,
Cl Eu O Se      ,  7.186,    0.278,
Ca O S Si       ,  7.187,    0.278,
Ca Cl O Si      ,  7.188,    0.278,
Ag F O P        ,  7.189,    0.279,
Cu La O P       ,  7.191,    0.279,
Br Mn O Sb      ,  7.193,    0.279,
Br F O Te       ,  7.199,    0.279,
Be Cl I Zr      ,  7.202,     0.28,
Al Ca O S       ,  7.203,     0.28,
Al Ca Cl O      ,  7.204,     0.28,
