Phase fields,     scores,     Norm. scores,
As Cu Ge Se     ,   3.75,      0.0,
As Ga Se Zn     ,  4.004,    0.019,
As Cd Ga Se     ,  4.099,    0.026,
As Ge P Zn      ,  4.431,     0.05,
As In Se Zn     ,  4.497,    0.055,
As Cd Ge P      ,  4.517,    0.056,
As Cu In Se     ,   4.52,    0.057,
Cu Ge P Se      ,  4.534,    0.058,
As As Cd Cl     ,   4.56,     0.06,
As Cd In Se     ,  4.582,    0.061,
Cd Ge S Se      ,   4.65,    0.066,
Ag Ga S Se      ,  4.691,    0.069,
As Ga S Zn      ,  4.723,    0.072,
Ag Ga Se Te     ,  4.745,    0.073,
Ga P Se Zn      ,  4.746,    0.073,
Ge Sb Se Te     ,  4.747,    0.073,
As Ga Te Zn     ,  4.777,    0.076,
As Cd Ga S      ,  4.804,    0.078,
Cu Ga S Se      ,   4.82,    0.079,
As Cd Ga Te     ,  4.857,    0.081,
Ag Br Ge S      ,  4.866,    0.082,
Cu Ga Se Te     ,  4.873,    0.083,
Ag Br In Se     ,  4.876,    0.083,
Cd Ga S Se      ,  4.878,    0.083,
Cl Ga Sb Se     ,   4.91,    0.085,
As P Si Zn      ,  4.948,    0.088,
Br Cd Sb Se     ,  4.983,    0.091,
As Cd P Zn      ,  4.986,    0.091,
Ag Br Se Te     ,  4.989,    0.091,
As Br Cu S      ,   4.99,    0.091,
Br Cu Ge S      ,  4.991,    0.091,
Al Br Sb Se     ,  4.995,    0.092,
Cl Ga P Se      ,  4.995,    0.092,
As Br Cd P      ,  4.996,    0.092,
Br Cu In Se     ,    5.0,    0.092,
Br Cu P Se      ,  5.011,    0.093,
Ag S Sb Se      ,  5.046,    0.095,
Ge Se Sn Te     ,  5.079,    0.098,
Ag Ge I Se      ,  5.089,    0.099,
Br In Sb Se     ,  5.096,    0.099,
Ag Sb Se Te     ,  5.096,    0.099,
Ag Cl Ge S      ,    5.1,    0.099,
Cd S Se Zn      ,  5.107,      0.1,
Ag Cl In Se     ,  5.109,      0.1,
Ag In S Se      ,  5.118,    0.101,
Al S Se Zn      ,  5.118,    0.101,
Al Cu S Se      ,  5.139,    0.102,
Cd S Se Si      ,  5.145,    0.103,
Cd Se Te Zn     ,  5.156,    0.103,
Cu S Sb Se      ,  5.166,    0.104,
Br In In Se     ,  5.168,    0.104,
Ag In Se Te     ,  5.168,    0.104,
Cu Ge P S       ,   5.18,    0.105,
As As Cd I      ,  5.192,    0.106,
Cu Ge I Se      ,  5.208,    0.107,
In S Se Zn      ,  5.217,    0.108,
As Cu In Te     ,  5.217,    0.108,
Ag Cl Se Te     ,  5.218,    0.108,
As As Br Hg     ,  5.218,    0.108,
As Cl Cu S      ,  5.218,    0.108,
As Cd In S      ,  5.222,    0.108,
Al Cl Sb Se     ,  5.223,    0.108,
Ag S Se Te      ,  5.227,    0.109,
Cu In S Se      ,  5.237,    0.109,
Cl Cu P Se      ,  5.239,     0.11,
Cu P S Se       ,  5.247,     0.11,
As Cd In Te     ,  5.271,    0.112,
Cu In Se Te     ,  5.286,    0.113,
As Br Hg Se     ,  5.286,    0.113,
Cd In S Se      ,  5.291,    0.113,
Al Cl P Se      ,  5.303,    0.114,
Ga P S Zn       ,  5.367,    0.119,
In Sb Se Te     ,  5.376,     0.12,
In Ni S Se      ,  5.377,     0.12,
Ni P S Se       ,  5.387,     0.12,
Br Cu S Si      ,  5.456,    0.126,
Ag Br In S      ,  5.482,    0.127,
Se Sn Te Zn     ,  5.501,    0.129,
Cu Rh S Se      ,  5.508,    0.129,
Cl Ga S Sb      ,  5.512,     0.13,
Ag Br In Te     ,  5.528,    0.131,
Ag Au S Se      ,  5.545,    0.132,
Cl Ga Sb Te     ,  5.558,    0.133,
Cd Se Sn Te     ,   5.57,    0.134,
Ag Br Cl Te     ,  5.575,    0.134,
Br Cd S Sb      ,  5.577,    0.134,
Ge Pb S Se      ,  5.594,    0.136,
Br Cu P S       ,  5.602,    0.136,
Br Cd P P       ,  5.608,    0.137,
In S Se Sn      ,  5.627,    0.138,
Ag Br Te Te     ,  5.628,    0.138,
As Cl Ga Hg     ,  5.635,    0.139,
Br Cu In Te     ,  5.638,    0.139,
Ge Pb Se Te     ,  5.639,    0.139,
As Br Cu Hg     ,  5.649,     0.14,
Cu I Se Si      ,  5.655,     0.14,
As Cr Cu Se     ,  5.659,    0.141,
Ag Ge I S       ,  5.672,    0.141,
Br Nb Se Se     ,  5.673,    0.141,
Br In S Sb      ,  5.679,    0.142,
Ag I In Se      ,   5.68,    0.142,
Ag Cl In S      ,  5.691,    0.143,
Br Cu S Te      ,  5.692,    0.143,
Br Hg Se Zn     ,  5.694,    0.143,
As Br Cd Hg     ,  5.698,    0.143,
Ag Cl P S       ,    5.7,    0.143,
Cu Cu S Te      ,  5.702,    0.144,
Ag Br S Sn      ,  5.708,    0.144,
As Cd Cr Se     ,  5.709,    0.144,
Br Cu Hg Se     ,  5.712,    0.144,
Br Cl S Sb      ,  5.724,    0.145,
Ag Cl In Te     ,  5.735,    0.146,
Ag As Cl Hg     ,  5.745,    0.147,
As Br Cd O      ,  5.747,    0.147,
As Cu I S       ,  5.778,    0.149,
Cu Ge I S       ,   5.78,    0.149,
Cd Cl S Sb      ,  5.783,     0.15,
As Cd I P       ,  5.784,     0.15,
Cu I In Se      ,  5.788,     0.15,
Ag Cl S Te      ,  5.788,     0.15,
Ga Ga I Te      ,  5.796,    0.151,
Cu I P Se       ,  5.797,    0.151,
As Br Hg In     ,  5.797,    0.151,
Br P S S        ,  5.805,    0.151,
Cl Cu P S       ,  5.807,    0.151,
Ga S Se V       ,  5.808,    0.151,
Ag O P Se       ,  5.821,    0.152,
Ag S Te Te      ,   5.84,    0.154,
Cl Cu In Te     ,  5.841,    0.154,
Ga S Se Tl      ,  5.846,    0.154,
As Br In O      ,  5.846,    0.154,
S Se Sn Sn      ,  5.847,    0.154,
Ag Bi Br Se     ,  5.849,    0.154,
As Br Hg S      ,   5.85,    0.155,
Cl In S Sb      ,   5.88,    0.157,
Br Ni O Se      ,  5.888,    0.157,
Cl Cu S Te      ,  5.893,    0.158,
As Cl Cu O      ,  5.899,    0.158,
Cl Cu Hg Se     ,  5.912,    0.159,
I S Sb Se       ,  5.922,     0.16,
In S Sb Te      ,  5.931,    0.161,
Bi Cl Ga Se     ,   5.94,    0.161,
As Hg S Sb      ,  5.941,    0.161,
Cl O Se Zn      ,  5.942,    0.161,
Cl In In S      ,  5.943,    0.161,
As Cd Cl O      ,  5.947,    0.162,
Bi Br Cu Se     ,  5.953,    0.162,
